rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,536,Sevilla,https://media.api-sports.io/football/teams/536.png,15,11,UEFA Europa League: Group A,LWWWW,same,16th Finals,6,5,0,1,14,3,3,3,0,0,6,0,3,2,0,1,8,3
2,2247,Apoel Nicosia,https://media.api-sports.io/football/teams/2247.png,10,2,UEFA Europa League: Group A,WWWDL,same,16th Finals,6,3,1,2,10,8,3,2,0,1,6,5,3,1,1,1,4,3
3,556,Qarabag,https://media.api-sports.io/football/teams/556.png,5,-3,UEFA Europa League: Group A,DLLDW,same,,6,1,2,3,8,11,3,0,2,1,3,6,3,1,0,2,5,5
4,578,F91 Dudelange,https://media.api-sports.io/football/teams/578.png,4,-10,UEFA Europa League: Group A,DLLLL,same,,6,1,1,4,8,18,3,0,0,3,3,11,3,1,1,1,5,7
1,375,Malmo FF,https://media.api-sports.io/football/teams/375.png,11,2,UEFA Europa League: Group B,LWWWW,same,16th Finals,6,3,2,1,8,6,3,2,1,0,7,5,3,1,1,1,1,1
2,400,FC Copenhagen,https://media.api-sports.io/football/teams/400.png,9,1,UEFA Europa League: Group B,WWWDL,same,16th Finals,6,2,3,1,5,4,3,1,1,1,2,2,3,1,2,0,3,2
3,572,Dynamo Kyiv,https://media.api-sports.io/football/teams/572.png,7,0,UEFA Europa League: Group B,DLLDW,same,,6,1,4,1,7,7,3,1,2,0,3,2,3,0,2,1,4,5
4,606,FC Lugano,https://media.api-sports.io/football/teams/606.png,3,-3,UEFA Europa League: Group B,DLLLL,same,,6,0,3,3,2,5,3,0,2,1,0,1,3,0,1,2,2,4
1,551,FC Basel 1893,https://media.api-sports.io/football/teams/551.png,13,8,UEFA Europa League: Group C,LWWWW,same,16th Finals,6,4,1,1,12,4,3,3,0,0,9,1,3,1,1,1,3,3
2,546,Getafe,https://media.api-sports.io/football/teams/546.png,12,4,UEFA Europa League: Group C,WWWDL,same,16th Finals,6,4,0,2,8,4,3,2,0,1,4,1,3,2,0,1,4,3
3,621,Krasnodar,https://media.api-sports.io/football/teams/621.png,9,-4,UEFA Europa League: Group C,DLLDW,same,,6,3,0,3,7,11,3,2,0,1,5,3,3,1,0,2,2,8
4,998,Trabzonspor,https://media.api-sports.io/football/teams/998.png,1,-8,UEFA Europa League: Group C,DLLLL,same,,6,0,1,5,3,11,3,0,1,2,2,5,3,0,0,3,1,6
1,1026,Lask Linz,https://media.api-sports.io/football/teams/1026.png,13,7,UEFA Europa League: Group D,LWWWW,same,16th Finals,6,4,1,1,11,4,3,3,0,0,8,1,3,1,1,1,3,3
2,228,Sporting CP,https://media.api-sports.io/football/teams/228.png,12,4,UEFA Europa League: Group D,WWWDL,same,16th Finals,6,4,0,2,11,7,3,3,0,0,7,1,3,1,0,2,4,6
3,197,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,8,-3,UEFA Europa League: Group D,DLLDW,same,,6,2,2,2,9,12,3,1,2,0,4,3,3,1,0,2,5,9
4,331,Rosenborg,https://media.api-sports.io/football/teams/331.png,1,-8,UEFA Europa League: Group D,DLLLL,same,,6,0,1,5,3,11,3,0,0,3,2,8,3,0,1,2,1,3
1,247,Celtic,https://media.api-sports.io/football/teams/247.png,13,4,UEFA Europa League: Group E,LWWWW,same,16th Finals,6,4,1,1,10,6,3,3,0,0,7,2,3,1,1,1,3,4
2,2246,CFR 1907 Cluj,https://media.api-sports.io/football/teams/2246.png,12,2,UEFA Europa League: Group E,WWWDL,same,16th Finals,6,4,0,2,6,4,3,3,0,0,5,1,3,1,0,2,1,3
3,487,Lazio,https://media.api-sports.io/football/teams/487.png,6,-3,UEFA Europa League: Group E,DLLDW,same,,6,2,0,4,6,9,3,2,0,1,4,3,3,0,0,3,2,6
4,94,Rennes,https://media.api-sports.io/football/teams/94.png,4,-3,UEFA Europa League: Group E,DLLLL,same,,6,1,1,4,5,8,3,1,1,1,3,2,3,0,0,3,2,6
1,42,Arsenal,https://media.api-sports.io/football/teams/42.png,11,7,UEFA Europa League: Group F,LWWWW,same,16th Finals,6,3,2,1,14,7,3,2,0,1,8,4,3,1,2,0,6,3
2,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,9,-2,UEFA Europa League: Group F,WWWDL,same,16th Finals,6,3,0,3,8,10,3,1,0,2,4,7,3,2,0,1,4,3
3,733,Standard Liege,https://media.api-sports.io/football/teams/733.png,8,-2,UEFA Europa League: Group F,DLLDW,same,,6,2,2,2,8,10,3,2,1,0,6,3,3,0,1,2,2,7
4,224,Guimaraes,https://media.api-sports.io/football/teams/224.png,5,-3,UEFA Europa League: Group F,DLLLL,same,,6,1,2,3,7,10,3,0,2,1,2,3,3,1,0,2,5,7
1,212,FC Porto,https://media.api-sports.io/football/teams/212.png,10,-1,UEFA Europa League: Group G,LWWWW,same,16th Finals,6,3,1,2,8,9,3,2,1,0,6,4,3,1,0,2,2,5
2,257,Rangers,https://media.api-sports.io/football/teams/257.png,9,2,UEFA Europa League: Group G,WWWDL,same,16th Finals,6,2,3,1,8,6,3,2,1,0,4,1,3,0,2,1,4,5
3,565,BSC Young Boys,https://media.api-sports.io/football/teams/565.png,8,1,UEFA Europa League: Group G,DLLDW,same,,6,2,2,2,8,7,3,2,0,1,5,3,3,0,2,1,3,4
4,209,Feyenoord,https://media.api-sports.io/football/teams/209.png,5,-2,UEFA Europa League: Group G,DLLLL,same,,6,1,2,3,7,9,3,1,2,0,5,3,3,0,0,3,2,6
1,540,Espanyol,https://media.api-sports.io/football/teams/540.png,11,8,UEFA Europa League: Group H,LWWWW,same,16th Finals,6,3,2,1,12,4,3,1,1,1,7,2,3,2,1,0,5,2
2,566,Ludogorets,https://media.api-sports.io/football/teams/566.png,8,0,UEFA Europa League: Group H,WWWDL,same,16th Finals,6,2,2,2,10,10,3,1,1,1,6,3,3,1,1,1,4,7
3,651,Ferencvarosi TC,https://media.api-sports.io/football/teams/651.png,7,-2,UEFA Europa League: Group H,DLLDW,same,,6,1,4,1,5,7,3,0,2,1,2,5,3,1,2,0,3,2
4,555,CSKA Moscow,https://media.api-sports.io/football/teams/555.png,5,-6,UEFA Europa League: Group H,DLLLL,same,,6,1,2,3,3,9,3,0,1,2,1,4,3,1,1,1,2,5
1,631,Gent,https://media.api-sports.io/football/teams/631.png,12,4,UEFA Europa League: Group I,LWWWW,same,16th Finals,6,3,3,0,11,7,3,2,1,0,7,5,3,1,2,0,4,2
2,161,VfL Wolfsburg,https://media.api-sports.io/football/teams/161.png,11,2,UEFA Europa League: Group I,WWWDL,same,16th Finals,6,3,2,1,9,7,3,2,0,1,5,4,3,1,2,0,4,3
3,1063,Saint Etienne,https://media.api-sports.io/football/teams/1063.png,4,-2,UEFA Europa League: Group I,DLLDW,same,,6,0,4,2,6,8,3,0,3,0,2,2,3,0,1,2,4,6
4,3619,Oleksandria,https://media.api-sports.io/football/teams/3619.png,3,-4,UEFA Europa League: Group I,DLLLL,same,,6,0,3,3,6,10,3,0,2,1,3,4,3,0,1,2,3,6
1,564,Istanbul Basaksehir,https://media.api-sports.io/football/teams/564.png,10,-2,UEFA Europa League: Group J,LWWWW,same,16th Finals,6,3,1,2,7,9,3,1,1,1,2,4,3,2,0,1,5,5
2,497,AS Roma,https://media.api-sports.io/football/teams/497.png,9,6,UEFA Europa League: Group J,WWWDL,same,16th Finals,6,2,3,1,12,6,3,1,2,0,7,3,3,1,1,1,5,3
3,163,Borussia Monchengladbach,https://media.api-sports.io/football/teams/163.png,8,-3,UEFA Europa League: Group J,DLLDW,same,,6,2,2,2,6,9,3,1,0,2,3,7,3,1,2,0,3,2
4,1025,Wolfsberger AC,https://media.api-sports.io/football/teams/1025.png,5,-1,UEFA Europa League: Group J,DLLLL,same,,6,1,2,3,7,8,3,0,1,2,1,5,3,1,1,1,6,3
1,217,SC Braga,https://media.api-sports.io/football/teams/217.png,14,6,UEFA Europa League: Group K,LWWWW,same,16th Finals,6,4,2,0,15,9,3,1,2,0,8,6,3,3,0,0,7,3
2,39,Wolves,https://media.api-sports.io/football/teams/39.png,13,6,UEFA Europa League: Group K,WWWDL,same,16th Finals,6,4,1,1,11,5,3,2,0,1,5,1,3,2,1,0,6,4
3,656,Slovan Bratislava,https://media.api-sports.io/football/teams/656.png,4,-3,UEFA Europa League: Group K,DLLDW,same,,6,1,1,4,10,13,3,1,0,2,7,8,3,0,1,2,3,5
4,549,Besiktas,https://media.api-sports.io/football/teams/549.png,3,-9,UEFA Europa League: Group K,DLLLL,same,,6,1,0,5,6,15,3,1,0,2,3,4,3,0,0,3,3,11
1,33,Manchester United,https://media.api-sports.io/football/teams/33.png,13,8,UEFA Europa League: Group L,LWWWW,same,16th Finals,6,4,1,1,10,2,3,3,0,0,8,0,3,1,1,1,2,2
2,201,AZ Alkmaar,https://media.api-sports.io/football/teams/201.png,9,7,UEFA Europa League: Group L,WWWDL,same,16th Finals,6,2,3,1,15,8,3,1,2,0,8,2,3,1,1,1,7,6
3,573,FK Partizan,https://media.api-sports.io/football/teams/573.png,8,0,UEFA Europa League: Group L,DLLDW,same,,6,2,2,2,10,10,3,1,1,1,6,4,3,1,1,1,4,6
4,562,FC Astana,https://media.api-sports.io/football/teams/562.png,3,-15,UEFA Europa League: Group L,DLLLL,same,,6,1,0,5,4,19,3,1,0,2,3,8,3,0,0,3,1,11
