rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,16,13,UEFA Champions League: Group A,WDWWW,same,Promotion - Champions League (Round of 16),6,5,1,0,18,5,3,3,0,0,9,1,3,2,1,0,9,4
2,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,9,-1,UEFA Champions League: Group A,WDDDW,same,Promotion - Champions League (Round of 16),6,2,3,1,7,8,3,1,2,0,4,3,3,1,1,1,3,5
3,571,Red Bull Salzburg,https://media.api-sports.io/football/teams/571.png,4,-7,UEFA Champions League: Group A,LWLLL,same,Promotion - Europa League (Round of 32),6,1,1,4,10,17,3,0,1,2,4,10,3,1,0,2,6,7
4,597,Lokomotiv Moscow,https://media.api-sports.io/football/teams/597.png,3,-5,UEFA Champions League: Group A,LLDDL,same,,6,0,3,3,5,10,3,0,1,2,3,6,3,0,2,1,2,4
1,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,10,2,UEFA Champions League: Group B,WLWWD,same,Promotion - Champions League (Round of 16),6,3,1,2,11,9,3,2,0,1,7,5,3,1,1,1,4,4
2,163,Borussia Monchengladbach,https://media.api-sports.io/football/teams/163.png,8,7,UEFA Champions League: Group B,LLWWD,same,Promotion - Champions League (Round of 16),6,2,2,2,16,9,3,1,1,1,8,5,3,1,1,1,8,4
3,550,Shakhtar Donetsk,https://media.api-sports.io/football/teams/550.png,8,-7,UEFA Champions League: Group B,DWLLD,same,Promotion - Europa League (Round of 32),6,2,2,2,5,12,3,1,1,1,2,6,3,1,1,1,3,6
4,505,Inter,https://media.api-sports.io/football/teams/505.png,6,-2,UEFA Champions League: Group B,DWLLD,same,,6,1,3,2,7,9,3,0,2,1,2,4,3,1,1,1,5,5
1,50,Manchester City,https://media.api-sports.io/football/teams/50.png,16,12,UEFA Champions League: Group C,WDWWW,same,Promotion - Champions League (Round of 16),6,5,1,0,13,1,3,3,0,0,9,1,3,2,1,0,4,0
2,212,FC Porto,https://media.api-sports.io/football/teams/212.png,13,7,UEFA Champions League: Group C,WDWWW,same,Promotion - Champions League (Round of 16),6,4,1,1,10,3,3,2,1,0,5,0,3,2,0,1,5,3
3,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,3,-8,UEFA Champions League: Group C,LLLLL,same,Promotion - Europa League (Round of 32),6,1,0,5,2,10,3,1,0,2,1,3,3,0,0,3,1,7
4,81,Marseille,https://media.api-sports.io/football/teams/81.png,3,-11,UEFA Champions League: Group C,LWLLL,same,,6,1,0,5,2,13,3,1,0,2,2,6,3,0,0,3,0,7
1,40,Liverpool,https://media.api-sports.io/football/teams/40.png,13,7,UEFA Champions League: Group D,DWLWW,same,Promotion - Champions League (Round of 16),6,4,1,1,10,3,3,2,0,1,3,2,3,2,1,0,7,1
2,499,Atalanta,https://media.api-sports.io/football/teams/499.png,11,2,UEFA Champions League: Group D,WDWLD,same,Promotion - Champions League (Round of 16),6,3,2,1,10,8,3,0,2,1,3,8,3,3,0,0,7,0
3,194,Ajax,https://media.api-sports.io/football/teams/194.png,7,0,UEFA Champions League: Group D,LLWWD,same,Promotion - Europa League (Round of 32),6,2,1,3,7,7,3,1,0,2,3,3,3,1,1,1,4,4
4,397,FC Midtjylland,https://media.api-sports.io/football/teams/397.png,2,-9,UEFA Champions League: Group D,DDLLL,same,,6,0,2,4,4,13,3,0,1,2,2,7,3,0,1,2,2,6
1,49,Chelsea,https://media.api-sports.io/football/teams/49.png,14,12,UEFA Champions League: Group E,DWWWW,same,Promotion - Champions League (Round of 16),6,4,2,0,14,2,3,1,2,0,4,1,3,3,0,0,10,1
2,536,Sevilla,https://media.api-sports.io/football/teams/536.png,13,1,UEFA Champions League: Group E,WLWWW,same,Promotion - Champions League (Round of 16),6,4,1,1,9,8,3,2,0,1,4,6,3,2,1,0,5,2
3,621,Krasnodar,https://media.api-sports.io/football/teams/621.png,5,-5,UEFA Champions League: Group E,DWLLL,same,Promotion - Europa League (Round of 32),6,1,2,3,6,11,3,1,0,2,2,6,3,0,2,1,4,5
4,94,Rennes,https://media.api-sports.io/football/teams/94.png,1,-8,UEFA Champions League: Group E,LLLLL,same,,6,0,1,5,3,11,3,0,1,2,3,6,3,0,0,3,0,5
1,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,13,7,UEFA Champions League: Group F,WDWWW,same,Promotion - Champions League (Round of 16),6,4,1,1,12,5,3,2,1,0,6,1,3,2,0,1,6,4
