rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,82,68,Bundesliga,WWWWW,same,Promotion - Champions League (Group Stage),34,26,4,4,100,32,17,13,2,2,53,15,17,13,2,2,47,17
2,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,69,43,Bundesliga,LWLWW,same,Promotion - Champions League (Group Stage),34,21,6,7,84,41,17,11,3,3,46,17,17,10,3,4,38,24
3,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,66,44,Bundesliga,WLDWD,same,Promotion - Champions League (Group Stage),34,18,12,4,81,37,17,7,8,2,38,21,17,11,4,2,43,16
4,163,Borussia Monchengladbach,https://media.api-sports.io/football/teams/163.png,65,26,Bundesliga,WWWLL,same,Promotion - Champions League (Group Stage),34,20,5,9,66,40,17,12,2,3,40,21,17,8,3,6,26,19
5,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,63,17,Bundesliga,WLWDL,same,Promotion - Europa League (Group Stage),34,19,6,9,61,44,17,9,4,4,32,22,17,10,2,5,29,22
6,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,52,0,Bundesliga,WWWLD,same,Promotion - Europa League (Group Stage),34,15,7,12,53,53,17,7,1,9,26,37,17,8,6,3,27,16
7,161,VfL Wolfsburg,https://media.api-sports.io/football/teams/161.png,49,2,Bundesliga,LWLDW,same,Promotion - Europa League (Qualification),34,13,10,11,48,46,17,4,7,6,19,23,17,9,3,5,29,23
8,160,SC Freiburg,https://media.api-sports.io/football/teams/160.png,48,1,Bundesliga,WLWDW,same,,34,13,9,12,48,47,17,9,2,6,23,17,17,4,7,6,25,30
9,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,45,-1,Bundesliga,WDWWL,same,,34,13,6,15,59,60,17,8,4,5,36,27,17,5,2,10,23,33
10,159,Hertha Berlin,https://media.api-sports.io/football/teams/159.png,41,-11,Bundesliga,LWLLL,same,,34,11,8,15,48,59,17,6,3,8,23,32,17,5,5,7,25,27
11,182,Union Berlin,https://media.api-sports.io/football/teams/182.png,41,-17,Bundesliga,WLWWD,same,,34,12,5,17,41,58,17,8,3,6,24,20,17,4,2,11,17,38
12,174,FC Schalke 04,https://media.api-sports.io/football/teams/174.png,39,-20,Bundesliga,LLLDD,same,,34,9,12,13,38,58,17,5,7,5,20,27,17,4,5,8,18,31
13,164,FSV Mainz 05,https://media.api-sports.io/football/teams/164.png,37,-21,Bundesliga,LWWLW,same,,34,11,4,19,44,65,17,5,2,10,18,29,17,6,2,9,26,36
14,192,FC Koln,https://media.api-sports.io/football/teams/192.png,36,-18,Bundesliga,LDLLD,same,,34,10,6,18,51,69,17,6,4,7,28,27,17,4,2,11,23,42
15,170,FC Augsburg,https://media.api-sports.io/football/teams/170.png,36,-18,Bundesliga,LDLWD,same,,34,9,9,16,45,63,17,5,5,7,28,29,17,4,4,9,17,34
16,162,Werder Bremen,https://media.api-sports.io/football/teams/162.png,31,-27,Bundesliga,WLLWL,same,Bundesliga (Relegation - Play Offs),34,8,7,19,42,69,17,2,3,12,15,36,17,6,4,7,27,33
17,158,Fortuna Dusseldorf,https://media.api-sports.io/football/teams/158.png,30,-31,Bundesliga,LDDLD,same,Relegation - 2. Bundesliga,34,6,12,16,36,67,17,4,6,7,18,28,17,2,6,9,18,39
18,185,SC Paderborn 07,https://media.api-sports.io/football/teams/185.png,20,-37,Bundesliga,LLLLD,same,Relegation - 2. Bundesliga,34,4,8,22,37,74,17,2,2,13,21,46,17,2,6,9,16,28
