fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,shots_total,shots_on,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_blocks,tackles_interceptions,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,goals_assists,goals_total,penalty_won,penalty_commited,offsides
208990,1899 Hoffenheim,167,25389,Ihlas Bebou,https://media.api-sports.io/football/players/25389.png,29,9,F,6.8,False,False,1,0,0.0,,6,1,54%,0.0,0,1,1,,0,1,0,0,0,0,,1.0,,,,,
208992,SC Freiburg,160,26232,Mark Flekken,https://media.api-sports.io/football/players/26232.png,90,26,G,7.1,False,False,0,0,1.0,5.0,36,0,80%,0.0,0,0,0,,0,0,0,0,0,0,0.0,,,,,,
208992,SC Freiburg,160,26240,Philipp Lienhart,https://media.api-sports.io/football/players/26240.png,90,3,D,6.8,False,False,0,0,0.0,,50,0,83%,1.0,2,0,0,1.0,2,1,0,0,0,0,,,,,,,
208992,SC Freiburg,160,26238,Robin Koch,https://media.api-sports.io/football/players/26238.png,90,25,D,7.4,False,False,0,0,0.0,,40,0,93%,3.0,2,0,0,,0,1,0,0,0,0,,,,,,,
208992,SC Freiburg,160,26237,Dominique Heintz,https://media.api-sports.io/football/players/26237.png,90,23,D,6.8,False,False,0,0,0.0,,38,0,84%,1.0,1,1,1,,0,0,0,0,0,0,,3.0,,,,,
208992,SC Freiburg,160,25303,Jonathan Schmid,https://media.api-sports.io/football/players/25303.png,90,7,M,6.4,False,False,0,0,0.0,,26,0,72%,0.0,1,2,0,2.0,1,0,0,0,0,0,,4.0,,,,,
208992,SC Freiburg,160,127928,Lino Tempelmann,https://media.api-sports.io/football/players/127928.png,34,34,M,6.7,False,False,1,0,0.0,,6,0,60%,1.0,0,1,1,,0,1,0,0,0,0,,1.0,,,,,
208992,SC Freiburg,160,26250,Nicolas Höfler,https://media.api-sports.io/football/players/26250.png,67,27,M,7.5,False,False,1,1,0.0,,21,1,95%,0.0,3,1,1,2.0,1,2,1,0,0,0,,2.0,,1.0,,,
208992,SC Freiburg,160,26236,Christian Günter,https://media.api-sports.io/football/players/26236.png,90,30,M,6.8,True,False,2,0,0.0,,14,3,77%,0.0,0,1,1,2.0,0,0,0,0,0,0,,1.0,,,,,
208992,SC Freiburg,160,26249,Janik Haberer,https://media.api-sports.io/football/players/26249.png,90,19,F,6.7,False,False,0,0,0.0,,29,0,87%,1.0,2,1,0,2.0,2,2,1,0,0,0,,,,,,,
208992,SC Freiburg,160,26255,Lucas Höler,https://media.api-sports.io/football/players/26255.png,90,9,F,6.9,False,False,4,0,0.0,,16,1,57%,1.0,0,1,0,1.0,3,0,0,0,0,0,,4.0,,,,,
