fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,shots_total,shots_on,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,dribbles_past,goals_assists,goals_total,penalty_commited,penalty_won
37557,Rennes,94,2213,James Léa Siliki,https://media.api-sports.io/football/players/2213.png,73,12,M,6.9,False,False,1,0,,,11,3.0,61%,0,0,7.0,2.0,2.0,1.0,1,3,0,0,0,0,,,,1.0,,,
37557,Rennes,94,2204,Benjamin André,https://media.api-sports.io/football/players/2204.png,90,21,M,6.2,True,False,1,0,,,31,1.0,70%,0,2,12.0,5.0,1.0,0.0,1,3,0,0,0,0,,1.0,,,,,
37557,Rennes,94,2206,Benjamin Bourigeaud,https://media.api-sports.io/football/players/2206.png,90,14,M,6.8,False,False,2,1,,,22,1.0,88%,1,1,6.0,1.0,1.0,0.0,0,0,0,0,0,0,,1.0,3.0,,,,
37557,Rennes,94,2208,Clément Grenier,https://media.api-sports.io/football/players/2208.png,90,8,M,6.7,False,False,2,1,,,28,0.0,71%,1,0,13.0,5.0,0.0,0.0,0,2,0,0,0,0,,1.0,3.0,,1.0,,
37557,Rennes,94,2218,Ismaila Sarr,https://media.api-sports.io/football/players/2218.png,90,7,M,6.7,False,False,1,0,,,17,0.0,85%,0,2,13.0,8.0,2.0,1.0,5,2,0,0,0,0,,1.0,,,,,
37557,Rennes,94,50247,Diafra Sakho,https://media.api-sports.io/football/players/50247.png,59,25,F,6.6,False,False,0,0,,,6,0.0,75%,0,0,5.0,2.0,0.0,0.0,0,0,0,0,0,0,,1.0,,,,,
37557,Rennes,94,2214,Romain Del Castillo,https://media.api-sports.io/football/players/2214.png,31,22,M,6.3,False,False,1,0,,,7,0.0,63%,0,0,8.0,4.0,4.0,3.0,1,0,0,0,0,0,,,1.0,,,,
37557,Rennes,94,20929,Denis Will Poha,https://media.api-sports.io/football/players/20929.png,17,28,M,6.6,False,False,0,0,,,9,0.0,90%,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,,,,,
37558,Montpellier,82,21566,Benjamin Lecomte,https://media.api-sports.io/football/players/21566.png,90,40,G,6.7,False,False,0,0,2.0,2.0,15,0.0,60%,0,0,1.0,1.0,0.0,0.0,1,0,0,0,0,0,1.0,,,,,,
37558,Montpellier,82,21574,Pedro Mendes,https://media.api-sports.io/football/players/21574.png,40,5,D,7.4,False,False,1,1,,,21,0.0,91%,0,2,7.0,5.0,0.0,0.0,2,2,1,0,0,0,,,,,1.0,,
