rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
2,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,12,4,Group F,WWWWL,same,Promotion - Champions League (Play Offs: 1/8-finals),6,4,0,2,13,9,3,2,0,1,7,7,3,2,0,1,6,2
3,550,Shakhtar Donetsk,https://media.api-sports.io/football/teams/550.png,6,-2,Group F,LDDLD,same,Promotion - Europa League (Play Offs: 1/16-finals),6,1,3,2,8,10,3,0,2,1,2,6,3,1,1,1,6,4
4,247,Celtic,https://media.api-sports.io/football/teams/247.png,2,-11,Group F,LDLLD,same,,6,0,2,4,4,15,3,0,1,2,1,6,3,0,1,2,3,9
1,50,Manchester City,https://media.api-sports.io/football/teams/50.png,14,12,Group G,WDDWW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,4,2,0,14,2,3,3,0,0,10,2,3,1,2,0,4,0
2,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,9,5,Group G,DDDWL,same,Promotion - Champions League (Play Offs: 1/8-finals),6,2,3,1,10,5,3,1,2,0,4,1,3,1,1,1,6,4
3,536,Sevilla,https://media.api-sports.io/football/teams/536.png,5,-6,Group G,LWDLD,same,Promotion - Europa League (Play Offs: 1/16-finals),6,1,2,3,6,12,3,1,0,2,4,8,3,0,2,1,2,4
4,400,FC Copenhagen,https://media.api-sports.io/football/teams/400.png,3,-11,Group G,DLDLD,same,,6,0,3,3,1,12,3,0,3,0,1,1,3,0,0,3,0,11
1,211,Benfica,https://media.api-sports.io/football/teams/211.png,14,9,Group H,WWDDW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,4,2,0,16,7,3,2,1,0,7,4,3,2,1,0,9,3
2,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,14,9,Group H,WWDDW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,4,2,0,16,7,3,2,1,0,10,4,3,2,1,0,6,3
3,496,Juventus,https://media.api-sports.io/football/teams/496.png,3,-4,Group H,LLLWL,same,Promotion - Europa League (Play Offs: 1/16-finals),6,1,0,5,9,13,3,1,0,2,5,5,3,0,0,3,4,8
4,4195,Maccabi Haifa,https://media.api-sports.io/football/teams/4195.png,3,-14,Group H,LLWLL,same,,6,1,0,5,7,21,3,1,0,2,4,9,3,0,0,3,3,12
