rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,492,Napoli,https://media.api-sports.io/football/teams/492.png,15,14,Group A,LWWWW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,5,0,1,20,6,3,3,0,0,11,3,3,2,0,1,9,3
2,40,Liverpool,https://media.api-sports.io/football/teams/40.png,15,11,Group A,WWWWW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,5,0,1,17,6,3,3,0,0,6,1,3,2,0,1,11,5
3,194,Ajax,https://media.api-sports.io/football/teams/194.png,6,-5,Group A,WLLLL,same,Promotion - Europa League (Play Offs: 1/16-finals),6,2,0,4,11,16,3,1,0,2,5,9,3,1,0,2,6,7
4,257,Rangers,https://media.api-sports.io/football/teams/257.png,0,-20,Group A,LLLLL,same,,6,0,0,6,2,22,3,0,0,3,2,13,3,0,0,3,0,9
1,212,FC Porto,https://media.api-sports.io/football/teams/212.png,12,5,Group B,WWWWL,same,Promotion - Champions League (Play Offs: 1/8-finals),6,4,0,2,12,7,3,2,0,1,4,5,3,2,0,1,8,2
2,569,Club Brugge KV,https://media.api-sports.io/football/teams/569.png,11,3,Group B,DLDWW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,3,2,1,7,4,3,2,0,1,3,4,3,1,2,0,4,0
3,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,5,-4,Group B,DDLLW,same,Promotion - Europa League (Play Offs: 1/16-finals),6,1,2,3,4,8,3,1,1,1,2,3,3,0,1,2,2,5
4,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,5,-4,Group B,LDDLL,same,,6,1,2,3,5,9,3,1,2,0,4,3,3,0,0,3,1,6
1,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,18,16,Group C,WWWWW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,6,0,0,18,2,3,3,0,0,9,0,3,3,0,0,9,2
2,505,Inter,https://media.api-sports.io/football/teams/505.png,10,3,Group C,LWDWW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,3,1,2,10,7,3,2,0,1,5,2,3,1,1,1,5,5
3,529,Barcelona,https://media.api-sports.io/football/teams/529.png,7,0,Group C,WLDLL,same,Promotion - Europa League (Play Offs: 1/16-finals),6,2,1,3,12,12,3,1,1,1,8,7,3,1,0,2,4,5
4,567,Plzen,https://media.api-sports.io/football/teams/567.png,0,-19,Group C,LLLLL,same,,6,0,0,6,5,24,3,0,0,3,4,10,3,0,0,3,1,14
1,47,Tottenham,https://media.api-sports.io/football/teams/47.png,11,2,Group D,WDWDL,same,Promotion - Champions League (Play Offs: 1/8-finals),6,3,2,1,8,6,3,2,1,0,6,3,3,1,1,1,2,3
2,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,10,-1,Group D,WWLDW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,3,1,2,7,8,3,1,1,1,2,4,3,2,0,1,5,4
3,228,Sporting CP,https://media.api-sports.io/football/teams/228.png,7,-1,Group D,LDLLW,same,Promotion - Europa League (Play Offs: 1/16-finals),6,2,1,3,8,9,3,1,0,2,3,4,3,1,1,1,5,5
4,81,Marseille,https://media.api-sports.io/football/teams/81.png,6,0,Group D,LLWWL,same,,6,2,0,4,8,8,3,1,0,2,5,4,3,1,0,2,3,4
1,49,Chelsea,https://media.api-sports.io/football/teams/49.png,13,6,Group E,WWWWD,same,Promotion - Champions League (Play Offs: 1/8-finals),6,4,1,1,10,4,3,2,1,0,6,2,3,2,0,1,4,2
2,489,AC Milan,https://media.api-sports.io/football/teams/489.png,10,5,Group E,WWLLW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,3,1,2,12,7,3,2,0,1,7,3,3,1,1,1,5,4
3,571,Red Bull Salzburg,https://media.api-sports.io/football/teams/571.png,6,-4,Group E,LLDWD,same,Promotion - Europa League (Play Offs: 1/16-finals),6,1,3,2,5,9,3,1,1,1,3,3,3,0,2,1,2,6
4,620,Dinamo Zagreb,https://media.api-sports.io/football/teams/620.png,4,-7,Group E,LLDLL,same,,6,1,1,4,4,11,3,1,1,1,2,5,3,0,0,3,2,6
1,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,13,9,Group F,WLDWW,same,Promotion - Champions League (Play Offs: 1/8-finals),6,4,1,1,15,6,3,3,0,0,9,2,3,1,1,1,6,4
