rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,492,Napoli,https://media.api-sports.io/football/teams/492.png,82,32,Serie A,WDDWW,same,Promotion - Champions League (League phase: ),38,24,10,4,59,27,19,14,3,2,32,13,19,10,7,2,27,14
2,505,Inter,https://media.api-sports.io/football/teams/505.png,81,44,Serie A,WDWWL,same,Promotion - Champions League (League phase: ),38,24,9,5,79,35,19,13,4,2,40,21,19,11,5,3,39,14
3,499,Atalanta,https://media.api-sports.io/football/teams/499.png,74,41,Serie A,LWWWD,same,Promotion - Champions League (League phase: ),38,22,8,8,78,37,19,9,5,5,36,24,19,13,3,3,42,13
4,496,Juventus,https://media.api-sports.io/football/teams/496.png,70,23,Serie A,WWDDW,same,Promotion - Champions League (League phase: ),38,18,16,4,58,35,19,11,7,1,31,15,19,7,9,3,27,20
5,497,AS Roma,https://media.api-sports.io/football/teams/497.png,69,21,Serie A,WWLWW,same,Promotion - Europa League (League phase: ),38,20,9,9,56,35,19,13,2,4,37,15,19,7,7,5,19,20
6,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,65,19,Serie A,WWLLW,same,Promotion - Conference League (Qualification: ),38,19,8,11,60,41,19,12,4,3,32,18,19,7,4,8,28,23
7,487,Lazio,https://media.api-sports.io/football/teams/487.png,65,12,Serie A,LDDWD,same,,38,18,11,9,61,49,19,7,9,3,33,26,19,11,2,6,28,23
8,489,AC Milan,https://media.api-sports.io/football/teams/489.png,63,18,Serie A,WLWWW,same,,38,18,9,11,61,43,19,9,7,3,30,16,19,9,2,8,31,27
9,500,Bologna,https://media.api-sports.io/football/teams/500.png,62,10,Serie A,LLLDD,same,Promotion - Europa League (League phase: ),38,16,14,8,57,47,19,10,7,2,33,18,19,6,7,6,24,29
10,895,Como,https://media.api-sports.io/football/teams/895.png,49,-3,Serie A,LDWWW,same,,38,13,10,15,49,52,19,8,5,6,28,26,19,5,5,9,21,26
11,503,Torino,https://media.api-sports.io/football/teams/503.png,44,-6,Serie A,LLLDL,same,,38,10,14,14,39,45,19,6,7,6,17,18,19,4,7,8,22,27
12,494,Udinese,https://media.api-sports.io/football/teams/494.png,44,-15,Serie A,LLLWD,same,,38,12,8,18,41,56,19,7,3,9,22,27,19,5,5,9,19,29
13,495,Genoa,https://media.api-sports.io/football/teams/495.png,43,-12,Serie A,WLDLL,same,,38,10,13,15,37,49,19,5,7,7,21,25,19,5,6,8,16,24
14,504,Verona,https://media.api-sports.io/football/teams/504.png,37,-32,Serie A,WDDLL,same,,38,10,7,21,34,66,19,4,5,10,15,36,19,6,2,11,19,30
15,490,Cagliari,https://media.api-sports.io/football/teams/490.png,36,-16,Serie A,LWLLW,same,,38,9,9,20,40,56,19,6,4,9,24,28,19,3,5,11,16,28
16,523,Parma,https://media.api-sports.io/football/teams/523.png,36,-14,Serie A,WDLLD,same,,38,7,15,16,44,58,19,5,6,8,25,28,19,2,9,8,19,30
17,867,Lecce,https://media.api-sports.io/football/teams/867.png,34,-31,Serie A,WWDLD,same,,38,8,10,20,27,58,19,4,6,9,13,31,19,4,4,11,14,27
18,511,Empoli,https://media.api-sports.io/football/teams/511.png,31,-26,Serie A,LWWLL,same,Relegation - Serie B,38,6,13,19,33,59,19,2,7,10,10,26,19,4,6,9,23,33
19,517,Venezia,https://media.api-sports.io/football/teams/517.png,29,-24,Serie A,LLWDL,same,Relegation - Serie B,38,5,14,19,32,56,19,5,5,9,17,22,19,0,9,10,15,34
20,1579,Monza,https://media.api-sports.io/football/teams/1579.png,18,-41,Serie A,LLWLL,same,Relegation - Serie B,38,3,9,26,28,69,19,1,5,13,13,31,19,2,4,13,15,38
