fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,goals_assists,passes_key,tackles_total,duels_total,duels_won,fouls_committed,fouls_drawn,tackles_interceptions,shots_total,shots_on,offsides,goals_total,dribbles_attempts,dribbles_success,tackles_blocks,dribbles_past,penalty_won,penalty_commited
923720,Ionikos,7513,2369,José Alberto Cañas,https://media.api-sports.io/football/players/2369.png,90.0,87,F,7,False,False,0,,60.0,49,0,0,0,0,,,1.0,2.0,3.0,3.0,,1.0,1.0,1.0,1.0,,,,,,,,
923720,Ionikos,7513,27019,Vasilios Mantzis,https://media.api-sports.io/football/players/27019.png,59.0,99,F,6.9,False,False,0,,10.0,8,0,0,0,0,,,1.0,,6.0,2.0,,,,2.0,,2.0,,1.0,1.0,,,,
923720,Ionikos,7513,147959,Armando Perlleshi,https://media.api-sports.io/football/players/147959.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Ionikos,7513,287906,Konstantinos Tsirigotis,https://media.api-sports.io/football/players/287906.png,,4,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Ionikos,7513,6537,Federico Milo,https://media.api-sports.io/football/players/6537.png,31.0,25,D,6.2,False,True,0,,18.0,17,1,0,0,0,,,1.0,,4.0,,1.0,,1.0,,,,,,,,1.0,,
923720,Ionikos,7513,27125,Christos Eleftheriadis,https://media.api-sports.io/football/players/27125.png,8.0,91,M,6.5,False,True,0,,5.0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Ionikos,7513,162018,Bandiougou Fadiga,https://media.api-sports.io/football/players/162018.png,,75,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Ionikos,7513,272563,Sotirios Kokkinis,https://media.api-sports.io/football/players/272563.png,,11,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Ionikos,7513,41287,Nikos Ioannidis,https://media.api-sports.io/football/players/41287.png,31.0,9,F,6.2,False,True,0,,8.0,7,0,0,0,0,,,,,2.0,,,,,,,,,1.0,,,,,
923720,Ionikos,7513,28629,Reagy Ofosu,https://media.api-sports.io/football/players/28629.png,,7,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Ionikos,7513,6523,Maximiliano Lovera,https://media.api-sports.io/football/players/6523.png,23.0,34,F,6.3,False,True,0,,6.0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Atromitos,12260,1588,Andreas Gianniotis,https://media.api-sports.io/football/players/1588.png,90.0,1,G,7.3,True,False,1,5.0,34.0,19,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
923720,Atromitos,12260,2954,Wajdi Kechrida,https://media.api-sports.io/football/players/2954.png,90.0,2,D,7.2,False,False,0,,50.0,40,1,0,0,0,,,1.0,2.0,6.0,3.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,
923720,Atromitos,12260,40230,Dani Suarez,https://media.api-sports.io/football/players/40230.png,90.0,15,D,6.9,False,False,0,,39.0,34,0,0,0,0,,,,1.0,6.0,5.0,,2.0,,,,,,,,1.0,1.0,,
923720,Atromitos,12260,26647,Dimitris Chatziisaias,https://media.api-sports.io/football/players/26647.png,90.0,5,D,6.9,False,False,0,,36.0,32,0,0,0,0,,,,2.0,6.0,5.0,,1.0,1.0,,,,,1.0,1.0,,,,
923720,Atromitos,12260,8693,Laurens De Bock,https://media.api-sports.io/football/players/8693.png,90.0,28,D,7.2,False,False,0,,40.0,32,1,0,0,0,,,,3.0,8.0,5.0,2.0,,1.0,,,,,,,1.0,,,
923720,Atromitos,12260,127340,Eder González,https://media.api-sports.io/football/players/127340.png,89.0,6,M,7.2,False,False,0,,58.0,53,0,0,0,0,,,,,6.0,3.0,1.0,3.0,4.0,2.0,2.0,,,,,,1.0,,
923720,Atromitos,12260,7660,Andreas Kuen,https://media.api-sports.io/football/players/7660.png,90.0,30,M,6.9,False,False,0,,41.0,31,0,0,0,0,,,4.0,1.0,8.0,2.0,3.0,,,,,,,1.0,1.0,,1.0,,
923720,Atromitos,12260,47171,Juan Muñiz,https://media.api-sports.io/football/players/47171.png,45.0,14,M,6.2,False,False,0,,19.0,12,0,0,0,0,,,,,4.0,1.0,1.0,1.0,,,,,,1.0,,,,,
923720,Atromitos,12260,2248,Dorin Rotariu,https://media.api-sports.io/football/players/2248.png,45.0,10,F,6.9,False,False,0,,12.0,9,0,0,0,0,,,,2.0,6.0,5.0,,2.0,1.0,,,,,,,,1.0,,
923720,Atromitos,12260,2800,Viðar Örn Kjartansson,https://media.api-sports.io/football/players/2800.png,45.0,11,F,6.7,False,False,0,,6.0,4,0,0,0,0,,,,,,,,,,1.0,1.0,,,,,,,,
923720,Atromitos,12260,20901,Gaëtan Robail,https://media.api-sports.io/football/players/20901.png,84.0,7,F,7.3,False,False,0,,27.0,18,0,0,0,0,,,1.0,1.0,8.0,3.0,,,,3.0,2.0,,1.0,3.0,1.0,,,,
923720,Atromitos,12260,39303,Marko Marić,https://media.api-sports.io/football/players/39303.png,,35,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Atromitos,12260,310442,Nikolaos Athanasiou,https://media.api-sports.io/football/players/310442.png,,3,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Atromitos,12260,26738,Theofanis Mavromatis,https://media.api-sports.io/football/players/26738.png,,24,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Atromitos,12260,26656,Kyriakos Kivrakidis,https://media.api-sports.io/football/players/26656.png,,19,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923720,Atromitos,12260,39138,Samúel Kári Friðjónsson,https://media.api-sports.io/football/players/39138.png,45.0,8,M,7.3,False,True,0,,18.0,15,0,0,0,0,,,,2.0,3.0,3.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,
923720,Atromitos,12260,47994,August Erlingmark,https://media.api-sports.io/football/players/47994.png,1.0,17,M,,False,True,0,,,,0,0,0,0,,,,,1.0,,,,,,,,,,,,1.0,,
923720,Atromitos,12260,610,Viktor Klonaridis,https://media.api-sports.io/football/players/610.png,45.0,20,F,7.9,False,True,0,,7.0,3,0,0,0,0,,2.0,3.0,1.0,4.0,3.0,,1.0,,,,,,1.0,1.0,,1.0,,
923720,Atromitos,12260,320118,Marios Tzavidas,https://media.api-sports.io/football/players/320118.png,45.0,9,F,8.2,False,True,0,,8.0,5,0,0,0,0,,1.0,1.0,,5.0,2.0,,,,3.0,3.0,,1.0,,,,,,
923720,Atromitos,12260,353061,Georgios Tzovaras,https://media.api-sports.io/football/players/353061.png,11.0,99,F,6.7,False,True,0,,,,0,0,0,0,,,,,1.0,1.0,,1.0,,,,,,,,,,,
923721,Olympiakos Piraeus,553,2037,Tomáš Vaclík,https://media.api-sports.io/football/players/2037.png,90.0,1,G,6.5,False,False,1,,20.0,19,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
923721,Olympiakos Piraeus,553,199,Šime Vrsaljko,https://media.api-sports.io/football/players/199.png,45.0,2,D,6.3,False,False,0,,24.0,21,1,0,0,0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,
923721,Olympiakos Piraeus,553,1450,Sokratis,https://media.api-sports.io/football/players/1450.png,90.0,15,D,7,True,False,0,,68.0,61,0,0,0,0,,,1.0,2.0,7.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,
923721,Olympiakos Piraeus,553,20968,Ousseynou Ba,https://media.api-sports.io/football/players/20968.png,90.0,24,D,6.9,False,False,0,,69.0,64,1,0,0,0,,,,2.0,8.0,4.0,3.0,2.0,1.0,1.0,,,,,,,,,
923721,Olympiakos Piraeus,553,41724,Oleg Reabciuk,https://media.api-sports.io/football/players/41724.png,90.0,45,D,6.6,False,False,0,,26.0,21,1,0,0,0,,,,2.0,8.0,6.0,1.0,3.0,,2.0,,,,,,,1.0,,
923721,Olympiakos Piraeus,553,3403,Pierre Kunde,https://media.api-sports.io/football/players/3403.png,90.0,8,M,7.3,False,False,0,,67.0,57,1,0,0,0,,,2.0,,6.0,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,
923721,Olympiakos Piraeus,553,22096,Yann M'Vila,https://media.api-sports.io/football/players/22096.png,90.0,6,M,7,False,False,0,,75.0,67,0,0,0,0,,,,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,
923721,Olympiakos Piraeus,553,83029,Josh Bowler,https://media.api-sports.io/football/players/83029.png,69.0,20,M,6.6,False,False,0,,24.0,16,0,0,0,0,,,1.0,2.0,5.0,3.0,,,,2.0,,,,1.0,1.0,,,,
923721,Olympiakos Piraeus,553,1367,Mathieu Valbuena,https://media.api-sports.io/football/players/1367.png,78.0,28,M,7.7,False,False,0,,31.0,26,0,0,0,0,,,5.0,,5.0,1.0,2.0,,,2.0,1.0,1.0,,2.0,1.0,,,,
923721,Olympiakos Piraeus,553,1610,Giorgos Masouras,https://media.api-sports.io/football/players/1610.png,45.0,19,M,6.7,False,False,0,,12.0,11,0,0,0,0,,,1.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,
923721,Olympiakos Piraeus,553,2910,Ui-Jo Hwang,https://media.api-sports.io/football/players/2910.png,45.0,18,F,6.7,False,False,0,,10.0,8,0,0,0,0,,,,,,,,,,1.0,,,,,,,,,
923721,Olympiakos Piraeus,553,1591,Konstantinos Tzolakis,https://media.api-sports.io/football/players/1591.png,,88,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923721,Olympiakos Piraeus,553,971,Panagiotis Retsos,https://media.api-sports.io/football/players/971.png,,4,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923721,Olympiakos Piraeus,553,47213,Pipa,https://media.api-sports.io/football/players/47213.png,45.0,26,D,6.9,False,True,0,,23.0,21,0,0,0,0,,,1.0,,1.0,,1.0,,,,,,,,,,,,
923721,Olympiakos Piraeus,553,1603,Andreas Bouchalakis,https://media.api-sports.io/football/players/1603.png,,5,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923721,Olympiakos Piraeus,553,47058,Pep Biel,https://media.api-sports.io/football/players/47058.png,45.0,21,M,6.9,False,True,0,,26.0,20,0,0,0,0,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,
923721,Olympiakos Piraeus,553,157893,Aguibou Camara,https://media.api-sports.io/football/players/157893.png,,22,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923721,Olympiakos Piraeus,553,42086,Youssef El Arabi,https://media.api-sports.io/football/players/42086.png,45.0,11,F,7.3,False,True,0,,8.0,4,0,0,0,0,,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,
923721,Olympiakos Piraeus,553,161929,Konrad de la Fuente,https://media.api-sports.io/football/players/161929.png,12.0,30,F,6.3,False,True,0,,8.0,7,0,0,0,0,,,,,,,,,,2.0,,,,,,,,,
923721,Olympiakos Piraeus,553,44612,Garry Rodrigues,https://media.api-sports.io/football/players/44612.png,21.0,77,F,6.5,False,True,0,,12.0,10,0,0,0,0,,,,,2.0,,,,,,,,,1.0,,,,,
923721,Volos NFC,2110,15504,Boris Kleiman,https://media.api-sports.io/football/players/15504.png,90.0,55,G,6.9,False,False,1,3.0,44.0,19,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
923721,Volos NFC,2110,55392,Nikolai Alho,https://media.api-sports.io/football/players/55392.png,90.0,3,D,6.9,False,False,0,,22.0,17,0,0,0,0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,
923721,Volos NFC,2110,14273,Rodrigo Escoval,https://media.api-sports.io/football/players/14273.png,90.0,26,D,6.6,False,False,0,,15.0,11,0,0,0,0,,,,,1.0,1.0,,,1.0,,,,,,,,,,
923721,Volos NFC,2110,20294,Christos Shelis,https://media.api-sports.io/football/players/20294.png,90.0,16,D,6.9,False,False,0,,30.0,23,0,0,0,0,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,
923721,Volos NFC,2110,47455,Antonio Luna,https://media.api-sports.io/football/players/47455.png,90.0,13,D,6.9,False,False,0,,30.0,21,0,0,0,0,,,,1.0,4.0,3.0,,2.0,4.0,,,,,,,1.0,,,
923721,Volos NFC,2110,26863,Jean Barrientos,https://media.api-sports.io/football/players/26863.png,85.0,14,M,6.9,False,False,0,,31.0,25,0,0,0,0,,,2.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,
923721,Volos NFC,2110,26775,Tasos Tsokanis,https://media.api-sports.io/football/players/26775.png,78.0,6,M,6.3,True,False,0,,23.0,16,1,0,0,0,,,,,5.0,1.0,1.0,1.0,6.0,1.0,,,,,,,2.0,,
923721,Volos NFC,2110,38707,Paolo Fernandes,https://media.api-sports.io/football/players/38707.png,90.0,10,M,6.5,False,False,0,,23.0,18,0,0,0,0,,1.0,1.0,,8.0,1.0,4.0,,,1.0,,,,3.0,1.0,,,,
923721,Volos NFC,2110,51315,Nicolás Mezquida,https://media.api-sports.io/football/players/51315.png,58.0,20,M,6.7,False,False,0,,11.0,9,0,0,0,0,,,,,1.0,1.0,,1.0,,,,,,,,,,,
923721,Volos NFC,2110,26808,Miloš Deletić,https://media.api-sports.io/football/players/26808.png,78.0,7,M,6.9,False,False,0,,22.0,20,0,0,0,0,,,,2.0,8.0,5.0,,3.0,1.0,1.0,,,,2.0,,,,,
923721,Volos NFC,2110,53511,Ognjen Ožegović,https://media.api-sports.io/football/players/53511.png,86.0,9,F,7,False,False,0,,11.0,9,0,0,0,0,,,,,9.0,4.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,
923721,Volos NFC,2110,2354,Symeon Papadopoulos,https://media.api-sports.io/football/players/2354.png,,30,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923721,Volos NFC,2110,27030,Abdul Rahman Weiss,https://media.api-sports.io/football/players/27030.png,,23,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923721,Volos NFC,2110,135859,Odysseas Lymperakis,https://media.api-sports.io/football/players/135859.png,,33,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923721,Volos NFC,2110,39353,Juha Pirinen,https://media.api-sports.io/football/players/39353.png,11.0,66,D,6.3,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923721,Volos NFC,2110,333038,Dimitrios Metaxas,https://media.api-sports.io/football/players/333038.png,12.0,21,M,6.7,False,True,0,,,,0,0,0,0,,,,,1.0,1.0,,1.0,,,,,,,,,,,
923721,Volos NFC,2110,68197,Javier Matilla,https://media.api-sports.io/football/players/68197.png,12.0,27,M,6.3,False,True,0,,1.0,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923721,Volos NFC,2110,20553,Cristian Battocchio,https://media.api-sports.io/football/players/20553.png,12.0,8,M,6.3,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923721,Volos NFC,2110,153504,Victor Fernandez,https://media.api-sports.io/football/players/153504.png,32.0,11,F,6.6,False,True,0,,4.0,2,0,0,0,0,,,,2.0,6.0,4.0,,1.0,1.0,,,,,1.0,,1.0,,,
923721,Volos NFC,2110,45981,Bogdan Stamenković,https://media.api-sports.io/football/players/45981.png,,99,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923723,Panathinaikos,617,31538,Alberto Brignoli,https://media.api-sports.io/football/players/31538.png,90.0,91,G,6.7,False,False,1,2.0,36.0,19,1,0,0,0,0.0,,,,,,,,,,,,,,,,,,
923723,Panathinaikos,617,26848,Giannis Kotsiras,https://media.api-sports.io/football/players/26848.png,90.0,27,D,7.2,False,False,0,,32.0,27,0,0,0,0,,,,5.0,11.0,9.0,,1.0,1.0,,,,,3.0,2.0,,,,
923723,Panathinaikos,617,14417,Zvonimir Šarlija,https://media.api-sports.io/football/players/14417.png,90.0,31,D,7.2,False,False,0,,46.0,41,0,0,0,0,,,,3.0,5.0,4.0,,1.0,2.0,1.0,,,,,,1.0,,,
923723,Panathinaikos,617,26741,Achilleas Poungouras,https://media.api-sports.io/football/players/26741.png,90.0,44,D,7.7,False,False,0,,74.0,61,0,0,0,0,,,,3.0,4.0,4.0,,,2.0,,,,,,,2.0,,,
923723,Panathinaikos,617,47126,Cristian Ganea,https://media.api-sports.io/football/players/47126.png,90.0,11,D,7.2,False,False,0,,30.0,24,0,0,0,0,,,,2.0,8.0,8.0,,3.0,,,,,,1.0,1.0,,,1.0,
923723,Panathinaikos,617,26751,Dimitrios Kourbelis,https://media.api-sports.io/football/players/26751.png,74.0,21,M,6.7,True,False,0,,30.0,22,0,0,0,0,,,1.0,,8.0,3.0,3.0,3.0,1.0,,,,,2.0,,,,,
923723,Panathinaikos,617,47415,Rubén Pérez,https://media.api-sports.io/football/players/47415.png,90.0,4,M,6.6,False,False,0,,55.0,48,0,0,0,0,,,,2.0,8.0,3.0,1.0,1.0,2.0,,,,,,,,3.0,,
923723,Panathinaikos,617,56025,Adam Gnezda Čerin,https://media.api-sports.io/football/players/56025.png,90.0,16,M,7,False,False,0,,21.0,19,1,0,0,0,,,2.0,,3.0,1.0,2.0,,,1.0,,,,1.0,1.0,,,,
923723,Panathinaikos,617,6252,Sebastián Palacios,https://media.api-sports.io/football/players/6252.png,89.0,34,F,6.5,False,False,0,,20.0,15,0,0,0,0,,,1.0,,6.0,1.0,1.0,1.0,,3.0,2.0,,,2.0,,,1.0,,
923723,Panathinaikos,617,56026,Andraž Šporar,https://media.api-sports.io/football/players/56026.png,77.0,9,F,6.9,False,False,0,,16.0,14,1,0,1,0,,,1.0,1.0,5.0,3.0,1.0,2.0,,2.0,2.0,,1.0,1.0,,,,,
923723,Panathinaikos,617,36848,Aitor Cantalapiedra,https://media.api-sports.io/football/players/36848.png,78.0,22,F,7.3,False,False,0,,33.0,26,0,0,1,0,,,,2.0,8.0,5.0,1.0,2.0,,2.0,1.0,,1.0,2.0,1.0,,,,
923723,Panathinaikos,617,1589,Yury Lodygin,https://media.api-sports.io/football/players/1589.png,,12,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923723,Panathinaikos,617,135839,Giorgos Vagiannidis,https://media.api-sports.io/football/players/135839.png,1.0,2,D,,False,True,0,,1.0,1,0,0,0,0,,,,,1.0,,1.0,,,,,,,,,,,,
923723,Panathinaikos,617,6412,Facundo Sánchez,https://media.api-sports.io/football/players/6412.png,,14,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923723,Panathinaikos,617,824,Hörður Magnússon,https://media.api-sports.io/football/players/824.png,,23,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923723,Panathinaikos,617,18761,Bernard,https://media.api-sports.io/football/players/18761.png,12.0,10,M,6.3,False,True,0,,13.0,11,0,0,0,0,,,,,2.0,1.0,,1.0,,,,,,1.0,,,,,
923723,Panathinaikos,617,2183,Benjamin Verbič,https://media.api-sports.io/football/players/2183.png,16.0,77,M,6.2,False,True,0,,8.0,6,0,0,0,0,,,,,4.0,2.0,1.0,,,,,1.0,,1.0,,,,,
923723,Panathinaikos,617,349988,Leandro Frroku,https://media.api-sports.io/football/players/349988.png,,90,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923723,Panathinaikos,617,26965,Fotis Ioannidis,https://media.api-sports.io/football/players/26965.png,13.0,7,F,6.5,False,True,0,,8.0,6,0,0,0,0,,,,,1.0,,1.0,,,,,,,,,,,,
923723,Panathinaikos,617,26758,Argyris Kampetsis,https://media.api-sports.io/football/players/26758.png,,99,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923723,AEK Athens FC,575,1079,Cican Stanković,https://media.api-sports.io/football/players/1079.png,90.0,1,G,6.5,False,False,2,3.0,25.0,22,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
923723,AEK Athens FC,575,61257,Lazaros Rota,https://media.api-sports.io/football/players/61257.png,90.0,12,D,6.3,False,False,0,,37.0,28,0,0,0,0,,,,2.0,10.0,3.0,2.0,1.0,1.0,,,,,,,1.0,2.0,,
923723,AEK Athens FC,575,1986,Domagoj Vida,https://media.api-sports.io/football/players/1986.png,90.0,21,D,6.7,False,False,0,,40.0,36,0,0,0,0,,,,2.0,7.0,4.0,2.0,2.0,,,,,,,,1.0,,,
923723,AEK Athens FC,575,49936,Georgios Tzavellas,https://media.api-sports.io/football/players/49936.png,90.0,31,D,7,False,False,0,,44.0,35,1,0,0,0,,,,1.0,4.0,4.0,,3.0,4.0,,,,,,,,,,
923723,AEK Athens FC,575,2685,Ehsan Haji Safi,https://media.api-sports.io/football/players/2685.png,58.0,28,D,6.3,False,False,0,,13.0,13,1,0,0,0,,,,2.0,5.0,4.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,1.0
923723,AEK Athens FC,575,50009,Jens Jønsson,https://media.api-sports.io/football/players/50009.png,57.0,6,M,6.6,False,False,0,,28.0,21,0,0,0,0,,,,1.0,2.0,2.0,,,,1.0,1.0,,,1.0,1.0,,,,
923723,AEK Athens FC,575,3011,Damian Szymański,https://media.api-sports.io/football/players/3011.png,57.0,4,M,6.7,False,False,0,,24.0,18,0,0,0,0,,,1.0,2.0,7.0,3.0,1.0,,,,,1.0,,1.0,1.0,,2.0,,
923723,AEK Athens FC,575,93059,Levi García,https://media.api-sports.io/football/players/93059.png,90.0,7,M,5.7,False,False,0,,14.0,10,0,0,0,0,,,,,11.0,3.0,2.0,,,1.0,,1.0,,2.0,1.0,,,,1.0
923723,AEK Athens FC,575,35576,Orbelín Pineda,https://media.api-sports.io/football/players/35576.png,90.0,13,M,7.2,False,False,0,,31.0,22,1,0,0,0,,,1.0,1.0,7.0,3.0,2.0,2.0,,1.0,1.0,,1.0,1.0,,,1.0,,
923723,AEK Athens FC,575,1818,Mijat Gaćinović,https://media.api-sports.io/football/players/1818.png,58.0,8,M,6.3,False,False,0,,16.0,13,0,0,0,0,,,1.0,1.0,5.0,1.0,1.0,,,1.0,,,,1.0,,,,,
923723,AEK Athens FC,575,47011,Sergio Araujo,https://media.api-sports.io/football/players/47011.png,77.0,11,F,6.5,True,False,0,,25.0,19,0,0,0,0,,1.0,1.0,,6.0,,,,,2.0,1.0,,,4.0,,,,,
923723,AEK Athens FC,575,26821,Giorgos Athanasiadis,https://media.api-sports.io/football/players/26821.png,,30,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923723,AEK Athens FC,575,20689,Harold Moukoudi,https://media.api-sports.io/football/players/20689.png,,2,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923723,AEK Athens FC,575,2688,Milad Mohammadi,https://media.api-sports.io/football/players/2688.png,32.0,3,D,6.7,False,True,0,,11.0,6,0,0,0,0,,,,,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,
923723,AEK Athens FC,575,135835,Gerasimos Mitoglou,https://media.api-sports.io/football/players/135835.png,,24,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923723,AEK Athens FC,575,606,Petros Mantalos,https://media.api-sports.io/football/players/606.png,33.0,20,M,6.7,False,True,0,,24.0,17,0,0,0,0,,,,1.0,3.0,1.0,2.0,,1.0,,,,,,,,,,
923723,AEK Athens FC,575,2719,Nordin Amrabat,https://media.api-sports.io/football/players/2719.png,33.0,5,M,7,False,True,0,,16.0,13,0,0,0,0,,,2.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,
923723,AEK Athens FC,575,602,Konstantinos Galanopoulos,https://media.api-sports.io/football/players/602.png,,25,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923723,AEK Athens FC,575,19270,Niclas Eliasson,https://media.api-sports.io/football/players/19270.png,32.0,19,M,6.7,False,True,0,,6.0,3,0,0,0,0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
923723,AEK Athens FC,575,15735,Tom van Weert,https://media.api-sports.io/football/players/15735.png,13.0,9,F,6.5,False,True,0,,3.0,1,0,0,0,0,,,1.0,,2.0,,,,,,,,,,,,,,
923719,Asteras Tripolis,955,91215,Antonis Tsiftsis,https://media.api-sports.io/football/players/91215.png,90.0,99,G,6.5,False,False,2,3.0,20.0,13,0,0,0,0,0.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,
923719,Asteras Tripolis,955,46756,David Carmona,https://media.api-sports.io/football/players/46756.png,90.0,12,D,6.7,False,False,0,,41.0,31,0,0,0,0,,,,4.0,8.0,5.0,,1.0,,,,,,1.0,,,,,
923719,Asteras Tripolis,955,1686,Pepe Castaño,https://media.api-sports.io/football/players/1686.png,90.0,19,D,7,False,False,0,,59.0,54,1,0,0,0,,,,4.0,11.0,6.0,3.0,1.0,1.0,3.0,1.0,,,,,,1.0,,
923719,Asteras Tripolis,955,47124,Pichu Atienza,https://media.api-sports.io/football/players/47124.png,63.0,18,D,6.9,False,False,0,,46.0,46,0,0,0,0,,,,2.0,4.0,2.0,1.0,,,2.0,2.0,,,,,,,,
923719,Asteras Tripolis,955,75844,Federico Álvarez,https://media.api-sports.io/football/players/75844.png,90.0,29,D,7.5,False,False,0,,44.0,36,0,0,0,0,,,4.0,1.0,4.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,,,,
923719,Asteras Tripolis,955,50991,Caleb Stanko,https://media.api-sports.io/football/players/50991.png,90.0,4,M,6.6,False,False,0,,46.0,37,0,0,0,0,,,1.0,1.0,8.0,5.0,3.0,1.0,1.0,,,,,,,,,,
923719,Asteras Tripolis,955,7581,Juan Domínguez,https://media.api-sports.io/football/players/7581.png,90.0,28,M,6.9,False,False,0,,37.0,36,0,0,0,0,,,,4.0,8.0,5.0,,1.0,,1.0,,,,,,,2.0,,
923719,Asteras Tripolis,955,40209,Michael Gardawski,https://media.api-sports.io/football/players/40209.png,45.0,25,M,6.9,False,False,0,,9.0,7,0,0,0,0,,,,2.0,5.0,3.0,2.0,1.0,2.0,,,,,,,,,,
923719,Asteras Tripolis,955,133918,Adrián Riera,https://media.api-sports.io/football/players/133918.png,90.0,23,M,6.7,True,False,0,,31.0,25,0,0,0,0,,,,2.0,10.0,5.0,,1.0,,2.0,,,,2.0,2.0,,1.0,,
923719,Asteras Tripolis,955,26715,Facundo Bertoglio,https://media.api-sports.io/football/players/26715.png,64.0,20,M,6.3,False,False,0,,17.0,11,0,0,0,0,,,,4.0,13.0,6.0,,1.0,,,,,,2.0,,,,,
923719,Asteras Tripolis,955,26722,Jerónimo Barrales,https://media.api-sports.io/football/players/26722.png,63.0,9,F,6.7,False,False,0,,12.0,8,0,0,0,0,,,,,10.0,5.0,,3.0,,1.0,,,,,,,,,
923719,Asteras Tripolis,955,26823,Nikolaos Papadopoulos,https://media.api-sports.io/football/players/26823.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923719,Asteras Tripolis,955,30777,Ervin Zukanović,https://media.api-sports.io/football/players/30777.png,27.0,87,D,7,False,True,0,,30.0,23,0,0,0,0,,,2.0,,2.0,2.0,,,,1.0,,,,,,,,,
923719,Asteras Tripolis,955,122853,Rubén García,https://media.api-sports.io/football/players/122853.png,,2,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
923719,Asteras Tripolis,955,30395,Georgios Antzoulas,https://media.api-sports.io/football/players/30395.png,,42,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
