rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,9580,Burgos,https://media.api-sports.io/football/teams/9580.png,3,4,LaLiga 2 ,W,same,Promotion,1,1,0,0,5,1,1,1,0,0,5,1,0,0,0,0,0,0
2,720,Valladolid,https://media.api-sports.io/football/teams/720.png,3,3,LaLiga 2 ,W,same,Promotion,1,1,0,0,3,0,1,1,0,0,3,0,0,0,0,0,0,0
3,4665,Racing Santander,https://media.api-sports.io/football/teams/4665.png,3,2,LaLiga 2 ,W,same,Promotion Playoffs,1,1,0,0,3,1,1,1,0,0,3,1,0,0,0,0,0,0
4,544,Deportivo La Coruna,https://media.api-sports.io/football/teams/544.png,3,2,LaLiga 2 ,W,same,Promotion Playoffs,1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,0,3,1
5,731,Sporting Gijon,https://media.api-sports.io/football/teams/731.png,3,1,LaLiga 2 ,W,same,Promotion Playoffs,1,1,0,0,2,1,1,1,0,0,2,1,0,0,0,0,0,0
6,724,Cadiz,https://media.api-sports.io/football/teams/724.png,3,1,LaLiga 2 ,W,same,Promotion Playoffs,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
7,9585,Real Sociedad II,https://media.api-sports.io/football/teams/9585.png,3,1,LaLiga 2 ,W,same,,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
8,722,Albacete,https://media.api-sports.io/football/teams/722.png,1,0,LaLiga 2 ,D,same,,1,0,1,0,4,4,0,0,0,0,0,0,1,0,1,0,4,4
9,723,Almeria,https://media.api-sports.io/football/teams/723.png,1,0,LaLiga 2 ,D,same,,1,0,1,0,4,4,1,0,1,0,4,4,0,0,0,0,0,0
10,537,Leganes,https://media.api-sports.io/football/teams/537.png,1,0,LaLiga 2 ,D,same,,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
11,8157,FC Andorra,https://media.api-sports.io/football/teams/8157.png,1,0,LaLiga 2 ,D,same,,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
12,535,Malaga,https://media.api-sports.io/football/teams/535.png,1,0,LaLiga 2 ,D,same,,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
13,545,Eibar,https://media.api-sports.io/football/teams/545.png,1,0,LaLiga 2 ,D,same,,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
14,726,Huesca,https://media.api-sports.io/football/teams/726.png,1,0,LaLiga 2 ,D,same,,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
15,534,Las Palmas,https://media.api-sports.io/football/teams/534.png,1,0,LaLiga 2 ,D,same,,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
16,713,Cordoba,https://media.api-sports.io/football/teams/713.png,0,-1,LaLiga 2 ,L,same,,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,1,2
17,799,Mirandes,https://media.api-sports.io/football/teams/799.png,0,-1,LaLiga 2 ,L,same,,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
18,732,Zaragoza,https://media.api-sports.io/football/teams/732.png,0,-1,LaLiga 2 ,L,same,,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
19,5254,Castellón,https://media.api-sports.io/football/teams/5254.png,0,-2,LaLiga 2 ,L,same,Relegation,1,0,0,1,1,3,0,0,0,0,0,0,1,0,0,1,1,3
20,715,Granada CF,https://media.api-sports.io/football/teams/715.png,0,-2,LaLiga 2 ,L,same,Relegation,1,0,0,1,1,3,1,0,0,1,1,3,0,0,0,0,0,0
21,10139,AD Ceuta FC,https://media.api-sports.io/football/teams/10139.png,0,-3,LaLiga 2 ,L,same,Relegation,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,3
22,725,Cultural Leonesa,https://media.api-sports.io/football/teams/725.png,0,-4,LaLiga 2 ,L,same,Relegation,1,0,0,1,1,5,0,0,0,0,0,0,1,0,0,1,1,5
