fixture_id,date,timestamp,status,maintime,first_half,second_half,extratime,country,league_id,league_name,league_flag,league_logo,season,round,venue_name,venue_city,venue_id,referee,home_team,home_team_id,home_team_flag,away_team,away_team_id,away_team_flag,home_goals,away_goals,halftime_home,halftime_away,fulltime_home,fulltime_away,home_shots_on_goal,home_shots_off_goal,home_total_shots,home_blocked_shots,home_shots_insidebox,home_shots_outsidebox,home_fouls,home_corner_kicks,home_offsides,home_ball_possession,home_yellow_cards,home_red_cards,home_goalkeeper_saves,home_total_passes,home_passes_accurate,home_passes,home_counter_attacks,away_shots_on_goal,away_shots_off_goal,away_total_shots,away_blocked_shots,away_shots_insidebox,away_shots_outsidebox,away_fouls,away_corner_kicks,away_offsides,away_ball_possession,away_yellow_cards,away_red_cards,away_goalkeeper_saves,away_total_passes,away_passes_accurate,away_passes,home_points,away_points,home_goals_for,away_goals_for,home_goals_against,away_goals_against,home_played,away_played,home_wins,away_wins,home_draws,away_draws,home_losses,away_losses,home_goals_diff,away_goals_diff,home_rank,away_rank
29072,2018-10-21 16:00:00+00:00,1540137600,FT,90,1540137600,1540141200,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 9,Stadio Artemio Franchi,Florence,,"Piero Giacomelli, Italy",Fiorentina,502,https://media.api-sports.io/football/teams/502.png,Cagliari,490,https://media.api-sports.io/football/teams/490.png,1,1,0,0,1,1,2,5,11.0,4,8.0,3.0,13,6,0.0,0.57,0.0,0.0,3,478.0,381.0,0.8,,4,3,9.0,2,5.0,4.0,20,7,2.0,0.43,2.0,0.0,2,363.0,254.0,0.7,2391,2387,2740,2094,2616,3141,2212,2212,468,582,987,641,757,989,124,-1047,14,15
29074,2018-10-21 18:30:00+00:00,1540146600,FT,90,1540146600,1540150200,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 9,San Siro/Giuseppe Meazza,Milan,,"Marco Guida, Italy",Inter,505,https://media.api-sports.io/football/teams/505.png,Ac Milan,489,https://media.api-sports.io/football/teams/489.png,1,0,0,0,1,0,4,10,18.0,4,11.0,7.0,13,9,1.0,0.57,2.0,0.0,1,560.0,495.0,0.88,,1,8,15.0,6,6.0,9.0,7,4,1.0,0.43,5.0,0.0,3,428.0,358.0,0.84,4018,3956,3318,3205,1920,2098,2212,2211,1165,1105,523,641,524,465,1398,1107,4,5
29078,2018-10-22 18:30:00+00:00,1540233000,FT,90,1540233000,1540236600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 9,Luigi Ferraris,Genova,,"Francesco Fourneau, Italy",Sampdoria,498,https://media.api-sports.io/football/teams/498.png,Sassuolo,488,https://media.api-sports.io/football/teams/488.png,0,0,0,0,0,0,1,7,9.0,1,7.0,2.0,10,4,2.0,0.53,2.0,0.0,0,496.0,418.0,0.84,,0,7,10.0,3,4.0,6.0,18,3,2.0,0.47,3.0,0.0,1,428.0,340.0,0.79,3088,2507,3492,3089,2962,3494,2212,2212,874,526,466,929,872,757,530,-405,9,11
29081,2018-10-27 13:00:00+00:00,1540645200,FT,90,1540645200,1540648800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 10,Stadio Atleti Azzurri d'Italia,Bergamo,,"Rosario Abisso, Italy",Atalanta,499,https://media.api-sports.io/football/teams/499.png,Parma,523,https://media.api-sports.io/football/teams/523.png,3,0,0,0,3,0,12,10,30.0,8,17.0,13.0,7,6,1.0,0.66,0.0,0.0,3,623.0,530.0,0.85,,2,7,14.0,5,8.0,6.0,9,6,4.0,0.34,2.0,0.0,10,305.0,213.0,0.7,4011,2391,4480,2388,2680,3549,2213,2213,1162,584,525,639,526,990,1800,-1161,3,16
29083,2018-10-27 16:00:00+00:00,1540656000,FT,90,1540656000,1540659600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 10,Carlo Castellani,Empoli,,"Gianpaolo Calvarese, Italy",Empoli,511,https://media.api-sports.io/football/teams/511.png,Juventus,496,https://media.api-sports.io/football/teams/496.png,1,2,1,0,1,2,2,4,10.0,4,4.0,6.0,13,6,0.0,0.42,2.0,0.0,5,411.0,344.0,0.84,,7,7,20.0,6,11.0,9.0,21,10,1.0,0.58,3.0,0.0,1,543.0,491.0,0.9,2210,5245,2966,4079,4073,1746,2213,2213,581,1632,467,349,1165,232,-1107,2333,18,1
29089,2018-10-27 18:30:00+00:00,1540665000,FT,90,1540665000,1540668600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 10,Stadio Olimpico Grande Torino,Torino,943,"Michael Fabbri, Italy",Torino,503,https://media.api-sports.io/football/teams/503.png,Fiorentina,502,https://media.api-sports.io/football/teams/502.png,1,1,1,1,1,1,2,11,21.0,8,6.0,15.0,15,4,1.0,0.55,2.0,0.0,4,370.0,279.0,0.75,,5,3,9.0,1,4.0,5.0,22,5,1.0,0.45,4.0,0.0,2,311.0,215.0,0.69,3667,2392,3027,2741,2157,2617,2213,2213,931,468,874,988,408,757,870,124,7,14
29087,2018-10-28 11:30:00+00:00,1540726200,FT,90,1540726200,1540729800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 10,Mapei Stadium – Città del Tricolore,Reggio Emilia,935,"Daniele Doveri, Italy",Sassuolo,488,https://media.api-sports.io/football/teams/488.png,Bologna,500,https://media.api-sports.io/football/teams/500.png,2,2,1,1,2,2,6,8,15.0,1,7.0,8.0,21,9,1.0,0.74,2.0,0.0,3,606.0,528.0,0.87,,5,5,14.0,4,6.0,8.0,19,5,0.0,0.26,3.0,0.0,5,206.0,146.0,0.71,2508,2560,3089,2790,3494,3260,2213,2213,526,640,930,640,757,933,-405,-470,11,10
29084,2018-10-28 14:00:00+00:00,1540735200,FT,90,1540735200,1540738800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 10,Luigi Ferraris,Genova,,"Paolo Silvio Mazzoleni, Italy",Genoa,495,https://media.api-sports.io/football/teams/495.png,Udinese,494,https://media.api-sports.io/football/teams/494.png,2,2,1,0,2,2,5,6,12.0,1,6.0,6.0,17,4,0.0,0.36,5.0,1.0,2,267.0,177.0,0.66,,4,5,13.0,4,6.0,7.0,18,8,1.0,0.64,4.0,0.0,3,482.0,391.0,0.81,2217,2502,2275,2270,3321,3087,2212,2213,468,640,813,582,931,991,-1046,-817,17,12
29088,2018-10-28 14:00:00+00:00,1540735200,FT,90,1540735200,1540738800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 10,Stadio Paolo Mazza,Ferrara,938,"Daniele Chiffi, Italy",Spal,493,https://media.api-sports.io/football/teams/493.png,Frosinone,512,https://media.api-sports.io/football/teams/512.png,0,3,0,1,0,3,2,8,14.0,4,10.0,4.0,18,9,1.0,0.63,3.0,0.0,1,536.0,479.0,0.89,,4,2,8.0,2,5.0,3.0,12,1,3.0,0.37,6.0,0.0,2,325.0,256.0,0.79,2448,1452,2560,1688,3258,4026,2213,2213,642,290,522,582,1049,1341,-698,-2338,13,19
29082,2018-10-28 14:00:00+00:00,1540735200,FT,90,1540735200,1540738800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 10,Sardegna Arena,Cagliari,883,"Marco Piccinini, Italy",Cagliari,490,https://media.api-sports.io/football/teams/490.png,Chievo,491,https://media.api-sports.io/football/teams/491.png,2,1,1,0,2,1,3,9,15.0,3,9.0,6.0,16,8,0.0,0.48,1.0,0.0,2,471.0,385.0,0.82,,3,7,12.0,2,9.0,3.0,15,2,1.0,0.52,6.0,0.0,1,503.0,423.0,0.84,2388,1162,2095,1457,3142,4374,2213,2213,582,116,642,814,989,1283,-1047,-2917,15,20
29080,2018-10-28 17:00:00+00:00,1540746000,FT,90,1540746000,1540749600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 10,San Siro/Giuseppe Meazza,Milan,,"Fabio Maresca, Italy",Ac Milan,489,https://media.api-sports.io/football/teams/489.png,Sampdoria,498,https://media.api-sports.io/football/teams/498.png,3,2,2,2,3,2,6,3,15.0,6,8.0,7.0,13,5,0.0,0.45,3.0,0.0,0,510.0,443.0,0.87,,2,3,7.0,2,6.0,1.0,10,1,1.0,0.55,2.0,0.0,3,611.0,541.0,0.89,3956,3089,3205,3492,2099,2962,2212,2213,1105,874,641,467,466,872,1106,530,5,9
29086,2018-10-28 19:30:00+00:00,1540755000,FT,90,1540755000,1540758600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 10,Stadio San Paolo,Naples,,"Davide Massa, Italy",Napoli,492,https://media.api-sports.io/football/teams/492.png,As Roma,497,https://media.api-sports.io/football/teams/497.png,1,1,0,1,1,1,5,12,26.0,9,15.0,11.0,7,17,10.0,0.62,0.0,0.0,2,655.0,585.0,0.89,,4,2,8.0,2,4.0,4.0,7,3,1.0,0.38,5.0,0.0,4,412.0,323.0,0.78,4603,3842,4310,3844,2098,2796,2213,2213,1399,1048,406,698,408,467,2212,1048,2,6
29085,2018-10-29 19:30:00+00:00,1540841400,FT,90,1540841400,1540845000,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 10,Stadio Olimpico,Rome,,"Massimiliano Irrati, Italy",Lazio,487,https://media.api-sports.io/football/teams/487.png,Inter,505,https://media.api-sports.io/football/teams/505.png,0,3,0,2,0,3,4,9,21.0,8,12.0,9.0,13,7,1.0,0.38,3.0,0.0,4,376.0,308.0,0.82,,7,6,18.0,5,12.0,6.0,11,6,0.0,0.62,3.0,0.0,4,619.0,538.0,0.87,3440,4021,3261,3319,2677,1920,2213,2213,992,1166,464,523,757,524,584,1399,8,4
28990,2018-10-31 19:30:00+00:00,1541014200,FT,90,1541014200,1541017800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 1,San Siro/Giuseppe Meazza,Milan,,"Fabrizio Pasqua, Italy",Ac Milan,489,https://media.api-sports.io/football/teams/489.png,Genoa,495,https://media.api-sports.io/football/teams/495.png,2,1,1,0,2,1,9,13,28.0,6,10.0,18.0,10,7,1.0,0.58,2.0,0.0,2,553.0,491.0,0.89,,2,6,9.0,1,6.0,3.0,18,2,0.0,0.42,2.0,0.0,7,396.0,317.0,0.8,3959,2218,3208,2277,2101,3323,2213,2213,1106,468,641,814,466,931,1107,-1046,5,17
29096,2018-11-02 19:30:00+00:00,1541187000,FT,90,1541187000,1541190600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 11,Stadio San Paolo,Naples,,"Luca J. Pairetto, Italy",Napoli,492,https://media.api-sports.io/football/teams/492.png,Empoli,511,https://media.api-sports.io/football/teams/511.png,5,1,2,0,5,1,13,7,20.0,0,9.0,11.0,8,0,1.0,0.47,0.0,0.0,3,560.0,494.0,0.88,,4,5,11.0,2,6.0,5.0,8,7,3.0,0.53,2.0,0.0,8,586.0,511.0,0.87,4604,2210,4311,2967,2099,4075,2214,2214,1399,581,407,467,408,1166,2212,-1108,2,18
29093,2018-11-03 14:00:00+00:00,1541253600,FT,90,1541253600,1541257200,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 11,San Siro/Giuseppe Meazza,Milan,,"Paolo Valeri, Italy",Inter,505,https://media.api-sports.io/football/teams/505.png,Genoa,495,https://media.api-sports.io/football/teams/495.png,5,0,2,0,5,0,9,8,20.0,3,14.0,6.0,7,11,0.0,0.62,2.0,0.0,2,569.0,496.0,0.87,,2,5,8.0,1,4.0,4.0,17,6,0.0,0.38,3.0,0.0,4,335.0,255.0,0.76,4024,2218,3322,2278,1920,3325,2214,2214,1167,468,523,814,524,932,1402,-1047,4,17
29092,2018-11-03 17:00:00+00:00,1541264400,FT,90,1541264400,1541268000,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 11,Stadio Artemio Franchi,Florence,,"Luca Banti, Italy",Fiorentina,502,https://media.api-sports.io/football/teams/502.png,As Roma,497,https://media.api-sports.io/football/teams/497.png,1,1,1,0,1,1,3,8,14.0,3,3.0,11.0,11,3,2.0,0.37,3.0,0.0,3,285.0,191.0,0.67,,4,8,19.0,7,13.0,6.0,21,6,0.0,0.63,3.0,0.0,2,464.0,375.0,0.81,2393,3843,2742,3845,2618,2797,2214,2214,468,1048,989,699,757,467,124,1048,14,6
29094,2018-11-03 19:30:00+00:00,1541273400,FT,90,1541273400,1541277000,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 11,Allianz Stadium,Turin,,"Maurizio Mariani, Italy",Juventus,496,https://media.api-sports.io/football/teams/496.png,Cagliari,490,https://media.api-sports.io/football/teams/490.png,3,1,2,1,3,1,3,8,16.0,5,11.0,5.0,10,5,3.0,0.53,1.0,0.0,1,543.0,487.0,0.9,,2,2,6.0,2,3.0,3.0,15,4,0.0,0.47,3.0,0.0,1,476.0,399.0,0.84,5248,2391,4081,2097,1747,3143,2214,2214,1633,583,349,642,232,989,2334,-1046,1,15
29095,2018-11-04 11:30:00+00:00,1541331000,FT,90,1541331000,1541334600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 11,Stadio Olimpico,Rome,,"Marco Guida, Italy",Lazio,487,https://media.api-sports.io/football/teams/487.png,Spal,493,https://media.api-sports.io/football/teams/493.png,4,1,2,1,4,1,10,8,22.0,4,12.0,10.0,7,8,1.0,0.47,1.0,0.0,1,518.0,449.0,0.87,,2,3,9.0,4,4.0,5.0,8,4,1.0,0.53,3.0,0.0,6,574.0,512.0,0.89,3440,2448,3261,2560,2680,3261,2214,2214,992,642,464,522,758,1050,581,-701,8,13
29097,2018-11-04 14:00:00+00:00,1541340000,FT,90,1541340000,1541343600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 11,Ennio Tardini,Parma,,"Gianluca Manganiello, Italy",Parma,523,https://media.api-sports.io/football/teams/523.png,Frosinone,512,https://media.api-sports.io/football/teams/512.png,0,0,0,0,0,0,1,8,11.0,2,2.0,9.0,14,3,0.0,0.42,1.0,1.0,1,383.0,293.0,0.77,,1,10,13.0,2,7.0,6.0,14,7,1.0,0.58,4.0,0.0,1,488.0,412.0,0.84,2391,1455,2388,1691,3552,4026,2214,2214,584,291,639,582,991,1341,-1164,-2335,16,19
29091,2018-11-04 14:00:00+00:00,1541340000,FT,90,1541340000,1541343600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 11,Marc'Antonio Bentegodi,Verona,,"Gianluca Aureliano, Italy",Chievo,491,https://media.api-sports.io/football/teams/491.png,Sassuolo,488,https://media.api-sports.io/football/teams/488.png,0,2,0,1,0,2,0,0,5.0,5,3.0,2.0,23,3,4.0,0.57,5.0,1.0,3,508.0,426.0,0.84,,4,5,10.0,1,6.0,4.0,17,2,4.0,0.43,2.0,0.0,0,387.0,304.0,0.79,1162,2509,1458,3091,4376,3496,2214,2214,116,526,814,931,1284,757,-2918,-405,20,11
29098,2018-11-04 14:00:00+00:00,1541340000,FT,90,1541340000,1541343600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 11,Luigi Ferraris,Genova,,"Gianluca Rocchi, Italy",Sampdoria,498,https://media.api-sports.io/football/teams/498.png,Torino,503,https://media.api-sports.io/football/teams/503.png,1,4,0,2,1,4,5,6,13.0,2,7.0,6.0,13,0,2.0,0.51,2.0,0.0,3,430.0,318.0,0.74,,7,7,15.0,1,8.0,7.0,24,2,2.0,0.49,2.0,0.0,4,409.0,296.0,0.72,3089,3668,3494,3028,2965,2158,2214,2214,874,931,467,875,873,408,529,870,9,7
29090,2018-11-04 17:00:00+00:00,1541350800,FT,90,1541350800,1541354400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 11,Stadio Renato Dall'Ara,Bologna,881,"Federico La Penna, Italy",Bologna,500,https://media.api-sports.io/football/teams/500.png,Atalanta,499,https://media.api-sports.io/football/teams/499.png,1,2,1,0,1,2,4,4,11.0,3,9.0,2.0,7,1,1.0,0.32,1.0,0.0,3,319.0,231.0,0.72,,5,10,23.0,8,14.0,9.0,13,4,1.0,0.68,2.0,0.0,3,658.0,573.0,0.87,2561,4014,2792,4483,3262,2680,2214,2214,640,1163,641,525,933,526,-470,1803,10,3
29099,2018-11-04 19:30:00+00:00,1541359800,FT,90,1541359800,1541363400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 11,Dacia Arena,Udine,928,"Marco Di Bello, Italy",Udinese,494,https://media.api-sports.io/football/teams/494.png,Ac Milan,489,https://media.api-sports.io/football/teams/489.png,0,1,0,0,0,1,3,8,14.0,3,6.0,8.0,13,4,1.0,0.44,3.0,1.0,6,363.0,286.0,0.79,,7,8,15.0,0,7.0,8.0,13,7,1.0,0.56,3.0,0.0,3,438.0,357.0,0.82,2503,3962,2272,3210,3089,2102,2214,2214,640,1107,583,641,991,466,-817,1108,12,5
29104,2018-11-09 19:30:00+00:00,1541791800,FT,90,1541791800,1541795400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 12,Stadio Benito Stirpe,Frosinone,904,"Fabrizio Pasqua, Italy",Frosinone,512,https://media.api-sports.io/football/teams/512.png,Fiorentina,502,https://media.api-sports.io/football/teams/502.png,1,1,0,0,1,1,3,3,10.0,4,5.0,5.0,8,4,2.0,0.42,3.0,0.0,7,378.0,292.0,0.77,,8,8,24.0,8,14.0,10.0,13,5,2.0,0.58,0.0,0.0,2,530.0,453.0,0.85,1456,2394,1691,2743,4026,2619,2215,2215,291,468,583,990,1341,757,-2335,124,19,14
29109,2018-11-10 14:00:00+00:00,1541858400,FT,90,1541858400,1541862000,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 12,Stadio Olimpico Grande Torino,Torino,943,"Davide Massa, Italy",Torino,503,https://media.api-sports.io/football/teams/503.png,Parma,523,https://media.api-sports.io/football/teams/523.png,1,2,1,2,1,2,4,9,16.0,3,13.0,3.0,14,7,1.0,0.66,2.0,0.0,3,499.0,415.0,0.83,,5,6,14.0,3,10.0,4.0,17,7,1.0,0.34,4.0,0.0,3,259.0,159.0,0.61,3671,2392,3032,2388,2159,3552,2215,2215,932,584,875,640,408,991,873,-1164,7,16
29108,2018-11-10 17:00:00+00:00,1541869200,FT,90,1541869200,1541872800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 12,Stadio Paolo Mazza,Ferrara,938,"Daniele Doveri, Italy",Spal,493,https://media.api-sports.io/football/teams/493.png,Cagliari,490,https://media.api-sports.io/football/teams/490.png,2,2,1,0,2,2,3,5,11.0,3,10.0,1.0,13,1,1.0,0.47,2.0,0.0,1,445.0,371.0,0.83,,3,7,13.0,3,7.0,6.0,15,6,3.0,0.53,4.0,0.0,1,483.0,409.0,0.85,2448,2391,2561,2098,3265,3146,2215,2215,642,583,522,642,1051,990,-704,-1048,13,15
29105,2018-11-10 19:30:00+00:00,1541878200,FT,90,1541878200,1541881800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 12,Luigi Ferraris,Genova,,"Rosario Abisso, Italy",Genoa,495,https://media.api-sports.io/football/teams/495.png,Napoli,492,https://media.api-sports.io/football/teams/492.png,1,2,1,0,1,2,3,5,9.0,1,6.0,3.0,15,2,1.0,0.32,4.0,0.0,3,301.0,194.0,0.64,,4,10,23.0,9,13.0,10.0,7,7,4.0,0.68,2.0,0.0,2,625.0,499.0,0.8,2218,4607,2278,4316,3330,2100,2215,2215,468,1400,814,407,933,408,-1052,2216,17,2
29101,2018-11-11 11:30:00+00:00,1541935800,FT,90,1541935800,1541939400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 12,Stadio Atleti Azzurri d'Italia,Bergamo,,"Fabio Maresca, Italy",Atalanta,499,https://media.api-sports.io/football/teams/499.png,Inter,505,https://media.api-sports.io/football/teams/505.png,4,1,1,0,4,1,9,6,19.0,4,15.0,4.0,11,9,1.0,0.49,3.0,0.0,0,449.0,380.0,0.85,,1,5,9.0,3,5.0,4.0,12,6,1.0,0.51,5.0,1.0,5,460.0,380.0,0.83,4017,4027,4485,3327,2681,1920,2215,2215,1164,1168,525,523,526,524,1804,1407,3,4
29106,2018-11-11 14:00:00+00:00,1541944800,FT,90,1541944800,1541948400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 12,Stadio Olimpico,Rome,,"Massimiliano Irrati, Italy",As Roma,497,https://media.api-sports.io/football/teams/497.png,Sampdoria,498,https://media.api-sports.io/football/teams/498.png,4,1,1,0,4,1,5,7,16.0,4,11.0,5.0,8,7,5.0,0.48,1.0,0.0,2,439.0,353.0,0.8,,3,3,8.0,2,5.0,3.0,10,7,1.0,0.52,1.0,0.0,1,459.0,376.0,0.82,3844,3089,3846,3495,2798,2969,2215,2215,1048,874,700,467,467,874,1048,526,6,9
29103,2018-11-11 14:00:00+00:00,1541944800,FT,90,1541944800,1541948400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 12,Carlo Castellani,Empoli,,"Piero Giacomelli, Italy",Empoli,511,https://media.api-sports.io/football/teams/511.png,Udinese,494,https://media.api-sports.io/football/teams/494.png,2,1,1,0,2,1,5,6,14.0,3,10.0,4.0,7,4,3.0,0.39,2.0,0.0,8,319.0,213.0,0.67,,9,12,31.0,10,15.0,16.0,12,13,5.0,0.61,2.0,0.0,3,470.0,378.0,0.8,2210,2503,2968,2272,4080,3090,2215,2215,581,640,467,583,1167,992,-1112,-818,18,12
29102,2018-11-11 14:00:00+00:00,1541944800,FT,90,1541944800,1541948400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 12,Marc'Antonio Bentegodi,Verona,,"Daniele Orsato, Italy",Chievo,491,https://media.api-sports.io/football/teams/491.png,Bologna,500,https://media.api-sports.io/football/teams/500.png,2,2,2,1,2,2,6,8,18.0,4,12.0,6.0,15,5,1.0,0.49,3.0,0.0,3,388.0,316.0,0.81,,5,5,15.0,5,10.0,5.0,20,6,2.0,0.51,3.0,0.0,4,392.0,317.0,0.81,1162,2561,1458,2793,4378,3264,2215,2215,116,640,814,641,1285,934,-2920,-471,20,10
29107,2018-11-11 17:00:00+00:00,1541955600,FT,90,1541955600,1541959200,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 12,Mapei Stadium – Città del Tricolore,Reggio Emilia,935,"Gianpaolo Calvarese, Italy",Sassuolo,488,https://media.api-sports.io/football/teams/488.png,Lazio,487,https://media.api-sports.io/football/teams/487.png,1,1,1,1,1,1,4,7,16.0,5,4.0,12.0,13,2,2.0,0.58,4.0,0.0,0,547.0,483.0,0.88,,2,5,14.0,7,8.0,6.0,21,6,2.0,0.42,3.0,0.0,3,374.0,303.0,0.81,2512,3443,3093,3265,3496,2681,2215,2215,527,993,931,464,757,758,-403,584,11,8
29100,2018-11-11 19:30:00+00:00,1541964600,FT,90,1541964600,1541968200,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 12,San Siro/Giuseppe Meazza,Milan,,"Paolo Silvio Mazzoleni, Italy",Ac Milan,489,https://media.api-sports.io/football/teams/489.png,Juventus,496,https://media.api-sports.io/football/teams/496.png,0,2,0,1,0,2,2,3,5.0,0,1.0,4.0,16,2,0.0,0.4,3.0,1.0,4,404.0,345.0,0.85,,6,6,15.0,3,8.0,7.0,9,5,1.0,0.6,1.0,0.0,2,590.0,521.0,0.88,3965,5251,3211,4084,2102,1748,2215,2215,1108,1634,641,349,466,232,1109,2336,5,1
29119,2018-11-24 14:00:00+00:00,1543068000,FT,90,1543068000,1543071600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 13,Dacia Arena,Udine,928,"Michael Fabbri, Italy",Udinese,494,https://media.api-sports.io/football/teams/494.png,As Roma,497,https://media.api-sports.io/football/teams/497.png,1,0,0,0,1,0,2,6,9.0,1,5.0,4.0,8,0,4.0,0.24,2.0,0.0,9,198.0,117.0,0.59,,9,13,26.0,4,13.0,13.0,10,12,0.0,0.76,0.0,0.0,1,593.0,521.0,0.88,2503,3847,2273,3850,3092,2799,2216,2216,640,1049,583,700,993,467,-819,1051,12,6
29115,2018-11-24 17:00:00+00:00,1543078800,FT,90,1543078800,1543082400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 13,Allianz Stadium,Turin,,"Federico La Penna, Italy",Juventus,496,https://media.api-sports.io/football/teams/496.png,Spal,493,https://media.api-sports.io/football/teams/493.png,2,0,1,0,2,0,7,5,15.0,3,8.0,7.0,19,6,3.0,0.45,1.0,0.0,1,444.0,392.0,0.88,,1,7,11.0,3,4.0,7.0,12,3,0.0,0.55,3.0,0.0,5,544.0,491.0,0.9,5254,2449,4086,2563,1748,3267,2216,2216,1635,642,349,523,232,1051,2338,-704,1,13
29114,2018-11-24 19:30:00+00:00,1543087800,FT,90,1543087800,1543091400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 13,San Siro/Giuseppe Meazza,Milan,,"Luca J. Pairetto, Italy",Inter,505,https://media.api-sports.io/football/teams/505.png,Frosinone,512,https://media.api-sports.io/football/teams/512.png,3,0,1,0,3,0,13,12,30.0,5,16.0,14.0,11,11,0.0,0.71,1.0,0.0,4,833.0,776.0,0.93,,4,1,6.0,1,2.0,4.0,11,0,1.0,0.29,3.0,0.0,10,321.0,243.0,0.76,4027,1457,3328,1692,1924,4027,2216,2216,1168,291,523,584,525,1341,1404,-2335,4,19
