fixture_id,date,timestamp,status,maintime,first_half,second_half,extratime,country,league_id,league_name,league_flag,league_logo,season,round,venue_name,venue_city,venue_id,referee,home_team,home_team_id,home_team_flag,away_team,away_team_id,away_team_flag,home_goals,away_goals,halftime_home,halftime_away,fulltime_home,fulltime_away,home_shots_on_goal,home_shots_off_goal,home_total_shots,home_blocked_shots,home_shots_insidebox,home_shots_outsidebox,home_fouls,home_corner_kicks,home_offsides,home_ball_possession,home_yellow_cards,home_red_cards,home_goalkeeper_saves,home_total_passes,home_passes_accurate,home_passes,home_counter_attacks,away_shots_on_goal,away_shots_off_goal,away_total_shots,away_blocked_shots,away_shots_insidebox,away_shots_outsidebox,away_fouls,away_corner_kicks,away_offsides,away_ball_possession,away_yellow_cards,away_red_cards,away_goalkeeper_saves,away_total_passes,away_passes_accurate,away_passes,home_points,away_points,home_goals_for,away_goals_for,home_goals_against,away_goals_against,home_played,away_played,home_wins,away_wins,home_draws,away_draws,home_losses,away_losses,home_goals_diff,away_goals_diff,home_rank,away_rank
28993,2018-08-18 16:00:00+00:00,1534608000,FT,90,1534608000,1534611600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 1,Marc'Antonio Bentegodi,Verona,,"Fabrizio Pasqua, Italy",Chievo,491,https://media.api-sports.io/football/teams/491.png,Juventus,496,https://media.api-sports.io/football/teams/496.png,2,3,1,1,2,3,2,4,6.0,0,2.0,4.0,8,0,1.0,0.27,2.0,0.0,8,261.0,199.0,0.76,,10,13,27.0,4,17.0,10.0,9,8,3.0,0.73,0.0,0.0,0,679.0,617.0,0.91,1160,5220,1450,4060,4350,1740,2204,2204,116,1624,812,348,1276,232,-2900,2320,20,1
28995,2018-08-18 18:30:00+00:00,1534617000,FT,90,1534617000,1534620600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 1,Stadio Olimpico,Rome,,"Luca Banti, Italy",Lazio,487,https://media.api-sports.io/football/teams/487.png,Napoli,492,https://media.api-sports.io/football/teams/492.png,1,2,1,1,1,2,1,6,10.0,3,6.0,4.0,8,4,4.0,0.35,0.0,0.0,1,403.0,321.0,0.8,,3,5,10.0,2,6.0,4.0,5,7,2.0,0.65,0.0,0.0,0,741.0,637.0,0.86,3422,4582,3248,4292,2668,2088,2204,2204,986,1392,464,406,754,406,580,2204,8,2
28999,2018-08-19 16:00:00+00:00,1534694400,FT,90,1534694400,1534698000,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 1,Stadio Olimpico Grande Torino,Torino,943,"Marco Di Bello, Italy",Torino,503,https://media.api-sports.io/football/teams/503.png,As Roma,497,https://media.api-sports.io/football/teams/497.png,0,1,0,0,0,1,4,6,10.0,0,6.0,4.0,10,6,2.0,0.42,1.0,0.0,4,324.0,237.0,0.73,,6,6,17.0,5,12.0,5.0,14,5,1.0,0.58,3.0,0.0,4,447.0,363.0,0.81,3654,3828,3016,3828,2146,2784,2204,2204,928,1044,870,696,406,464,870,1044,7,6
28998,2018-08-19 18:30:00+00:00,1534703400,FT,90,1534703400,1534707000,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 1,Mapei Stadium – Città del Tricolore,Reggio Emilia,935,"Maurizio Mariani, Italy",Sassuolo,488,https://media.api-sports.io/football/teams/488.png,Inter,505,https://media.api-sports.io/football/teams/505.png,1,0,1,0,1,0,2,5,12.0,5,9.0,3.0,23,4,3.0,0.37,3.0,0.0,3,347.0,276.0,0.8,,3,8,14.0,3,7.0,7.0,11,4,1.0,0.63,2.0,0.0,1,555.0,483.0,0.87,2494,4002,3074,3306,3480,1914,2204,2204,522,1160,928,522,754,522,-406,1392,11,4
28992,2018-08-19 18:30:00+00:00,1534703400,FT,90,1534703400,1534707000,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 1,Stadio Renato Dall'Ara,Bologna,881,"Piero Giacomelli, Italy",Bologna,500,https://media.api-sports.io/football/teams/500.png,Spal,493,https://media.api-sports.io/football/teams/493.png,0,1,0,0,0,1,3,6,13.0,4,8.0,5.0,16,7,4.0,0.4,4.0,1.0,4,334.0,244.0,0.73,,5,6,13.0,2,5.0,8.0,15,0,0.0,0.6,2.0,0.0,3,513.0,419.0,0.82,2552,2436,2784,2552,3248,3248,2204,2204,638,638,638,522,928,1044,-464,-696,10,13
28994,2018-08-19 18:30:00+00:00,1534703400,FT,90,1534703400,1534707000,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 1,Carlo Castellani,Empoli,,"Daniele Chiffi, Italy",Empoli,511,https://media.api-sports.io/football/teams/511.png,Cagliari,490,https://media.api-sports.io/football/teams/490.png,2,0,1,0,2,0,4,4,9.0,1,7.0,2.0,19,6,5.0,0.45,3.0,0.0,3,407.0,306.0,0.75,,3,9,15.0,3,9.0,6.0,19,6,0.0,0.55,3.0,0.0,2,458.0,369.0,0.81,2204,2378,2958,2088,4060,3132,2204,2204,580,580,464,638,1160,986,-1102,-1044,18,15
28996,2018-08-19 18:30:00+00:00,1534703400,FT,90,1534703400,1534707000,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 1,Ennio Tardini,Parma,,"Gianpaolo Calvarese, Italy",Parma,523,https://media.api-sports.io/football/teams/523.png,Udinese,494,https://media.api-sports.io/football/teams/494.png,2,2,1,0,2,2,4,2,10.0,4,10.0,0.0,14,4,1.0,0.44,2.0,0.0,2,345.0,279.0,0.81,,5,10,17.0,2,9.0,8.0,13,5,0.0,0.56,2.0,0.0,2,434.0,381.0,0.88,2378,2494,2378,2262,3538,3074,2204,2204,580,638,638,580,986,986,-1160,-812,16,12
28991,2018-08-20 18:30:00+00:00,1534789800,FT,90,1534789800,1534793400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 1,Stadio Atleti Azzurri d'Italia,Bergamo,,"Marco Piccinini, Italy",Atalanta,499,https://media.api-sports.io/football/teams/499.png,Frosinone,512,https://media.api-sports.io/football/teams/512.png,4,0,1,0,4,0,9,7,17.0,1,12.0,5.0,15,4,6.0,0.58,0.0,0.0,0,573.0,493.0,0.86,,0,6,6.0,0,1.0,5.0,11,4,3.0,0.42,2.0,0.0,5,406.0,323.0,0.8,4002,1450,4466,1682,2668,4002,2204,2204,1160,290,522,580,522,1334,1798,-2320,3,19
29005,2018-08-25 16:00:00+00:00,1535212800,FT,90,1535212800,1535216400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 2,Allianz Stadium,Turin,,"Massimiliano Irrati, Italy",Juventus,496,https://media.api-sports.io/football/teams/496.png,Lazio,487,https://media.api-sports.io/football/teams/487.png,2,0,1,0,2,0,7,4,16.0,5,8.0,8.0,11,6,0.0,0.55,3.0,0.0,2,530.0,442.0,0.83,,2,6,9.0,1,3.0,6.0,14,2,2.0,0.45,2.0,0.0,5,432.0,355.0,0.82,5223,3422,4063,3249,1742,2670,2205,2205,1625,986,348,464,232,755,2321,579,1,8
29006,2018-08-25 18:30:00+00:00,1535221800,FT,90,1535221800,1535225400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 2,Stadio San Paolo,Naples,,"Paolo Valeri, Italy",Napoli,492,https://media.api-sports.io/football/teams/492.png,Ac Milan,489,https://media.api-sports.io/football/teams/489.png,3,2,0,1,3,2,8,9,24.0,7,13.0,11.0,11,5,3.0,0.5,2.0,0.0,0,596.0,534.0,0.9,,2,4,8.0,2,7.0,1.0,11,1,2.0,0.5,2.0,0.0,5,585.0,514.0,0.88,4585,3944,4294,3190,2089,2088,2205,2204,1393,1102,406,638,406,464,2205,1102,2,5
29008,2018-08-26 16:00:00+00:00,1535299200,FT,90,1535299200,1535302800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 2,Stadio Renato Dall'Ara,Bologna,881,"Daniele Orsato, Italy",Spal,493,https://media.api-sports.io/football/teams/493.png,Parma,523,https://media.api-sports.io/football/teams/523.png,1,0,0,0,1,0,5,10,18.0,3,12.0,6.0,13,7,0.0,0.58,5.0,0.0,0,484.0,405.0,0.84,,0,3,4.0,1,2.0,2.0,14,2,2.0,0.42,2.0,0.0,4,354.0,263.0,0.74,2439,2379,2553,2380,3248,3540,2205,2205,639,580,522,639,1044,986,-695,-1160,13,16
29002,2018-08-26 18:30:00+00:00,1535308200,FT,90,1535308200,1535311800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 2,Stadio Olimpico Grande Torino,Torino,943,"Gianluca Manganiello, Italy",Frosinone,512,https://media.api-sports.io/football/teams/512.png,Bologna,500,https://media.api-sports.io/football/teams/500.png,0,0,0,0,0,0,4,5,11.0,2,9.0,2.0,16,2,0.0,0.51,2.0,0.0,3,448.0,347.0,0.77,,3,4,15.0,8,5.0,10.0,10,5,0.0,0.49,1.0,0.0,4,410.0,317.0,0.77,1450,2552,1682,2784,4006,3249,2205,2205,290,638,580,638,1335,929,-2324,-465,19,10
29004,2018-08-26 18:30:00+00:00,1535308200,FT,90,1535308200,1535311800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 2,San Siro/Giuseppe Meazza,Milan,,"Paolo Silvio Mazzoleni, Italy",Inter,505,https://media.api-sports.io/football/teams/505.png,Torino,503,https://media.api-sports.io/football/teams/503.png,2,2,2,0,2,2,5,4,13.0,4,7.0,6.0,14,5,2.0,0.54,1.0,0.0,4,525.0,434.0,0.83,,6,4,13.0,3,8.0,5.0,15,4,3.0,0.46,2.0,0.0,3,444.0,355.0,0.8,4002,3654,3306,3016,1915,2147,2205,2205,1160,928,522,870,523,407,1391,869,4,7
29001,2018-08-26 18:30:00+00:00,1535308200,FT,90,1535308200,1535311800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 2,Stadio Artemio Franchi,Florence,,"Rosario Abisso, Italy",Fiorentina,502,https://media.api-sports.io/football/teams/502.png,Chievo,491,https://media.api-sports.io/football/teams/491.png,6,1,2,0,6,1,12,6,22.0,4,14.0,8.0,14,2,2.0,0.47,1.0,0.0,3,491.0,407.0,0.83,,3,2,8.0,3,5.0,3.0,9,3,5.0,0.53,3.0,0.0,5,544.0,449.0,0.83,2378,1160,2726,1452,2610,4353,2204,2205,464,116,986,812,754,1277,116,-2901,14,20
29009,2018-08-26 18:30:00+00:00,1535308200,FT,90,1535308200,1535311800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 2,Dacia Arena,Udine,928,"Federico La Penna, Italy",Udinese,494,https://media.api-sports.io/football/teams/494.png,Sampdoria,498,https://media.api-sports.io/football/teams/498.png,1,0,1,0,1,0,6,8,17.0,3,7.0,10.0,7,8,1.0,0.33,1.0,0.0,3,288.0,210.0,0.73,,3,6,15.0,6,7.0,8.0,10,7,0.0,0.67,3.0,0.0,5,580.0,480.0,0.83,2495,3074,2264,3480,3076,2958,2205,2204,638,870,581,464,986,870,-812,522,12,9
29000,2018-08-26 18:30:00+00:00,1535308200,FT,90,1535308200,1535311800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 2,Sardegna Arena,Cagliari,883,"Luca J. Pairetto, Italy",Cagliari,490,https://media.api-sports.io/football/teams/490.png,Sassuolo,488,https://media.api-sports.io/football/teams/488.png,2,2,1,0,2,2,6,6,15.0,3,12.0,3.0,14,7,1.0,0.41,4.0,0.0,3,346.0,271.0,0.78,,5,6,13.0,2,9.0,4.0,16,2,1.0,0.59,4.0,1.0,4,512.0,426.0,0.83,2378,2497,2088,3075,3134,3480,2205,2205,580,523,638,928,987,754,-1046,-405,15,11
29003,2018-08-26 18:30:00+00:00,1535308200,FT,90,1535308200,1535311800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 2,Luigi Ferraris,Genova,,"Livio Marinelli, Italy",Genoa,495,https://media.api-sports.io/football/teams/495.png,Empoli,511,https://media.api-sports.io/football/teams/511.png,2,1,2,0,2,1,3,5,13.0,5,7.0,6.0,13,3,0.0,0.3,3.0,0.0,3,263.0,197.0,0.75,,4,7,18.0,7,9.0,9.0,16,6,3.0,0.7,2.0,0.0,1,619.0,531.0,0.86,2204,2207,2262,2960,3306,4060,2204,2205,464,581,812,464,928,1160,-1044,-1100,17,18
29007,2018-08-27 18:30:00+00:00,1535394600,FT,90,1535394600,1535398200,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 2,Stadio Olimpico,Rome,,"Michael Fabbri, Italy",As Roma,497,https://media.api-sports.io/football/teams/497.png,Atalanta,499,https://media.api-sports.io/football/teams/499.png,3,3,1,3,3,3,10,10,25.0,5,15.0,10.0,9,3,0.0,0.55,1.0,0.0,2,496.0,405.0,0.82,,6,7,23.0,10,15.0,8.0,13,11,6.0,0.45,1.0,0.0,7,393.0,287.0,0.73,3831,4005,3829,4470,2784,2668,2205,2205,1045,1161,696,522,464,522,1045,1802,6,3
29010,2018-08-31 18:30:00+00:00,1535740200,FT,90,1535740200,1535743800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 3,San Siro/Giuseppe Meazza,Milan,,"Marco Guida, Italy",Ac Milan,489,https://media.api-sports.io/football/teams/489.png,As Roma,497,https://media.api-sports.io/football/teams/497.png,2,1,1,0,2,1,10,9,26.0,7,13.0,13.0,8,8,7.0,0.51,0.0,0.0,1,540.0,482.0,0.89,,2,3,6.0,1,3.0,3.0,7,3,1.0,0.49,2.0,0.0,8,528.0,450.0,0.85,3944,3832,3192,3832,2091,2787,2205,2206,1102,1045,638,697,465,464,1101,1045,5,6
29012,2018-09-01 16:00:00+00:00,1535817600,FT,90,1535817600,1535821200,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 3,Stadio Renato Dall'Ara,Bologna,881,"Marco Di Bello, Italy",Bologna,500,https://media.api-sports.io/football/teams/500.png,Inter,505,https://media.api-sports.io/football/teams/505.png,0,3,0,0,0,3,1,7,8.0,0,4.0,4.0,8,3,3.0,0.26,1.0,0.0,0,284.0,204.0,0.72,,3,7,13.0,3,8.0,5.0,10,7,2.0,0.74,1.0,0.0,1,805.0,727.0,0.9,2553,4003,2784,3308,3249,1917,2206,2206,638,1160,639,523,929,523,-465,1391,10,4
29016,2018-09-01 18:30:00+00:00,1535826600,FT,90,1535826600,1535830200,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 3,Ennio Tardini,Parma,,"Daniele Doveri, Italy",Parma,523,https://media.api-sports.io/football/teams/523.png,Juventus,496,https://media.api-sports.io/football/teams/496.png,1,2,1,1,1,2,4,3,11.0,4,6.0,5.0,16,4,1.0,0.34,1.0,0.0,4,302.0,242.0,0.8,,6,11,24.0,7,14.0,10.0,10,7,2.0,0.66,3.0,0.0,3,591.0,533.0,0.9,2379,5226,2380,4065,3541,1742,2206,2206,580,1626,639,348,987,232,-1161,2323,16,1
29014,2018-09-02 16:00:00+00:00,1535904000,FT,90,1535904000,1535907600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 3,Stadio Artemio Franchi,Florence,,"Antonio Giua, Italy",Fiorentina,502,https://media.api-sports.io/football/teams/502.png,Udinese,494,https://media.api-sports.io/football/teams/494.png,1,0,0,0,1,0,3,9,14.0,2,8.0,6.0,11,11,0.0,0.62,3.0,0.0,1,451.0,369.0,0.82,,1,3,6.0,2,3.0,3.0,15,4,0.0,0.38,1.0,0.0,2,271.0,186.0,0.69,2381,2498,2732,2265,2611,3076,2205,2206,465,639,986,581,754,986,121,-811,14,12
29011,2018-09-02 18:30:00+00:00,1535913000,FT,90,1535913000,1535916600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 3,Stadio Atleti Azzurri d'Italia,Bergamo,,"Fabio Maresca, Italy",Atalanta,499,https://media.api-sports.io/football/teams/499.png,Cagliari,490,https://media.api-sports.io/football/teams/490.png,0,1,0,1,0,1,2,5,10.0,3,6.0,4.0,15,5,2.0,0.53,2.0,0.0,2,490.0,391.0,0.8,,3,2,6.0,1,3.0,3.0,17,4,2.0,0.47,2.0,0.0,2,439.0,340.0,0.77,4006,2379,4473,2090,2671,3136,2206,2206,1161,580,523,639,522,987,1802,-1046,3,15
29019,2018-09-02 18:30:00+00:00,1535913000,FT,90,1535913000,1535916600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 3,Stadio Olimpico Grande Torino,Torino,943,"Fabrizio Pasqua, Italy",Torino,503,https://media.api-sports.io/football/teams/503.png,Spal,493,https://media.api-sports.io/football/teams/493.png,1,0,0,0,1,0,6,2,10.0,2,6.0,4.0,16,9,3.0,0.52,1.0,0.0,2,384.0,289.0,0.75,,2,6,10.0,2,7.0,3.0,16,10,0.0,0.48,2.0,0.0,5,330.0,246.0,0.75,3655,2442,3018,2554,2149,3248,2206,2206,928,640,871,522,407,1044,869,-694,7,13
29017,2018-09-02 18:30:00+00:00,1535913000,FT,90,1535913000,1535916600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 3,Luigi Ferraris,Genova,,"Davide Massa, Italy",Sampdoria,498,https://media.api-sports.io/football/teams/498.png,Napoli,492,https://media.api-sports.io/football/teams/492.png,3,0,2,0,3,0,3,4,9.0,2,4.0,5.0,13,4,2.0,0.48,2.0,0.0,4,495.0,413.0,0.83,,4,7,18.0,7,9.0,9.0,19,5,2.0,0.52,4.0,0.0,0,510.0,444.0,0.87,3074,4588,3480,4297,2959,2091,2205,2206,870,1394,464,406,871,406,521,2206,9,2
29015,2018-09-02 18:30:00+00:00,1535913000,FT,90,1535913000,1535916600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 3,Stadio Olimpico,Rome,,"Gianpaolo Calvarese, Italy",Lazio,487,https://media.api-sports.io/football/teams/487.png,Frosinone,512,https://media.api-sports.io/football/teams/512.png,1,0,0,0,1,0,5,12,23.0,6,13.0,10.0,11,7,4.0,0.64,1.0,0.0,2,650.0,569.0,0.88,,2,2,9.0,5,6.0,3.0,8,7,0.0,0.36,2.0,0.0,4,349.0,247.0,0.71,3422,1451,3249,1682,2672,4006,2206,2206,986,290,464,581,756,1335,577,-2324,8,19
29018,2018-09-02 18:30:00+00:00,1535913000,FT,90,1535913000,1535916600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 3,Mapei Stadium – Città del Tricolore,Reggio Emilia,935,"Gianluca Rocchi, Italy",Sassuolo,488,https://media.api-sports.io/football/teams/488.png,Genoa,495,https://media.api-sports.io/football/teams/495.png,5,3,4,1,5,3,7,3,10.0,0,7.0,3.0,13,2,3.0,0.43,3.0,0.0,2,383.0,293.0,0.77,,5,6,21.0,10,14.0,7.0,19,10,1.0,0.57,3.0,0.0,3,468.0,384.0,0.82,2498,2207,3077,2264,3482,3307,2206,2205,523,465,929,812,754,928,-405,-1043,11,17
29013,2018-09-02 18:30:00+00:00,1535913000,FT,90,1535913000,1535916600,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 3,Marc'Antonio Bentegodi,Verona,,"Piero Giacomelli, Italy",Chievo,491,https://media.api-sports.io/football/teams/491.png,Empoli,511,https://media.api-sports.io/football/teams/511.png,0,0,0,0,0,0,3,5,9.0,1,5.0,4.0,10,4,3.0,0.34,1.0,0.0,2,350.0,254.0,0.73,,2,10,13.0,1,7.0,6.0,11,6,2.0,0.66,1.0,0.0,3,665.0,564.0,0.85,1160,2207,1453,2961,4359,4062,2206,2206,116,581,812,464,1278,1161,-2906,-1101,20,18
29024,2018-09-15 13:00:00+00:00,1537016400,FT,90,1537016400,1537020000,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 4,San Siro/Giuseppe Meazza,Milan,,"Gianluca Manganiello, Italy",Inter,505,https://media.api-sports.io/football/teams/505.png,Parma,523,https://media.api-sports.io/football/teams/523.png,0,1,0,0,0,1,8,14,28.0,6,15.0,13.0,10,10,2.0,0.73,2.0,0.0,4,625.0,551.0,0.88,,5,2,9.0,2,4.0,5.0,8,1,4.0,0.27,2.0,0.0,7,241.0,178.0,0.74,4006,2379,3311,2381,1917,3543,2207,2207,1161,580,523,639,523,988,1394,-1162,4,16
29026,2018-09-15 16:00:00+00:00,1537027200,FT,90,1537027200,1537030800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 4,Stadio San Paolo,Naples,,"Michael Fabbri, Italy",Napoli,492,https://media.api-sports.io/football/teams/492.png,Fiorentina,502,https://media.api-sports.io/football/teams/502.png,1,0,0,0,1,0,4,14,22.0,4,14.0,8.0,15,10,0.0,0.56,1.0,0.0,1,562.0,488.0,0.87,,1,4,9.0,4,3.0,6.0,17,3,4.0,0.44,4.0,0.0,3,431.0,368.0,0.85,4588,2384,4297,2733,2094,2611,2207,2206,1394,466,406,986,407,754,2203,122,2,14
29022,2018-09-15 18:30:00+00:00,1537036200,FT,90,1537036200,1537039800,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 4,Stadio Benito Stirpe,Frosinone,904,"Massimiliano Irrati, Italy",Frosinone,512,https://media.api-sports.io/football/teams/512.png,Sampdoria,498,https://media.api-sports.io/football/teams/498.png,0,5,0,1,0,5,3,4,9.0,2,6.0,3.0,13,5,4.0,0.37,3.0,0.0,2,368.0,306.0,0.83,,7,4,11.0,0,8.0,3.0,16,3,4.0,0.63,1.0,0.0,3,639.0,575.0,0.9,1451,3077,1682,3483,4007,2959,2207,2206,290,871,581,464,1336,871,-2325,524,19,9
29027,2018-09-16 10:30:00+00:00,1537093800,FT,90,1537093800,1537097400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 4,Stadio Olimpico,Rome,,"Paolo Silvio Mazzoleni, Italy",As Roma,497,https://media.api-sports.io/football/teams/497.png,Chievo,491,https://media.api-sports.io/football/teams/491.png,2,2,2,0,2,2,9,6,16.0,1,10.0,6.0,10,9,3.0,0.55,1.0,0.0,4,616.0,555.0,0.9,,5,5,13.0,3,4.0,9.0,15,2,2.0,0.45,1.0,0.0,7,490.0,431.0,0.88,3832,1161,3833,1453,2789,4359,2207,2207,1045,116,697,813,465,1278,1044,-2906,6,20
29029,2018-09-16 13:00:00+00:00,1537102800,FT,90,1537102800,1537106400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 4,Dacia Arena,Udine,928,"Paolo Valeri, Italy",Udinese,494,https://media.api-sports.io/football/teams/494.png,Torino,503,https://media.api-sports.io/football/teams/503.png,1,1,1,0,1,1,1,5,6.0,0,3.0,3.0,16,3,1.0,0.33,2.0,0.0,3,271.0,200.0,0.74,,4,7,14.0,3,5.0,9.0,15,7,2.0,0.67,2.0,0.0,0,521.0,449.0,0.86,2498,3658,2265,3019,3077,2149,2207,2207,639,929,581,871,987,407,-812,870,12,7
29023,2018-09-16 13:00:00+00:00,1537102800,FT,90,1537102800,1537106400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 4,Luigi Ferraris,Genova,,"Luca Banti, Italy",Genoa,495,https://media.api-sports.io/football/teams/495.png,Bologna,500,https://media.api-sports.io/football/teams/500.png,1,0,0,0,1,0,4,5,13.0,4,8.0,5.0,14,5,0.0,0.51,2.0,0.0,0,376.0,305.0,0.81,,0,5,12.0,7,8.0,4.0,21,3,1.0,0.49,5.0,1.0,3,345.0,273.0,0.79,2207,2553,2267,2784,3312,3252,2206,2207,465,638,812,639,929,930,-1045,-468,17,10
29025,2018-09-16 13:00:00+00:00,1537102800,FT,90,1537102800,1537106400,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 4,Allianz Stadium,Turin,,"Daniele Chiffi, Italy",Juventus,496,https://media.api-sports.io/football/teams/496.png,Sassuolo,488,https://media.api-sports.io/football/teams/488.png,2,1,0,0,2,1,4,9,18.0,5,12.0,6.0,13,10,1.0,0.42,3.0,1.0,4,397.0,344.0,0.87,,5,5,15.0,5,5.0,10.0,15,4,0.0,0.58,3.0,0.0,3,553.0,496.0,0.9,5229,2501,4067,3082,1743,3485,2207,2207,1627,524,348,929,232,754,2324,-403,1,11
29021,2018-09-16 16:00:00+00:00,1537113600,FT,90,1537113600,1537117200,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 4,Carlo Castellani,Empoli,,"Daniele Orsato, Italy",Empoli,511,https://media.api-sports.io/football/teams/511.png,Lazio,487,https://media.api-sports.io/football/teams/487.png,0,1,0,0,0,1,3,6,12.0,3,5.0,7.0,13,4,2.0,0.54,2.0,0.0,2,555.0,463.0,0.83,,3,11,21.0,7,16.0,5.0,11,7,2.0,0.46,3.0,0.0,3,463.0,365.0,0.79,2208,3425,2961,3250,4062,2672,2207,2207,581,987,465,464,1161,756,-1101,578,18,8
29020,2018-09-16 18:30:00+00:00,1537122600,FT,90,1537122600,1537126200,0.0,Italy,135,Serie A,https://media.api-sports.io/flags/it.svg,https://media.api-sports.io/football/leagues/135.png,2018,Regular Season - 4,Sardegna Arena,Cagliari,883,"Rosario Abisso, Italy",Cagliari,490,https://media.api-sports.io/football/teams/490.png,Ac Milan,489,https://media.api-sports.io/football/teams/489.png,1,1,1,0,1,1,2,3,6.0,1,3.0,3.0,12,3,2.0,0.36,1.0,0.0,5,372.0,294.0,0.79,,6,7,21.0,8,14.0,7.0,12,8,1.0,0.64,1.0,0.0,1,643.0,578.0,0.9,2382,3947,2091,3194,3136,2092,2207,2206,581,1103,639,638,987,465,-1045,1102,15,5
