rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,16,15,UEFA Champions League: Group A,WDWWW,same,8th Finals,6,5,1,0,17,2,3,3,0,0,9,0,3,2,1,0,8,2
2,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,11,6,UEFA Champions League: Group A,WDWWD,same,8th Finals,6,3,2,1,14,8,3,1,2,0,10,4,3,2,0,1,4,4
3,569,Club Brugge KV,https://media.api-sports.io/football/teams/569.png,3,-8,UEFA Champions League: Group A,LDLLD,same,UEFA Europa League,6,0,3,3,4,12,3,0,1,2,1,8,3,0,2,1,3,4
4,645,Galatasaray,https://media.api-sports.io/football/teams/645.png,2,-13,UEFA Champions League: Group A,LDLLL,same,,6,0,2,4,1,14,3,0,1,2,1,3,3,0,1,2,0,11
1,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,18,19,UEFA Champions League: Group B,WDWWW,same,8th Finals,6,6,0,0,24,5,3,3,0,0,8,1,3,3,0,0,16,4
2,47,Tottenham,https://media.api-sports.io/football/teams/47.png,10,4,UEFA Champions League: Group B,WDWWD,same,8th Finals,6,3,1,2,18,14,3,2,0,1,11,9,3,1,1,1,7,5
3,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,4,-6,UEFA Champions League: Group B,LDLLD,same,UEFA Europa League,6,1,1,4,8,14,3,1,1,1,5,5,3,0,0,3,3,9
4,598,FK Crvena Zvezda,https://media.api-sports.io/football/teams/598.png,3,-17,UEFA Champions League: Group B,LDLLL,same,,6,1,0,5,3,20,3,1,0,2,3,11,3,0,0,3,0,9
1,50,Manchester City,https://media.api-sports.io/football/teams/50.png,14,12,UEFA Champions League: Group C,WDWWW,same,8th Finals,6,4,2,0,16,4,3,2,1,0,8,2,3,2,1,0,8,2
2,499,Atalanta,https://media.api-sports.io/football/teams/499.png,7,-4,UEFA Champions League: Group C,WDWWD,same,8th Finals,6,2,1,3,8,12,3,1,1,1,4,3,3,1,0,2,4,9
3,550,Shakhtar Donetsk,https://media.api-sports.io/football/teams/550.png,6,-5,UEFA Champions League: Group C,LDLLD,same,UEFA Europa League,6,1,3,2,8,13,3,0,1,2,2,8,3,1,2,0,6,5
4,620,Dinamo Zagreb,https://media.api-sports.io/football/teams/620.png,5,-3,UEFA Champions League: Group C,LDLLL,same,,6,1,2,3,10,13,3,1,1,1,8,7,3,0,1,2,2,6
1,496,Juventus,https://media.api-sports.io/football/teams/496.png,16,8,UEFA Champions League: Group D,WDWWW,same,8th Finals,6,5,1,0,12,4,3,3,0,0,6,1,3,2,1,0,6,3
2,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,10,3,UEFA Champions League: Group D,WDWWD,same,8th Finals,6,3,1,2,8,5,3,2,1,0,5,2,3,1,0,2,3,3
3,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,6,-4,UEFA Champions League: Group D,LDLLD,same,UEFA Europa League,6,2,0,4,5,9,3,1,0,2,3,5,3,1,0,2,2,4
4,597,Lokomotiv Moscow,https://media.api-sports.io/football/teams/597.png,3,-7,UEFA Champions League: Group D,LDLLL,same,,6,1,0,5,4,11,3,0,0,3,1,6,3,1,0,2,3,5
1,40,Liverpool,https://media.api-sports.io/football/teams/40.png,13,5,UEFA Champions League: Group E,WDWWW,same,8th Finals,6,4,1,1,13,8,3,2,1,0,7,5,3,2,0,1,6,3
2,492,Napoli,https://media.api-sports.io/football/teams/492.png,12,7,UEFA Champions League: Group E,WDWWD,same,8th Finals,6,3,3,0,11,4,3,2,1,0,7,1,3,1,2,0,4,3
3,571,Red Bull Salzburg,https://media.api-sports.io/football/teams/571.png,7,3,UEFA Champions League: Group E,LDLLD,same,UEFA Europa League,6,2,1,3,16,13,3,1,0,2,8,7,3,1,1,1,8,6
4,742,Genk,https://media.api-sports.io/football/teams/742.png,1,-15,UEFA Champions League: Group E,LDLLL,same,,6,0,1,5,5,20,3,0,1,2,2,8,3,0,0,3,3,12
1,529,Barcelona,https://media.api-sports.io/football/teams/529.png,14,5,UEFA Champions League: Group F,WDWWW,same,8th Finals,6,4,2,0,9,4,3,2,1,0,5,2,3,2,1,0,4,2
2,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,10,0,UEFA Champions League: Group F,WDWWD,same,8th Finals,6,3,1,2,8,8,3,2,1,0,5,3,3,1,0,2,3,5
