fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,goals_saves,passes_total,passes_accuracy,duels_total,duels_won,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,dribbles_attempts,dribbles_success,fouls_committed,dribbles_past,shots_total,shots_on,tackles_blocks,fouls_drawn,passes_key,goals_total,offsides
1377867,Genoa,495,382947,Hugo Cuenca,https://media.api-sports.io/football/players/382947.png,,30,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377867,Genoa,495,452033,Lorenzo Venturino,https://media.api-sports.io/football/players/452033.png,,76,F,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377867,Lecce,867,56459,Wladimiro Falcone,https://media.api-sports.io/football/players/56459.png,90.0,30,G,7.6,True,False,0,0.0,2.0,25.0,10,3.0,3.0,0,0,0,0,0.0,,,,,,,,,,2.0,,,
1377867,Lecce,867,161702,Danilo Veiga,https://media.api-sports.io/football/players/161702.png,68.0,17,D,6.9,False,False,0,0.0,,22.0,17,6.0,4.0,1,0,0,0,,3.0,1.0,,,1.0,,,,,,,,
1377867,Lecce,867,291589,Kialonda Gaspar,https://media.api-sports.io/football/players/291589.png,90.0,4,D,6.9,False,False,0,0.0,,33.0,25,7.0,3.0,0,0,0,0,,,,,,1.0,,,,,,,,
1377867,Lecce,867,455316,Tiago Gabriel,https://media.api-sports.io/football/players/455316.png,90.0,44,D,7.2,False,False,0,0.0,,38.0,29,12.0,8.0,0,0,0,0,,2.0,4.0,,,1.0,1.0,,,,2.0,,,
1377867,Lecce,867,31543,Antonino Gallo,https://media.api-sports.io/football/players/31543.png,90.0,25,D,6.9,False,False,0,0.0,,32.0,20,4.0,2.0,0,0,0,0,,1.0,,1.0,,,1.0,1.0,,,1.0,2.0,,
1377867,Lecce,867,1748,Lassana Coulibaly,https://media.api-sports.io/football/players/1748.png,83.0,29,M,6.5,False,False,0,0.0,,13.0,9,6.0,2.0,0,0,0,0,,,,,,1.0,2.0,,,,2.0,1.0,,
1377867,Lecce,867,15673,Ylber Ramadani,https://media.api-sports.io/football/players/15673.png,90.0,20,M,6.7,False,False,0,0.0,,31.0,23,9.0,4.0,0,0,0,0,,1.0,4.0,1.0,,2.0,1.0,,,,1.0,,,
1377867,Lecce,867,335071,Medon Berisha,https://media.api-sports.io/football/players/335071.png,59.0,10,M,6.9,False,False,0,0.0,,21.0,16,10.0,4.0,0,0,0,0,,4.0,2.0,,,1.0,,,,1.0,,1.0,,
1377867,Lecce,867,118956,Lameck Banda,https://media.api-sports.io/football/players/118956.png,59.0,19,F,6.2,False,False,0,0.0,,12.0,10,9.0,2.0,1,0,0,0,,,,4.0,1.0,2.0,,,,,,1.0,,
1377867,Lecce,867,436260,Francesco Camarda,https://media.api-sports.io/football/players/436260.png,83.0,22,F,6.2,False,False,0,0.0,,12.0,10,5.0,1.0,0,0,0,0,,,,1.0,1.0,,1.0,1.0,,,,,,
1377867,Lecce,867,47182,Tete Morente,https://media.api-sports.io/football/players/47182.png,90.0,7,F,6.2,False,False,0,0.0,,28.0,17,15.0,5.0,1,0,0,0,,2.0,,2.0,,1.0,3.0,1.0,,,3.0,,,1.0
1377867,Lecce,867,31507,Riccardo Sottil,https://media.api-sports.io/football/players/31507.png,32.0,23,F,6.3,False,True,0,0.0,,9.0,9,7.0,1.0,0,0,0,0,,,,3.0,,1.0,,,,,1.0,,,1.0
1377867,Lecce,867,197779,Mohamed Kaba,https://media.api-sports.io/football/players/197779.png,32.0,77,M,6.5,False,True,0,0.0,,10.0,7,8.0,3.0,0,0,0,0,,,,,,2.0,,,,,,,,
1377867,Lecce,867,482309,Christ-Owen Kouassi,https://media.api-sports.io/football/players/482309.png,23.0,21,D,6.9,False,True,0,0.0,,5.0,5,3.0,3.0,0,0,0,0,,2.0,1.0,,,,,,,,,,,
1377867,Lecce,867,190958,Balthazar Pierret,https://media.api-sports.io/football/players/190958.png,8.0,75,M,6.7,False,True,0,0.0,,2.0,,2.0,2.0,0,0,0,0,,,,,,,,,,,2.0,,,
1377867,Lecce,867,8643,Konan N'Dri,https://media.api-sports.io/football/players/8643.png,8.0,11,F,6.7,False,True,0,0.0,,1.0,,3.0,2.0,0,0,0,0,,,,1.0,,,,,,,1.0,,,
1377867,Lecce,867,156619,Jasper Samooja,https://media.api-sports.io/football/players/156619.png,,32,G,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377867,Lecce,867,495,Christian Früchtl,https://media.api-sports.io/football/players/495.png,,1,G,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377867,Lecce,867,203219,Jamil Siebert,https://media.api-sports.io/football/players/203219.png,,5,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377867,Lecce,867,19738,Corrie Ndaba,https://media.api-sports.io/football/players/19738.png,,3,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377867,Lecce,867,458543,Matías Pérez Sepúlveda,https://media.api-sports.io/football/players/458543.png,,13,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377867,Lecce,867,28744,Þórir Jóhann Helgason,https://media.api-sports.io/football/players/28744.png,,14,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377867,Lecce,867,56560,Youssef Maleh,https://media.api-sports.io/football/players/56560.png,,93,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377867,Lecce,867,387537,Olaf Gorter,https://media.api-sports.io/football/players/387537.png,,28,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377867,Lecce,867,136016,Hamza Rafia,https://media.api-sports.io/football/players/136016.png,,8,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,
1377870,AC Milan,489,22221,Mike Maignan,https://media.api-sports.io/football/players/22221.png,90.0,16,G,6.3,True,False,2,0.0,1.0,14.0,13,,,0,0,0,0,0.0,,,,,,,,,,,,,
1377870,AC Milan,489,19209,Fikayo Tomori,https://media.api-sports.io/football/players/19209.png,65.0,23,D,6.3,False,False,0,0.0,,80.0,76,2.0,2.0,0,0,0,0,,2.0,1.0,,,,,1.0,1.0,,,,,
1377870,AC Milan,489,56473,Matteo Gabbia,https://media.api-sports.io/football/players/56473.png,90.0,46,D,7.2,False,False,0,0.0,,80.0,74,9.0,8.0,0,0,0,0,,,,,,1.0,,1.0,,,,1.0,,
1377870,AC Milan,489,45826,Strahinja Pavlović,https://media.api-sports.io/football/players/45826.png,90.0,31,D,7.3,False,False,0,0.0,,81.0,73,11.0,6.0,0,0,0,0,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,
1377870,AC Milan,489,1417,Alexis Saelemaekers,https://media.api-sports.io/football/players/1417.png,90.0,56,M,7.5,False,False,0,0.0,,67.0,60,12.0,9.0,0,0,0,0,,2.0,,7.0,4.0,,,,,,3.0,4.0,,
1377870,AC Milan,489,2292,Ruben Loftus-Cheek,https://media.api-sports.io/football/players/2292.png,90.0,8,M,6,False,False,0,0.0,,48.0,44,11.0,3.0,0,0,0,0,,,,3.0,1.0,2.0,1.0,2.0,,,2.0,2.0,,
1377870,AC Milan,489,754,Luka Modrić,https://media.api-sports.io/football/players/754.png,74.0,14,M,7.3,False,False,0,0.0,,76.0,69,2.0,1.0,0,0,0,0,,1.0,1.0,,,,,1.0,1.0,,,3.0,,
1377870,AC Milan,489,22254,Youssouf Fofana,https://media.api-sports.io/football/players/22254.png,90.0,19,M,6.2,False,False,0,0.0,,42.0,36,8.0,2.0,0,0,0,0,,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,,,2.0,,
1377870,AC Milan,489,46731,Pervis Estupiñán,https://media.api-sports.io/football/players/46731.png,45.0,2,M,7.3,False,False,0,1.0,,19.0,17,4.0,1.0,0,0,0,0,,,,,,,1.0,1.0,,,1.0,1.0,,
1377870,AC Milan,489,94562,Santiago Giménez,https://media.api-sports.io/football/players/94562.png,90.0,7,F,6.2,False,False,0,0.0,,9.0,7,1.0,,0,0,0,0,,,,,,,,3.0,1.0,,,1.0,,1.0
