fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,tackles_interceptions,fouls_committed,shots_total,shots_on,passes_key,goals_total,goals_assists,tackles_blocks,penalty_commited,penalty_won,offsides
605173,Levante,539,1583,Sergio León,https://media.api-sports.io/football/players/1583.png,10.0,7,F,6.5,False,True,0,,1.0,1,0,0,0,0,,,4.0,1.0,,,,,,,,,,,,,,,
605173,Levante,539,119232,Dani Gómez,https://media.api-sports.io/football/players/119232.png,19.0,21,F,6.9,False,True,0,,3.0,2,1,0,0,0,,,7.0,3.0,2.0,1.0,,1.0,,2.0,1.0,,,,,,,1.0,
605174,Elche,797,46961,Edgar Badia,https://media.api-sports.io/football/players/46961.png,90.0,13,G,6.3,False,False,1,1.0,35.0,28,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
605174,Elche,797,1560,Antonio Barragán,https://media.api-sports.io/football/players/1560.png,90.0,19,D,6.9,False,False,0,,26.0,21,0,0,0,0,,,5.0,3.0,,,,2.0,1.0,1.0,,,,,,,,,
605174,Elche,797,46965,Gonzalo Verdú,https://media.api-sports.io/football/players/46965.png,90.0,5,D,6.9,True,False,0,,44.0,38,1,0,0,0,,1.0,5.0,3.0,,,,1.0,,1.0,,,,,,1.0,,,
605174,Elche,797,46817,Diego Gonzalez,https://media.api-sports.io/football/players/46817.png,90.0,2,D,7.3,False,False,0,,49.0,43,0,0,0,0,,2.0,12.0,9.0,,,,,1.0,1.0,1.0,1.0,,,,,,,
605174,Elche,797,47222,Josema,https://media.api-sports.io/football/players/47222.png,90.0,24,D,7.5,False,False,0,,35.0,23,0,0,0,0,,6.0,16.0,13.0,2.0,2.0,,1.0,2.0,,,,,,,,,,
605174,Elche,797,47491,Luismi,https://media.api-sports.io/football/players/47491.png,56.0,15,M,7,False,False,0,,44.0,39,0,0,0,0,,2.0,5.0,5.0,1.0,1.0,,1.0,1.0,,,,,,,,,,
605174,Elche,797,2474,Iván Marcone,https://media.api-sports.io/football/players/2474.png,89.0,4,M,6.9,False,False,0,,58.0,52,1,0,0,0,,,5.0,3.0,,,1.0,,2.0,1.0,,,,,,1.0,,,
605174,Elche,797,47182,Jose Morente,https://media.api-sports.io/football/players/47182.png,90.0,11,M,6.5,False,False,0,,25.0,20,1,0,0,0,,,11.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,
605174,Elche,797,608,Lucas Boyé,https://media.api-sports.io/football/players/608.png,49.0,9,M,5.9,False,False,0,,12.0,9,2,1,0,0,,,11.0,2.0,1.0,1.0,1.0,1.0,,5.0,1.0,1.0,,1.0,,,,,
605174,Elche,797,47398,Pere Milla,https://media.api-sports.io/football/players/47398.png,90.0,10,M,6.9,False,False,0,,41.0,29,1,0,0,0,,2.0,21.0,12.0,4.0,2.0,1.0,3.0,,1.0,1.0,1.0,1.0,,1.0,,,,
605174,Elche,797,47421,Guido Carrillo,https://media.api-sports.io/football/players/47421.png,57.0,21,F,6.7,False,False,0,,12.0,10,0,0,0,0,,1.0,9.0,5.0,1.0,,,1.0,,3.0,,,,,,,,,
605174,Elche,797,135831,Luis Castillo,https://media.api-sports.io/football/players/135831.png,,28,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605174,Elche,797,46966,Dani Calvo,https://media.api-sports.io/football/players/46966.png,,12,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605174,Elche,797,46816,Miguel Cifuentes,https://media.api-sports.io/football/players/46816.png,,23,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605174,Elche,797,6090,Juan Sánchez Miño,https://media.api-sports.io/football/players/6090.png,,3,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605174,Elche,797,47057,Raúl Guti,https://media.api-sports.io/football/players/47057.png,34.0,14,M,6.6,False,True,0,,10.0,9,0,0,0,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,
