fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_blocks,duels_total,duels_won,dribbles_past,fouls_committed,tackles_interceptions,fouls_drawn,shots_total,dribbles_attempts,dribbles_success,offsides,passes_key,shots_on,goals_assists,goals_total,penalty_won,penalty_commited
1048881,Bayern Munich,157,2897,Min-jae Kim,https://media.api-sports.io/football/players/2897.png,68.0,3,D,7.2,False,False,0,,72.0,68,1,0,0,0,,,,6.0,1.0,,3.0,,,1.0,,,,2.0,1.0,,,,
1048881,Bayern Munich,157,509,Alphonso Davies,https://media.api-sports.io/football/players/509.png,90.0,19,D,8.3,False,False,0,,67.0,60,0,0,0,0,,1.0,,20.0,9.0,2.0,2.0,,1.0,,9.0,5.0,,8.0,,2.0,,,
1048881,Bayern Munich,157,502,Joshua Kimmich,https://media.api-sports.io/football/players/502.png,90.0,6,M,7.6,True,False,0,,106.0,100,0,0,0,0,,,,4.0,2.0,,,1.0,2.0,2.0,1.0,,,4.0,,,,,
1048881,Bayern Munich,157,511,Leon Goretzka,https://media.api-sports.io/football/players/511.png,79.0,8,M,7.5,False,False,0,,66.0,64,0,0,0,0,,,,8.0,4.0,,,4.0,1.0,2.0,1.0,1.0,,,1.0,,,,
1048881,Bayern Munich,157,644,Leroy Sané,https://media.api-sports.io/football/players/644.png,90.0,10,M,8.7,False,False,0,,42.0,32,0,0,0,0,,,,5.0,2.0,,,,,3.0,4.0,2.0,,1.0,3.0,,2.0,,
1048881,Bayern Munich,157,181812,Jamal Musiala,https://media.api-sports.io/football/players/181812.png,84.0,42,M,7,False,False,0,,24.0,20,0,0,0,0,,1.0,,20.0,11.0,,1.0,,2.0,1.0,13.0,7.0,,2.0,,,,,
1048881,Bayern Munich,157,508,Kingsley Coman,https://media.api-sports.io/football/players/508.png,84.0,11,M,7.2,False,False,0,,47.0,42,0,0,0,0,,,,11.0,6.0,,,,4.0,1.0,3.0,1.0,,3.0,,,,,
1048881,Bayern Munich,157,184,Harry Kane,https://media.api-sports.io/football/players/184.png,84.0,9,F,8.9,False,False,0,,19.0,14,0,0,0,0,,,,6.0,4.0,,,,2.0,4.0,,,,1.0,3.0,1.0,1.0,,
1048881,Bayern Munich,157,532,Matthijs de Ligt,https://media.api-sports.io/football/players/532.png,22.0,4,D,6.7,False,True,0,,15.0,14,0,0,0,0,,,,6.0,2.0,,1.0,1.0,,,,,,,,,,,
1048881,Bayern Munich,157,1157,Konrad Laimer,https://media.api-sports.io/football/players/1157.png,11.0,27,M,6.3,False,True,0,,10.0,8,0,0,0,0,,,,3.0,2.0,,,,,,2.0,1.0,,,,,,,
1048881,Bayern Munich,157,522,Thomas Müller,https://media.api-sports.io/football/players/522.png,12.0,25,F,7.7,False,True,0,,10.0,9,0,0,0,0,,,,,,,,,,,,,,2.0,,1.0,,,
1048881,Bayern Munich,157,275,Eric Maxim Choupo-Moting,https://media.api-sports.io/football/players/275.png,12.0,13,F,6.6,False,True,0,,6.0,6,0,0,0,0,,,,5.0,2.0,,1.0,,1.0,,3.0,1.0,,1.0,,,,,
1048881,Bayern Munich,157,270510,Mathys Tel,https://media.api-sports.io/football/players/270510.png,12.0,39,F,7.7,False,True,0,,8.0,7,0,0,0,0,,,,2.0,2.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,
