fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,Assists,Counter Attacks,Cross Attacks,Free Kicks,Goals,Goal Attempts,Substitutions,Throwins,Medical Treatment
27152,540,Espanyol,https://media.api-sports.io/football/teams/540.png,9,5,19.0,5,12.0,7.0,16,6,2,48%,1,0.0,3,432.0,357.0,83%,,,,,,,,,
27152,532,Valencia,https://media.api-sports.io/football/teams/532.png,4,2,16.0,10,7.0,9.0,12,10,1,52%,1,0.0,7,473.0,383.0,81%,,,,,,,,,
27157,536,Sevilla,https://media.api-sports.io/football/teams/536.png,2,9,19.0,8,12.0,7.0,13,4,0,52%,3,0.0,6,453.0,384.0,85%,,,,,,,,,
27157,533,Villarreal,https://media.api-sports.io/football/teams/533.png,6,3,15.0,6,5.0,10.0,14,5,2,48%,2,0.0,2,428.0,358.0,84%,,,,,,,,,
27154,547,Girona,https://media.api-sports.io/football/teams/547.png,5,3,10.0,2,5.0,5.0,13,4,2,33%,2,0.0,4,359.0,277.0,77%,,,,,,,,,
27154,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,8,7,20.0,5,14.0,6.0,11,7,1,67%,3,0.0,4,714.0,643.0,90%,,,,,,,,,
27156,539,Levante,https://media.api-sports.io/football/teams/539.png,6,5,15.0,4,7.0,8.0,14,7,1,54%,2,0.0,6,426.0,343.0,81%,,,,,,,,,
27156,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,9,8,21.0,4,12.0,9.0,8,7,4,46%,3,0.0,5,371.0,301.0,81%,,,,,,,,,
27150,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,4,6,14.0,4,7.0,7.0,15,3,2,59%,2,0.0,2,510.0,423.0,83%,,,,,,,,,
27150,726,Huesca,https://media.api-sports.io/football/teams/726.png,4,4,9.0,1,2.0,7.0,16,2,1,41%,2,0.0,2,339.0,250.0,74%,,,,,,,,,
27164,546,Getafe,https://media.api-sports.io/football/teams/546.png,3,4,12.0,5,7.0,5.0,22,6,1,53%,2,0.0,4,362.0,261.0,72%,,,,,,,,,
27164,720,Valladolid,https://media.api-sports.io/football/teams/720.png,4,2,7.0,1,3.0,4.0,14,7,1,47%,1,0.0,3,323.0,210.0,65%,,,,,,,,,
27168,533,Villarreal,https://media.api-sports.io/football/teams/533.png,3,6,13.0,4,10.0,3.0,16,7,1,65%,3,0.0,5,546.0,468.0,86%,,,,,,,,,
27168,547,Girona,https://media.api-sports.io/football/teams/547.png,6,5,14.0,3,6.0,8.0,11,2,1,35%,2,0.0,3,284.0,209.0,74%,,,,,,,,,
27163,545,Eibar,https://media.api-sports.io/football/teams/545.png,2,4,8.0,2,4.0,4.0,17,4,4,58%,3,0.0,1,435.0,285.0,66%,,,,,,,,,
27163,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,2,3,7.0,2,3.0,4.0,15,2,3,42%,2,0.0,0,317.0,179.0,56%,,,,,,,,,
27162,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,4,5,10.0,1,7.0,3.0,12,2,3,49%,4,0.0,0,448.0,376.0,84%,,,,,,,,,
27162,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,0,4,10.0,6,5.0,5.0,14,8,1,51%,5,1.0,2,432.0,351.0,81%,,,,,,,,,
27167,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,8,6,17.0,3,13.0,4.0,11,8,1,77%,1,0.0,2,870.0,799.0,92%,,,,,,,,,
27167,537,Leganes,https://media.api-sports.io/football/teams/537.png,3,2,8.0,3,4.0,4.0,11,1,1,23%,1,0.0,4,252.0,187.0,74%,,,,,,,,,
27165,539,Levante,https://media.api-sports.io/football/teams/539.png,4,6,13.0,3,8.0,5.0,14,3,4,45%,4,1.0,3,366.0,288.0,79%,,,,,,,,,
27165,532,Valencia,https://media.api-sports.io/football/teams/532.png,5,9,18.0,4,11.0,7.0,10,5,4,55%,2,0.0,2,450.0,366.0,81%,,,,,,,,,
27159,542,Alaves,https://media.api-sports.io/football/teams/542.png,5,3,8.0,0,4.0,4.0,19,0,2,36%,4,0.0,6,275.0,202.0,73%,,,,,,,,,
27159,540,Espanyol,https://media.api-sports.io/football/teams/540.png,7,2,11.0,2,6.0,5.0,13,12,1,64%,3,0.0,3,472.0,379.0,80%,,,,,,,,,
27160,529,Barcelona,https://media.api-sports.io/football/teams/529.png,14,12,30.0,4,21.0,9.0,6,9,2,68%,1,0.0,1,664.0,606.0,91%,,,,,,,,,
27160,726,Huesca,https://media.api-sports.io/football/teams/726.png,3,2,7.0,2,4.0,3.0,12,4,1,32%,2,0.0,7,309.0,248.0,80%,,,,,,,,,
27161,543,Real Betis,https://media.api-sports.io/football/teams/543.png,3,4,11.0,4,8.0,3.0,15,5,4,62%,3,0.0,2,518.0,436.0,84%,,,,,,,,,
27161,536,Sevilla,https://media.api-sports.io/football/teams/536.png,2,5,8.0,1,6.0,2.0,17,8,5,38%,5,1.0,2,296.0,216.0,73%,,,,,,,,,
27173,726,Huesca,https://media.api-sports.io/football/teams/726.png,4,8,14.0,2,10.0,4.0,16,6,1,53%,1,0.0,1,414.0,329.0,79%,,,,,,,,,
27173,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,2,2,14.0,10,5.0,9.0,18,3,0,47%,1,0.0,4,363.0,293.0,81%,,,,,,,,,
27170,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,9,6,19.0,4,15.0,4.0,5,14,3,56%,2,0.0,2,518.0,401.0,77%,,,,,,,,,
27170,545,Eibar,https://media.api-sports.io/football/teams/545.png,3,6,12.0,3,6.0,6.0,21,3,1,44%,2,0.0,8,408.0,284.0,70%,,,,,,,,,
27175,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,5,2,8.0,1,6.0,2.0,18,1,2,30%,1,0.0,4,330.0,251.0,76%,,,,,,,,,
27175,529,Barcelona,https://media.api-sports.io/football/teams/529.png,6,5,12.0,1,9.0,3.0,8,6,0,70%,1,0.0,4,757.0,666.0,88%,,,,,,,,,
27177,532,Valencia,https://media.api-sports.io/football/teams/532.png,2,7,12.0,3,8.0,4.0,22,5,0,39%,6,0.0,5,358.0,288.0,80%,,,,,,,,,
27177,543,Real Betis,https://media.api-sports.io/football/teams/543.png,6,4,11.0,1,6.0,5.0,9,4,3,61%,3,0.0,2,581.0,520.0,90%,,,,,,,,,
27169,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,4,6,12.0,2,4.0,8.0,19,1,2,39%,6,0.0,5,393.0,323.0,82%,,,,,,,,,
27169,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,6,9,16.0,1,8.0,8.0,7,2,6,61%,2,0.0,3,590.0,520.0,88%,,,,,,,,,
27174,537,Leganes,https://media.api-sports.io/football/teams/537.png,3,9,16.0,4,10.0,6.0,16,6,3,46%,4,0.0,2,349.0,279.0,80%,,,,,,,,,
27174,533,Villarreal,https://media.api-sports.io/football/teams/533.png,3,5,9.0,1,5.0,4.0,9,1,3,54%,3,0.0,3,431.0,356.0,83%,,,,,,,,,
27171,540,Espanyol,https://media.api-sports.io/football/teams/540.png,9,12,23.0,2,10.0,13.0,17,5,,57%,1,0.0,4,436.0,361.0,83%,,,,,,,,,
27171,539,Levante,https://media.api-sports.io/football/teams/539.png,4,8,16.0,4,9.0,7.0,13,4,,43%,2,0.0,8,322.0,249.0,77%,,,,,,,,,
27178,720,Valladolid,https://media.api-sports.io/football/teams/720.png,5,6,15.0,4,6.0,9.0,9,7,1,58%,3,0.0,3,463.0,390.0,84%,,,,,,,,,
27178,542,Alaves,https://media.api-sports.io/football/teams/542.png,4,4,10.0,2,4.0,6.0,12,2,0,42%,2,0.0,5,335.0,257.0,77%,,,,,,,,,
27176,536,Sevilla,https://media.api-sports.io/football/teams/536.png,1,9,15.0,5,10.0,5.0,10,7,6,70%,3,0.0,3,591.0,486.0,82%,,,,,,,,,
27176,546,Getafe,https://media.api-sports.io/football/teams/546.png,5,4,10.0,1,6.0,4.0,22,1,1,30%,6,0.0,2,258.0,168.0,65%,,,,,,,,,
27172,547,Girona,https://media.api-sports.io/football/teams/547.png,6,5,11.0,0,8.0,3.0,15,3,0,33%,1,0.0,5,304.0,223.0,73%,,,,,,,,,
27172,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,7,5,20.0,8,9.0,11.0,11,1,2,67%,3,1.0,3,606.0,537.0,89%,,,,,,,,,
27184,726,Huesca,https://media.api-sports.io/football/teams/726.png,3,9,13.0,1,6.0,7.0,16,7,0,47%,5,0.0,0,362.0,282.0,78%,,,,,,,,,
27184,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,1,4,7.0,2,2.0,5.0,12,5,2,53%,3,2.0,3,414.0,327.0,79%,,,,,,,,,
27186,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,4,7,13.0,2,9.0,4.0,14,8,3,51%,1,1.0,2,383.0,317.0,83%,,,,,,,,,
27186,542,Alaves,https://media.api-sports.io/football/teams/542.png,7,2,11.0,2,6.0,5.0,12,4,3,49%,2,0.0,4,368.0,291.0,79%,,,,,,,,,
27181,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,5,3,12.0,4,9.0,3.0,9,7,2,46%,2,0.0,1,418.0,337.0,81%,,,,,,,,,
27181,720,Valladolid,https://media.api-sports.io/football/teams/720.png,4,4,14.0,6,7.0,7.0,11,8,1,54%,2,0.0,2,464.0,376.0,81%,,,,,,,,,
27182,545,Eibar,https://media.api-sports.io/football/teams/545.png,3,8,14.0,3,7.0,7.0,16,5,2,56%,1,0.0,2,425.0,287.0,68%,,,,,,,,,
27182,537,Leganes,https://media.api-sports.io/football/teams/537.png,2,2,4.0,0,4.0,0.0,17,2,7,44%,1,0.0,2,333.0,193.0,58%,,,,,,,,,
27183,546,Getafe,https://media.api-sports.io/football/teams/546.png,2,5,11.0,4,5.0,6.0,12,1,0,41%,0,1.0,3,397.0,294.0,74%,,,,,,,,,
27183,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,5,2,7.0,0,3.0,4.0,15,5,4,59%,2,0.0,2,571.0,463.0,81%,,,,,,,,,
27187,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,5,8,19.0,6,10.0,9.0,5,8,4,64%,2,0.0,3,682.0,614.0,90%,,,,,,,,,
27187,540,Espanyol,https://media.api-sports.io/football/teams/540.png,3,4,10.0,3,4.0,6.0,16,3,2,36%,2,0.0,4,376.0,309.0,82%,,,,,,,,,
27185,539,Levante,https://media.api-sports.io/football/teams/539.png,11,4,19.0,4,13.0,6.0,5,8,2,48%,1,0.0,3,397.0,341.0,86%,,,,,,,,,
27185,536,Sevilla,https://media.api-sports.io/football/teams/536.png,9,5,20.0,6,15.0,5.0,18,4,1,52%,1,0.0,9,429.0,363.0,85%,,,,,,,,,
27188,533,Villarreal,https://media.api-sports.io/football/teams/533.png,1,3,11.0,7,5.0,6.0,12,8,1,55%,4,0.0,2,516.0,452.0,88%,,,,,,,,,
27188,532,Valencia,https://media.api-sports.io/football/teams/532.png,2,4,11.0,5,3.0,8.0,12,6,2,45%,1,1.0,1,419.0,352.0,84%,,,,,,,,,
27180,543,Real Betis,https://media.api-sports.io/football/teams/543.png,4,5,16.0,7,9.0,7.0,13,6,1,70%,2,0.0,2,598.0,531.0,89%,,,,,,,,,
27180,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,4,1,7.0,2,4.0,3.0,20,1,5,30%,7,1.0,3,257.0,184.0,72%,,,,,,,,,
27179,529,Barcelona,https://media.api-sports.io/football/teams/529.png,11,4,22.0,7,10.0,12.0,9,8,1,67%,3,1.0,3,734.0,671.0,91%,,,,,,,,,
27179,547,Girona,https://media.api-sports.io/football/teams/547.png,6,1,7.0,0,5.0,2.0,16,2,1,33%,5,0.0,9,345.0,271.0,79%,,,,,,,,,
27192,540,Espanyol,https://media.api-sports.io/football/teams/540.png,5,3,9.0,1,5.0,4.0,9,4,1,46%,2,0.0,1,431.0,325.0,75%,,,,,,,,,
27192,545,Eibar,https://media.api-sports.io/football/teams/545.png,1,6,8.0,1,5.0,3.0,8,3,1,54%,2,0.0,4,500.0,377.0,75%,,,,,,,,,
27195,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,6,7,16.0,3,12.0,4.0,12,8,6,56%,4,0.0,4,459.0,382.0,83%,,,,,,,,,
27195,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,5,4,10.0,1,5.0,5.0,18,5,1,44%,3,0.0,4,355.0,281.0,79%,,,,,,,,,
27191,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,5,6,17.0,6,7.0,10.0,1,4,1,58%,0,0.0,1,659.0,601.0,91%,,,,,,,,,
27191,726,Huesca,https://media.api-sports.io/football/teams/726.png,1,4,8.0,3,5.0,3.0,14,3,2,42%,2,0.0,2,452.0,387.0,86%,,,,,,,,,
27190,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,2,7,12.0,3,10.0,2.0,3,6,3,66%,1,0.0,3,668.0,589.0,88%,,,,,,,,,
27190,533,Villarreal,https://media.api-sports.io/football/teams/533.png,6,8,19.0,5,12.0,7.0,14,4,0,34%,1,0.0,2,333.0,252.0,76%,,,,,,,,,
27194,537,Leganes,https://media.api-sports.io/football/teams/537.png,6,2,10.0,2,7.0,3.0,15,4,1,22%,4,0.0,4,216.0,148.0,69%,,,,,,,,,
27194,529,Barcelona,https://media.api-sports.io/football/teams/529.png,5,4,9.0,0,3.0,6.0,11,5,5,78%,2,0.0,4,787.0,709.0,90%,,,,,,,,,
27197,532,Valencia,https://media.api-sports.io/football/teams/532.png,5,8,14.0,1,8.0,6.0,18,0,1,36%,1,0.0,2,354.0,281.0,79%,,,,,,,,,
27197,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,3,4,9.0,2,4.0,5.0,7,2,2,64%,3,0.0,5,625.0,551.0,88%,,,,,,,,,
27196,536,Sevilla,https://media.api-sports.io/football/teams/536.png,7,5,16.0,4,13.0,3.0,16,5,3,40%,3,0.0,3,360.0,297.0,83%,,,,,,,,,
27196,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,3,12,21.0,6,12.0,9.0,12,6,5,60%,4,0.0,5,535.0,477.0,89%,,,,,,,,,
27189,542,Alaves,https://media.api-sports.io/football/teams/542.png,2,8,15.0,5,11.0,4.0,9,5,3,48%,4,0.0,4,278.0,170.0,61%,,,,,,,,,
27189,546,Getafe,https://media.api-sports.io/football/teams/546.png,5,5,13.0,3,11.0,2.0,22,7,4,52%,2,0.0,1,296.0,174.0,59%,,,,,,,,,
27198,720,Valladolid,https://media.api-sports.io/football/teams/720.png,6,9,20.0,5,8.0,12.0,17,8,2,64%,1,0.0,3,481.0,419.0,87%,,,,,,,,,
27198,539,Levante,https://media.api-sports.io/football/teams/539.png,4,1,9.0,4,8.0,1.0,10,6,1,36%,4,1.0,4,255.0,186.0,73%,,,,,,,,,
27193,547,Girona,https://media.api-sports.io/football/teams/547.png,2,5,8.0,1,4.0,4.0,18,5,4,35%,1,0.0,5,317.0,245.0,77%,,,,,,,,,
27193,543,Real Betis,https://media.api-sports.io/football/teams/543.png,6,6,14.0,2,8.0,6.0,14,1,1,65%,3,0.0,2,600.0,523.0,87%,,,,,,,,,
27205,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,5,3,11.0,3,4.0,7.0,13,5,1,52%,3,0.0,3,432.0,364.0,84%,,,,,,,,,
27205,540,Espanyol,https://media.api-sports.io/football/teams/540.png,5,3,12.0,4,6.0,6.0,16,3,0,48%,3,0.0,2,396.0,312.0,79%,,,,,,,,,
27207,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,5,4,10.0,1,7.0,3.0,13,3,3,54%,3,0.0,1,508.0,418.0,82%,,,,,,,,,
27207,532,Valencia,https://media.api-sports.io/football/teams/532.png,2,5,9.0,2,5.0,4.0,18,0,1,46%,5,0.0,5,437.0,340.0,78%,,,,,,,,,
27199,529,Barcelona,https://media.api-sports.io/football/teams/529.png,8,8,20.0,4,13.0,7.0,9,4,2,70%,3,0.0,1,663.0,560.0,84%,,,,,,,,,
27199,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,2,3,8.0,3,2.0,6.0,18,3,3,30%,3,0.0,7,278.0,172.0,62%,,,,,,,,,
27202,545,Eibar,https://media.api-sports.io/football/teams/545.png,2,12,16.0,2,8.0,8.0,16,6,1,63%,2,0.0,2,516.0,415.0,80%,,,,,,,,,
27202,536,Sevilla,https://media.api-sports.io/football/teams/536.png,5,1,7.0,1,4.0,3.0,9,3,2,37%,3,0.0,1,316.0,202.0,64%,,,,,,,,,
27206,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,6,6,15.0,3,9.0,6.0,7,8,0,65%,3,0.0,3,699.0,620.0,89%,,,,,,,,,
27206,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,3,4,8.0,1,4.0,4.0,17,6,1,35%,4,0.0,6,359.0,284.0,79%,,,,,,,,,
27203,726,Huesca,https://media.api-sports.io/football/teams/726.png,6,6,13.0,1,7.0,6.0,14,5,3,52%,3,0.0,2,439.0,358.0,82%,,,,,,,,,
27203,547,Girona,https://media.api-sports.io/football/teams/547.png,3,7,13.0,3,5.0,8.0,14,5,0,48%,2,0.0,5,394.0,310.0,79%,,,,,,,,,
27208,533,Villarreal,https://media.api-sports.io/football/teams/533.png,7,11,26.0,8,20.0,6.0,17,7,0,61%,3,0.0,2,529.0,454.0,86%,,,,,,,,,
27208,720,Valladolid,https://media.api-sports.io/football/teams/720.png,3,3,9.0,3,6.0,3.0,12,2,3,39%,3,0.0,7,341.0,258.0,76%,,,,,,,,,
27204,539,Levante,https://media.api-sports.io/football/teams/539.png,3,11,14.0,0,7.0,7.0,22,9,3,47%,7,0.0,1,289.0,202.0,70%,,,,,,,,,
27204,542,Alaves,https://media.api-sports.io/football/teams/542.png,2,8,13.0,3,5.0,8.0,19,4,0,53%,1,0.0,1,315.0,220.0,70%,,,,,,,,,
27200,543,Real Betis,https://media.api-sports.io/football/teams/543.png,4,5,17.0,8,10.0,7.0,7,7,4,82%,0,0.0,5,817.0,740.0,91%,,,,,,,,,
27200,537,Leganes,https://media.api-sports.io/football/teams/537.png,5,4,11.0,2,5.0,6.0,10,1,1,18%,4,0.0,3,176.0,98.0,56%,,,,,,,,,
27201,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,2,4,8.0,2,5.0,3.0,13,3,3,52%,2,0.0,3,410.0,299.0,73%,,,,,,,,,
27201,546,Getafe,https://media.api-sports.io/football/teams/546.png,4,6,12.0,2,11.0,1.0,15,9,1,48%,2,0.0,1,365.0,245.0,67%,,,,,,,,,
27210,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,5,5,13.0,3,9.0,4.0,15,11,2,69%,6,0.0,0,557.0,466.0,84%,,,,,,,,,
27210,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,3,3,6.0,0,4.0,2.0,19,0,0,31%,5,0.0,4,259.0,170.0,66%,,,,,,,,,
27214,547,Girona,https://media.api-sports.io/football/teams/547.png,3,4,10.0,3,4.0,6.0,9,4,4,52%,3,0.0,1,360.0,257.0,71%,,,,,,,,,
27214,545,Eibar,https://media.api-sports.io/football/teams/545.png,4,6,12.0,2,10.0,2.0,17,9,0,48%,5,0.0,1,328.0,216.0,66%,,,,,,,,,
27213,546,Getafe,https://media.api-sports.io/football/teams/546.png,4,6,15.0,5,11.0,4.0,17,10,2,54%,3,1.0,2,342.0,243.0,71%,,,,,,,,,
27213,539,Levante,https://media.api-sports.io/football/teams/539.png,3,6,12.0,3,5.0,7.0,18,2,2,46%,5,0.0,4,303.0,207.0,68%,,,,,,,,,
27209,542,Alaves,https://media.api-sports.io/football/teams/542.png,4,3,8.0,1,4.0,4.0,20,4,0,30%,1,0.0,5,298.0,204.0,68%,,,,,,,,,
27209,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,6,4,13.0,3,7.0,6.0,10,3,2,70%,0,0.0,3,686.0,607.0,88%,,,,,,,,,
27215,537,Leganes,https://media.api-sports.io/football/teams/537.png,4,5,13.0,4,8.0,5.0,12,6,5,35%,1,0.0,2,254.0,173.0,68%,,,,,,,,,
27215,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,2,2,6.0,2,1.0,5.0,12,4,2,65%,4,1.0,3,474.0,393.0,83%,,,,,,,,,
27218,720,Valladolid,https://media.api-sports.io/football/teams/720.png,3,3,9.0,3,4.0,5.0,9,6,5,42%,1,0.0,1,367.0,280.0,76%,,,,,,,,,
27218,726,Huesca,https://media.api-sports.io/football/teams/726.png,1,7,11.0,3,7.0,4.0,13,2,1,58%,2,0.0,2,488.0,395.0,81%,,,,,,,,,
27211,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,4,8,13.0,1,8.0,5.0,16,6,,36%,5,0.0,0,351.0,269.0,77%,,,,,,,,,
27211,543,Real Betis,https://media.api-sports.io/football/teams/543.png,0,3,5.0,2,1.0,4.0,10,4,,64%,2,0.0,3,623.0,541.0,87%,,,,,,,,,
27216,536,Sevilla,https://media.api-sports.io/football/teams/536.png,3,8,12.0,1,7.0,5.0,14,8,2,52%,3,0.0,4,438.0,369.0,84%,,,,,,,,,
27216,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,5,3,12.0,4,8.0,4.0,9,8,1,48%,4,1.0,1,407.0,329.0,81%,,,,,,,,,
27212,540,Espanyol,https://media.api-sports.io/football/teams/540.png,12,8,28.0,8,16.0,12.0,13,10,1,55%,3,0.0,4,508.0,446.0,88%,,,,,,,,,
27212,533,Villarreal,https://media.api-sports.io/football/teams/533.png,6,3,13.0,4,5.0,8.0,8,3,2,45%,2,0.0,9,405.0,343.0,85%,,,,,,,,,
27217,532,Valencia,https://media.api-sports.io/football/teams/532.png,3,5,10.0,2,5.0,5.0,11,5,0,24%,2,0.0,4,303.0,234.0,77%,,,,,,,,,
27217,529,Barcelona,https://media.api-sports.io/football/teams/529.png,5,3,10.0,2,3.0,7.0,6,2,2,76%,2,0.0,2,993.0,904.0,91%,,,,,,,,,
27221,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,9,5,19.0,5,8.0,11.0,9,6,2,61%,2,0.0,1,560.0,470.0,84%,,,,,,,,,
27221,542,Alaves,https://media.api-sports.io/football/teams/542.png,2,3,9.0,4,5.0,4.0,12,2,0,39%,3,0.0,9,353.0,263.0,75%,,,,,,,,,
27225,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,12,13,33.0,8,25.0,8.0,10,15,4,70%,1,0.0,0,606.0,544.0,90%,,,,,,,,,
27225,539,Levante,https://media.api-sports.io/football/teams/539.png,2,3,6.0,1,4.0,2.0,19,1,5,30%,2,0.0,11,271.0,190.0,70%,,,,,,,,,
27227,532,Valencia,https://media.api-sports.io/football/teams/532.png,4,9,18.0,5,12.0,6.0,9,10,2,58%,1,0.0,4,503.0,422.0,84%,,,,,,,,,
27227,537,Leganes,https://media.api-sports.io/football/teams/537.png,5,2,7.0,0,2.0,5.0,13,1,1,42%,2,0.0,3,379.0,287.0,76%,,,,,,,,,
27228,533,Villarreal,https://media.api-sports.io/football/teams/533.png,6,5,18.0,7,11.0,7.0,16,8,,53%,3,0.0,4,504.0,414.0,82%,,,,,,,,,
27228,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,4,5,15.0,6,9.0,6.0,9,7,,47%,1,0.0,5,441.0,350.0,79%,,,,,,,,,
27219,529,Barcelona,https://media.api-sports.io/football/teams/529.png,9,9,23.0,5,14.0,9.0,10,5,1,53%,0,0.0,5,477.0,412.0,86%,,,,,,,,,
27219,536,Sevilla,https://media.api-sports.io/football/teams/536.png,6,8,19.0,5,15.0,4.0,16,7,4,47%,1,0.0,5,394.0,326.0,83%,,,,,,,,,
27224,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,3,2,10.0,5,4.0,6.0,14,6,2,65%,5,1.0,1,391.0,306.0,78%,,,,,,,,,
27224,546,Getafe,https://media.api-sports.io/football/teams/546.png,2,2,5.0,1,4.0,1.0,25,2,4,35%,5,0.0,2,209.0,127.0,61%,,,,,,,,,
27222,545,Eibar,https://media.api-sports.io/football/teams/545.png,6,8,18.0,4,10.0,8.0,7,8,6,60%,2,0.0,2,447.0,327.0,73%,,,,,,,,,
27222,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,3,3,6.0,0,5.0,1.0,13,2,5,40%,3,0.0,5,306.0,186.0,61%,,,,,,,,,
27223,726,Huesca,https://media.api-sports.io/football/teams/726.png,2,5,10.0,3,5.0,5.0,21,6,1,53%,3,0.0,0,436.0,356.0,82%,,,,,,,,,
27223,540,Espanyol,https://media.api-sports.io/football/teams/540.png,2,4,6.0,0,4.0,2.0,14,4,4,47%,3,0.0,2,396.0,309.0,78%,,,,,,,,,
27220,543,Real Betis,https://media.api-sports.io/football/teams/543.png,4,6,20.0,10,8.0,12.0,7,9,3,63%,0,0.0,1,582.0,516.0,89%,,,,,,,,,
27220,720,Valladolid,https://media.api-sports.io/football/teams/720.png,2,3,6.0,1,2.0,4.0,10,6,4,37%,4,0.0,4,348.0,262.0,75%,,,,,,,,,
27226,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,8,4,14.0,2,7.0,7.0,14,7,3,54%,3,0.0,2,444.0,361.0,81%,,,,,,,,,
27226,547,Girona,https://media.api-sports.io/football/teams/547.png,2,5,12.0,5,7.0,5.0,15,6,0,46%,1,0.0,8,363.0,278.0,77%,,,,,,,,,
27166,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,3,4,11.0,4,6.0,5.0,14,5,0,33%,1,0.0,3,274.0,210.0,77%,,,,,,,,,
27166,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,4,6,11.0,1,9.0,2.0,9,4,4,67%,1,0.0,2,564.0,468.0,83%,,,,,,,,,
27238,720,Valladolid,https://media.api-sports.io/football/teams/720.png,2,10,15.0,3,9.0,6.0,16,5,5,55%,4,0.0,2,478.0,412.0,86%,,,,,,,,,
27238,540,Espanyol,https://media.api-sports.io/football/teams/540.png,3,3,10.0,4,4.0,6.0,16,2,4,45%,2,0.0,1,396.0,313.0,79%,,,,,,,,,
27235,547,Girona,https://media.api-sports.io/football/teams/547.png,6,8,14.0,0,9.0,5.0,11,4,3,44%,1,1.0,4,365.0,292.0,80%,,,,,,,,,
27235,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,5,6,14.0,3,7.0,7.0,16,7,2,56%,3,0.0,4,445.0,362.0,81%,,,,,,,,,
27230,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,2,8,13.0,3,10.0,3.0,25,5,0,53%,2,0.0,3,400.0,307.0,77%,,,,,,,,,
27230,532,Valencia,https://media.api-sports.io/football/teams/532.png,3,3,11.0,5,4.0,7.0,22,2,5,47%,5,0.0,2,368.0,272.0,74%,,,,,,,,,
27233,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,6,2,10.0,2,6.0,4.0,9,2,1,39%,,0.0,5,347.0,223.0,64%,,,,,,,,,
27233,545,Eibar,https://media.api-sports.io/football/teams/545.png,5,12,17.0,0,9.0,8.0,8,8,2,61%,,0.0,2,499.0,393.0,79%,,,,,,,,,
27236,539,Levante,https://media.api-sports.io/football/teams/539.png,4,3,9.0,2,5.0,4.0,12,3,0,42%,2,0.0,6,377.0,273.0,72%,,,,,,,,,
27236,537,Leganes,https://media.api-sports.io/football/teams/537.png,6,12,21.0,3,12.0,9.0,14,2,2,58%,2,0.0,2,506.0,416.0,82%,,,,,,,,,
