fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,shots_total,passes_key,tackles_total,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_past,tackles_blocks,dribbles_success,fouls_drawn,fouls_committed,shots_on,offsides,goals_assists,goals_total,penalty_commited,penalty_won
719423,VfL Wolfsburg,161,637,Felix Nmecha,https://media.api-sports.io/football/players/637.png,10.0,22,M,6.3,False,True,0,,3.0,2,0,0,0,0,,,,,,1.0,,,,,,,,,,,,,
719423,VfL Wolfsburg,161,24,Maximilian Philipp,https://media.api-sports.io/football/players/24.png,34.0,17,F,6.9,False,True,0,,12.0,12,0,0,0,0,,,2.0,,,5.0,3.0,1.0,,,1.0,2.0,,,,,,,
719423,VfL Wolfsburg,161,25415,Daniel Ginczek,https://media.api-sports.io/football/players/25415.png,,33,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719423,VfL Wolfsburg,161,25458,Dodi Lukebakio,https://media.api-sports.io/football/players/25458.png,34.0,28,F,6.6,False,True,0,,5.0,3,0,0,0,0,,1.0,,1.0,,5.0,2.0,,,,,1.0,1.0,1.0,,,,,
719423,SC Freiburg,160,26232,Mark Flekken,https://media.api-sports.io/football/players/26232.png,90.0,26,G,7.9,False,False,0,4.0,48.0,26,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
719423,SC Freiburg,160,26235,Manuel Gulde,https://media.api-sports.io/football/players/26235.png,69.0,5,D,7,False,False,0,,27.0,25,0,0,0,0,,,,1.0,,5.0,3.0,,,1.0,,1.0,,,,,,,
719423,SC Freiburg,160,26240,Philipp Lienhart,https://media.api-sports.io/football/players/26240.png,90.0,3,D,7.5,False,False,0,,34.0,27,0,0,0,0,,2.0,,1.0,,5.0,2.0,,1.0,,,1.0,,2.0,,,1.0,,
719423,SC Freiburg,160,26243,Nico Schlotterbeck,https://media.api-sports.io/football/players/26243.png,90.0,4,D,7.5,False,False,0,,56.0,45,0,0,0,0,,1.0,,2.0,1.0,13.0,8.0,1.0,2.0,3.0,1.0,3.0,2.0,,,,,,
719423,SC Freiburg,160,26239,Lukas Kübler,https://media.api-sports.io/football/players/26239.png,87.0,17,M,7.2,False,False,0,,32.0,16,0,0,0,0,,,1.0,1.0,1.0,8.0,6.0,1.0,,1.0,1.0,2.0,1.0,,,,,,
719423,SC Freiburg,160,2917,Maximilian Eggestein,https://media.api-sports.io/football/players/2917.png,90.0,8,M,6.9,False,False,0,,26.0,16,0,0,0,0,,,,1.0,2.0,9.0,4.0,,1.0,1.0,,,,,,,,,
719423,SC Freiburg,160,26250,Nicolas Höfler,https://media.api-sports.io/football/players/26250.png,90.0,27,M,6.6,False,False,0,,27.0,23,0,0,0,0,,1.0,,,3.0,6.0,2.0,,1.0,,,,2.0,,,,,,
719423,SC Freiburg,160,26236,Christian Günter,https://media.api-sports.io/football/players/26236.png,90.0,30,M,7,True,False,0,,27.0,20,0,0,0,0,,,2.0,2.0,,12.0,4.0,,3.0,,,2.0,3.0,,,1.0,,,
719423,SC Freiburg,160,512,Woo-Yeong Jeong,https://media.api-sports.io/football/players/512.png,78.0,29,F,6.9,False,False,0,,20.0,15,0,0,0,0,,1.0,1.0,1.0,,4.0,2.0,,,1.0,,1.0,,,,,,,
719423,SC Freiburg,160,26255,Lucas Höler,https://media.api-sports.io/football/players/26255.png,78.0,9,F,7.3,False,False,0,,16.0,12,0,0,0,0,,1.0,,2.0,2.0,23.0,9.0,1.0,,,1.0,2.0,3.0,1.0,1.0,,1.0,,
719423,SC Freiburg,160,26248,Vincenzo Grifo,https://media.api-sports.io/football/players/26248.png,87.0,32,F,6.6,False,False,0,,26.0,20,0,0,0,0,,1.0,2.0,1.0,,5.0,1.0,,1.0,,,,1.0,1.0,,,,,
719423,SC Freiburg,160,26087,Benjamin Uphoff,https://media.api-sports.io/football/players/26087.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719423,SC Freiburg,160,26237,Dominique Heintz,https://media.api-sports.io/football/players/26237.png,,23,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719423,SC Freiburg,160,26242,Keven Schlotterbeck,https://media.api-sports.io/football/players/26242.png,,31,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719423,SC Freiburg,160,191233,Kiliann Sildillia,https://media.api-sports.io/football/players/191233.png,3.0,25,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719423,SC Freiburg,160,26249,Janik Haberer,https://media.api-sports.io/football/players/26249.png,3.0,19,M,,False,True,0,,,,0,0,0,0,,,,1.0,,1.0,1.0,,,,,,,,,,,,
719423,SC Freiburg,160,202844,Noah Weißhaupt,https://media.api-sports.io/football/players/202844.png,,33,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719423,SC Freiburg,160,46930,Ermedin Demirović,https://media.api-sports.io/football/players/46930.png,12.0,11,F,6.3,False,True,0,,2.0,,0,0,0,0,,,,,,3.0,1.0,,,,,,1.0,,,,,,
719423,SC Freiburg,160,26258,Nils Petersen,https://media.api-sports.io/football/players/26258.png,12.0,18,F,6.5,False,True,0,,2.0,,0,0,0,0,,,,,,6.0,1.0,,2.0,,,,,,,,,,
719423,SC Freiburg,160,178077,Kevin Schade,https://media.api-sports.io/football/players/178077.png,21.0,20,F,6.3,False,True,0,,1.0,,0,0,0,0,,,,,,8.0,3.0,2.0,,1.0,,2.0,2.0,,,,,,
719422,RB Leipzig,173,1139,Péter Gulácsi,https://media.api-sports.io/football/players/1139.png,90.0,1,G,6.9,True,False,1,3.0,18.0,16,0,0,0,0,0.0,,,,,1.0,1.0,,,,,1.0,,,,,,,
719422,RB Leipzig,173,1146,Nordi Mukiele,https://media.api-sports.io/football/players/1146.png,90.0,22,D,6.9,False,False,0,,63.0,45,0,0,0,0,,,1.0,3.0,2.0,14.0,10.0,4.0,,,2.0,3.0,2.0,,,,,1.0,
719422,RB Leipzig,173,1148,Willi Orbán,https://media.api-sports.io/football/players/1148.png,90.0,4,D,7.2,False,False,0,,43.0,36,0,0,0,0,,,,2.0,1.0,12.0,9.0,,,,,1.0,,,,,,,
719422,RB Leipzig,173,129033,Joško Gvardiol,https://media.api-sports.io/football/players/129033.png,90.0,32,D,7,False,False,0,,63.0,47,0,0,0,0,,,,3.0,2.0,10.0,5.0,1.0,1.0,,1.0,1.0,,,,,,,
719422,RB Leipzig,173,98,Benjamin Henrichs,https://media.api-sports.io/football/players/98.png,45.0,39,M,6.6,False,False,0,,30.0,25,0,0,0,0,,,,4.0,2.0,10.0,4.0,3.0,1.0,,,,1.0,,,,,,
719422,RB Leipzig,173,1153,Amadou Haidara,https://media.api-sports.io/football/players/1153.png,90.0,8,M,7.7,False,False,0,,64.0,53,0,0,0,0,,3.0,,3.0,1.0,12.0,9.0,,1.0,2.0,,1.0,,,,,,,
719422,RB Leipzig,173,1155,Kevin Kampl,https://media.api-sports.io/football/players/1155.png,45.0,44,M,6.7,False,False,0,,20.0,19,1,0,0,0,,,1.0,4.0,,11.0,5.0,,2.0,1.0,,1.0,2.0,,,,,,
719422,RB Leipzig,173,227,Angeliño,https://media.api-sports.io/football/players/227.png,90.0,3,M,6.3,False,False,0,,42.0,27,1,0,0,0,,,2.0,2.0,2.0,7.0,4.0,,1.0,,,1.0,1.0,,,,,,
719422,RB Leipzig,173,269,Christopher Nkunku,https://media.api-sports.io/football/players/269.png,85.0,18,F,7.2,False,False,0,,46.0,37,0,0,0,0,,2.0,1.0,,,12.0,5.0,4.0,,,2.0,1.0,,1.0,1.0,1.0,,,
719422,RB Leipzig,173,1152,Emil Forsberg,https://media.api-sports.io/football/players/1152.png,64.0,10,F,7.2,False,False,0,,18.0,15,0,0,1,0,,1.0,1.0,,,7.0,2.0,1.0,,,1.0,,1.0,1.0,,,1.0,,
719422,RB Leipzig,173,2063,André Silva,https://media.api-sports.io/football/players/2063.png,64.0,33,F,6.2,False,False,0,,23.0,13,0,0,0,0,,,,,,8.0,1.0,1.0,,,,,3.0,,1.0,,,,
719422,RB Leipzig,173,46988,Josep Martínez,https://media.api-sports.io/football/players/46988.png,,31,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719422,RB Leipzig,173,25199,Philipp Tschauner,https://media.api-sports.io/football/players/25199.png,,13,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719422,RB Leipzig,173,22250,Mohamed Simakan,https://media.api-sports.io/football/players/22250.png,45.0,2,D,6.7,False,True,0,,29.0,24,0,0,0,0,,,,,1.0,,,,,,,,,,,,,,
719422,RB Leipzig,173,1096,Dominik Szoboszlai,https://media.api-sports.io/football/players/1096.png,26.0,17,M,8.3,False,True,0,,17.0,14,0,0,0,0,,1.0,3.0,,1.0,5.0,2.0,2.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,
719422,RB Leipzig,173,161940,Joscha Wosz,https://media.api-sports.io/football/players/161940.png,,47,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719422,RB Leipzig,173,162123,Ilaix Moriba,https://media.api-sports.io/football/players/162123.png,,26,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719422,RB Leipzig,173,1150,Tyler Adams,https://media.api-sports.io/football/players/1150.png,26.0,14,M,6.3,False,True,0,,22.0,18,0,0,0,0,,,,,,2.0,,,,,,,2.0,,,,,,
719422,RB Leipzig,173,1167,Yussuf Poulsen,https://media.api-sports.io/football/players/1167.png,45.0,9,F,7.9,False,True,0,,19.0,12,0,0,0,0,,2.0,,1.0,1.0,12.0,6.0,1.0,1.0,,1.0,2.0,2.0,1.0,,,1.0,,1.0
719422,RB Leipzig,173,162170,Hugo Novoa Ramos,https://media.api-sports.io/football/players/162170.png,10.0,38,F,7.5,False,True,0,,2.0,2,0,0,0,0,,1.0,,,,,,,,,,,,1.0,,,1.0,,
719422,SpVgg Greuther Furth,178,25142,Marius Funk,https://media.api-sports.io/football/players/25142.png,90.0,1,G,5.9,False,False,4,1.0,38.0,21,0,0,0,0,0.0,,,,,2.0,2.0,,,,,,,,,,,,
719422,SpVgg Greuther Furth,178,113591,Marco Meyerhofer,https://media.api-sports.io/football/players/113591.png,90.0,18,D,6.3,False,False,0,,50.0,34,0,0,0,0,,,1.0,1.0,1.0,9.0,7.0,1.0,,,1.0,4.0,2.0,,,,,1.0,
719422,SpVgg Greuther Furth,178,25144,Maximilian Bauer,https://media.api-sports.io/football/players/25144.png,90.0,4,D,6.7,False,False,0,,56.0,47,0,0,0,0,,,,5.0,1.0,11.0,8.0,,1.0,,,1.0,,,,,,,
719422,SpVgg Greuther Furth,178,232,Nick Viergever,https://media.api-sports.io/football/players/232.png,90.0,24,D,5.9,False,False,0,,51.0,35,0,0,0,0,,,,1.0,2.0,7.0,3.0,,1.0,2.0,,,1.0,,,,,,
719422,SpVgg Greuther Furth,178,1813,Jetro Willems,https://media.api-sports.io/football/players/1813.png,72.0,15,D,6.5,False,False,0,,24.0,14,0,0,0,0,,,2.0,,,3.0,,,,,,,,,,,,,
719422,SpVgg Greuther Furth,178,25013,Max Christiansen,https://media.api-sports.io/football/players/25013.png,90.0,13,M,6.6,False,False,0,,38.0,31,0,0,0,0,,,1.0,3.0,3.0,11.0,6.0,1.0,2.0,,,1.0,,,,,,,
719422,SpVgg Greuther Furth,178,24905,Sebastian Griesbeck,https://media.api-sports.io/football/players/24905.png,90.0,22,M,6.3,False,False,0,,30.0,21,0,0,0,0,,,,2.0,3.0,12.0,4.0,1.0,1.0,,1.0,,2.0,,,,,,
719422,SpVgg Greuther Furth,178,128533,Jamie Leweling,https://media.api-sports.io/football/players/128533.png,90.0,40,M,6.5,False,False,0,,14.0,10,0,0,0,0,,1.0,,1.0,2.0,19.0,8.0,7.0,2.0,,3.0,3.0,,1.0,,,,,1.0
719422,SpVgg Greuther Furth,178,24936,Jeremy Dudziak,https://media.api-sports.io/football/players/24936.png,82.0,28,M,6,False,False,0,,21.0,15,0,0,0,0,,3.0,,,2.0,11.0,7.0,5.0,1.0,,3.0,3.0,,1.0,,,,,
719422,SpVgg Greuther Furth,178,1827,Branimir Hrgota,https://media.api-sports.io/football/players/1827.png,72.0,10,M,7,True,False,0,,17.0,13,0,0,1,0,,2.0,1.0,5.0,,14.0,7.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,,
719422,SpVgg Greuther Furth,178,48497,Cédric Itten,https://media.api-sports.io/football/players/48497.png,82.0,19,F,6.5,False,False,0,,20.0,11,0,0,0,0,,,1.0,,,16.0,6.0,1.0,,,,,4.0,,2.0,,,,
719422,SpVgg Greuther Furth,178,25141,Sascha Burchert,https://media.api-sports.io/football/players/25141.png,,30,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719422,SpVgg Greuther Furth,178,25285,Simon Asta,https://media.api-sports.io/football/players/25285.png,,2,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719422,SpVgg Greuther Furth,178,7317,Abdourahmane Barry,https://media.api-sports.io/football/players/7317.png,8.0,32,D,6.3,False,True,0,,1.0,1,0,0,0,0,,,,,,,,,,1.0,,,,,,,,,
719422,SpVgg Greuther Furth,178,25401,Gian-Luca Itter,https://media.api-sports.io/football/players/25401.png,18.0,27,D,6.3,False,True,0,,15.0,11,0,0,0,0,,,,,,3.0,,,,,,,2.0,,,,,,
719422,SpVgg Greuther Furth,178,25617,Timothy Tillman,https://media.api-sports.io/football/players/25617.png,18.0,21,M,6.2,False,True,0,,11.0,9,0,0,0,0,,,,,,3.0,1.0,,,,,1.0,,,,,,,
719422,SpVgg Greuther Furth,178,25160,Hans Nunoo Sarpei,https://media.api-sports.io/football/players/25160.png,,14,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719422,SpVgg Greuther Furth,178,25165,Julian Green,https://media.api-sports.io/football/players/25165.png,,37,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719422,SpVgg Greuther Furth,178,25018,Nils Seufert,https://media.api-sports.io/football/players/25018.png,,8,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719422,SpVgg Greuther Furth,178,194682,Dickson Abiama,https://media.api-sports.io/football/players/194682.png,8.0,11,F,6.7,False,True,0,,2.0,1,0,0,0,0,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
719427,Arminia Bielefeld,188,25004,Stefan Ortega,https://media.api-sports.io/football/players/25004.png,90.0,1,G,6.5,False,False,3,4.0,42.0,27,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
719427,Arminia Bielefeld,188,25007,Cedric Brunner,https://media.api-sports.io/football/players/25007.png,45.0,27,D,6.2,False,False,0,,16.0,13,0,0,0,0,,1.0,,1.0,2.0,6.0,4.0,,,,,2.0,2.0,,,,,1.0,
719427,Arminia Bielefeld,188,25011,Amos Pieper,https://media.api-sports.io/football/players/25011.png,90.0,2,D,6.3,False,False,0,,45.0,36,0,0,0,0,,,,2.0,3.0,7.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
719427,Arminia Bielefeld,188,48065,Joakim Nilsson,https://media.api-sports.io/football/players/48065.png,90.0,4,D,6.2,False,False,0,,43.0,34,0,0,0,0,,,,,3.0,6.0,3.0,,1.0,,,,1.0,,,,,,
719427,Arminia Bielefeld,188,30405,Edimilson Fernandes,https://media.api-sports.io/football/players/30405.png,64.0,22,M,6.9,False,False,0,,19.0,13,0,0,0,0,,,4.0,1.0,,4.0,2.0,,1.0,1.0,,,1.0,,,,,,
719427,Arminia Bielefeld,188,25499,Fabian Kunze,https://media.api-sports.io/football/players/25499.png,90.0,16,M,6,False,False,0,,31.0,21,1,0,0,0,,,,4.0,1.0,21.0,8.0,2.0,3.0,,1.0,1.0,4.0,,,,,,
719427,Arminia Bielefeld,188,25016,Manuel Prietl,https://media.api-sports.io/football/players/25016.png,90.0,19,M,6.6,True,False,0,,23.0,18,0,0,0,0,,,2.0,3.0,2.0,10.0,4.0,1.0,3.0,1.0,1.0,,2.0,,,,,,
719427,Arminia Bielefeld,188,15848,Jacob Laursen,https://media.api-sports.io/football/players/15848.png,74.0,5,M,6.9,False,False,0,,20.0,12,0,0,0,0,,1.0,,2.0,2.0,3.0,2.0,,,,,,1.0,1.0,1.0,,,,
719427,Arminia Bielefeld,188,417,Alessandro Schöpf,https://media.api-sports.io/football/players/417.png,90.0,8,F,7.2,False,False,0,,31.0,25,0,0,0,0,,,2.0,,1.0,4.0,3.0,1.0,,,1.0,2.0,,,,,,,
719427,Arminia Bielefeld,188,725,Robin Hack,https://media.api-sports.io/football/players/725.png,74.0,21,F,6.5,False,False,0,,19.0,16,0,0,0,0,,1.0,,2.0,,15.0,6.0,3.0,1.0,,2.0,1.0,,1.0,,,,,
719427,Arminia Bielefeld,188,24973,Janni Serra,https://media.api-sports.io/football/players/24973.png,45.0,23,F,6.3,False,False,0,,8.0,5,0,0,0,0,,1.0,,1.0,,9.0,4.0,3.0,,,1.0,,,1.0,,,,,
719427,Arminia Bielefeld,188,203381,Arne Schulz,https://media.api-sports.io/football/players/203381.png,,35,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719427,Arminia Bielefeld,188,7197,Andrés Andrade,https://media.api-sports.io/football/players/7197.png,,30,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719427,Arminia Bielefeld,188,41799,Guilherme Ramos,https://media.api-sports.io/football/players/41799.png,45.0,3,D,6.9,False,True,0,,23.0,14,0,0,0,0,,1.0,,3.0,,8.0,5.0,1.0,,,1.0,,1.0,1.0,,,,,
719427,Arminia Bielefeld,188,126642,Patrick Wimmer,https://media.api-sports.io/football/players/126642.png,26.0,20,M,7.2,False,True,0,,13.0,8,0,0,0,0,,2.0,,4.0,1.0,11.0,6.0,2.0,3.0,,,2.0,,1.0,,,,,1.0
719427,Arminia Bielefeld,188,24968,Masaya Okugawa,https://media.api-sports.io/football/players/24968.png,,11,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719427,Arminia Bielefeld,188,37250,Lennart Czyborra,https://media.api-sports.io/football/players/37250.png,16.0,6,D,6.2,False,True,0,,4.0,3,0,0,0,0,,,,,,1.0,,1.0,,,,,,,,,,,
719427,Arminia Bielefeld,188,24228,Bryan Lasme,https://media.api-sports.io/football/players/24228.png,,10,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719427,Arminia Bielefeld,188,25025,Fabian Klos,https://media.api-sports.io/football/players/25025.png,45.0,9,F,7.3,False,True,0,,11.0,10,0,0,1,0,,2.0,1.0,,,5.0,1.0,,,,,,1.0,2.0,,,1.0,,
719427,Arminia Bielefeld,188,25109,Florian Krüger,https://media.api-sports.io/football/players/25109.png,16.0,18,F,6.3,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719427,Borussia Dortmund,165,25282,Gregor Kobel,https://media.api-sports.io/football/players/25282.png,45.0,1,G,6.9,False,False,0,2.0,23.0,20,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
719427,Borussia Dortmund,165,5,Manuel Akanji,https://media.api-sports.io/football/players/5.png,90.0,16,D,7.2,False,False,0,,126.0,113,0,0,0,0,,,,1.0,1.0,9.0,5.0,1.0,,,,,1.0,,,,,,
719427,Borussia Dortmund,165,1084,Marin Pongračić,https://media.api-sports.io/football/players/1084.png,90.0,34,D,6.9,False,False,0,,112.0,105,0,0,0,0,,,,1.0,2.0,6.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,
719427,Borussia Dortmund,165,501,Mats Hummels,https://media.api-sports.io/football/players/501.png,88.0,15,D,8,False,False,0,,108.0,98,0,0,0,0,,1.0,,4.0,3.0,10.0,7.0,1.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,
719427,Borussia Dortmund,165,26,Marius Wolf,https://media.api-sports.io/football/players/26.png,90.0,39,M,6.7,False,False,0,,59.0,47,0,0,0,0,,1.0,1.0,2.0,,6.0,3.0,1.0,1.0,,,1.0,,1.0,1.0,,,,
719427,Borussia Dortmund,165,864,Emre Can,https://media.api-sports.io/football/players/864.png,76.0,23,M,8.3,False,False,0,,81.0,73,0,0,1,0,,1.0,,5.0,1.0,13.0,11.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,,
719427,Borussia Dortmund,165,129718,Jude Bellingham,https://media.api-sports.io/football/players/129718.png,90.0,22,M,6.9,False,False,0,,50.0,44,0,0,0,0,,2.0,,,2.0,16.0,4.0,6.0,1.0,,2.0,2.0,2.0,2.0,,,1.0,,
719427,Borussia Dortmund,165,2929,Thorgan Hazard,https://media.api-sports.io/football/players/2929.png,90.0,10,M,6.6,False,False,0,,57.0,53,0,0,0,0,,1.0,1.0,1.0,,11.0,3.0,2.0,2.0,,1.0,1.0,1.0,,,,,,
719427,Borussia Dortmund,165,984,Julian Brandt,https://media.api-sports.io/football/players/984.png,76.0,19,F,7.5,False,False,0,,67.0,58,0,0,0,0,,1.0,1.0,2.0,,11.0,7.0,4.0,,,3.0,1.0,,1.0,,,,,
719427,Borussia Dortmund,165,25,Marco Reus,https://media.api-sports.io/football/players/25.png,90.0,11,F,7.7,True,False,0,,62.0,50,0,0,0,0,,2.0,5.0,3.0,1.0,10.0,6.0,2.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,,
719427,Borussia Dortmund,165,249,Donyell Malen,https://media.api-sports.io/football/players/249.png,66.0,21,F,6.9,False,False,0,,18.0,12,0,0,0,0,,2.0,2.0,,,9.0,3.0,2.0,1.0,,1.0,2.0,,1.0,,,,,1.0
719427,Borussia Dortmund,165,2,Marwin Hitz,https://media.api-sports.io/football/players/2.png,45.0,35,G,7.2,False,True,0,4.0,18.0,17,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
719427,Borussia Dortmund,165,26626,Antonios Papadopoulos,https://media.api-sports.io/football/players/26626.png,,47,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719427,Borussia Dortmund,165,24842,Lennard Maloney,https://media.api-sports.io/football/players/24842.png,2.0,45,D,,False,True,0,,12.0,10,0,0,0,0,,,,,,,,,,,,,,,,,,,
719427,Borussia Dortmund,165,19068,Felix Passlack,https://media.api-sports.io/football/players/19068.png,,30,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719427,Borussia Dortmund,165,20,Axel Witsel,https://media.api-sports.io/football/players/20.png,14.0,28,M,6.3,False,True,0,,18.0,17,0,0,0,0,,,,,1.0,1.0,,,,,,,1.0,,,,,,
719427,Borussia Dortmund,165,10166,Reinier,https://media.api-sports.io/football/players/10166.png,14.0,20,M,6.7,False,True,0,,4.0,3,0,0,0,0,,,,,,3.0,3.0,1.0,,,1.0,2.0,,,,,,,
719427,Borussia Dortmund,165,26343,Steffen Tigges,https://media.api-sports.io/football/players/26343.png,24.0,27,F,6.6,False,True,0,,10.0,7,0,0,0,0,,,,2.0,,5.0,2.0,,,1.0,,,1.0,,1.0,,,,
719427,Borussia Dortmund,165,161922,Ansgar Knauff,https://media.api-sports.io/football/players/161922.png,,36,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719426,Hertha Berlin,159,26234,Alexander Schwolow,https://media.api-sports.io/football/players/26234.png,90.0,1,G,7.2,False,False,0,1.0,34.0,17,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
719426,Hertha Berlin,159,25343,Peter Pekarík,https://media.api-sports.io/football/players/25343.png,90.0,2,D,7.3,False,False,0,,39.0,28,0,0,0,0,,,,6.0,,12.0,8.0,,1.0,1.0,,2.0,1.0,,,,,,
719426,Hertha Berlin,159,1108,Dedryck Boyata,https://media.api-sports.io/football/players/1108.png,90.0,4,D,7.3,True,False,0,,34.0,29,0,0,0,0,,,,1.0,1.0,4.0,2.0,,,1.0,,,1.0,,1.0,,,,
719426,Hertha Berlin,159,199934,Márton Dárdai,https://media.api-sports.io/football/players/199934.png,80.0,31,D,6.9,False,False,0,,31.0,21,0,0,0,0,,1.0,,1.0,3.0,7.0,4.0,,1.0,,,1.0,2.0,1.0,,,,,
719426,Hertha Berlin,159,25344,Marvin Plattenhardt,https://media.api-sports.io/football/players/25344.png,90.0,21,D,7.2,False,False,0,,41.0,31,0,0,0,0,,,2.0,1.0,,5.0,4.0,,1.0,,,3.0,,,,,,,
719426,Hertha Berlin,159,26305,Santiago Ascacibar,https://media.api-sports.io/football/players/26305.png,90.0,18,M,7,False,False,0,,49.0,41,1,0,0,0,,1.0,1.0,4.0,2.0,9.0,6.0,2.0,1.0,,,1.0,,1.0,,,,,
719426,Hertha Berlin,159,418,Suat Serdar,https://media.api-sports.io/football/players/418.png,80.0,8,M,7.2,False,False,0,,23.0,16,0,0,0,0,,2.0,,4.0,,10.0,8.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,,,
719426,Hertha Berlin,159,25307,Marco Richter,https://media.api-sports.io/football/players/25307.png,61.0,23,M,7.3,False,False,0,,16.0,9,0,0,0,0,,1.0,1.0,2.0,,10.0,6.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,1.0,,
719426,Hertha Berlin,159,25348,Vladimír Darida,https://media.api-sports.io/football/players/25348.png,61.0,6,M,6.9,False,False,0,,27.0,21,1,0,0,0,,,,3.0,1.0,8.0,5.0,,1.0,,,2.0,1.0,,1.0,,,,
719426,Hertha Berlin,159,25342,Maximilian Mittelstädt,https://media.api-sports.io/football/players/25342.png,90.0,17,M,6.6,False,False,0,,20.0,11,0,0,0,0,,,,,3.0,18.0,7.0,4.0,1.0,1.0,2.0,4.0,1.0,,,,,,
719426,Hertha Berlin,159,1651,Krzysztof Piątek,https://media.api-sports.io/football/players/1651.png,74.0,9,F,6.9,False,False,0,,18.0,13,0,0,0,0,,2.0,,1.0,,16.0,6.0,2.0,,,1.0,3.0,3.0,,1.0,,,,
719426,Hertha Berlin,159,15843,Oliver Christensen,https://media.api-sports.io/football/players/15843.png,,32,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719426,Hertha Berlin,159,286711,Linus Gechter,https://media.api-sports.io/football/players/286711.png,10.0,44,D,6.3,False,True,0,,5.0,3,0,0,0,0,,,,,1.0,1.0,,,,,,,,,,,,,
719426,Hertha Berlin,159,664,Lucas Tousart,https://media.api-sports.io/football/players/664.png,10.0,29,M,6.9,False,True,0,,9.0,9,0,0,0,0,,,1.0,,2.0,,,,,,,,,,,,,,
719426,Hertha Berlin,159,541,Jurgen Ekkelenkamp,https://media.api-sports.io/football/players/541.png,29.0,10,M,6.9,False,True,0,,15.0,10,0,0,0,0,,,,1.0,,3.0,3.0,1.0,,,1.0,,,,,,,,
719426,Hertha Berlin,159,724,Ishak Belfodil,https://media.api-sports.io/football/players/724.png,,14,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719426,Hertha Berlin,159,152,Kevin-Prince Boateng,https://media.api-sports.io/football/players/152.png,,27,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
719426,Hertha Berlin,159,22179,Myziane Maolida,https://media.api-sports.io/football/players/22179.png,29.0,11,F,6.3,False,True,0,,12.0,7,0,0,0,0,,1.0,,1.0,,6.0,2.0,3.0,1.0,,1.0,,,,,,,,
719426,Hertha Berlin,159,121,Stevan Jovetić,https://media.api-sports.io/football/players/121.png,,19,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
