fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,shots_total,shots_on,goals_total,tackles_interceptions,fouls_committed,fouls_drawn,passes_key,goals_assists,penalty_won,offsides,tackles_blocks,penalty_commited
897489,Cagliari,490,31601,Boris Radunović,https://media.api-sports.io/football/players/31601.png,90.0,31,G,6.3,False,False,2,1.0,26.0,20,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
897489,Cagliari,490,56287,Alessandro Di Pardo,https://media.api-sports.io/football/players/56287.png,45.0,99,D,6.7,False,False,0,,31.0,26,0,0,0,0,,1.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
897489,Cagliari,490,31751,Giorgio Altare,https://media.api-sports.io/football/players/31751.png,90.0,15,D,7.5,False,False,0,,73.0,61,0,0,0,0,,1.0,14.0,10.0,,,,2.0,1.0,1.0,4.0,1.0,,,,,,,
897489,Cagliari,490,31073,Edoardo Goldaniga,https://media.api-sports.io/football/players/31073.png,90.0,3,D,6.6,False,False,0,,52.0,51,0,0,0,0,,,6.0,1.0,,,1.0,,,,2.0,,1.0,,,,,,
897489,Cagliari,490,321744,Adam Obert,https://media.api-sports.io/football/players/321744.png,74.0,33,D,6.6,False,False,0,,60.0,49,0,0,0,0,,1.0,4.0,1.0,1.0,,,,,,1.0,,,,,,,,
897489,Cagliari,490,30551,Nunzio Lella,https://media.api-sports.io/football/players/30551.png,73.0,23,M,6.6,False,False,0,,30.0,25,0,0,0,0,,2.0,12.0,7.0,,,,,,,,1.0,4.0,1.0,,,,,
897489,Cagliari,490,290046,Antoine Makoumbou,https://media.api-sports.io/football/players/290046.png,90.0,29,M,7.3,False,False,0,,68.0,63,0,0,0,0,,4.0,9.0,7.0,1.0,1.0,,,,,,1.0,2.0,,,,,,
897489,Cagliari,490,30629,Nicolas Viola,https://media.api-sports.io/football/players/30629.png,90.0,10,M,8.3,False,False,0,,44.0,35,0,0,0,0,,,10.0,4.0,3.0,1.0,,1.0,1.0,1.0,,1.0,3.0,3.0,1.0,,,,
897489,Cagliari,490,237,Gastón Pereiro,https://media.api-sports.io/football/players/237.png,60.0,20,F,6.9,False,False,0,,29.0,22,0,0,0,0,,1.0,4.0,3.0,,,,,,,,,1.0,2.0,,,,,
897489,Cagliari,490,30573,Leonardo Pavoletti,https://media.api-sports.io/football/players/30573.png,85.0,30,F,7.2,True,False,0,,16.0,11,0,0,0,0,,1.0,12.0,8.0,,,,3.0,,,,1.0,1.0,2.0,,,,,
897489,Cagliari,490,140831,Zito Luvumbo,https://media.api-sports.io/football/players/140831.png,90.0,77,F,7.2,False,False,0,,17.0,8,0,0,0,0,,1.0,18.0,11.0,4.0,2.0,,3.0,,,,,8.0,,,1.0,,,
897489,Cagliari,490,30545,Simone Aresti,https://media.api-sports.io/football/players/30545.png,,18,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Cagliari,490,135863,Giuseppe Ciocci,https://media.api-sports.io/football/players/135863.png,,22,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Cagliari,490,200,Gabriele Zappa,https://media.api-sports.io/football/players/200.png,45.0,28,D,7.2,False,True,0,,47.0,37,0,0,0,0,,3.0,6.0,4.0,1.0,,,,,,2.0,,,1.0,,,1.0,,
897489,Cagliari,490,264474,Salvatore Boccia,https://media.api-sports.io/football/players/264474.png,,26,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Cagliari,490,342050,Luigi Palomba,https://media.api-sports.io/football/players/342050.png,,2,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Cagliari,490,342053,Christos Kourfalidis,https://media.api-sports.io/football/players/342053.png,12.0,39,M,6.6,False,True,0,,5.0,5,0,0,0,0,,,1.0,1.0,,,,,,,1.0,,1.0,,,,,,
897489,Cagliari,490,179568,Lisandru Tramoni,https://media.api-sports.io/football/players/179568.png,,27,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Cagliari,490,30561,Alessandro Deiola,https://media.api-sports.io/football/players/30561.png,17.0,14,M,6.7,False,True,0,,6.0,5,0,0,0,0,,,3.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,
897489,Cagliari,490,286473,Franco Carboni,https://media.api-sports.io/football/players/286473.png,16.0,16,F,6.6,False,True,0,,10.0,7,0,0,0,0,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,
897489,Cagliari,490,30563,Paolo Faragò,https://media.api-sports.io/football/players/30563.png,,24,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Cagliari,490,329550,Nicolò Cavuoti,https://media.api-sports.io/football/players/329550.png,,21,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Cagliari,490,30790,Gianluca Lapadula,https://media.api-sports.io/football/players/30790.png,30.0,9,F,6.9,False,True,0,,7.0,6,0,0,1,0,,,5.0,1.0,,,,1.0,1.0,1.0,,2.0,1.0,,,,,,
897489,Perugia,524,30704,Stefano Gori,https://media.api-sports.io/football/players/30704.png,90.0,1,G,5.6,False,False,3,,26.0,16,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
897489,Perugia,524,31393,Filippo Sgarbi,https://media.api-sports.io/football/players/31393.png,90.0,97,D,7,False,False,0,,30.0,24,0,0,0,0,,3.0,11.0,7.0,1.0,1.0,,,,,1.0,3.0,2.0,,,,,1.0,
897489,Perugia,524,31041,Cristian Dell'Orco,https://media.api-sports.io/football/players/31041.png,90.0,15,D,6.9,True,False,0,,31.0,28,0,0,0,0,,1.0,8.0,6.0,,,1.0,,,,3.0,,1.0,,,,,1.0,
897489,Perugia,524,14867,Stipe Vulikić,https://media.api-sports.io/football/players/14867.png,82.0,6,D,5.6,False,False,0,,25.0,15,0,0,0,0,,,10.0,3.0,,,,,,,,3.0,1.0,,,,,,1.0
897489,Perugia,524,31669,Tiago Casasola,https://media.api-sports.io/football/players/31669.png,90.0,24,M,7.3,False,False,0,,21.0,16,0,0,0,0,,1.0,8.0,4.0,,,2.0,1.0,1.0,,,1.0,,2.0,,,,,
897489,Perugia,524,281291,Edoardo Iannoni,https://media.api-sports.io/football/players/281291.png,90.0,4,M,6.5,False,False,0,,21.0,12,1,0,0,0,,3.0,11.0,6.0,2.0,,,,,,1.0,3.0,,,,,,,
897489,Perugia,524,361,Miloš Vulić,https://media.api-sports.io/football/players/361.png,89.0,7,M,6.6,False,False,0,,26.0,19,0,0,0,0,,2.0,6.0,3.0,,,,,,,,2.0,,1.0,,,,,
897489,Perugia,524,30722,Francesco Lisi,https://media.api-sports.io/football/players/30722.png,65.0,23,M,6,False,False,0,,14.0,8,0,0,0,0,,1.0,10.0,2.0,5.0,1.0,,,,,,,,,,,,,
897489,Perugia,524,195746,Samuele Righetti,https://media.api-sports.io/football/players/195746.png,65.0,3,M,6.2,False,False,0,,22.0,14,1,0,0,0,,,7.0,1.0,2.0,,,,,,,4.0,1.0,1.0,,,,,
897489,Perugia,524,31399,Christian Kouan,https://media.api-sports.io/football/players/31399.png,89.0,28,F,6.9,False,False,0,,18.0,14,0,0,0,0,,3.0,12.0,6.0,,,2.0,1.0,,,1.0,2.0,3.0,1.0,1.0,,,,
897489,Perugia,524,31405,Federico Melchiorri,https://media.api-sports.io/football/players/31405.png,90.0,9,F,8.2,False,False,0,,17.0,9,0,0,0,0,,,10.0,5.0,,,,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,,3.0,,
897489,Perugia,524,326878,Luca Moro,https://media.api-sports.io/football/players/326878.png,,22,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Perugia,524,302069,Samuele Angori,https://media.api-sports.io/football/players/302069.png,8.0,14,D,6.7,False,True,0,,4.0,4,1,0,0,0,,,2.0,,,,,,,,,2.0,,1.0,,,,,
897489,Perugia,524,378798,Giovanni Cicioni,https://media.api-sports.io/football/players/378798.png,,95,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Perugia,524,59513,Yeferson Paz,https://media.api-sports.io/football/players/59513.png,25.0,17,D,6,False,True,0,,5.0,4,0,0,0,0,,1.0,6.0,1.0,,,1.0,,,,,3.0,,,,,,,
897489,Perugia,524,199582,Leon Baldi,https://media.api-sports.io/football/players/199582.png,,49,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Perugia,524,378799,Giovanni Giunti,https://media.api-sports.io/football/players/378799.png,,86,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Perugia,524,68407,Andrea Ghion,https://media.api-sports.io/football/players/68407.png,1.0,16,M,,False,True,0,,1.0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Perugia,524,343544,Flavio Sulejmani,https://media.api-sports.io/football/players/343544.png,,92,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897489,Perugia,524,31250,Michele Vano,https://media.api-sports.io/football/players/31250.png,1.0,19,F,,False,True,0,,3.0,,0,0,0,0,,,1.0,,,,,,,,,,,,,,,,
897489,Perugia,524,64024,Giuseppe Di Serio,https://media.api-sports.io/football/players/64024.png,25.0,20,F,6.6,False,True,0,,2.0,1,0,0,0,0,,,7.0,2.0,2.0,,,3.0,1.0,1.0,,,,,,,,,
927060,Udinese,494,30915,Marco Silvestri,https://media.api-sports.io/football/players/30915.png,90.0,1,G,7.3,False,False,1,4.0,29.0,25,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
927060,Udinese,494,37,Nehuén Pérez,https://media.api-sports.io/football/players/37.png,90.0,18,D,6.2,False,False,0,,65.0,59,1,0,0,0,,,9.0,2.0,,,2.0,,,,1.0,4.0,2.0,,,,,,
927060,Udinese,494,833,Jaka Bijol,https://media.api-sports.io/football/players/833.png,73.0,29,D,6.2,False,False,0,,55.0,47,0,0,0,0,,,4.0,,,,,,,,,3.0,,,,,,,
927060,Udinese,494,18799,Adam Masina,https://media.api-sports.io/football/players/18799.png,90.0,3,D,7.5,False,False,0,,68.0,62,0,0,0,0,,3.0,7.0,7.0,1.0,1.0,,,,,,,,,,,,,
927060,Udinese,494,162347,Brandon Soppy,https://media.api-sports.io/football/players/162347.png,90.0,93,M,7.2,False,False,0,,38.0,26,0,0,0,0,,1.0,13.0,10.0,5.0,4.0,,,,,,1.0,4.0,1.0,,,,,
927060,Udinese,494,2475,Roberto Pereyra,https://media.api-sports.io/football/players/2475.png,90.0,37,M,6.3,True,False,0,,48.0,43,0,0,0,0,,1.0,6.0,2.0,3.0,1.0,,,,,,,,,,,,,
927060,Udinese,494,7591,Sandi Lovrić,https://media.api-sports.io/football/players/7591.png,82.0,4,M,7.2,False,False,0,,54.0,50,0,0,0,0,,4.0,10.0,5.0,2.0,,,,,,2.0,2.0,1.0,,,,,,
927060,Udinese,494,22171,Jean-Victor Makengo,https://media.api-sports.io/football/players/22171.png,90.0,6,M,6.7,False,False,0,,44.0,39,0,0,0,0,,1.0,9.0,5.0,2.0,1.0,,,,,,1.0,3.0,,,,,,
927060,Udinese,494,20656,Enzo Ebosse,https://media.api-sports.io/football/players/20656.png,90.0,23,M,6.3,False,False,0,,50.0,43,0,0,0,0,,3.0,12.0,5.0,2.0,,3.0,,,,,2.0,1.0,1.0,,,,,
927060,Udinese,494,2777,Isaac Success,https://media.api-sports.io/football/players/2777.png,79.0,7,F,7.3,False,False,0,,21.0,13,0,0,0,0,,1.0,11.0,5.0,3.0,1.0,,2.0,1.0,1.0,,1.0,3.0,,,1.0,,,
927060,Udinese,494,18809,Gerard Deulofeu,https://media.api-sports.io/football/players/18809.png,90.0,10,F,7.7,False,False,0,,44.0,35,0,0,1,0,,,7.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,,,1.0,2.0,,,1.0,,
927060,Udinese,494,189,Daniele Padelli,https://media.api-sports.io/football/players/189.png,,20,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Udinese,494,312999,Edoardo Piana,https://media.api-sports.io/football/players/312999.png,,99,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Udinese,494,320335,James Abankwah,https://media.api-sports.io/football/players/320335.png,,14,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Udinese,494,30797,Bram Nuytinck,https://media.api-sports.io/football/players/30797.png,17.0,17,D,6.7,False,True,0,,12.0,11,0,0,0,0,,,1.0,,,,,,,,,,,,,,,,
927060,Udinese,494,330456,Axel Guessand,https://media.api-sports.io/football/players/330456.png,,67,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Udinese,494,1107,Filip Benković,https://media.api-sports.io/football/players/1107.png,,28,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Udinese,494,178749,Lazar Samardžić,https://media.api-sports.io/football/players/178749.png,8.0,24,M,6.6,False,True,0,,10.0,7,0,0,0,0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
927060,Udinese,494,264513,Martin Palumbo,https://media.api-sports.io/football/players/264513.png,,21,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Udinese,494,367577,Simone Pafundi,https://media.api-sports.io/football/players/367577.png,,80,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Udinese,494,161638,Festy Ebosele,https://media.api-sports.io/football/players/161638.png,,2,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Udinese,494,125743,Beto,https://media.api-sports.io/football/players/125743.png,,9,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Udinese,494,31561,Ilija Nestorovski,https://media.api-sports.io/football/players/31561.png,11.0,30,F,6.3,False,True,0,,8.0,4,0,0,0,0,,,2.0,2.0,,,,1.0,,,,1.0,1.0,,,,,,
927060,Feralpisalo,884,31566,Semuel Pizzignacco,https://media.api-sports.io/football/players/31566.png,90.0,1,G,6.2,False,False,2,,24.0,16,0,0,0,0,0.0,,,,,,,,,,1.0,,,,,,,,
927060,Feralpisalo,884,31332,Emmanuel Salines,https://media.api-sports.io/football/players/31332.png,90.0,31,D,7,False,False,0,,30.0,17,0,0,0,0,,1.0,11.0,6.0,5.0,3.0,1.0,,,,1.0,1.0,2.0,1.0,1.0,,,,
927060,Feralpisalo,884,281783,Alessandro Pilati,https://media.api-sports.io/football/players/281783.png,90.0,19,D,6.9,False,False,0,,34.0,31,0,0,0,0,,3.0,6.0,4.0,,,,,,,2.0,1.0,,,,,,2.0,1.0
927060,Feralpisalo,884,56926,Loris Bacchetti,https://media.api-sports.io/football/players/56926.png,90.0,6,D,6.6,False,False,0,,33.0,33,0,0,0,0,,1.0,3.0,2.0,,,1.0,,,,1.0,,1.0,,,,,1.0,
927060,Feralpisalo,884,162046,Federico Bergonzi,https://media.api-sports.io/football/players/162046.png,83.0,2,D,6.3,False,False,0,,40.0,32,0,0,0,0,,1.0,4.0,2.0,1.0,,,,,,3.0,1.0,1.0,,,,,,
927060,Feralpisalo,884,31034,Luca Siligardi,https://media.api-sports.io/football/players/31034.png,83.0,26,M,7.6,False,False,0,,24.0,21,0,0,0,0,,2.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,,,1.0,,,,,
927060,Feralpisalo,884,32109,Davide Di Molfetta,https://media.api-sports.io/football/players/32109.png,76.0,10,M,6.9,False,False,0,,32.0,30,0,0,0,0,,3.0,14.0,8.0,3.0,2.0,2.0,,,,,,2.0,1.0,,,,,
927060,Feralpisalo,884,31758,Elia Legati,https://media.api-sports.io/football/players/31758.png,70.0,13,M,6.5,True,False,0,,36.0,23,0,0,0,0,,2.0,7.0,3.0,2.0,1.0,,,,,,2.0,,,,,,,
927060,Feralpisalo,884,56410,Davide Balestrero,https://media.api-sports.io/football/players/56410.png,90.0,8,M,6.6,False,False,0,,30.0,16,0,0,0,0,,,8.0,4.0,,,2.0,2.0,,,4.0,2.0,1.0,,,,,,
927060,Feralpisalo,884,31596,Simone Guerra,https://media.api-sports.io/football/players/31596.png,90.0,17,M,6.3,False,False,0,,31.0,22,0,0,0,0,,1.0,9.0,3.0,,,2.0,1.0,1.0,,1.0,2.0,2.0,,,,3.0,,
927060,Feralpisalo,884,57015,Iacopo Cernigoi,https://media.api-sports.io/football/players/57015.png,83.0,9,F,6.6,False,False,0,,14.0,10,1,0,0,0,,,11.0,7.0,2.0,1.0,,2.0,2.0,,1.0,2.0,5.0,,,,1.0,1.0,
927060,Feralpisalo,884,315964,Paolo Venturelli,https://media.api-sports.io/football/players/315964.png,,12,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Feralpisalo,884,332516,Samuele Zanini,https://media.api-sports.io/football/players/332516.png,,14,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Feralpisalo,884,278135,Mattia Tonetto,https://media.api-sports.io/football/players/278135.png,12.0,3,D,6.3,False,True,0,,2.0,2,0,0,0,0,,1.0,4.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,
927060,Feralpisalo,884,345759,Mauro Verzelletti,https://media.api-sports.io/football/players/345759.png,12.0,24,D,6.3,False,True,0,,,,1,0,0,0,,,3.0,,,,1.0,,,,,2.0,,,,,,,
927060,Feralpisalo,884,31373,Mattia Zennaro,https://media.api-sports.io/football/players/31373.png,20.0,25,M,6.6,False,True,0,,7.0,5,0,0,0,0,,2.0,2.0,2.0,,,,,,,,,,,,,,,
927060,Feralpisalo,884,349701,Matteo Gualandris,https://media.api-sports.io/football/players/349701.png,,28,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Feralpisalo,884,32157,Federico Carraro,https://media.api-sports.io/football/players/32157.png,,21,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Feralpisalo,884,352352,Mattia Musatti,https://media.api-sports.io/football/players/352352.png,,4,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
927060,Feralpisalo,884,344773,Alessandro Pietrelli,https://media.api-sports.io/football/players/344773.png,12.0,30,M,6.5,False,True,0,,4.0,,0,0,0,0,,1.0,3.0,1.0,1.0,,,,,,,1.0,,,,,,,
927060,Feralpisalo,884,266331,Filippo Pittarello,https://media.api-sports.io/football/players/266331.png,14.0,11,F,6.7,False,True,0,,3.0,3,0,0,0,0,,,1.0,,,,,,,,,1.0,,1.0,,,,,
897490,Lecce,867,56459,Wladimiro Falcone,https://media.api-sports.io/football/players/56459.png,120.0,30,G,6.3,False,False,3,3.0,48.0,39,0,0,0,0,0.0,,1.0,,,,,,,,,,,,,,,,
897490,Lecce,867,127631,Valentin Gendrey,https://media.api-sports.io/football/players/127631.png,90.0,17,D,7.5,False,False,0,,41.0,36,0,0,0,0,,1.0,3.0,2.0,,,,,,,1.0,,1.0,2.0,,,,2.0,
897490,Lecce,867,21384,Alexis Blin,https://media.api-sports.io/football/players/21384.png,120.0,29,D,6.7,False,False,0,,74.0,57,0,0,0,0,,2.0,13.0,8.0,,,1.0,,,,1.0,3.0,2.0,,,,,1.0,
897490,Lecce,867,31328,Kastriot Dermaku,https://media.api-sports.io/football/players/31328.png,22.0,3,D,6.3,True,False,0,,9.0,7,0,0,0,0,,,1.0,,,,,,,,,,,,,,,,
897490,Lecce,867,31543,Antonino Gallo,https://media.api-sports.io/football/players/31543.png,120.0,25,D,6.9,False,False,0,,85.0,56,0,0,0,0,,4.0,12.0,7.0,1.0,,,1.0,,,1.0,1.0,2.0,2.0,,,,,
897490,Lecce,867,834,Kristijan Bistrović,https://media.api-sports.io/football/players/834.png,67.0,8,M,6.9,False,False,0,,28.0,23,0,0,0,0,,,4.0,3.0,2.0,1.0,,2.0,,,,,2.0,,,,,,
897490,Lecce,867,7712,Morten Hjulmand,https://media.api-sports.io/football/players/7712.png,120.0,42,M,7.7,False,False,0,,54.0,48,0,0,0,0,,2.0,11.0,7.0,,,,,,,3.0,2.0,3.0,2.0,1.0,,,,
897490,Lecce,867,28744,Þórir Jóhann Helgason,https://media.api-sports.io/football/players/28744.png,95.0,14,M,6.3,False,False,0,,25.0,18,0,0,0,0,,,,,,,,1.0,,,,,,,,,,,
897490,Lecce,867,31624,Gabriel Strefezza,https://media.api-sports.io/football/players/31624.png,120.0,27,F,8.2,False,False,0,,49.0,39,0,0,0,0,,3.0,18.0,12.0,3.0,3.0,,5.0,1.0,1.0,,3.0,5.0,,,,,,
897490,Lecce,867,1018,Assan Ceesay,https://media.api-sports.io/football/players/1018.png,68.0,77,F,6.2,False,False,0,,13.0,8,0,0,0,0,,,9.0,2.0,3.0,1.0,,,,,,1.0,,,,,,,
897490,Lecce,867,31376,Francesco Di Mariano,https://media.api-sports.io/football/players/31376.png,68.0,11,F,7,False,False,0,,19.0,16,0,0,0,0,,,9.0,4.0,1.0,,,,,,,2.0,4.0,2.0,1.0,,1.0,,
897490,Lecce,867,30391,Federico Brancolini,https://media.api-sports.io/football/players/30391.png,,21,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Lecce,867,31717,Marco Bleve,https://media.api-sports.io/football/players/31717.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Lecce,867,365734,Mattia Ciucci,https://media.api-sports.io/football/players/365734.png,,26,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Lecce,867,30469,Arturo Calabresi,https://media.api-sports.io/football/players/30469.png,30.0,33,D,6.2,False,True,0,,18.0,13,0,0,0,0,,,4.0,1.0,,,,,,,,1.0,1.0,,,,,,
897490,Lecce,867,127035,Federico Baschirotto,https://media.api-sports.io/football/players/127035.png,98.0,6,D,6.7,False,True,0,,77.0,56,0,0,0,0,,3.0,11.0,7.0,,,,2.0,,,1.0,,1.0,1.0,,,,,
897490,Lecce,867,31517,Gianluca Frabotta,https://media.api-sports.io/football/players/31517.png,,24,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Lecce,867,306350,Daniel Samek,https://media.api-sports.io/football/players/306350.png,,20,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Lecce,867,344335,Joan Gonzàlez,https://media.api-sports.io/football/players/344335.png,53.0,16,M,6.2,False,True,0,,27.0,19,1,0,0,0,,1.0,9.0,2.0,,,,,,,1.0,3.0,,,,,,,
897490,Lecce,867,40624,Marcin Listkowski,https://media.api-sports.io/football/players/40624.png,52.0,19,F,6.3,False,True,0,,7.0,4,0,0,0,0,,,2.0,,,,,,,,,1.0,,1.0,,,,,
897490,Lecce,867,39285,Kristoffer Askildsen,https://media.api-sports.io/football/players/39285.png,,7,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Lecce,867,30539,Federico Di Francesco,https://media.api-sports.io/football/players/30539.png,25.0,10,F,6.9,False,True,0,,10.0,9,0,0,0,0,,1.0,2.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,
897490,Lecce,867,263481,Lorenzo Colombo,https://media.api-sports.io/football/players/263481.png,52.0,9,F,7.2,False,True,0,,13.0,9,0,0,0,0,,,10.0,3.0,,,,2.0,1.0,1.0,,3.0,1.0,,,,,,
897490,Lecce,867,335071,Medon Berisha,https://media.api-sports.io/football/players/335071.png,,80,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Lecce,867,162029,Pablo Rodríguez,https://media.api-sports.io/football/players/162029.png,,99,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Cittadella,510,31474,Elhan Kastrati,https://media.api-sports.io/football/players/31474.png,120.0,36,G,6.2,False,False,2,1.0,43.0,24,0,0,0,0,0.0,,1.0,1.0,,,,,,,,,1.0,,,,,,
897490,Cittadella,510,136017,Tommaso Cassandro,https://media.api-sports.io/football/players/136017.png,120.0,84,D,6.3,False,False,0,,25.0,16,0,0,0,0,,3.0,12.0,6.0,,,2.0,,,,1.0,2.0,1.0,1.0,,,,,
897490,Cittadella,510,31675,Romano Perticone,https://media.api-sports.io/football/players/31675.png,120.0,2,D,6.3,True,False,0,,53.0,31,1,0,0,0,,2.0,9.0,6.0,,,,,,,2.0,2.0,1.0,,,,,,
897490,Cittadella,510,30649,Domenico Frare,https://media.api-sports.io/football/players/30649.png,120.0,15,D,6.5,False,False,0,,35.0,28,1,0,0,0,,,4.0,1.0,,,,,,,3.0,2.0,1.0,1.0,,,,,
897490,Cittadella,510,32064,Daniele Donnarumma,https://media.api-sports.io/football/players/32064.png,120.0,17,D,7.2,False,False,0,,37.0,19,1,0,0,0,,4.0,9.0,6.0,1.0,,1.0,2.0,,,3.0,,1.0,3.0,,,,,
897490,Cittadella,510,31770,Alessio Vita,https://media.api-sports.io/football/players/31770.png,72.0,16,M,6.6,False,False,0,,12.0,8,0,0,0,0,,,3.0,3.0,,,,2.0,,,,,2.0,,,,,,
897490,Cittadella,510,30928,Andrea Danzi,https://media.api-sports.io/football/players/30928.png,72.0,72,M,7.3,False,False,0,,28.0,23,0,0,0,0,,2.0,3.0,2.0,,,,1.0,1.0,,4.0,1.0,,,,,,,
897490,Cittadella,510,30652,Simone Branca,https://media.api-sports.io/football/players/30652.png,85.0,23,M,6.9,False,False,0,,19.0,17,0,0,0,0,,2.0,5.0,2.0,,,,,,,1.0,2.0,,1.0,,,,,
897490,Cittadella,510,51608,Ignacio Lores Varela,https://media.api-sports.io/football/players/51608.png,64.0,30,M,6.2,False,False,0,,13.0,9,0,0,0,0,,,9.0,2.0,1.0,,1.0,3.0,2.0,,,3.0,1.0,,,,,,
897490,Cittadella,510,31497,Mirko Antonucci,https://media.api-sports.io/football/players/31497.png,105.0,10,F,7.2,False,False,0,,24.0,17,0,0,0,0,,4.0,7.0,4.0,,,,2.0,,,,2.0,,3.0,,,,,
897490,Cittadella,510,30633,Raúl Asencio,https://media.api-sports.io/football/players/30633.png,85.0,90,F,7.5,False,False,0,,23.0,12,0,0,0,0,,1.0,15.0,7.0,1.0,,,1.0,1.0,1.0,,1.0,2.0,1.0,,,,2.0,
897490,Cittadella,510,30641,Luca Maniero,https://media.api-sports.io/football/players/30641.png,,77,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Cittadella,510,31106,Alessandro Mattioli,https://media.api-sports.io/football/players/31106.png,,18,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Cittadella,510,91328,Santiago Visentin,https://media.api-sports.io/football/players/91328.png,,6,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Cittadella,510,31605,Dario Del Fabro,https://media.api-sports.io/football/players/31605.png,,5,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Cittadella,510,31388,Gian Filippo Felicioli,https://media.api-sports.io/football/players/31388.png,,3,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
897490,Cittadella,510,30898,Giuseppe Carriero,https://media.api-sports.io/football/players/30898.png,48.0,20,M,7.6,False,True,0,,17.0,13,0,0,0,0,,1.0,6.0,2.0,1.0,,,1.0,,,,2.0,1.0,3.0,2.0,,,,
897490,Cittadella,510,30596,Simone Icardi,https://media.api-sports.io/football/players/30596.png,15.0,24,M,6.3,False,True,0,,1.0,1,0,0,0,0,,,1.0,,,,,,,,,1.0,,,,,,,
