fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,shots_total,shots_on,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,dribbles_past,goals_assists,goals_total,penalty_won,penalty_commited
21665,AS Roma,497,851,Wojciech Szczęsny,https://media.api-sports.io/football/players/851.png,90,1,G,7.3,False,False,0,0,0.0,1.0,34,0,91%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,
21665,AS Roma,497,9948,Bruno Peres,https://media.api-sports.io/football/players/9948.png,90,13,D,6.8,False,False,4,1,,,49,1,87%,2,14,5,2,2,1,4,0,0,0,0,,4.0,,,,
21665,AS Roma,497,772,Kōnstantinos Manōlas,https://media.api-sports.io/football/players/772.png,80,44,D,7.5,False,False,1,0,,,48,1,94%,1,6,4,1,0,2,0,0,0,0,0,,,,,,
21665,AS Roma,497,140,Thomas Vermaelen,https://media.api-sports.io/football/players/140.png,90,15,D,7.4,False,False,0,0,,,65,0,95%,1,9,4,1,1,0,1,0,0,0,0,,,,,,
21665,AS Roma,497,2284,Emerson Palmieri,https://media.api-sports.io/football/players/2284.png,76,33,D,7.1,False,False,0,0,,,42,2,93%,3,3,2,0,0,1,0,0,0,0,0,,,,,,
21665,AS Roma,497,271,Leandro Paredes,https://media.api-sports.io/football/players/271.png,89,5,M,7.8,False,False,1,0,,,53,3,93%,2,6,4,0,0,2,0,0,0,0,0,,1.0,,,,
21665,AS Roma,497,205,Radja Nainggolan,https://media.api-sports.io/football/players/205.png,90,4,M,6.8,False,False,4,0,,,40,1,85%,0,6,1,0,0,1,1,0,0,0,0,,1.0,1.0,,,
21665,AS Roma,497,1916,Kevin Strootman,https://media.api-sports.io/football/players/1916.png,90,6,M,6.5,False,False,1,0,,,70,2,98%,1,14,6,3,2,1,0,0,0,0,0,,4.0,,,,
21665,AS Roma,497,306,Mohamed Salah,https://media.api-sports.io/football/players/306.png,90,11,F,8.8,False,False,5,2,,,26,4,66%,1,10,7,4,2,3,1,0,0,0,0,,,,1.0,1.0,
21665,AS Roma,497,790,Edin Džeko,https://media.api-sports.io/football/players/790.png,90,9,F,7.8,False,False,5,3,,,18,3,85%,0,10,8,0,0,3,1,0,0,0,0,,,,1.0,1.0,
21665,AS Roma,497,791,Stephan El Shaarawy,https://media.api-sports.io/football/players/791.png,57,92,F,6.9,False,False,2,1,,,29,0,78%,0,5,4,1,1,0,0,0,0,0,0,,1.0,,,,
21665,AS Roma,497,774,Juan Jesus,https://media.api-sports.io/football/players/774.png,14,3,D,6.7,False,True,0,0,,,15,0,100%,1,0,0,0,0,0,0,0,0,0,0,,,,,,
21665,AS Roma,497,768,Federico Fazio,https://media.api-sports.io/football/players/768.png,10,20,D,6.9,False,True,0,0,,,16,0,94%,1,1,1,0,0,0,0,0,0,0,0,,,,,,
21665,AS Roma,497,793,Diego Perotti,https://media.api-sports.io/football/players/793.png,33,8,F,8.1,False,True,2,2,,,14,2,82%,1,0,0,0,0,0,0,0,0,2,0,,,,2.0,,
21665,Udinese,494,311,Orestis Karnezis,https://media.api-sports.io/football/players/311.png,90,1,G,6.5,False,False,0,0,4.0,5.0,13,0,48%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,
21665,Udinese,494,50140,Thomas Heurtaux,https://media.api-sports.io/football/players/50140.png,52,75,D,6.9,False,False,0,0,,,9,0,64%,2,1,0,0,0,0,0,0,0,0,0,,,,,,
21665,Udinese,494,30472,Danilo,https://media.api-sports.io/football/players/30472.png,90,5,D,5.8,False,False,0,0,,,13,0,100%,1,3,1,0,0,0,1,1,0,0,0,,,,,,1.0
21665,Udinese,494,30795,Samir,https://media.api-sports.io/football/players/30795.png,90,3,D,6.6,False,False,0,0,,,8,1,66%,3,9,4,0,0,3,2,1,0,0,0,,1.0,,,,
21665,Udinese,494,48378,Silvan Widmer,https://media.api-sports.io/football/players/48378.png,90,27,M,6.4,False,False,0,0,,,15,1,83%,0,11,6,1,1,1,0,0,0,0,0,,,,,,
21665,Udinese,494,30802,Emmanuel Badu,https://media.api-sports.io/football/players/30802.png,90,8,M,5.8,False,False,0,0,,,19,1,90%,4,10,3,1,1,1,2,0,0,0,0,,1.0,,,,1.0
21665,Udinese,494,30808,Emil Hallfreðsson,https://media.api-sports.io/football/players/30808.png,90,23,M,6.3,False,False,1,0,,,16,3,84%,0,10,4,3,3,0,3,0,0,0,0,,2.0,,,,
21665,Udinese,494,30807,Seko Fofana,https://media.api-sports.io/football/players/30807.png,79,6,M,6.8,False,False,0,0,,,11,0,68%,1,6,4,2,2,0,2,0,0,0,0,,,,,,
21665,Udinese,494,51277,Ali Adnan,https://media.api-sports.io/football/players/51277.png,90,53,M,6.2,False,False,1,0,,,7,1,63%,1,9,3,2,0,1,2,0,0,0,0,,1.0,,,,
21665,Udinese,494,2472,Rodrigo De Paul,https://media.api-sports.io/football/players/2472.png,68,10,M,7.2,False,False,2,0,,,10,1,66%,2,5,3,2,2,0,0,0,0,0,0,,1.0,,,,
21665,Udinese,494,2495,Duván Zapata,https://media.api-sports.io/football/players/2495.png,90,9,F,6.9,False,False,3,1,,,15,2,78%,0,16,9,4,2,1,2,0,0,0,0,,,,,,
21665,Udinese,494,8552,Gabriele Angella,https://media.api-sports.io/football/players/8552.png,38,4,D,6.2,False,False,1,0,,,5,0,62%,2,1,1,0,0,0,0,0,0,0,0,,,,,,
21665,Udinese,494,30901,Francesco Lodi,https://media.api-sports.io/football/players/30901.png,11,20,M,6.2,False,False,0,0,,,3,0,75%,0,1,0,0,0,0,0,0,0,0,0,,1.0,,,,
21665,Udinese,494,18811,Adalberto Peñaranda,https://media.api-sports.io/football/players/18811.png,22,11,F,6.3,False,False,3,0,,,7,0,100%,0,2,0,1,0,0,0,0,0,0,0,,1.0,,,,
21664,Juventus,496,254,Gianluigi Buffon,https://media.api-sports.io/football/players/254.png,90,1,G,6.4,False,False,0,0,1.0,0.0,21,0,80%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,
21664,Juventus,496,852,Andrea Barzagli,https://media.api-sports.io/football/players/852.png,90,15,D,7.0,False,False,0,0,,,73,0,92%,1,6,4,0,0,2,1,1,0,0,0,,,,,,
21664,Juventus,496,853,Leonardo Bonucci,https://media.api-sports.io/football/players/853.png,90,19,D,6.8,False,False,0,0,,,55,0,90%,2,4,2,0,0,1,1,0,0,0,0,,1.0,,,,
21664,Juventus,496,856,Giorgio Chiellini,https://media.api-sports.io/football/players/856.png,90,3,D,7.3,False,False,0,0,,,74,2,90%,0,5,2,0,0,1,2,0,0,0,0,,,1.0,,,
21664,Juventus,496,256,Dani Alves,https://media.api-sports.io/football/players/256.png,90,23,D,6.9,False,False,1,0,,,52,2,77%,2,12,5,2,0,0,2,0,0,0,0,,2.0,,,,
21664,Juventus,496,868,Sami Khedira,https://media.api-sports.io/football/players/868.png,88,6,M,7.6,False,False,3,1,,,30,1,85%,1,10,6,1,0,2,0,0,0,0,0,,1.0,,1.0,,
21664,Juventus,496,18947,Mario Lemina,https://media.api-sports.io/football/players/18947.png,90,18,M,7.5,False,False,4,2,,,34,0,91%,2,9,6,2,2,2,1,0,0,0,0,,2.0,,,,
21664,Juventus,496,191,Kwadwo Asamoah,https://media.api-sports.io/football/players/191.png,90,22,D,7.2,False,False,2,0,,,39,2,90%,0,15,11,2,2,6,2,0,0,0,0,,,,,,
21664,Juventus,496,860,Alex Sandro,https://media.api-sports.io/football/players/860.png,90,12,D,7.9,False,False,1,0,,,53,3,93%,2,12,9,2,2,1,0,0,0,0,0,,,,,,
21664,Juventus,496,878,Mario Mandžukić,https://media.api-sports.io/football/players/878.png,66,17,F,6.8,False,False,1,0,,,8,1,72%,0,8,5,0,0,0,0,0,0,0,0,,2.0,,,,
21664,Juventus,496,875,Paulo Dybala,https://media.api-sports.io/football/players/875.png,85,21,F,7.0,False,False,6,0,,,47,1,90%,0,7,2,2,1,1,1,0,0,0,0,,2.0,,,,
21664,Juventus,496,87077,Patrice Evra,https://media.api-sports.io/football/players/87077.png,5,33,D,6.8,False,True,0,0,,,4,0,100%,0,1,1,0,0,0,0,0,0,0,0,,,,,,
21664,Juventus,496,9959,Hernanes,https://media.api-sports.io/football/players/9959.png,2,11,M,6.4,False,True,0,0,,,1,0,100%,0,1,0,0,0,0,1,0,0,0,0,,,,,,
21664,Juventus,496,2297,Gonzalo Higuaín,https://media.api-sports.io/football/players/2297.png,24,9,F,6.9,False,True,1,1,,,4,1,80%,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,
21664,Fiorentina,502,21081,Ciprian Tătărușanu,https://media.api-sports.io/football/players/21081.png,90,12,G,6.4,False,False,0,0,2.0,2.0,18,0,58%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,
21664,Fiorentina,502,30745,Nenad Tomović,https://media.api-sports.io/football/players/30745.png,90,40,D,6.0,False,False,0,0,,,52,0,92%,0,10,1,1,0,0,3,1,0,0,0,,1.0,,,,
21664,Fiorentina,502,6607,Gonzalo Rodríguez,https://media.api-sports.io/football/players/6607.png,90,2,D,6.9,False,False,1,0,,,34,0,97%,1,3,2,0,0,0,0,0,0,0,0,,1.0,,,,
21664,Fiorentina,502,91378,Davide Astori,https://media.api-sports.io/football/players/91378.png,90,13,D,6.5,False,False,0,0,,,50,0,84%,0,4,3,0,0,1,1,0,0,0,0,,,,,,
21664,Fiorentina,502,873,Federico Bernardeschi,https://media.api-sports.io/football/players/873.png,90,10,M,6.2,False,False,0,0,,,20,0,76%,1,8,3,2,1,2,1,0,0,0,0,,,,,,
21664,Fiorentina,502,211,Matías Vecino,https://media.api-sports.io/football/players/211.png,90,8,M,6.6,False,False,1,0,,,74,0,90%,0,10,4,0,0,1,3,1,0,0,0,,3.0,,,,
21664,Fiorentina,502,1850,Milan Badelj,https://media.api-sports.io/football/players/1850.png,65,5,M,7.1,False,False,0,0,,,34,0,85%,2,8,4,2,1,0,1,0,0,0,0,,,,,,
21664,Fiorentina,502,2278,Marcos Alonso,https://media.api-sports.io/football/players/2278.png,90,28,M,6.7,False,False,0,0,,,32,0,88%,1,16,8,6,4,2,2,0,0,0,0,,,,,,
21664,Fiorentina,502,30410,Federico Chiesa,https://media.api-sports.io/football/players/30410.png,45,25,F,6.5,False,False,0,0,,,10,0,58%,0,8,3,6,3,0,1,0,0,0,0,,1.0,,,,
21664,Fiorentina,502,57,Nikola Kalinić,https://media.api-sports.io/football/players/57.png,90,9,F,7.1,False,False,1,1,,,15,0,75%,0,10,5,1,0,3,2,1,0,0,0,,,,1.0,,
21664,Fiorentina,502,30434,Josip Iličić,https://media.api-sports.io/football/players/30434.png,80,72,F,7.2,False,False,0,0,,,34,2,87%,0,3,2,0,0,1,0,0,0,0,0,,,1.0,,,
21664,Fiorentina,502,18827,Carlos Sánchez,https://media.api-sports.io/football/players/18827.png,25,6,M,6.6,False,False,1,0,,,21,0,91%,1,2,1,1,1,0,0,0,0,0,0,,1.0,,,,
21664,Fiorentina,502,91429,Giuseppe Rossi,https://media.api-sports.io/football/players/91429.png,10,22,F,6.5,False,False,0,0,,,4,0,100%,0,2,1,0,0,1,0,0,0,0,0,,,,,,
21664,Fiorentina,502,1586,Cristian Tello,https://media.api-sports.io/football/players/1586.png,45,16,F,6.2,False,False,0,0,,,24,2,77%,0,6,0,4,0,0,2,0,0,0,0,,,,,,
21663,AC Milan,489,1622,Gianluigi Donnarumma,https://media.api-sports.io/football/players/1622.png,90,99,G,7.2,False,False,0,0,2.0,2.0,27,0,67%,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,
21663,AC Milan,489,1626,Ignazio Abate,https://media.api-sports.io/football/players/1626.png,90,20,D,7.3,False,False,0,0,,,18,1,75%,0,6,6,1,1,1,0,0,0,0,0,,,1.0,,,
21663,AC Milan,489,12774,Gabriel Paletta,https://media.api-sports.io/football/players/12774.png,89,29,D,6.1,False,False,0,0,,,42,0,85%,0,6,1,0,0,1,2,2,1,0,0,,1.0,,,,1.0
21663,AC Milan,489,1632,Alessio Romagnoli,https://media.api-sports.io/football/players/1632.png,90,13,D,7.0,False,False,0,0,,,35,0,87%,0,10,8,0,0,2,0,0,0,0,0,,,,,,
21663,AC Milan,489,31039,Luca Antonelli,https://media.api-sports.io/football/players/31039.png,90,31,D,6.6,False,False,0,0,,,22,1,64%,1,13,6,3,0,1,2,0,0,0,0,,1.0,,,,
21663,AC Milan,489,31023,Juraj Kucka,https://media.api-sports.io/football/players/31023.png,90,33,M,6.7,False,False,0,0,,,28,1,87%,0,19,11,2,0,4,3,0,0,0,0,,1.0,,,,
21663,AC Milan,489,1645,Riccardo Montolivo,https://media.api-sports.io/football/players/1645.png,90,18,M,7.1,False,False,1,0,,,29,0,70%,2,8,5,0,0,1,2,0,0,0,0,,1.0,,,,
21663,AC Milan,489,1638,Giacomo Bonaventura,https://media.api-sports.io/football/players/1638.png,73,5,M,7.1,False,False,1,0,,,28,0,87%,0,12,6,1,1,3,0,0,0,0,0,,1.0,,,1.0,
21663,AC Milan,489,1650,Suso,https://media.api-sports.io/football/players/1650.png,90,8,F,7.2,False,False,2,0,,,16,3,100%,0,5,3,1,1,2,0,0,0,0,0,,,,,,
21663,AC Milan,489,1706,Carlos Bacca,https://media.api-sports.io/football/players/1706.png,87,70,F,8.7,False,False,5,4,,,11,1,84%,0,4,2,0,0,1,1,0,0,1,0,,,,3.0,,
21663,AC Milan,489,2216,M'Baye Niang,https://media.api-sports.io/football/players/2216.png,90,11,F,7.1,False,False,2,1,,,16,3,72%,0,16,5,4,2,3,0,0,0,0,0,,1.0,1.0,,,
21663,AC Milan,489,1636,Andrea Bertolacci,https://media.api-sports.io/football/players/1636.png,5,91,M,–,False,True,0,0,,,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,,1.0,,,,
21663,AC Milan,489,30482,Andrea Poli,https://media.api-sports.io/football/players/30482.png,12,16,M,6.3,False,True,0,0,,,2,0,100%,0,1,0,0,0,0,1,0,0,0,0,,,,,,
21663,AC Milan,489,1793,Luiz Adriano,https://media.api-sports.io/football/players/1793.png,3,7,F,6.5,False,True,0,0,,,2,0,66%,0,3,1,0,0,0,2,0,0,0,0,,,,,,
21663,Torino,503,189,Daniele Padelli,https://media.api-sports.io/football/players/189.png,90,1,G,6.6,False,False,0,0,3.0,2.0,15,0,93%,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,
21663,Torino,503,30498,Lorenzo De Silvestri,https://media.api-sports.io/football/players/30498.png,90,29,M,6.2,False,False,0,0,,,17,1,68%,0,12,6,1,0,1,2,0,0,0,0,,1.0,1.0,,,
21663,Torino,503,30742,Luca Rossettini,https://media.api-sports.io/football/players/30742.png,90,13,D,6.7,False,False,1,0,,,27,1,69%,0,12,8,0,0,0,3,1,0,0,0,,,,,,
21663,Torino,503,30502,Emiliano Moretti,https://media.api-sports.io/football/players/30502.png,90,24,D,6.6,False,False,0,0,,,33,0,86%,1,6,5,0,0,2,0,0,0,0,0,,,,,,
21663,Torino,503,31075,Cristian Molinaro,https://media.api-sports.io/football/players/31075.png,90,3,D,6.8,False,False,0,0,,,29,3,90%,1,6,3,1,1,1,1,0,0,0,0,,,1.0,,,
21663,Torino,503,3419,Afriyie Acquah,https://media.api-sports.io/football/players/3419.png,90,6,M,6.3,False,False,2,0,,,35,1,87%,2,9,4,1,1,1,2,0,0,0,0,,,,,,
21663,Torino,503,90370,Giuseppe Vives,https://media.api-sports.io/football/players/90370.png,58,20,M,6.8,False,False,1,0,,,12,0,75%,1,6,4,0,0,0,0,0,0,0,0,,1.0,,,,
21663,Torino,503,49938,Joel Obi,https://media.api-sports.io/football/players/49938.png,69,22,M,6.7,False,False,1,0,,,21,0,87%,3,15,8,2,2,3,5,1,0,0,0,,1.0,,,,1.0
21663,Torino,503,2460,Josef Martínez,https://media.api-sports.io/football/players/2460.png,90,17,F,7.0,False,False,2,0,,,18,5,94%,0,6,1,1,0,1,2,1,0,0,0,,,,,,
21663,Torino,503,30509,Andrea Belotti,https://media.api-sports.io/football/players/30509.png,90,9,F,7.4,False,False,4,2,,,15,2,78%,0,11,6,0,0,3,2,0,0,0,1,,,,1.0,1.0,
21663,Torino,503,2002,Adem Ljajić,https://media.api-sports.io/football/players/2002.png,28,10,M,6.7,False,False,1,0,,,5,1,62%,0,3,1,1,1,0,0,0,0,0,0,,,,,,
21663,Torino,503,30506,Daniele Baselli,https://media.api-sports.io/football/players/30506.png,21,8,M,7.5,False,False,5,2,,,15,1,93%,0,1,0,0,0,0,0,0,0,0,0,,,,1.0,,
21663,Torino,503,608,Lucas Boyé,https://media.api-sports.io/football/players/608.png,62,31,F,6.3,False,False,2,0,,,14,0,63%,0,14,3,4,2,1,2,0,0,0,0,,2.0,,,,
21663,Torino,503,10576,Maxi López,https://media.api-sports.io/football/players/10576.png,32,11,F,6.6,False,False,2,0,,,4,0,100%,0,3,1,0,0,0,1,0,0,0,0,,,,,,
21658,Chievo,491,30734,Stefano Sorrentino,https://media.api-sports.io/football/players/30734.png,90,70,G,7.6,False,False,0,0,0.0,3.0,10,0,40%,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,
21658,Chievo,491,30548,Fabrizio Cacciatore,https://media.api-sports.io/football/players/30548.png,90,29,D,7.8,False,False,0,0,,,28,2,73%,3,5,3,1,0,1,1,0,0,0,0,,,1.0,,,
21658,Chievo,491,30952,Dario Dainelli,https://media.api-sports.io/football/players/30952.png,90,3,D,7.2,False,False,0,0,,,19,0,73%,4,1,0,0,0,0,1,0,0,0,0,,,,,,
21658,Chievo,491,30738,Boštjan Cesar,https://media.api-sports.io/football/players/30738.png,90,12,D,6.8,False,False,0,0,,,13,0,72%,2,6,3,0,0,0,1,0,0,0,0,,,,,,
21658,Chievo,491,31013,Massimo Gobbi,https://media.api-sports.io/football/players/31013.png,90,18,D,7.3,False,False,1,0,,,26,0,74%,0,8,4,2,1,2,0,0,0,0,0,,1.0,,,,
21658,Chievo,491,30567,Lucas Castro,https://media.api-sports.io/football/players/30567.png,62,19,M,6.9,False,False,2,1,,,14,2,77%,3,5,1,0,0,1,0,0,0,0,0,,1.0,,,,
21658,Chievo,491,30782,Ivan Radovanović,https://media.api-sports.io/football/players/30782.png,90,8,M,6.6,False,False,1,0,,,31,0,88%,0,4,1,0,0,1,2,1,0,0,0,,,,,,
21658,Chievo,491,30750,Përparim Hetemaj,https://media.api-sports.io/football/players/30750.png,90,56,M,7.1,False,False,0,0,,,27,3,81%,2,16,8,2,1,2,3,0,0,0,0,,2.0,,,,
21658,Chievo,491,30559,Valter Birsa,https://media.api-sports.io/football/players/30559.png,86,23,M,8.2,False,False,5,2,,,31,0,88%,3,5,3,1,1,0,0,0,0,0,0,,,,2.0,,
21658,Chievo,491,30758,Riccardo Meggiorini,https://media.api-sports.io/football/players/30758.png,77,69,F,7.1,False,False,1,0,,,11,0,61%,1,15,8,2,2,2,4,1,0,0,0,,1.0,,,,
21658,Chievo,491,31031,Roberto Inglese,https://media.api-sports.io/football/players/31031.png,90,45,F,6.5,False,False,2,1,,,11,1,73%,0,25,10,1,1,3,2,0,0,0,0,,4.0,,,,
21658,Chievo,491,30508,Vittorio Parigini,https://media.api-sports.io/football/players/30508.png,4,27,M,6.3,False,True,0,0,,,1,0,100%,0,4,1,1,0,1,0,0,0,0,0,,1.0,,,,
21658,Chievo,491,30754,Nicola Rigoni,https://media.api-sports.io/football/players/30754.png,28,4,M,6.3,False,True,0,0,,,3,0,42%,0,9,2,0,0,0,1,0,0,0,0,,1.0,,,,
21658,Chievo,491,30759,Sergio Pellissier,https://media.api-sports.io/football/players/30759.png,13,31,F,6.5,False,True,0,0,,,5,1,83%,0,3,1,0,0,0,0,0,0,0,0,,2.0,,,,
21658,Inter,505,188,Samir Handanovič,https://media.api-sports.io/football/players/188.png,90,1,G,6.4,False,False,0,0,2.0,2.0,14,0,77%,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,
21658,Inter,505,193,Danilo D'Ambrosio,https://media.api-sports.io/football/players/193.png,90,33,D,6.3,False,False,1,0,,,73,0,92%,4,15,5,1,0,3,3,1,0,0,0,,1.0,,,,
21658,Inter,505,197,Andrea Ranocchia,https://media.api-sports.io/football/players/197.png,90,13,D,7.4,False,False,2,1,,,45,0,86%,1,14,10,1,1,0,3,0,0,0,0,,1.0,,,,
21658,Inter,505,195,João Miranda,https://media.api-sports.io/football/players/195.png,90,25,D,6.8,False,False,2,0,,,63,0,92%,1,12,6,1,1,1,1,0,0,0,0,,1.0,,,,
21658,Inter,505,202,Antonio Candreva,https://media.api-sports.io/football/players/202.png,60,87,M,6.7,False,False,2,0,,,33,1,76%,0,5,3,3,2,0,0,0,0,0,0,,1.0,,,,
21658,Inter,505,926,Geoffrey Kondogbia,https://media.api-sports.io/football/players/926.png,90,7,M,7.7,False,False,3,1,,,47,0,87%,2,27,17,9,9,4,3,1,0,0,0,,2.0,,,,
21658,Inter,505,1982,Gary Medel,https://media.api-sports.io/football/players/1982.png,90,17,M,7.0,False,False,0,0,,,71,0,97%,4,2,1,0,0,1,0,1,0,0,0,,,,,,
21658,Inter,505,440,Yuto Nagatomo,https://media.api-sports.io/football/players/440.png,90,55,D,7.1,False,False,0,0,,,47,1,74%,4,8,6,0,0,1,1,0,0,0,0,,,,,,
21658,Inter,505,2050,Éver Banega,https://media.api-sports.io/football/players/2050.png,70,19,M,7.4,False,False,0,0,,,56,4,90%,1,6,3,0,0,1,0,0,0,0,0,,,,,,
21658,Inter,505,12795,Éder,https://media.api-sports.io/football/players/12795.png,75,23,F,6.5,False,False,2,1,,,13,0,72%,1,6,3,0,0,2,1,0,0,0,0,,,,,,
21658,Inter,505,216,Mauro Icardi,https://media.api-sports.io/football/players/216.png,90,9,F,6.6,False,False,0,0,,,12,0,92%,2,4,2,0,0,1,0,0,0,0,0,,,,,,
21658,Inter,505,201,Marcelo Brozović,https://media.api-sports.io/football/players/201.png,20,77,M,6.4,False,False,1,0,,,13,0,76%,0,3,2,0,0,0,0,1,0,0,0,,,,,,
21658,Inter,505,207,Ivan Perišić,https://media.api-sports.io/football/players/207.png,30,44,M,6.4,False,False,0,0,,,13,0,68%,0,3,2,0,0,0,0,0,0,0,0,,,,,,
21658,Inter,505,30489,Rodrigo Palacio,https://media.api-sports.io/football/players/30489.png,15,8,F,6.8,False,False,0,0,,,8,2,80%,0,1,0,0,0,0,1,0,0,0,0,,,,,,
21660,Genoa,495,30820,Eugenio Lamanna,https://media.api-sports.io/football/players/30820.png,90,23,G,6.5,False,False,0,0,1.0,2.0,9,0,81%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,
21660,Genoa,495,30501,Armando Izzo,https://media.api-sports.io/football/players/30501.png,90,5,D,7.7,False,False,0,0,,,74,3,88%,6,14,9,3,3,3,3,1,0,0,0,,,,,,
21660,Genoa,495,91308,Nicolás Burdisso,https://media.api-sports.io/football/players/91308.png,90,8,D,7.1,False,False,1,0,,,51,0,89%,4,6,3,0,0,0,2,1,0,0,0,,,,,,
21660,Genoa,495,46705,Santiago Gentiletti,https://media.api-sports.io/football/players/46705.png,90,3,D,7.0,False,False,0,0,,,81,0,89%,0,4,3,0,0,1,0,0,0,0,0,,,,,,
21660,Genoa,495,2822,Darko Lazović,https://media.api-sports.io/football/players/2822.png,89,22,M,6.9,False,False,1,0,,,31,2,93%,1,4,1,2,0,0,0,0,0,0,0,,1.0,1.0,,,
21660,Genoa,495,2452,Tomás Rincón,https://media.api-sports.io/football/players/2452.png,90,88,M,7.8,False,False,1,0,,,50,2,89%,0,14,11,1,1,3,1,0,0,0,0,,1.0,1.0,,,
21660,Genoa,495,30781,Miguel Veloso,https://media.api-sports.io/football/players/30781.png,90,44,M,7.1,False,False,1,0,,,77,3,92%,2,13,5,0,0,0,3,1,0,0,0,,2.0,1.0,,,
21660,Genoa,495,1643,Diego Laxalt,https://media.api-sports.io/football/players/1643.png,90,93,M,7.8,False,False,2,1,,,45,2,81%,2,14,8,6,3,1,2,0,0,0,0,,,,1.0,,
21660,Genoa,495,30791,Goran Pandev,https://media.api-sports.io/football/players/30791.png,62,27,F,6.8,False,False,3,1,,,11,3,84%,0,10,4,5,3,0,0,0,0,0,0,,,,,,
21660,Genoa,495,30573,Leonardo Pavoletti,https://media.api-sports.io/football/players/30573.png,90,19,F,7.1,False,False,4,1,,,15,2,83%,1,13,6,0,0,0,2,0,0,0,0,,,,,,
21660,Genoa,495,1911,Lucas Ocampos,https://media.api-sports.io/football/players/1911.png,83,11,M,7.3,False,False,5,0,,,26,2,92%,0,19,11,11,6,1,0,0,0,0,0,,,,,,
21660,Genoa,495,31724,Riccardo Fiamozzi,https://media.api-sports.io/football/players/31724.png,1,29,D,–,False,True,0,0,,,1,0,100%,1,0,0,0,0,0,0,0,0,0,0,,,,,,
21660,Genoa,495,31025,Luca Rigoni,https://media.api-sports.io/football/players/31025.png,7,30,M,7.2,False,True,1,1,,,5,0,55%,1,1,0,0,0,0,0,1,0,0,0,,1.0,,1.0,,
21660,Genoa,495,1130,Olivier Ntcham,https://media.api-sports.io/football/players/1130.png,28,10,M,7.3,False,True,3,2,,,15,0,100%,0,4,1,2,0,0,0,0,0,0,0,,1.0,,1.0,,
21660,Cagliari,490,91376,Marco Storari,https://media.api-sports.io/football/players/91376.png,90,30,G,6.3,False,False,0,0,3.0,3.0,16,0,55%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,
21660,Cagliari,490,30549,Luca Ceppitelli,https://media.api-sports.io/football/players/30549.png,90,23,D,6.1,False,False,0,0,,,17,0,77%,2,12,4,0,0,0,1,0,0,0,0,,5.0,,,,
21660,Cagliari,490,31015,Bruno Alves,https://media.api-sports.io/football/players/31015.png,90,2,D,7.2,False,False,1,1,,,22,0,75%,3,4,4,0,0,1,0,0,0,0,0,,,,,,
21660,Cagliari,490,31072,Marco Capuano,https://media.api-sports.io/football/players/31072.png,82,24,D,5.9,False,False,0,0,,,17,0,65%,0,11,5,0,0,1,0,0,0,0,0,,3.0,,,,
21660,Cagliari,490,1344,Mauricio Isla,https://media.api-sports.io/football/players/1344.png,90,3,D,6.7,False,False,0,0,,,10,0,62%,6,12,7,1,1,2,0,0,0,0,0,,3.0,,,,
21660,Cagliari,490,30569,Simone Padoin,https://media.api-sports.io/football/players/30569.png,90,20,M,6.8,False,False,0,0,,,10,0,50%,0,10,7,0,0,0,0,0,0,0,0,,,,,,
21660,Cagliari,490,31679,Davide Di Gennaro,https://media.api-sports.io/football/players/31679.png,69,8,M,7.5,False,False,0,0,,,18,1,81%,3,9,5,1,0,2,0,0,0,0,0,,2.0,,,,
21660,Cagliari,490,30564,Artur Ioniță,https://media.api-sports.io/football/players/30564.png,90,21,M,5.8,False,False,0,0,,,7,0,77%,0,20,8,2,2,1,2,1,0,0,0,,2.0,,,,
21660,Cagliari,490,30447,Nicola Murru,https://media.api-sports.io/football/players/30447.png,90,29,D,6.8,False,False,0,0,,,15,1,62%,3,5,3,0,0,0,0,0,0,0,0,,,,,,
21660,Cagliari,490,91319,Marco Borriello,https://media.api-sports.io/football/players/91319.png,90,22,F,6.6,False,False,1,1,,,7,0,63%,0,14,4,0,0,3,3,1,0,0,0,,,,1.0,,
21660,Cagliari,490,30464,Marco Sau,https://media.api-sports.io/football/players/30464.png,73,25,F,7.0,False,False,1,1,,,6,1,54%,0,9,4,1,1,2,3,0,0,0,0,,,1.0,,,
21660,Cagliari,490,31055,Marko Pajač,https://media.api-sports.io/football/players/31055.png,8,33,D,6.0,False,False,0,0,,,1,0,100%,0,3,0,0,0,0,0,0,0,0,0,,,,,,
