rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
3,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,74,42,Super League 1: Championship Round,DWLWD,up,Promotion - Europa Conference League (Qualification),36,23,5,8,78,36,5,4,0,1,12,5,5,1,2,2,8,7
4,617,Panathinaikos,https://media.api-sports.io/football/teams/617.png,72,45,Super League 1: Championship Round,DLLLW,down,Promotion - Europa Conference League (Qualification),36,22,6,8,82,37,5,2,1,2,9,8,5,3,0,2,11,8
5,1123,Aris Thessalonikis,https://media.api-sports.io/football/teams/1123.png,55,7,Super League 1: Championship Round,LWWDL,same,,36,16,7,13,51,44,5,1,1,3,6,8,5,3,0,2,6,7
6,956,Lamia,https://media.api-sports.io/football/teams/956.png,35,-36,Super League 1: Championship Round,LLLDL,same,,36,9,8,19,43,79,5,0,1,4,4,19,5,0,0,5,4,16
1,619,PAOK,https://media.api-sports.io/football/teams/619.png,60,45,Super League 1: Regular Season,WWWLD,up,Championship Round,26,19,3,4,66,21,13,10,2,1,32,8,13,9,1,3,34,13
2,575,AEK Athens FC,https://media.api-sports.io/football/teams/575.png,59,35,Super League 1: Regular Season,DWWWD,down,Championship Round,26,17,8,1,60,25,13,10,3,0,32,9,13,7,5,1,28,16
3,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,57,34,Super League 1: Regular Season,WWWWW,up,Championship Round,26,18,3,5,58,24,13,10,0,3,36,13,13,8,3,2,22,11
4,617,Panathinaikos,https://media.api-sports.io/football/teams/617.png,56,41,Super League 1: Regular Season,DWDDW,down,Championship Round,26,17,5,4,62,21,13,9,3,1,33,8,13,8,2,3,29,13
5,1123,Aris Thessalonikis,https://media.api-sports.io/football/teams/1123.png,42,10,Super League 1: Regular Season,DLWWD,same,Championship Round,26,12,6,8,39,29,13,8,3,2,24,14,13,4,3,6,15,15
6,956,Lamia,https://media.api-sports.io/football/teams/956.png,34,-9,Super League 1: Regular Season,LLLDW,same,Championship Round,26,9,7,10,35,44,13,6,2,5,19,19,13,3,5,5,16,25
7,955,Asteras Tripolis,https://media.api-sports.io/football/teams/955.png,31,-10,Super League 1: Regular Season,LDLDL,down,Relegation Round,26,9,4,13,36,46,13,5,3,5,20,24,13,4,1,8,16,22
8,12260,Atromitos,https://media.api-sports.io/football/teams/12260.png,28,-15,Super League 1: Regular Season,DWDLL,down,Relegation Round,26,6,10,10,29,44,13,4,6,3,16,18,13,2,4,7,13,26
9,2099,Panserraikos,https://media.api-sports.io/football/teams/2099.png,27,-17,Super League 1: Regular Season,WLDLL,down,Relegation Round,26,6,9,11,28,45,13,4,6,3,16,17,13,2,3,8,12,28
10,1124,OFI,https://media.api-sports.io/football/teams/1124.png,25,-18,Super League 1: Regular Season,DLDWL,down,Relegation Round,26,5,10,11,26,44,13,5,5,3,18,14,13,0,5,8,8,30
11,5050,Kifisia,https://media.api-sports.io/football/teams/5050.png,21,-25,Super League 1: Regular Season,DDDLW,down,Relegation Round,26,4,9,13,31,56,13,3,5,5,20,25,13,1,4,8,11,31
12,949,Panetolikos,https://media.api-sports.io/football/teams/949.png,20,-20,Super League 1: Regular Season,DLLDW,down,Relegation Round,26,4,8,14,26,46,13,4,3,6,15,22,13,0,5,8,11,24
13,2110,Volos NFC,https://media.api-sports.io/football/teams/2110.png,19,-28,Super League 1: Regular Season,LWLLL,down,Relegation Round,26,4,7,15,24,52,13,3,3,7,17,26,13,1,4,8,7,26
14,950,PAS Giannina,https://media.api-sports.io/football/teams/950.png,18,-23,Super League 1: Regular Season,DLDWD,down,Relegation Round,26,3,9,14,25,48,13,2,5,6,11,19,13,1,4,8,14,29
