rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,541,Real Madrid,https://media.api-sports.io/football/teams/541.png,86,49,Primera División,DDWLW,same,Promotion - Champions League (Group Stage),38,26,8,4,80,31,19,13,5,1,44,13,19,13,3,3,36,18
2,529,Barcelona,https://media.api-sports.io/football/teams/529.png,73,30,Primera División,LDWWW,same,Promotion - Champions League (Group Stage),38,21,10,7,68,38,19,12,2,5,37,19,19,9,8,2,31,19
3,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,71,22,Primera División,WDWWL,same,Promotion - Champions League (Group Stage),38,21,8,9,65,43,19,12,5,2,33,16,19,9,3,7,32,27
4,536,Sevilla,https://media.api-sports.io/football/teams/536.png,70,23,Primera División,WDDDD,same,Promotion - Champions League (Group Stage),38,18,16,4,53,30,19,12,6,1,36,17,19,6,10,3,17,13
5,543,Real Betis,https://media.api-sports.io/football/teams/543.png,65,22,Primera División,DWWLD,same,Promotion - Europa League (Group Stage),38,19,8,11,62,40,19,10,2,7,34,22,19,9,6,4,28,18
6,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,62,3,Primera División,LWWLD,same,Promotion - Europa League (Group Stage),38,17,11,10,40,37,19,10,5,4,16,9,19,7,6,6,24,28
7,533,Villarreal,https://media.api-sports.io/football/teams/533.png,59,26,Primera División,WLWDL,same,Promotion - Europa Conference League (Qualification),38,16,11,11,63,37,19,10,6,3,40,18,19,6,5,8,23,19
8,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,55,7,Primera División,LWLDW,same,,38,14,13,11,43,36,19,10,4,5,29,18,19,4,9,6,14,18
9,532,Valencia,https://media.api-sports.io/football/teams/532.png,48,-5,Primera División,WDLDD,same,,38,11,15,12,48,53,19,6,8,5,26,24,19,5,7,7,22,29
10,727,Osasuna,https://media.api-sports.io/football/teams/727.png,47,-14,Primera División,LLDDD,same,,38,12,11,15,37,51,19,5,7,7,17,26,19,7,4,8,20,25
11,538,Celta Vigo,https://media.api-sports.io/football/teams/538.png,46,0,Primera División,LWLWD,same,,38,12,10,16,43,43,19,7,4,8,26,23,19,5,6,8,17,20
12,728,Rayo Vallecano,https://media.api-sports.io/football/teams/728.png,42,-11,Primera División,LLLDD,same,,38,11,9,18,39,50,19,8,5,6,26,22,19,3,4,12,13,28
13,797,Elche,https://media.api-sports.io/football/teams/797.png,42,-12,Primera División,WLLLD,same,,38,11,9,18,40,52,19,7,6,6,24,21,19,4,3,12,16,31
14,540,Espanyol,https://media.api-sports.io/football/teams/540.png,42,-13,Primera División,DDLDL,same,,38,10,12,16,40,53,19,9,6,4,25,19,19,1,6,12,15,34
15,546,Getafe,https://media.api-sports.io/football/teams/546.png,39,-8,Primera División,LDDDD,same,,38,8,15,15,33,41,19,7,7,5,21,15,19,1,8,10,12,26
16,798,Mallorca,https://media.api-sports.io/football/teams/798.png,39,-27,Primera División,WWDLL,same,,38,10,9,19,36,63,19,7,6,6,20,25,19,3,3,13,16,38
17,724,Cadiz,https://media.api-sports.io/football/teams/724.png,39,-16,Primera División,WDLWD,same,,38,8,15,15,35,51,19,3,9,7,19,24,19,5,6,8,16,27
18,715,Granada CF,https://media.api-sports.io/football/teams/715.png,38,-17,Primera División,DLWWD,same,Relegation - LaLiga2,38,8,14,16,44,61,19,5,7,7,22,29,19,3,7,9,22,32
19,539,Levante,https://media.api-sports.io/football/teams/539.png,35,-25,Primera División,WWLWD,same,Relegation - LaLiga2,38,8,11,19,51,76,19,5,7,7,28,30,19,3,4,12,23,46
20,542,Alaves,https://media.api-sports.io/football/teams/542.png,31,-34,Primera División,LLWLW,same,Relegation - LaLiga2,38,8,7,23,31,65,19,7,4,8,17,21,19,1,3,15,14,44
