fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,duels_total,duels_won,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,passes_key,tackles_total,tackles_blocks,tackles_interceptions,dribbles_attempts,dribbles_past,fouls_drawn,fouls_committed,shots_total,shots_on,goals_total,offsides,dribbles_success,penalty_won,penalty_commited,goals_assists
720742,Mallorca,798,26302,Pablo Maffeo,https://media.api-sports.io/football/players/26302.png,90.0,15,D,6.9,False,False,0,,23.0,19,8.0,6.0,0,0,0,0,,,2.0,,3.0,1.0,,1.0,,,,,,1.0,,,
720742,Mallorca,798,46738,Martin Valjent,https://media.api-sports.io/football/players/46738.png,90.0,24,D,6.9,False,False,0,,31.0,26,4.0,2.0,0,0,0,0,,,,2.0,,,,1.0,1.0,,,,,,,,
720742,Mallorca,798,46733,Antonio Raillo,https://media.api-sports.io/football/players/46733.png,90.0,21,D,6.6,False,False,0,,38.0,31,5.0,3.0,0,0,0,0,,,,,,,,2.0,1.0,1.0,1.0,,,,,,
720742,Mallorca,798,46764,Brian Oliván,https://media.api-sports.io/football/players/46764.png,90.0,3,D,7.5,False,False,0,,21.0,13,4.0,2.0,0,0,0,0,,1.0,2.0,,,,1.0,,,2.0,1.0,1.0,,,,,
720742,Mallorca,798,46743,Salva Sevilla,https://media.api-sports.io/football/players/46743.png,61.0,8,M,6.7,False,False,0,,35.0,28,3.0,1.0,0,0,0,0,,,1.0,,,,,,1.0,,,,,,,,
720742,Mallorca,798,46739,Iddrisu Baba,https://media.api-sports.io/football/players/46739.png,90.0,12,M,7.5,False,False,0,,31.0,25,13.0,10.0,0,0,0,0,,1.0,7.0,,2.0,,1.0,1.0,1.0,,,,,,,,
720742,Mallorca,798,47007,Iñigo Ruiz De Galarreta,https://media.api-sports.io/football/players/47007.png,72.0,4,M,6.6,False,False,0,,28.0,27,5.0,3.0,0,0,0,0,,1.0,1.0,,,,1.0,2.0,1.0,,,,,,,,
720742,Mallorca,798,122,Jordi Mboula,https://media.api-sports.io/football/players/122.png,72.0,7,F,6.9,False,False,0,,9.0,4,12.0,8.0,0,0,0,0,,,2.0,,,2.0,,3.0,1.0,2.0,,,2.0,1.0,,,
720742,Mallorca,798,47266,Ángel Rodríguez,https://media.api-sports.io/football/players/47266.png,61.0,22,F,6.5,False,False,0,,6.0,5,4.0,1.0,0,0,0,0,,,,,,,2.0,1.0,1.0,,,,1.0,,,,
720742,Mallorca,798,46742,Dani Rodriguez,https://media.api-sports.io/football/players/46742.png,89.0,14,F,7.5,False,False,0,,22.0,15,9.0,4.0,0,0,0,0,,1.0,1.0,,1.0,2.0,,1.0,3.0,,,,,1.0,,,1.0
720742,Mallorca,798,61142,Dominik Greif,https://media.api-sports.io/football/players/61142.png,,13,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
720742,Mallorca,798,46736,Franco Russo,https://media.api-sports.io/football/players/46736.png,,5,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
720742,Mallorca,798,46737,Joan Sastre,https://media.api-sports.io/football/players/46737.png,,2,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
720742,Mallorca,798,104793,Amath Ndiaye,https://media.api-sports.io/football/players/104793.png,29.0,23,F,6.3,False,True,0,,2.0,2,4.0,1.0,0,0,0,0,,,,,,,,1.0,,,,,,,,,
720742,Mallorca,798,46711,Aleix Febas,https://media.api-sports.io/football/players/46711.png,18.0,6,M,6.2,False,True,0,,8.0,5,6.0,2.0,1,0,0,0,,,,,,1.0,,1.0,2.0,,,,,,,,
720742,Mallorca,798,58,Víctor Mollejo,https://media.api-sports.io/football/players/58.png,,35,F,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
720742,Mallorca,798,32862,Takefusa Kubo,https://media.api-sports.io/football/players/32862.png,29.0,17,M,6.7,False,True,0,,4.0,3,5.0,4.0,0,0,0,0,,,,,,1.0,,3.0,,1.0,,,,1.0,,,
720742,Mallorca,798,1484,Rodrigo Battaglia,https://media.api-sports.io/football/players/1484.png,,16,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
720742,Mallorca,798,40419,Aleksandar Sedlar,https://media.api-sports.io/football/players/40419.png,1.0,20,D,,False,True,0,,2.0,2,2.0,2.0,0,0,0,0,,,1.0,,,,,1.0,,,,,,,,,
720742,Mallorca,798,46749,Lago Júnior,https://media.api-sports.io/football/players/46749.png,18.0,11,F,6.2,False,True,0,,6.0,3,4.0,,0,0,0,0,,,,,,1.0,,,,,,,,,,,
720742,Mallorca,798,188617,Pablo Gálvez,https://media.api-sports.io/football/players/188617.png,,27,F,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
720742,Mallorca,798,46751,Abdón Prats,https://media.api-sports.io/football/players/46751.png,,9,F,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
720742,Real Betis,543,46672,Rui Silva,https://media.api-sports.io/football/players/46672.png,90.0,13,G,6.3,False,False,1,1.0,32.0,28,,,0,0,0,0,0.0,,,,,,,,,,,,,,,,
720742,Real Betis,543,18965,Martín Montoya,https://media.api-sports.io/football/players/18965.png,90.0,2,D,7.2,False,False,0,,57.0,52,8.0,5.0,0,0,0,0,,,3.0,,4.0,,1.0,1.0,1.0,,,,,,,,
720742,Real Betis,543,1565,Edgar Gonzalez,https://media.api-sports.io/football/players/1565.png,90.0,3,D,6.9,False,False,0,,78.0,69,9.0,7.0,1,0,0,0,,,1.0,,,1.0,,,2.0,,,,,1.0,,,
720742,Real Betis,543,1693,Víctor Ruiz,https://media.api-sports.io/football/players/1693.png,90.0,6,D,6.2,False,False,0,,67.0,56,5.0,2.0,0,0,0,0,,,,,,1.0,,,,1.0,,,,,,,
720742,Real Betis,543,47547,Álex Moreno,https://media.api-sports.io/football/players/47547.png,26.0,15,D,6.2,False,False,0,,9.0,7,1.0,,0,0,0,0,,,,,,1.0,,,,,,,,,,,
720742,Real Betis,543,1568,Paul Akouokou,https://media.api-sports.io/football/players/1568.png,82.0,4,M,7,False,False,0,,59.0,52,10.0,5.0,1,0,0,0,,,2.0,,4.0,1.0,1.0,,4.0,1.0,,,,1.0,,,
720742,Real Betis,543,1570,Sergio Canales,https://media.api-sports.io/football/players/1570.png,90.0,10,M,7,True,False,0,,84.0,78,3.0,1.0,0,0,0,0,,2.0,,,,,,1.0,1.0,1.0,,,,,,,
720742,Real Betis,543,185477,Rodrigo Sánchez,https://media.api-sports.io/football/players/185477.png,55.0,28,M,6.7,False,False,0,,21.0,17,1.0,1.0,0,0,0,0,,1.0,,,,,,1.0,,,,,,,,,
720742,Real Betis,543,668,Nabil Fekir,https://media.api-sports.io/football/players/668.png,82.0,8,M,6.9,False,False,0,,39.0,34,15.0,6.0,0,0,0,0,,1.0,,,1.0,3.0,,5.0,3.0,1.0,,,,1.0,,,
720742,Real Betis,543,47119,Aitor Ruibal,https://media.api-sports.io/football/players/47119.png,55.0,24,M,6.2,False,False,0,,14.0,13,7.0,2.0,0,0,0,0,,1.0,,,,3.0,,1.0,3.0,,,,,1.0,,,
720742,Real Betis,543,47348,Borja Iglesias,https://media.api-sports.io/football/players/47348.png,90.0,9,F,6.7,False,False,0,,20.0,16,3.0,,0,0,0,0,,,,,,,,,1.0,1.0,,,,,,,
720742,Real Betis,543,614,Claudio Bravo,https://media.api-sports.io/football/players/614.png,,25,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
720742,Real Betis,543,185599,Jose Calderon,https://media.api-sports.io/football/players/185599.png,64.0,36,F,7,False,True,0,,38.0,37,8.0,3.0,0,0,0,0,,1.0,2.0,,,,2.0,1.0,1.0,,,,,,,,
720742,Real Betis,543,104986,Kike Hermoso,https://media.api-sports.io/football/players/104986.png,,37,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
