fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals,goals_prevented
1215844,59,Preston,https://media.api-sports.io/football/teams/59.png,2,6,12,4,8,4,11,3,2,46%,1,,1,351,278,79%,0.64,0
1215844,62,Sheffield Utd,https://media.api-sports.io/football/teams/62.png,3,7,11,1,4,7,14,6,3,54%,0,,2,424,345,81%,1.02,0
1215843,67,Blackburn,https://media.api-sports.io/football/teams/67.png,7,4,11,0,7,4,9,1,2,47%,1,,2,398,346,87%,2.05,0
1215843,69,Derby,https://media.api-sports.io/football/teams/69.png,4,6,12,2,8,4,10,9,1,53%,3,,3,425,356,84%,1.08,0
1215845,43,Cardiff,https://media.api-sports.io/football/teams/43.png,4,4,12,4,9,3,10,4,1,65%,0,,2,575,508,88%,1.02,1
1215845,746,Sunderland,https://media.api-sports.io/football/teams/746.png,4,4,11,3,10,1,8,4,3,35%,2,,4,313,250,80%,1.80,1
1215849,58,Millwall,https://media.api-sports.io/football/teams/58.png,4,7,16,5,12,4,11,5,2,54%,2,,2,403,307,76%,2.00,0
1215849,38,Watford,https://media.api-sports.io/football/teams/38.png,5,3,10,2,6,4,15,5,1,46%,3,,1,354,269,76%,1.12,0
1215847,63,Leeds,https://media.api-sports.io/football/teams/63.png,10,6,22,6,17,5,19,12,0,69%,2,,1,503,419,83%,3.39,0
1215847,1355,Portsmouth,https://media.api-sports.io/football/teams/1355.png,4,1,5,0,2,3,21,0,1,31%,4,,7,240,146,61%,0.94,0
1215846,64,Hull City,https://media.api-sports.io/football/teams/64.png,5,3,11,3,7,4,10,2,2,46%,0,,2,421,343,81%,1.67,0
1215846,56,Bristol City,https://media.api-sports.io/football/teams/56.png,3,8,15,4,12,3,13,8,2,54%,2,,4,472,387,82%,1.25,0
1215848,70,Middlesbrough,https://media.api-sports.io/football/teams/70.png,4,7,18,7,14,4,14,6,3,36%,1,,0,315,237,75%,2.86,0
1215848,76,Swansea,https://media.api-sports.io/football/teams/76.png,0,2,5,3,4,1,12,9,3,64%,4,,2,546,465,85%,0.47,0
1215851,72,QPR,https://media.api-sports.io/football/teams/72.png,6,2,11,3,9,2,7,12,3,39%,1,,1,300,220,73%,0.85,0
1215851,60,West Brom,https://media.api-sports.io/football/teams/60.png,4,1,7,2,7,0,7,3,1,61%,0,,5,497,416,84%,1.49,0
