fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,duels_total,duels_won,dribbles_attempts,dribbles_success,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,shots_total,shots_on,passes_key,tackles_total,tackles_interceptions,fouls_drawn,fouls_committed,goals_assists,tackles_blocks,goals_total,dribbles_past,offsides,penalty_commited,penalty_won
1126342,BK Hacken,367,48027,Ali Youssef,https://media.api-sports.io/football/players/48027.png,,10,M,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1126343,Qarabag,556,1197,Andrey Lunev,https://media.api-sports.io/football/players/1197.png,90.0,99,G,7.2,False,False,0,2.0,21.0,8,2.0,2.0,,,0,0,0,0,0.0,,,,,,1.0,,,,,,,,
1126343,Qarabag,556,10018,Matheus Silva,https://media.api-sports.io/football/players/10018.png,88.0,2,D,7.2,False,False,0,,38.0,32,9.0,5.0,1.0,1.0,0,0,0,0,,1.0,1.0,2.0,,1.0,2.0,,,,,,,,
1126343,Qarabag,556,1536,Maksim Medvedev,https://media.api-sports.io/football/players/1536.png,82.0,5,D,6.9,True,False,0,,54.0,49,11.0,3.0,,,0,0,0,0,,,,,,1.0,1.0,3.0,,1.0,,1.0,,,
1126343,Qarabag,556,41823,Kevin Medina,https://media.api-sports.io/football/players/41823.png,90.0,81,D,7.6,False,False,0,,66.0,59,8.0,4.0,1.0,,1,0,0,0,,1.0,,,3.0,4.0,,,,,,,,,
1126343,Qarabag,556,124613,Elvin Cafarquliyev,https://media.api-sports.io/football/players/124613.png,90.0,44,D,7.2,False,False,0,,55.0,48,3.0,2.0,1.0,,0,0,0,0,,1.0,,1.0,1.0,1.0,,,,,,,,,
1126343,Qarabag,556,278547,Júlio Romão,https://media.api-sports.io/football/players/278547.png,90.0,6,M,7.2,False,False,0,,44.0,36,18.0,11.0,3.0,2.0,1,0,0,0,,,,2.0,5.0,2.0,2.0,4.0,,,,,,,
1126343,Qarabag,556,30864,Marko Janković,https://media.api-sports.io/football/players/30864.png,90.0,8,M,7.9,False,False,0,,81.0,69,8.0,2.0,2.0,1.0,1,0,0,0,,4.0,3.0,4.0,,1.0,1.0,1.0,,,,2.0,,,
1126343,Qarabag,556,134320,Leandro Andrade,https://media.api-sports.io/football/players/134320.png,82.0,15,M,8,False,False,0,,30.0,26,5.0,1.0,,,0,0,0,0,,3.0,1.0,2.0,1.0,,,1.0,,,1.0,1.0,,,
1126343,Qarabag,556,1371,Yassine Benzia,https://media.api-sports.io/football/players/1371.png,81.0,7,M,7.7,False,False,0,,51.0,46,6.0,3.0,4.0,2.0,0,0,0,0,,,,3.0,1.0,,,1.0,,,,,,,
1126343,Qarabag,556,1552,Abdellah Zoubir,https://media.api-sports.io/football/players/1552.png,90.0,10,M,7.5,False,False,0,,68.0,59,14.0,7.0,8.0,3.0,0,0,0,0,,2.0,1.0,4.0,1.0,,3.0,,,,,,2.0,,
1126343,Qarabag,556,9623,Juninho Vieira,https://media.api-sports.io/football/players/9623.png,89.0,18,F,6.9,False,False,0,,8.0,6,16.0,4.0,1.0,,0,0,0,0,,3.0,2.0,,,,2.0,2.0,,,,1.0,1.0,,
1126343,Qarabag,556,1542,Toral Bayramov,https://media.api-sports.io/football/players/1542.png,9.0,27,M,6.6,False,True,0,,8.0,6,2.0,2.0,,,0,0,0,0,,,,,1.0,,1.0,,,,,,,,
1126343,Qarabag,556,43284,Hamidou Keyta,https://media.api-sports.io/football/players/43284.png,8.0,17,F,6.6,False,True,0,,5.0,4,2.0,1.0,1.0,1.0,0,0,0,0,,,,,,,,,,,,,,,
1126343,Qarabag,556,1535,Bədavi Huseynov,https://media.api-sports.io/football/players/1535.png,8.0,55,D,6.6,False,True,0,,4.0,3,2.0,2.0,,,0,0,0,0,,,,,,,,,,,,,,,
1126343,Qarabag,556,375811,Nariman Akhundzade,https://media.api-sports.io/football/players/375811.png,9.0,90,M,6.3,False,True,0,,2.0,2,,,,,0,0,0,0,,,,,,,,,,,,,,,
1126343,Qarabag,556,11108,Patrick Andrade,https://media.api-sports.io/football/players/11108.png,1.0,66,M,,False,True,0,,2.0,1,1.0,,,,0,0,0,0,,,,,,,,,,,,,,,
1126343,Qarabag,556,334257,Amin Ramazanov,https://media.api-sports.io/football/players/334257.png,,89,G,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1126343,Qarabag,556,24665,Luka Gugeshashvili,https://media.api-sports.io/football/players/24665.png,,23,G,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1126343,Qarabag,556,70389,Bahlul Mustafazada,https://media.api-sports.io/football/players/70389.png,,13,D,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1126343,Qarabag,556,1534,Abbas Hüseynov,https://media.api-sports.io/football/players/1534.png,,30,D,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1126343,Qarabag,556,215930,Nihad Guliyev,https://media.api-sports.io/football/players/215930.png,,83,D,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1126343,Qarabag,556,1541,Richard Almeida,https://media.api-sports.io/football/players/1541.png,,20,M,,False,True,0,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,
1126343,Molde,329,39349,Jakob Karlstrom,https://media.api-sports.io/football/players/39349.png,90.0,1,G,8.5,False,False,1,7.0,31.0,20,3.0,2.0,,,0,0,0,0,0.0,,,,,,,,,,,,,,
1126343,Molde,329,39063,Casper Öyvann,https://media.api-sports.io/football/players/39063.png,90.0,3,D,6.9,False,False,0,,38.0,27,13.0,6.0,,,0,0,0,0,,,,,4.0,1.0,,2.0,,1.0,,,,,
1126343,Molde,329,39035,Martin Bjørnbak,https://media.api-sports.io/football/players/39035.png,90.0,2,D,6.6,False,False,0,,35.0,28,6.0,5.0,,,0,0,0,0,,,,,1.0,,,1.0,,,,,,,
1126343,Molde,329,15927,Anders Hagelskjær,https://media.api-sports.io/football/players/15927.png,90.0,25,D,6.6,False,False,0,,35.0,22,6.0,5.0,1.0,,0,0,0,0,,,,,2.0,1.0,1.0,,,,,,,,
