rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,48,West Ham,https://media.api-sports.io/football/teams/48.png,15,6,Group A,WWWLW,same,Promotion - Europa League (Play Offs: 1/8-finals),6,5,0,1,10,4,3,3,0,0,6,1,3,2,0,1,4,3
2,160,SC Freiburg,https://media.api-sports.io/football/teams/160.png,12,10,Group A,LWWWL,same,Promotion - Europa League (Play Offs: 1/16-finals),6,4,0,2,17,7,3,2,0,1,11,2,3,2,0,1,6,5
3,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,7,-3,Group A,WLLWD,same,Promotion - Europa Conference League (Play Offs: 1/16-finals),6,2,1,3,11,14,3,2,0,1,9,6,3,0,1,2,2,8
4,2646,TSC Backa Topola,https://media.api-sports.io/football/teams/2646.png,1,-13,Group A,LLLLD,same,,6,0,1,5,6,19,3,0,1,2,3,6,3,0,0,3,3,13
1,51,Brighton,https://media.api-sports.io/football/teams/51.png,13,5,Group B,WWWWD,same,Promotion - Europa League (Play Offs: 1/8-finals),6,4,1,1,10,5,3,2,0,1,5,3,3,2,1,0,5,2
2,81,Marseille,https://media.api-sports.io/football/teams/81.png,11,4,Group B,LWWWD,same,Promotion - Europa League (Play Offs: 1/16-finals),6,3,2,1,14,10,3,2,1,0,9,6,3,1,1,1,5,4
3,194,Ajax,https://media.api-sports.io/football/teams/194.png,5,-3,Group B,WLLLD,same,Promotion - Europa Conference League (Play Offs: 1/16-finals),6,1,2,3,10,13,3,1,1,1,6,6,3,0,1,2,4,7
4,575,AEK Athens FC,https://media.api-sports.io/football/teams/575.png,4,-6,Group B,LLLLD,same,,6,1,1,4,6,12,3,0,1,2,1,4,3,1,0,2,5,8
1,257,Rangers,https://media.api-sports.io/football/teams/257.png,11,2,Group C,WDWDL,same,Promotion - Europa League (Play Offs: 1/8-finals),6,3,2,1,8,6,3,2,1,0,4,2,3,1,1,1,4,4
2,628,Sparta Praha,https://media.api-sports.io/football/teams/628.png,10,2,Group C,WWLDL,same,Promotion - Europa League (Play Offs: 1/16-finals),6,3,1,2,9,7,3,2,1,0,4,2,3,1,0,2,5,5
3,543,Real Betis,https://media.api-sports.io/football/teams/543.png,9,2,Group C,LLWWW,same,Promotion - Europa Conference League (Play Offs: 1/16-finals),6,3,0,3,9,7,3,2,0,1,8,5,3,1,0,2,1,2
4,3408,Aris,https://media.api-sports.io/football/teams/3408.png,4,-6,Group C,LDLLW,same,,6,1,1,4,7,13,3,1,0,2,3,5,3,0,1,2,4,8
