fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,duels_total,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,goals_assists,passes_key,tackles_blocks,shots_total,shots_on,goals_total,offsides,penalty_won,penalty_commited
721261,Huesca,726,1684,Andrés Fernández,https://media.api-sports.io/football/players/1684.png,90.0,1,G,7.7,False,False,0,4.0,39.0,31,1.0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,
721261,Huesca,726,5971,Julio Buffarini,https://media.api-sports.io/football/players/5971.png,90.0,19,D,7.2,False,False,0,,39.0,30,12.0,0,0,0,0,,2.0,6.0,8.0,2.0,1.0,1.0,4.0,,,,,,,,,,
721261,Huesca,726,46896,Cristian Salvador,https://media.api-sports.io/football/players/46896.png,90.0,6,D,6.9,False,False,0,,69.0,64,12.0,0,0,0,0,,1.0,,6.0,1.0,,2.0,2.0,1.0,,,,,,,,,
721261,Huesca,726,47569,Jorge Pulido,https://media.api-sports.io/football/players/47569.png,90.0,14,D,9,True,False,0,,83.0,73,8.0,0,0,0,0,,,1.0,6.0,,,,1.0,,1.0,1.0,5.0,,,,,,
721261,Huesca,726,47139,Marc Mateu,https://media.api-sports.io/football/players/47139.png,84.0,21,D,7.3,False,False,0,,44.0,39,8.0,0,0,0,0,,2.0,,5.0,2.0,2.0,,1.0,1.0,,1.0,,,,,,,
721261,Huesca,726,41735,Kelechi Nwakali,https://media.api-sports.io/football/players/41735.png,65.0,8,M,6.9,False,False,0,,34.0,26,9.0,0,0,0,0,,,1.0,5.0,1.0,1.0,,2.0,,,1.0,,1.0,1.0,,,,
721261,Huesca,726,755,Jaime Seoane,https://media.api-sports.io/football/players/755.png,90.0,20,M,7.9,False,False,0,,43.0,41,10.0,0,0,0,0,,,2.0,6.0,1.0,1.0,,3.0,2.0,,,1.0,1.0,1.0,1.0,,,
721261,Huesca,726,47287,Mikel Rico,https://media.api-sports.io/football/players/47287.png,90.0,17,M,6.3,False,False,0,,49.0,38,5.0,0,0,0,0,,1.0,,1.0,,,1.0,,,,1.0,,,,,,,
721261,Huesca,726,60,Joaquín Muñoz,https://media.api-sports.io/football/players/60.png,65.0,11,F,7.3,False,False,0,,13.0,11,2.0,0,0,0,0,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,
721261,Huesca,726,47179,Dani Escriche,https://media.api-sports.io/football/players/47179.png,90.0,10,F,6.5,False,False,0,,18.0,13,13.0,1,0,0,0,,1.0,,4.0,3.0,1.0,,,4.0,,,,,,,,,
721261,Huesca,726,47573,David Ferreiro,https://media.api-sports.io/football/players/47573.png,80.0,7,F,7.3,False,False,0,,30.0,27,10.0,0,0,0,0,,1.0,3.0,7.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,
721261,Huesca,726,131551,Miguel San Roman,https://media.api-sports.io/football/players/131551.png,,13,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721261,Huesca,726,21433,Florian Miguel,https://media.api-sports.io/football/players/21433.png,25.0,3,D,7.2,False,True,0,,15.0,11,2.0,0,0,0,0,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,
721261,Huesca,726,1703,Andrei Rațiu,https://media.api-sports.io/football/players/1703.png,12.0,2,D,6.3,False,True,0,,4.0,3,2.0,0,0,0,0,,,,1.0,1.0,1.0,,,,,,,,,,,,
721261,Huesca,726,46805,Pedro Mosquera,https://media.api-sports.io/football/players/46805.png,25.0,5,M,6.5,False,True,0,,14.0,13,4.0,0,0,0,0,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,
721261,Huesca,726,107195,Enzo Lombardo,https://media.api-sports.io/football/players/107195.png,10.0,24,F,6.7,False,True,0,,6.0,6,4.0,0,0,0,0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,
721261,Huesca,726,285422,Pablo Tomeo,https://media.api-sports.io/football/players/285422.png,,26,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721261,Huesca,726,185200,Alberto Fuentes,https://media.api-sports.io/football/players/185200.png,,27,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721261,Huesca,726,188319,Kevin Omoruyi,https://media.api-sports.io/football/players/188319.png,,28,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721261,Eibar,545,47476,Yoel Rodríguez,https://media.api-sports.io/football/players/47476.png,90.0,13,G,6.2,False,False,2,1.0,20.0,13,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,
721261,Eibar,545,46709,Álvaro Tejero,https://media.api-sports.io/football/players/46709.png,90.0,15,D,6.9,False,False,0,,39.0,31,10.0,0,0,0,0,,,3.0,4.0,3.0,1.0,1.0,2.0,3.0,,2.0,,,,,,,
721261,Eibar,545,41145,Frederico Venancio,https://media.api-sports.io/football/players/41145.png,90.0,3,D,6.6,False,False,0,,50.0,44,2.0,0,0,0,0,,1.0,1.0,2.0,,,,,,,,1.0,,,,,,
721261,Eibar,545,47377,Anaitz Arbilla,https://media.api-sports.io/football/players/47377.png,90.0,23,D,6.7,True,False,0,,68.0,61,1.0,0,0,0,0,,,,1.0,,,,1.0,,,,,,,,,,
721261,Eibar,545,80112,Cristian Glauder,https://media.api-sports.io/football/players/80112.png,79.0,24,D,7.2,False,False,0,,25.0,21,7.0,0,0,0,0,,2.0,1.0,6.0,,,,1.0,1.0,,,,2.0,1.0,,,,
721261,Eibar,545,47385,Sergio Álvarez,https://media.api-sports.io/football/players/47385.png,56.0,6,M,6.5,False,False,0,,23.0,20,6.0,0,0,0,0,,1.0,,1.0,,,2.0,,2.0,,,,,,,,,
721261,Eibar,545,46860,Javier Muñoz,https://media.api-sports.io/football/players/46860.png,79.0,14,M,7,False,False,0,,42.0,36,9.0,1,0,0,0,,2.0,1.0,3.0,,,1.0,,1.0,,3.0,1.0,,,,,,
721261,Eibar,545,46929,José Corpas,https://media.api-sports.io/football/players/46929.png,90.0,17,M,6.5,False,False,0,,22.0,15,14.0,0,0,0,0,,2.0,2.0,6.0,2.0,1.0,4.0,2.0,1.0,,,,1.0,1.0,,,,
721261,Eibar,545,46740,Stoichkov,https://media.api-sports.io/football/players/46740.png,90.0,19,M,6.3,False,False,0,,23.0,17,9.0,0,0,0,0,,2.0,2.0,3.0,1.0,,,,2.0,,2.0,,1.0,1.0,,,,
721261,Eibar,545,749,Franchu,https://media.api-sports.io/football/players/749.png,64.0,11,M,6.6,False,False,0,,12.0,12,11.0,0,0,0,0,,4.0,,5.0,1.0,1.0,1.0,,3.0,,,,,,,,,
721261,Eibar,545,2187,Fran Sol,https://media.api-sports.io/football/players/2187.png,64.0,9,F,6.9,False,False,0,,16.0,10,14.0,0,0,0,0,,,,6.0,1.0,1.0,,1.0,2.0,,1.0,,,,,,,
721261,Eibar,545,47096,Ander Cantero,https://media.api-sports.io/football/players/47096.png,,1,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721261,Eibar,545,46940,Esteban Burgos,https://media.api-sports.io/football/players/46940.png,,2,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721261,Eibar,545,47453,Toño,https://media.api-sports.io/football/players/47453.png,11.0,18,D,6.7,False,True,0,,11.0,6,2.0,0,0,0,0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,,,
721261,Eibar,545,47033,Roberto Olabe,https://media.api-sports.io/football/players/47033.png,,16,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721261,Eibar,545,46809,Quique,https://media.api-sports.io/football/players/46809.png,26.0,7,F,6.5,False,True,0,,5.0,5,4.0,0,0,0,0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,
721261,Eibar,545,181867,Miguel Atienza,https://media.api-sports.io/football/players/181867.png,11.0,33,M,6.9,False,True,0,,20.0,17,3.0,0,0,0,0,,1.0,,2.0,,,,,,,,,,,,,,
721261,Eibar,545,288529,Angel Troncho,https://media.api-sports.io/football/players/288529.png,,34,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721261,Eibar,545,46799,Edu Expósito,https://media.api-sports.io/football/players/46799.png,34.0,10,M,7.3,False,True,0,,24.0,17,6.0,0,0,0,0,,,,6.0,2.0,2.0,,3.0,,,1.0,,1.0,1.0,,,,
721261,Eibar,545,46833,Gustavo Blanco,https://media.api-sports.io/football/players/46833.png,26.0,20,F,6.2,False,True,0,,10.0,9,4.0,0,0,0,0,,,,2.0,1.0,1.0,,,1.0,,,,1.0,,,,,
721268,Zaragoza,732,47044,Cristian Álvarez,https://media.api-sports.io/football/players/47044.png,90.0,1,G,7.7,False,False,0,2.0,23.0,20,1.0,0,0,0,0,0.0,,,1.0,,,,,,,,,,,,,,
721268,Zaragoza,732,46732,Fran Gámez,https://media.api-sports.io/football/players/46732.png,90.0,18,D,6.6,False,False,0,,32.0,24,9.0,1,0,0,0,,2.0,,3.0,1.0,,,1.0,2.0,,1.0,,,,,,,
721268,Zaragoza,732,162434,Alejandro Francés,https://media.api-sports.io/football/players/162434.png,90.0,6,D,7.9,False,False,0,,69.0,57,11.0,0,0,0,0,,4.0,4.0,9.0,,,,3.0,2.0,,,1.0,,,,,,
721268,Zaragoza,732,104916,Jair Amador,https://media.api-sports.io/football/players/104916.png,90.0,3,D,7.5,False,False,0,,56.0,48,3.0,0,0,0,0,,,,2.0,,,,,,,,3.0,1.0,,,,,
721268,Zaragoza,732,181734,Josep Chavarría,https://media.api-sports.io/football/players/181734.png,90.0,15,D,7.3,False,False,0,,55.0,46,1.0,0,0,0,0,,,1.0,1.0,,,,1.0,,,3.0,,1.0,,,,,
721268,Zaragoza,732,107158,Sergio Bermejo Lillo,https://media.api-sports.io/football/players/107158.png,73.0,22,M,6.7,False,False,0,,24.0,19,10.0,0,0,0,0,,2.0,1.0,3.0,1.0,1.0,1.0,,5.0,,2.0,,,,,1.0,,
721268,Zaragoza,732,162249,Francho Serrano,https://media.api-sports.io/football/players/162249.png,90.0,27,M,7.2,False,False,0,,53.0,50,5.0,0,0,0,0,,2.0,1.0,4.0,,,,2.0,,,1.0,,,,,,,
721268,Zaragoza,732,47056,Íñigo Eguaras,https://media.api-sports.io/football/players/47056.png,70.0,16,M,7.2,True,False,0,,42.0,39,4.0,0,0,0,0,,2.0,1.0,3.0,,,,,,,1.0,,,,,,,
721268,Zaragoza,732,46922,Juan Narváez,https://media.api-sports.io/football/players/46922.png,90.0,7,M,7.5,False,False,0,,32.0,28,9.0,0,0,0,0,,1.0,1.0,7.0,1.0,,,5.0,,,2.0,,3.0,,,,,
721268,Zaragoza,732,47059,James Igbekeme,https://media.api-sports.io/football/players/47059.png,82.0,12,F,7.2,False,False,0,,35.0,33,7.0,0,0,0,0,,3.0,,6.0,1.0,1.0,1.0,2.0,,,,,1.0,,,,,
721268,Zaragoza,732,161590,Ivan Azón Monzón,https://media.api-sports.io/football/players/161590.png,81.0,31,F,6.5,False,False,0,,9.0,7,6.0,0,0,0,0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,
721268,Zaragoza,732,47046,Álvaro Ratón,https://media.api-sports.io/football/players/47046.png,,13,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Zaragoza,732,162246,Guillermo Acín Labrador,https://media.api-sports.io/football/players/162246.png,,41,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Zaragoza,732,47053,Carlos Nieto,https://media.api-sports.io/football/players/47053.png,,17,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Zaragoza,732,131529,Enrique Clemente,https://media.api-sports.io/football/players/131529.png,,5,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Zaragoza,732,162247,Javier Hernández Tarroc,https://media.api-sports.io/football/players/162247.png,,28,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Zaragoza,732,162248,Ángel López,https://media.api-sports.io/football/players/162248.png,,34,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Zaragoza,732,46827,Adrián González,https://media.api-sports.io/football/players/46827.png,20.0,8,M,6.6,False,True,0,,16.0,12,1.0,0,0,0,0,,,,1.0,1.0,1.0,,,,,,,,,,,,
721268,Zaragoza,732,1491,Radosav Petrović,https://media.api-sports.io/football/players/1491.png,8.0,4,M,6.2,False,True,0,,4.0,3,1.0,1,0,0,0,,,,,,,,,1.0,,,,,,,,,
721268,Zaragoza,732,47065,Alberto Zapater,https://media.api-sports.io/football/players/47065.png,,21,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Zaragoza,732,133453,Borja Sainz,https://media.api-sports.io/football/players/133453.png,17.0,26,M,6.5,False,True,0,,4.0,3,3.0,0,0,0,0,,,,1.0,1.0,1.0,,,,,,,,,,,,
721268,Zaragoza,732,161594,Luis Carbonell,https://media.api-sports.io/football/players/161594.png,,29,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Zaragoza,732,161591,Miguel Puche,https://media.api-sports.io/football/players/161591.png,9.0,33,F,6.7,False,True,0,,7.0,5,4.0,0,0,0,0,,,,2.0,2.0,1.0,,1.0,,,,,1.0,,,,,
721268,Ibiza,9390,105015,German Parreno Boix,https://media.api-sports.io/football/players/105015.png,90.0,1,G,6.9,False,False,0,,31.0,21,1.0,0,0,0,0,0.0,,,1.0,,,,,,,,,,,,,,
721268,Ibiza,9390,181530,Francisco Grima,https://media.api-sports.io/football/players/181530.png,90.0,2,D,6.9,True,False,0,,34.0,30,6.0,0,0,0,0,,2.0,,2.0,1.0,,,,2.0,,1.0,,1.0,1.0,,,,
721268,Ibiza,9390,108561,David Goldar,https://media.api-sports.io/football/players/108561.png,90.0,4,D,6.6,False,False,0,,46.0,35,6.0,1,0,0,0,,,1.0,1.0,,,,,3.0,,,1.0,,,,,,
721268,Ibiza,9390,178941,Rubén,https://media.api-sports.io/football/players/178941.png,90.0,5,D,7.2,False,False,0,,46.0,41,2.0,1,0,0,0,,,2.0,,,,,,1.0,,,1.0,,,,,,
721268,Ibiza,9390,47103,David Morillas,https://media.api-sports.io/football/players/47103.png,90.0,3,D,7,False,False,0,,48.0,39,8.0,0,0,0,0,,2.0,2.0,5.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,
721268,Ibiza,9390,135153,Javier Pérez Mateo,https://media.api-sports.io/football/players/135153.png,89.0,14,M,6.5,False,False,0,,31.0,28,9.0,0,0,0,0,,1.0,,3.0,2.0,,2.0,2.0,1.0,,,,1.0,,,,,
721268,Ibiza,9390,117107,Manu Molina,https://media.api-sports.io/football/players/117107.png,90.0,8,M,7.2,False,False,0,,68.0,64,5.0,0,0,0,0,,1.0,3.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,
721268,Ibiza,9390,46816,Miguel Cifuentes,https://media.api-sports.io/football/players/46816.png,65.0,23,M,6.7,False,False,0,,21.0,16,4.0,0,0,0,0,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,
721268,Ibiza,9390,125566,Ekain Zenitagoia,https://media.api-sports.io/football/players/125566.png,64.0,10,M,6.7,False,False,0,,17.0,13,11.0,0,0,0,0,,,,5.0,,,,1.0,4.0,,,,1.0,,,1.0,,
721268,Ibiza,9390,19125,Mateusz Bogusz,https://media.api-sports.io/football/players/19125.png,85.0,19,M,7.2,False,False,0,,38.0,30,12.0,0,0,0,0,,2.0,,5.0,2.0,1.0,1.0,2.0,1.0,,4.0,,1.0,,,,,
721268,Ibiza,9390,107145,Sergio Castel Martinez,https://media.api-sports.io/football/players/107145.png,89.0,17,F,6.6,False,False,0,,14.0,9,6.0,0,0,0,0,,,,3.0,,,,2.0,,,,1.0,1.0,,,,,
721268,Ibiza,9390,47351,Alex Domínguez,https://media.api-sports.io/football/players/47351.png,,13,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Ibiza,9390,2046,Javi Vazquez,https://media.api-sports.io/football/players/2046.png,,16,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Ibiza,9390,47202,Javier Lara,https://media.api-sports.io/football/players/47202.png,1.0,15,M,,False,True,0,,4.0,3,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Ibiza,9390,8671,Kevin Appin,https://media.api-sports.io/football/players/8671.png,25.0,20,M,6.6,False,True,0,,7.0,7,2.0,0,0,0,0,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,
721268,Ibiza,9390,185228,Marcos Corral,https://media.api-sports.io/football/players/185228.png,,27,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Ibiza,9390,272100,César Valero,https://media.api-sports.io/football/players/272100.png,,28,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Ibiza,9390,136823,David Álvarez,https://media.api-sports.io/football/players/136823.png,26.0,7,F,6.3,False,True,0,,7.0,5,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Ibiza,9390,181533,Ángel Rodado,https://media.api-sports.io/football/players/181533.png,1.0,9,F,,False,True,0,,3.0,3,,0,0,0,0,,,,,,,,,,,,,,,,,,
721268,Ibiza,9390,122643,Miguel Villar Miki,https://media.api-sports.io/football/players/122643.png,12.0,22,F,6.7,False,True,0,,2.0,1,3.0,0,0,0,0,,1.0,,2.0,,,,1.0,1.0,,,,,,,,,
721266,Real Sociedad II,9585,47297,Andoni Zubiaurre,https://media.api-sports.io/football/players/47297.png,90.0,13,G,7.7,False,False,0,3.0,52.0,40,,0,0,0,0,0.0,,,,,,,,,,,,,,,,,
721266,Real Sociedad II,9585,182547,Jérémy Blasco,https://media.api-sports.io/football/players/182547.png,90.0,15,D,6.6,False,False,0,,56.0,43,10.0,0,0,0,0,,2.0,1.0,3.0,1.0,,,,1.0,,,,,,,,,
721266,Real Sociedad II,9585,183699,Urko González,https://media.api-sports.io/football/players/183699.png,90.0,6,D,7.5,False,False,0,,81.0,74,7.0,0,0,0,0,,1.0,2.0,3.0,,,,2.0,1.0,,,1.0,,,,,,
721266,Real Sociedad II,9585,131492,Aritz Arambarri,https://media.api-sports.io/football/players/131492.png,90.0,5,D,7.2,False,False,0,,85.0,77,6.0,0,0,0,0,,,,3.0,,,,1.0,,,,1.0,,,,,,
721266,Real Sociedad II,9585,129055,Cristo Romero,https://media.api-sports.io/football/players/129055.png,90.0,16,D,6.9,False,False,0,,24.0,19,5.0,0,0,0,0,,,,1.0,2.0,1.0,1.0,,,1.0,3.0,,,,,,,
721266,Real Sociedad II,9585,7326,Peter Pokorný,https://media.api-sports.io/football/players/7326.png,90.0,18,M,6.9,False,False,0,,32.0,24,14.0,1,0,0,0,,4.0,3.0,7.0,,,1.0,3.0,3.0,,,,,,,,,
721266,Real Sociedad II,9585,182622,Aritz Aldasoro,https://media.api-sports.io/football/players/182622.png,90.0,8,M,6.9,True,False,0,,45.0,37,14.0,0,0,0,0,,2.0,3.0,7.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,
721266,Real Sociedad II,9585,182608,Daniel Garrido,https://media.api-sports.io/football/players/182608.png,67.0,22,M,6.9,False,False,0,,23.0,20,5.0,0,0,0,0,,,,4.0,2.0,1.0,,3.0,,,,,1.0,,,,,
721266,Real Sociedad II,9585,47308,Näis Djouahra,https://media.api-sports.io/football/players/47308.png,58.0,21,F,6.7,False,False,0,,8.0,7,8.0,0,0,0,0,,1.0,,2.0,2.0,1.0,2.0,,,,1.0,,,,,,,
721266,Real Sociedad II,9585,183748,Jon Karrikaburu,https://media.api-sports.io/football/players/183748.png,68.0,9,F,7.5,False,False,0,,8.0,4,10.0,0,0,0,0,,,,5.0,1.0,1.0,1.0,3.0,1.0,,1.0,,3.0,2.0,1.0,,,
721266,Real Sociedad II,9585,161963,Germán Valera,https://media.api-sports.io/football/players/161963.png,77.0,17,F,6.6,False,False,0,,24.0,21,14.0,0,0,0,0,,1.0,2.0,6.0,4.0,1.0,1.0,3.0,1.0,,1.0,,1.0,,,,,
721266,Real Sociedad II,9585,189832,Unai Marrero,https://media.api-sports.io/football/players/189832.png,,32,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Real Sociedad II,9585,197209,Peru Rodríguez,https://media.api-sports.io/football/players/197209.png,,37,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Real Sociedad II,9585,182626,Imanol Ezkurdia,https://media.api-sports.io/football/players/182626.png,,3,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Real Sociedad II,9585,183747,Iker Kortajarena,https://media.api-sports.io/football/players/183747.png,,29,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Real Sociedad II,9585,183706,Ander Martín,https://media.api-sports.io/football/players/183706.png,,20,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Real Sociedad II,9585,47313,Luca Sangalli,https://media.api-sports.io/football/players/47313.png,13.0,23,M,6.3,False,True,0,,2.0,2,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Real Sociedad II,9585,47321,Roberto López,https://media.api-sports.io/football/players/47321.png,23.0,10,M,6.3,False,True,0,,7.0,4,1.0,0,0,0,0,,,,,,,1.0,,,,1.0,,,,,,,
721266,Real Sociedad II,9585,47306,Álex Sola,https://media.api-sports.io/football/players/47306.png,18.0,2,D,6.6,False,True,0,,4.0,2,,0,0,0,0,,,,,,,,,,,,,1.0,1.0,,,,
721266,Real Sociedad II,9585,287652,Jon Magunacelaya,https://media.api-sports.io/football/players/287652.png,,31,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Real Sociedad II,9585,179153,Javier Martón Ansó,https://media.api-sports.io/football/players/179153.png,22.0,19,F,6.7,False,True,0,,3.0,,5.0,1,0,0,0,,,,2.0,,,,,1.0,,,,1.0,1.0,,1.0,,
721266,Real Sociedad II,9585,107217,Xeber Alkain,https://media.api-sports.io/football/players/107217.png,14.0,7,F,6.3,False,True,0,,1.0,1,3.0,0,0,0,0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,
721266,Real Sociedad II,9585,183698,Ander Zoilo,https://media.api-sports.io/football/players/183698.png,,28,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Leganes,537,47376,Asier Riesgo,https://media.api-sports.io/football/players/47376.png,90.0,13,G,6.9,False,False,1,3.0,28.0,16,1.0,0,0,0,0,0.0,,,1.0,,,,,,,,,,,,,,
721266,Leganes,537,1261,Sergi Palencia,https://media.api-sports.io/football/players/1261.png,76.0,2,D,6.9,False,False,0,,35.0,26,7.0,1,0,0,0,,2.0,2.0,4.0,,,,,1.0,,1.0,,,,,,,
721266,Leganes,537,47410,Rodri Tarín,https://media.api-sports.io/football/players/47410.png,68.0,15,D,6.5,False,False,0,,35.0,33,5.0,0,0,0,0,,,,2.0,1.0,1.0,1.0,,2.0,,,,,,,,,
721266,Leganes,537,2772,Kenneth Omeruo,https://media.api-sports.io/football/players/2772.png,90.0,4,D,7.2,False,False,0,,63.0,47,10.0,0,0,0,0,,2.0,1.0,6.0,,,1.0,1.0,2.0,,3.0,1.0,,,,,,
721266,Leganes,537,46849,Javier Hernandez,https://media.api-sports.io/football/players/46849.png,90.0,20,D,6.9,False,False,0,,56.0,41,12.0,0,0,0,0,,2.0,2.0,6.0,3.0,2.0,1.0,1.0,1.0,,2.0,1.0,,,,,,
721266,Leganes,537,2604,Gaku Shibasaki,https://media.api-sports.io/football/players/2604.png,90.0,8,M,6.9,False,False,0,,36.0,32,11.0,0,0,0,0,,3.0,4.0,7.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,
721266,Leganes,537,47462,Cheick Doukouré,https://media.api-sports.io/football/players/47462.png,76.0,22,M,6.9,False,False,0,,23.0,19,8.0,0,0,0,0,,4.0,2.0,4.0,,,,,3.0,,,,,,,,,
721266,Leganes,537,327622,Naim García,https://media.api-sports.io/football/players/327622.png,90.0,34,M,7.2,False,False,0,,25.0,20,6.0,1,0,0,0,,3.0,1.0,4.0,1.0,1.0,1.0,,1.0,,,,3.0,3.0,,,,
721266,Leganes,537,47412,Javier Eraso,https://media.api-sports.io/football/players/47412.png,68.0,17,M,6.7,True,False,0,,17.0,13,9.0,0,0,0,0,,2.0,,4.0,1.0,,,1.0,2.0,,,,,,,,,
721266,Leganes,537,47423,Sabin Merino,https://media.api-sports.io/football/players/47423.png,90.0,9,M,7,False,False,0,,18.0,11,10.0,0,0,0,0,,2.0,,8.0,3.0,2.0,,2.0,,,,,3.0,,,,,
721266,Leganes,537,184481,Diego Garcia,https://media.api-sports.io/football/players/184481.png,68.0,33,F,6.7,False,False,0,,15.0,8,12.0,0,0,0,0,,1.0,1.0,6.0,,,1.0,1.0,2.0,,,,,,,1.0,,
721266,Leganes,537,313851,Javier Garrido,https://media.api-sports.io/football/players/313851.png,,30,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Leganes,537,47427,Iván Villar,https://media.api-sports.io/football/players/47427.png,,1,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Leganes,537,47403,Unai Bustinza,https://media.api-sports.io/football/players/47403.png,14.0,3,D,6.6,False,True,0,,11.0,6,1.0,0,0,0,0,,,,,,,,,1.0,,1.0,,,,,,,
721266,Leganes,537,302051,Seydouba Cisse,https://media.api-sports.io/football/players/302051.png,,32,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Leganes,537,327721,Álex Alda,https://media.api-sports.io/football/players/327721.png,,27,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Leganes,537,1692,Xavier Quintilla,https://media.api-sports.io/football/players/1692.png,22.0,16,D,6.6,False,True,0,,9.0,9,1.0,0,0,0,0,,,,1.0,,,,1.0,,,1.0,,,,,,,
721266,Leganes,537,123047,Sergio González,https://media.api-sports.io/football/players/123047.png,,6,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Leganes,537,47413,Recio,https://media.api-sports.io/football/players/47413.png,14.0,14,M,6.9,False,True,0,,28.0,28,3.0,0,0,0,0,,,,2.0,,,,2.0,,,,,,,,,,
721266,Leganes,537,46664,Luis Perea,https://media.api-sports.io/football/players/46664.png,,19,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721266,Leganes,537,47419,José Manuel Arnáiz,https://media.api-sports.io/football/players/47419.png,22.0,10,F,6.6,False,True,0,,12.0,7,5.0,0,0,0,0,,1.0,,3.0,2.0,1.0,,,,,,,2.0,,,1.0,,
721266,Leganes,537,46957,Juan Muñoz,https://media.api-sports.io/football/players/46957.png,22.0,11,F,6.6,False,True,0,,4.0,3,1.0,0,0,0,0,,,,,,,1.0,,,,1.0,,,,,1.0,,
721266,Leganes,537,182220,Marc Echarri,https://media.api-sports.io/football/players/182220.png,,36,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
721260,Girona,547,47153,Juan Carlos,https://media.api-sports.io/football/players/47153.png,90.0,1,G,7.2,False,False,0,2.0,18.0,13,1.0,0,0,0,0,0.0,,,1.0,,,,,,,,,,,,,,
