fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,Assists,Counter Attacks,Cross Attacks,Free Kicks,Goals,Goal Attempts,Substitutions,Throwins,Medical Treatment
29078,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,1,7,9.0,1,7.0,2.0,10,4,2,53%,2,0.0,0,496.0,418.0,84%,,,,,,,,,
29078,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,0,7,10.0,3,4.0,6.0,18,3,2,47%,3,0.0,1,428.0,340.0,79%,,,,,,,,,
29081,499,Atalanta,https://media.api-sports.io/football/teams/499.png,12,10,30.0,8,17.0,13.0,7,6,1,66%,0,0.0,3,623.0,530.0,85%,,,,,,,,,
29081,523,Parma,https://media.api-sports.io/football/teams/523.png,2,7,14.0,5,8.0,6.0,9,6,4,34%,2,0.0,10,305.0,213.0,70%,,,,,,,,,
29083,511,Empoli,https://media.api-sports.io/football/teams/511.png,2,4,10.0,4,4.0,6.0,13,6,0,42%,2,0.0,5,411.0,344.0,84%,,,,,,,,,
29083,496,Juventus,https://media.api-sports.io/football/teams/496.png,7,7,20.0,6,11.0,9.0,21,10,1,58%,3,0.0,1,543.0,491.0,90%,,,,,,,,,
29089,503,Torino,https://media.api-sports.io/football/teams/503.png,2,11,21.0,8,6.0,15.0,15,4,1,55%,2,0.0,4,370.0,279.0,75%,,,,,,,,,
29089,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,5,3,9.0,1,4.0,5.0,22,5,1,45%,4,0.0,2,311.0,215.0,69%,,,,,,,,,
29087,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,6,8,15.0,1,7.0,8.0,21,9,1,74%,2,0.0,3,606.0,528.0,87%,,,,,,,,,
29087,500,Bologna,https://media.api-sports.io/football/teams/500.png,5,5,14.0,4,6.0,8.0,19,5,0,26%,3,0.0,5,206.0,146.0,71%,,,,,,,,,
29082,490,Cagliari,https://media.api-sports.io/football/teams/490.png,3,9,15.0,3,9.0,6.0,16,8,0,48%,1,0.0,2,471.0,385.0,82%,,,,,,,,,
29082,491,Chievo,https://media.api-sports.io/football/teams/491.png,3,7,12.0,2,9.0,3.0,15,2,1,52%,6,0.0,1,503.0,423.0,84%,,,,,,,,,
29088,493,Spal,https://media.api-sports.io/football/teams/493.png,2,8,14.0,4,10.0,4.0,18,9,1,63%,3,0.0,1,536.0,479.0,89%,,,,,,,,,
29088,512,Frosinone,https://media.api-sports.io/football/teams/512.png,4,2,8.0,2,5.0,3.0,12,1,3,37%,6,0.0,2,325.0,256.0,79%,,,,,,,,,
29084,495,Genoa,https://media.api-sports.io/football/teams/495.png,5,6,12.0,1,6.0,6.0,17,4,0,36%,5,1.0,2,267.0,177.0,66%,,,,,,,,,
29084,494,Udinese,https://media.api-sports.io/football/teams/494.png,4,5,13.0,4,6.0,7.0,18,8,1,64%,4,0.0,3,482.0,391.0,81%,,,,,,,,,
29080,489,AC Milan,https://media.api-sports.io/football/teams/489.png,6,3,15.0,6,8.0,7.0,13,5,0,45%,3,0.0,0,510.0,443.0,87%,,,,,,,,,
29080,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,2,3,7.0,2,6.0,1.0,10,1,1,55%,2,0.0,3,611.0,541.0,89%,,,,,,,,,
29086,492,Napoli,https://media.api-sports.io/football/teams/492.png,5,12,26.0,9,15.0,11.0,7,17,10,62%,0,0.0,2,655.0,585.0,89%,,,,,,,,,
29086,497,AS Roma,https://media.api-sports.io/football/teams/497.png,4,2,8.0,2,4.0,4.0,7,3,1,38%,5,0.0,4,412.0,323.0,78%,,,,,,,,,
29085,487,Lazio,https://media.api-sports.io/football/teams/487.png,4,9,21.0,8,12.0,9.0,13,7,1,38%,3,0.0,4,376.0,308.0,82%,,,,,,,,,
29085,505,Inter,https://media.api-sports.io/football/teams/505.png,7,6,18.0,5,12.0,6.0,11,6,0,62%,3,0.0,4,619.0,538.0,87%,,,,,,,,,
28990,489,AC Milan,https://media.api-sports.io/football/teams/489.png,9,13,28.0,6,10.0,18.0,10,7,1,58%,2,0.0,2,553.0,491.0,89%,,,,,,,,,
28990,495,Genoa,https://media.api-sports.io/football/teams/495.png,2,6,9.0,1,6.0,3.0,18,2,0,42%,2,0.0,7,396.0,317.0,80%,,,,,,,,,
29096,492,Napoli,https://media.api-sports.io/football/teams/492.png,13,7,20.0,0,9.0,11.0,8,0,1,47%,0,0.0,3,560.0,494.0,88%,,,,,,,,,
29096,511,Empoli,https://media.api-sports.io/football/teams/511.png,4,5,11.0,2,6.0,5.0,8,7,3,53%,2,0.0,8,586.0,511.0,87%,,,,,,,,,
29093,505,Inter,https://media.api-sports.io/football/teams/505.png,9,8,20.0,3,14.0,6.0,7,11,,62%,2,0.0,2,569.0,496.0,87%,,,,,,,,,
29093,495,Genoa,https://media.api-sports.io/football/teams/495.png,2,5,8.0,1,4.0,4.0,17,6,,38%,3,0.0,4,335.0,255.0,76%,,,,,,,,,
29092,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,3,8,14.0,3,3.0,11.0,11,3,2,37%,3,0.0,3,285.0,191.0,67%,,,,,,,,,
29092,497,AS Roma,https://media.api-sports.io/football/teams/497.png,4,8,19.0,7,13.0,6.0,21,6,0,63%,3,0.0,2,464.0,375.0,81%,,,,,,,,,
29094,496,Juventus,https://media.api-sports.io/football/teams/496.png,3,8,16.0,5,11.0,5.0,10,5,3,53%,1,0.0,1,543.0,487.0,90%,,,,,,,,,
29094,490,Cagliari,https://media.api-sports.io/football/teams/490.png,2,2,6.0,2,3.0,3.0,15,4,0,47%,3,0.0,1,476.0,399.0,84%,,,,,,,,,
29095,487,Lazio,https://media.api-sports.io/football/teams/487.png,10,8,22.0,4,12.0,10.0,7,8,1,47%,1,0.0,1,518.0,449.0,87%,,,,,,,,,
29095,493,Spal,https://media.api-sports.io/football/teams/493.png,2,3,9.0,4,4.0,5.0,8,4,1,53%,3,0.0,6,574.0,512.0,89%,,,,,,,,,
29091,491,Chievo,https://media.api-sports.io/football/teams/491.png,0,0,5.0,5,3.0,2.0,23,3,4,57%,5,1.0,3,508.0,426.0,84%,,,,,,,,,
29091,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,4,5,10.0,1,6.0,4.0,17,2,4,43%,2,0.0,0,387.0,304.0,79%,,,,,,,,,
29098,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,5,6,13.0,2,7.0,6.0,13,0,2,51%,2,0.0,3,430.0,318.0,74%,,,,,,,,,
29098,503,Torino,https://media.api-sports.io/football/teams/503.png,7,7,15.0,1,8.0,7.0,24,2,2,49%,2,0.0,4,409.0,296.0,72%,,,,,,,,,
29097,523,Parma,https://media.api-sports.io/football/teams/523.png,1,8,11.0,2,2.0,9.0,14,3,0,42%,1,1.0,1,383.0,293.0,77%,,,,,,,,,
29097,512,Frosinone,https://media.api-sports.io/football/teams/512.png,1,10,13.0,2,7.0,6.0,14,7,1,58%,4,0.0,1,488.0,412.0,84%,,,,,,,,,
29090,500,Bologna,https://media.api-sports.io/football/teams/500.png,4,4,11.0,3,9.0,2.0,7,1,1,32%,1,0.0,3,319.0,231.0,72%,,,,,,,,,
29090,499,Atalanta,https://media.api-sports.io/football/teams/499.png,5,10,23.0,8,14.0,9.0,13,4,1,68%,2,0.0,3,658.0,573.0,87%,,,,,,,,,
29099,494,Udinese,https://media.api-sports.io/football/teams/494.png,3,8,14.0,3,6.0,8.0,13,4,1,44%,3,1.0,6,363.0,286.0,79%,,,,,,,,,
29099,489,AC Milan,https://media.api-sports.io/football/teams/489.png,7,8,15.0,0,7.0,8.0,13,7,1,56%,3,0.0,3,438.0,357.0,82%,,,,,,,,,
29104,512,Frosinone,https://media.api-sports.io/football/teams/512.png,3,3,10.0,4,5.0,5.0,8,4,2,42%,3,0.0,7,378.0,292.0,77%,,,,,,,,,
29104,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,8,8,24.0,8,14.0,10.0,13,5,2,58%,0,0.0,2,530.0,453.0,85%,,,,,,,,,
29109,503,Torino,https://media.api-sports.io/football/teams/503.png,4,9,16.0,3,13.0,3.0,14,7,1,66%,2,0.0,3,499.0,415.0,83%,,,,,,,,,
29109,523,Parma,https://media.api-sports.io/football/teams/523.png,5,6,14.0,3,10.0,4.0,17,7,1,34%,4,0.0,3,259.0,159.0,61%,,,,,,,,,
29108,493,Spal,https://media.api-sports.io/football/teams/493.png,3,5,11.0,3,10.0,1.0,13,1,1,47%,2,0.0,1,445.0,371.0,83%,,,,,,,,,
29108,490,Cagliari,https://media.api-sports.io/football/teams/490.png,3,7,13.0,3,7.0,6.0,15,6,3,53%,4,0.0,1,483.0,409.0,85%,,,,,,,,,
29105,495,Genoa,https://media.api-sports.io/football/teams/495.png,3,5,9.0,1,6.0,3.0,15,2,1,32%,4,0.0,3,301.0,194.0,64%,,,,,,,,,
29105,492,Napoli,https://media.api-sports.io/football/teams/492.png,4,10,23.0,9,13.0,10.0,7,7,4,68%,2,0.0,2,625.0,499.0,80%,,,,,,,,,
29101,499,Atalanta,https://media.api-sports.io/football/teams/499.png,9,6,19.0,4,15.0,4.0,11,9,1,49%,3,0.0,0,449.0,380.0,85%,,,,,,,,,
29101,505,Inter,https://media.api-sports.io/football/teams/505.png,1,5,9.0,3,5.0,4.0,12,6,1,51%,5,1.0,5,460.0,380.0,83%,,,,,,,,,
29102,491,Chievo,https://media.api-sports.io/football/teams/491.png,6,8,18.0,4,12.0,6.0,15,5,1,49%,3,0.0,3,388.0,316.0,81%,,,,,,,,,
29102,500,Bologna,https://media.api-sports.io/football/teams/500.png,5,5,15.0,5,10.0,5.0,20,6,2,51%,3,0.0,4,392.0,317.0,81%,,,,,,,,,
29106,497,AS Roma,https://media.api-sports.io/football/teams/497.png,5,7,16.0,4,11.0,5.0,8,7,5,48%,1,0.0,2,439.0,353.0,80%,,,,,,,,,
29106,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,3,3,8.0,2,5.0,3.0,10,7,1,52%,1,0.0,1,459.0,376.0,82%,,,,,,,,,
29103,511,Empoli,https://media.api-sports.io/football/teams/511.png,5,6,14.0,3,10.0,4.0,7,4,3,39%,2,0.0,8,319.0,213.0,67%,,,,,,,,,
29103,494,Udinese,https://media.api-sports.io/football/teams/494.png,9,12,31.0,10,15.0,16.0,12,13,5,61%,2,0.0,3,470.0,378.0,80%,,,,,,,,,
29107,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,4,7,16.0,5,4.0,12.0,13,2,2,58%,4,0.0,0,547.0,483.0,88%,,,,,,,,,
29107,487,Lazio,https://media.api-sports.io/football/teams/487.png,2,5,14.0,7,8.0,6.0,21,6,2,42%,3,0.0,3,374.0,303.0,81%,,,,,,,,,
29100,489,AC Milan,https://media.api-sports.io/football/teams/489.png,2,3,5.0,0,1.0,4.0,16,2,0,40%,3,1.0,4,404.0,345.0,85%,,,,,,,,,
29100,496,Juventus,https://media.api-sports.io/football/teams/496.png,6,6,15.0,3,8.0,7.0,9,5,1,60%,1,0.0,2,590.0,521.0,88%,,,,,,,,,
29119,494,Udinese,https://media.api-sports.io/football/teams/494.png,2,6,9.0,1,5.0,4.0,8,0,4,24%,2,0.0,9,198.0,117.0,59%,,,,,,,,,
29119,497,AS Roma,https://media.api-sports.io/football/teams/497.png,9,13,26.0,4,13.0,13.0,10,12,0,76%,0,0.0,1,593.0,521.0,88%,,,,,,,,,
29115,496,Juventus,https://media.api-sports.io/football/teams/496.png,7,5,15.0,3,8.0,7.0,19,6,3,45%,1,0.0,1,444.0,392.0,88%,,,,,,,,,
29115,493,Spal,https://media.api-sports.io/football/teams/493.png,1,7,11.0,3,4.0,7.0,12,3,0,55%,3,0.0,5,544.0,491.0,90%,,,,,,,,,
29114,505,Inter,https://media.api-sports.io/football/teams/505.png,13,12,30.0,5,16.0,14.0,11,11,0,71%,1,0.0,4,833.0,776.0,93%,,,,,,,,,
29114,512,Frosinone,https://media.api-sports.io/football/teams/512.png,4,1,6.0,1,2.0,4.0,11,0,1,29%,3,0.0,10,321.0,243.0,76%,,,,,,,,,
29118,523,Parma,https://media.api-sports.io/football/teams/523.png,5,6,14.0,3,7.0,7.0,14,2,3,26%,3,0.0,4,206.0,154.0,75%,,,,,,,,,
29118,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,6,8,14.0,0,7.0,7.0,15,3,0,74%,4,0.0,3,613.0,540.0,88%,,,,,,,,,
29117,492,Napoli,https://media.api-sports.io/football/teams/492.png,8,9,21.0,4,11.0,10.0,11,20,0,69%,2,0.0,2,666.0,586.0,88%,,,,,,,,,
29117,491,Chievo,https://media.api-sports.io/football/teams/491.png,2,4,9.0,3,6.0,3.0,13,2,2,31%,2,0.0,8,298.0,223.0,75%,,,,,,,,,
29110,500,Bologna,https://media.api-sports.io/football/teams/500.png,4,3,8.0,1,6.0,2.0,11,4,1,43%,3,0.0,5,322.0,229.0,71%,,,,,,,,,
29110,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,5,6,20.0,9,12.0,8.0,20,9,2,57%,1,0.0,4,435.0,342.0,79%,,,,,,,,,
29112,511,Empoli,https://media.api-sports.io/football/teams/511.png,7,6,17.0,4,9.0,8.0,14,7,2,40%,2,0.0,3,372.0,294.0,79%,,,,,,,,,
29112,499,Atalanta,https://media.api-sports.io/football/teams/499.png,5,6,14.0,3,10.0,4.0,11,3,3,60%,3,1.0,5,553.0,469.0,85%,,,,,,,,,
29116,487,Lazio,https://media.api-sports.io/football/teams/487.png,5,11,21.0,5,12.0,9.0,11,9,3,54%,1,0.0,3,548.0,466.0,85%,,,,,,,,,
29116,489,AC Milan,https://media.api-sports.io/football/teams/489.png,3,5,11.0,3,5.0,6.0,4,4,0,46%,1,0.0,4,462.0,386.0,84%,,,,,,,,,
29113,495,Genoa,https://media.api-sports.io/football/teams/495.png,4,9,18.0,5,10.0,8.0,17,7,4,41%,2,0.0,1,321.0,232.0,72%,,,,,,,,,
29113,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,2,5,8.0,1,4.0,4.0,16,6,1,59%,1,0.0,3,498.0,409.0,82%,,,,,,,,,
29111,490,Cagliari,https://media.api-sports.io/football/teams/490.png,0,3,4.0,1,3.0,1.0,11,3,1,49%,2,0.0,5,472.0,363.0,77%,,,,,,,,,
29111,503,Torino,https://media.api-sports.io/football/teams/503.png,5,5,15.0,5,10.0,5.0,17,4,4,51%,0,0.0,0,461.0,365.0,79%,,,,,,,,,
29128,493,Spal,https://media.api-sports.io/football/teams/493.png,5,4,10.0,1,8.0,2.0,14,4,3,51%,3,1.0,5,380.0,313.0,82%,,,,,,,,,
29128,511,Empoli,https://media.api-sports.io/football/teams/511.png,7,5,18.0,6,12.0,6.0,13,9,4,49%,3,0.0,3,372.0,291.0,78%,,,,,,,,,
29123,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,5,6,17.0,6,7.0,10.0,16,4,,45%,6,0.0,3,359.0,265.0,74%,,,,,,,,,
29123,496,Juventus,https://media.api-sports.io/football/teams/496.png,6,4,16.0,6,7.0,9.0,8,9,,55%,3,0.0,5,434.0,352.0,81%,,,,,,,,,
29126,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,6,2,10.0,2,6.0,4.0,15,1,4,45%,3,0.0,2,444.0,363.0,82%,,,,,,,,,
29126,500,Bologna,https://media.api-sports.io/football/teams/500.png,3,5,11.0,3,7.0,4.0,10,4,1,55%,3,0.0,2,520.0,428.0,82%,,,,,,,,,
29120,489,AC Milan,https://media.api-sports.io/football/teams/489.png,5,10,18.0,3,9.0,9.0,8,8,1,61%,2,0.0,0,529.0,449.0,85%,,,,,,,,,
29120,523,Parma,https://media.api-sports.io/football/teams/523.png,1,4,7.0,2,7.0,0.0,16,8,1,39%,2,0.0,3,319.0,241.0,76%,,,,,,,,,
29127,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,3,7,18.0,8,10.0,8.0,14,13,2,65%,3,0.0,1,589.0,520.0,88%,,,,,,,,,
29127,494,Udinese,https://media.api-sports.io/football/teams/494.png,1,2,3.0,0,1.0,2.0,13,2,2,35%,2,0.0,3,315.0,238.0,76%,,,,,,,,,
29129,503,Torino,https://media.api-sports.io/football/teams/503.png,10,8,22.0,4,12.0,10.0,13,5,4,66%,3,0.0,0,517.0,426.0,82%,,,,,,,,,
29129,495,Genoa,https://media.api-sports.io/football/teams/495.png,1,6,9.0,2,5.0,4.0,21,5,1,34%,4,1.0,8,265.0,148.0,56%,,,,,,,,,
29124,512,Frosinone,https://media.api-sports.io/football/teams/512.png,11,6,22.0,5,16.0,6.0,13,5,1,38%,1,0.0,6,371.0,297.0,80%,,,,,,,,,
29124,490,Cagliari,https://media.api-sports.io/football/teams/490.png,6,7,17.0,4,9.0,8.0,16,1,2,62%,7,1.0,10,605.0,521.0,86%,,,,,,,,,
29122,491,Chievo,https://media.api-sports.io/football/teams/491.png,1,2,4.0,1,3.0,1.0,11,4,4,30%,4,0.0,4,293.0,191.0,65%,,,,,,,,,
29122,487,Lazio,https://media.api-sports.io/football/teams/487.png,5,9,17.0,3,11.0,6.0,10,6,3,70%,2,0.0,0,675.0,564.0,84%,,,,,,,,,
29125,497,AS Roma,https://media.api-sports.io/football/teams/497.png,5,8,15.0,2,9.0,6.0,10,5,1,45%,1,0.0,5,388.0,318.0,82%,,,,,,,,,
29125,505,Inter,https://media.api-sports.io/football/teams/505.png,7,4,17.0,6,14.0,3.0,15,6,4,55%,1,0.0,3,482.0,403.0,84%,,,,,,,,,
29121,499,Atalanta,https://media.api-sports.io/football/teams/499.png,2,8,14.0,4,9.0,5.0,8,12,0,55%,1,0.0,4,584.0,491.0,84%,,,,,,,,,
29121,492,Napoli,https://media.api-sports.io/football/teams/492.png,6,4,10.0,0,6.0,4.0,7,6,4,45%,2,0.0,1,488.0,386.0,79%,,,,,,,,,
29134,496,Juventus,https://media.api-sports.io/football/teams/496.png,5,9,18.0,4,12.0,6.0,13,10,2,49%,2,0.0,1,447.0,371.0,83%,,,,,,,,,
29134,505,Inter,https://media.api-sports.io/football/teams/505.png,1,5,12.0,6,7.0,5.0,17,8,1,51%,2,0.0,4,460.0,397.0,86%,,,,,,,,,
29136,492,Napoli,https://media.api-sports.io/football/teams/492.png,8,9,22.0,5,10.0,12.0,7,9,2,67%,1,0.0,2,745.0,682.0,92%,,,,,,,,,
29136,512,Frosinone,https://media.api-sports.io/football/teams/512.png,2,4,8.0,2,4.0,4.0,10,3,1,33%,2,0.0,4,359.0,292.0,81%,,,,,,,,,
29131,490,Cagliari,https://media.api-sports.io/football/teams/490.png,5,8,16.0,3,13.0,3.0,17,7,2,55%,4,2.0,4,467.0,359.0,77%,,,,,,,,,
29131,497,AS Roma,https://media.api-sports.io/football/teams/497.png,6,14,24.0,4,13.0,11.0,12,5,3,45%,1,0.0,3,377.0,291.0,77%,,,,,,,,,
29135,487,Lazio,https://media.api-sports.io/football/teams/487.png,11,11,29.0,7,23.0,6.0,12,10,6,53%,3,0.0,0,466.0,382.0,82%,,,,,,,,,
29135,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,2,2,5.0,1,2.0,3.0,13,6,3,47%,6,1.0,8,428.0,321.0,75%,,,,,,,,,
29138,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,7,3,17.0,7,7.0,10.0,13,6,2,54%,4,1.0,2,389.0,313.0,80%,,,,,,,,,
29138,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,6,8,18.0,4,13.0,5.0,15,10,0,46%,5,1.0,4,317.0,249.0,79%,,,,,,,,,
29139,494,Udinese,https://media.api-sports.io/football/teams/494.png,1,4,7.0,2,5.0,2.0,16,2,5,30%,1,0.0,1,315.0,230.0,73%,,,,,,,,,
29139,499,Atalanta,https://media.api-sports.io/football/teams/499.png,4,9,19.0,6,15.0,4.0,6,7,0,70%,1,0.0,0,706.0,620.0,88%,,,,,,,,,
29132,511,Empoli,https://media.api-sports.io/football/teams/511.png,4,5,12.0,3,10.0,2.0,6,4,1,41%,2,0.0,6,391.0,320.0,82%,,,,,,,,,
29132,500,Bologna,https://media.api-sports.io/football/teams/500.png,8,8,22.0,6,16.0,6.0,8,8,3,59%,2,0.0,2,550.0,478.0,87%,,,,,,,,,
29137,523,Parma,https://media.api-sports.io/football/teams/523.png,6,8,17.0,3,9.0,8.0,16,8,,51%,4,0.0,0,412.0,332.0,81%,,,,,,,,,
29137,491,Chievo,https://media.api-sports.io/football/teams/491.png,1,11,16.0,4,11.0,5.0,17,2,,49%,4,1.0,5,383.0,297.0,78%,,,,,,,,,
29133,495,Genoa,https://media.api-sports.io/football/teams/495.png,2,3,5.0,0,2.0,3.0,10,1,3,27%,1,1.0,5,232.0,143.0,62%,,,,,,,,,
29133,493,Spal,https://media.api-sports.io/football/teams/493.png,5,14,23.0,4,10.0,13.0,10,6,0,73%,5,0.0,1,608.0,537.0,88%,,,,,,,,,
29130,489,AC Milan,https://media.api-sports.io/football/teams/489.png,3,7,16.0,6,11.0,5.0,10,11,1,57%,2,0.0,4,461.0,386.0,84%,,,,,,,,,
29130,503,Torino,https://media.api-sports.io/football/teams/503.png,4,7,13.0,2,8.0,5.0,16,3,0,43%,3,0.0,3,354.0,271.0,77%,,,,,,,,,
29145,505,Inter,https://media.api-sports.io/football/teams/505.png,4,11,22.0,7,11.0,11.0,11,10,1,64%,3,0.0,1,685.0,601.0,88%,,,,,,,,,
29145,494,Udinese,https://media.api-sports.io/football/teams/494.png,1,6,7.0,0,3.0,4.0,8,0,1,36%,1,0.0,4,389.0,309.0,79%,,,,,,,,,
29149,503,Torino,https://media.api-sports.io/football/teams/503.png,3,1,10.0,6,5.0,5.0,17,7,2,42%,2,0.0,4,296.0,203.0,69%,,,,,,,,,
29149,496,Juventus,https://media.api-sports.io/football/teams/496.png,4,5,12.0,3,7.0,5.0,13,5,3,58%,4,0.0,3,417.0,316.0,76%,,,,,,,,,
29148,493,Spal,https://media.api-sports.io/football/teams/493.png,1,7,15.0,7,6.0,9.0,13,6,1,58%,2,0.0,3,479.0,400.0,84%,,,,,,,,,
29148,491,Chievo,https://media.api-sports.io/football/teams/491.png,4,5,9.0,0,5.0,4.0,18,4,4,42%,4,0.0,1,344.0,262.0,76%,,,,,,,,,
29147,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,7,4,13.0,2,8.0,5.0,10,8,1,71%,2,0.0,0,697.0,617.0,89%,,,,,,,,,
29147,523,Parma,https://media.api-sports.io/football/teams/523.png,0,2,5.0,3,3.0,2.0,7,4,2,29%,1,0.0,5,278.0,192.0,69%,,,,,,,,,
29143,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,8,10,21.0,3,11.0,10.0,20,2,3,59%,2,0.0,3,481.0,400.0,83%,,,,,,,,,
29143,511,Empoli,https://media.api-sports.io/football/teams/511.png,4,4,11.0,3,9.0,2.0,18,3,0,41%,1,0.0,5,316.0,235.0,74%,,,,,,,,,
29144,512,Frosinone,https://media.api-sports.io/football/teams/512.png,3,8,14.0,3,10.0,4.0,17,6,2,35%,3,0.0,1,280.0,211.0,75%,,,,,,,,,
29144,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,2,13,21.0,6,9.0,12.0,10,5,1,65%,2,0.0,3,556.0,488.0,88%,,,,,,,,,
29142,490,Cagliari,https://media.api-sports.io/football/teams/490.png,2,4,10.0,4,5.0,5.0,15,2,1,38%,2,0.0,4,341.0,247.0,72%,,,,,,,,,
29142,492,Napoli,https://media.api-sports.io/football/teams/492.png,5,10,18.0,3,11.0,7.0,8,10,3,62%,2,0.0,2,545.0,452.0,83%,,,,,,,,,
29146,497,AS Roma,https://media.api-sports.io/football/teams/497.png,6,7,16.0,3,13.0,3.0,10,6,0,55%,2,0.0,7,466.0,375.0,80%,,,,,,,,,
29146,495,Genoa,https://media.api-sports.io/football/teams/495.png,9,4,15.0,2,10.0,5.0,13,4,9,45%,2,0.0,3,386.0,287.0,74%,,,,,,,,,
29140,499,Atalanta,https://media.api-sports.io/football/teams/499.png,2,4,8.0,2,5.0,3.0,9,7,5,44%,2,0.0,2,375.0,269.0,72%,,,,,,,,,
29140,487,Lazio,https://media.api-sports.io/football/teams/487.png,2,9,16.0,5,9.0,7.0,18,7,6,56%,4,0.0,1,470.0,367.0,78%,,,,,,,,,
29141,500,Bologna,https://media.api-sports.io/football/teams/500.png,5,1,9.0,3,1.0,8.0,12,2,4,28%,2,0.0,4,288.0,212.0,74%,,,,,,,,,
29141,489,AC Milan,https://media.api-sports.io/football/teams/489.png,4,8,18.0,6,3.0,15.0,12,1,1,72%,5,1.0,5,730.0,647.0,89%,,,,,,,,,
29155,487,Lazio,https://media.api-sports.io/football/teams/487.png,10,9,24.0,5,19.0,5.0,17,7,1,50%,2,0.0,4,537.0,451.0,84%,,,,,,,,,
29155,490,Cagliari,https://media.api-sports.io/football/teams/490.png,5,3,11.0,3,6.0,5.0,9,5,0,50%,1,0.0,7,533.0,435.0,82%,,,,,,,,,
29158,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,5,7,20.0,8,15.0,5.0,13,12,5,59%,2,0.0,1,400.0,317.0,79%,,,,,,,,,
29158,503,Torino,https://media.api-sports.io/football/teams/503.png,2,2,6.0,2,3.0,3.0,15,2,10,41%,3,0.0,4,285.0,209.0,73%,,,,,,,,,
29150,489,AC Milan,https://media.api-sports.io/football/teams/489.png,6,4,13.0,3,7.0,6.0,12,9,2,55%,3,0.0,0,455.0,372.0,82%,,,,,,,,,
29150,502,Fiorentina,https://media.api-sports.io/football/teams/502.png,1,6,8.0,1,3.0,5.0,18,7,0,45%,4,0.0,5,375.0,297.0,79%,,,,,,,,,
29156,492,Napoli,https://media.api-sports.io/football/teams/492.png,5,9,24.0,10,12.0,12.0,13,3,4,61%,2,0.0,6,686.0,608.0,89%,,,,,,,,,
29156,493,Spal,https://media.api-sports.io/football/teams/493.png,6,4,11.0,1,5.0,6.0,10,5,4,39%,2,0.0,4,413.0,346.0,84%,,,,,,,,,
29159,494,Udinese,https://media.api-sports.io/football/teams/494.png,1,8,9.0,0,4.0,5.0,13,2,1,51%,2,0.0,3,482.0,368.0,76%,,,,,,,,,
29159,512,Frosinone,https://media.api-sports.io/football/teams/512.png,4,5,14.0,5,7.0,7.0,17,5,0,49%,4,0.0,0,434.0,332.0,76%,,,,,,,,,
29153,495,Genoa,https://media.api-sports.io/football/teams/495.png,5,8,19.0,6,13.0,6.0,14,9,0,37%,3,0.0,4,273.0,183.0,67%,,,,,,,,,
29153,499,Atalanta,https://media.api-sports.io/football/teams/499.png,5,7,13.0,1,9.0,4.0,13,6,2,63%,2,2.0,3,472.0,364.0,77%,,,,,,,,,
29152,511,Empoli,https://media.api-sports.io/football/teams/511.png,3,4,10.0,3,9.0,1.0,16,8,4,29%,3,0.0,7,248.0,180.0,73%,,,,,,,,,
29152,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,11,3,16.0,2,9.0,7.0,12,5,6,71%,4,0.0,1,634.0,568.0,90%,,,,,,,,,
29151,491,Chievo,https://media.api-sports.io/football/teams/491.png,3,4,9.0,2,5.0,4.0,10,5,2,37%,3,0.0,2,380.0,290.0,76%,,,,,,,,,
29151,505,Inter,https://media.api-sports.io/football/teams/505.png,3,6,12.0,3,9.0,3.0,10,7,3,63%,2,0.0,2,658.0,548.0,83%,,,,,,,,,
29157,523,Parma,https://media.api-sports.io/football/teams/523.png,0,8,13.0,5,5.0,8.0,8,4,3,62%,3,0.0,1,581.0,479.0,82%,,,,,,,,,
