fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,duels_total,duels_won,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,passes_key,tackles_total,tackles_interceptions,dribbles_attempts,dribbles_success,dribbles_past,fouls_committed,fouls_drawn,shots_total,offsides,shots_on,goals_total,goals_assists,tackles_blocks,penalty_won,penalty_commited
1045188,Amorebieta,9380,286611,Pablo Cunat,https://media.api-sports.io/football/players/286611.png,90.0,30,G,7,False,False,0,1.0,26.0,13,2.0,2.0,0,0,0,0,0.0,,,,,,,,,,,,,,,,
1045188,Amorebieta,9380,46853,Jorge Mier,https://media.api-sports.io/football/players/46853.png,90.0,2,D,6.9,False,False,0,,28.0,20,10.0,4.0,0,0,0,0,,1.0,3.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,
1045188,Amorebieta,9380,165713,Manu Hernando,https://media.api-sports.io/football/players/165713.png,90.0,4,D,6.9,False,False,0,,37.0,30,6.0,3.0,0,0,0,0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,
1045188,Amorebieta,9380,47565,Xabier Etxeita,https://media.api-sports.io/football/players/47565.png,90.0,3,D,6.9,False,False,0,,32.0,27,8.0,6.0,0,0,0,0,,,1.0,,,,1.0,,2.0,2.0,,,,,,,
1045188,Amorebieta,9380,181569,Iker Seguin,https://media.api-sports.io/football/players/181569.png,89.0,11,D,7.7,True,False,0,,27.0,23,2.0,2.0,0,0,0,0,,4.0,2.0,1.0,,,,,,1.0,,,,,,,
1045188,Amorebieta,9380,3608,Kwasi Sibo,https://media.api-sports.io/football/players/3608.png,90.0,20,M,6.9,False,False,0,,36.0,30,9.0,3.0,0,0,0,0,,,3.0,1.0,,,1.0,2.0,,,1.0,,,,,,
1045188,Amorebieta,9380,47200,Àlex Carbonell,https://media.api-sports.io/football/players/47200.png,85.0,21,M,7.2,False,False,0,,35.0,28,14.0,9.0,0,0,0,0,,,3.0,1.0,,,1.0,2.0,4.0,1.0,,1.0,,,,,
1045188,Amorebieta,9380,369481,Luis Quintero,https://media.api-sports.io/football/players/369481.png,63.0,27,M,6.7,False,False,0,,17.0,10,14.0,6.0,0,0,0,0,,,1.0,1.0,7.0,3.0,2.0,,2.0,2.0,,1.0,,,,,
1045188,Amorebieta,9380,44870,Ryan Edwards,https://media.api-sports.io/football/players/44870.png,90.0,10,M,6.2,False,False,0,,12.0,11,8.0,1.0,0,0,0,0,,,1.0,,,,,5.0,,,1.0,,,,,,
1045188,Amorebieta,9380,47175,Rayco Rodriguez,https://media.api-sports.io/football/players/47175.png,90.0,17,M,7.2,False,False,0,,23.0,12,16.0,12.0,0,0,0,0,,,1.0,2.0,3.0,3.0,,1.0,4.0,1.0,,,,,,,
1045188,Amorebieta,9380,104903,Eneko Jauregi,https://media.api-sports.io/football/players/104903.png,85.0,9,F,7.3,False,False,0,,15.0,9,21.0,11.0,0,0,0,0,,,,,2.0,1.0,,2.0,5.0,1.0,,1.0,1.0,,,,
1045188,Amorebieta,9380,104850,Josué Dorrio,https://media.api-sports.io/football/players/104850.png,27.0,7,M,6.9,False,True,0,,2.0,,3.0,3.0,0,0,0,0,,1.0,3.0,1.0,,,,,,,,,,,,,
1045188,Amorebieta,9380,46830,Erik Morán,https://media.api-sports.io/football/players/46830.png,14.0,8,M,6.5,False,True,0,,3.0,,1.0,,0,0,0,0,,,,,,,,1.0,,,,,,,,,
1045188,Amorebieta,9380,47412,Javier Eraso,https://media.api-sports.io/football/players/47412.png,14.0,14,M,6.5,False,True,0,,,,2.0,,0,0,0,0,,,,,,,,2.0,,,,,,,,,
1045188,Amorebieta,9380,347886,Félix Garreta,https://media.api-sports.io/football/players/347886.png,1.0,28,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045188,Amorebieta,9380,178932,Jon Mikel Magunagoitia,https://media.api-sports.io/football/players/178932.png,,13,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045188,Amorebieta,9380,193210,Unai Marino,https://media.api-sports.io/football/players/193210.png,,1,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045188,Amorebieta,9380,182661,Álvaro Núñez,https://media.api-sports.io/football/players/182661.png,,15,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045188,Levante,539,131527,Joan Femenías,https://media.api-sports.io/football/players/131527.png,90.0,1,G,6.6,False,False,0,1.0,20.0,20,,,0,0,0,0,0.0,,,,,,,,,,,,,,,,
1045188,Levante,539,734,Adrián de la Fuente,https://media.api-sports.io/football/players/734.png,90.0,4,D,7.2,False,False,0,,37.0,23,10.0,4.0,0,0,0,0,,1.0,1.0,,,,2.0,2.0,1.0,,,,,1.0,1.0,,
1045188,Levante,539,47458,Sergio Postigo,https://media.api-sports.io/football/players/47458.png,90.0,15,D,7,True,False,0,,58.0,46,9.0,4.0,0,0,0,0,,1.0,,1.0,,,1.0,1.0,3.0,,,,,,1.0,,
1045188,Levante,539,47457,Rúben Vezo,https://media.api-sports.io/football/players/47457.png,90.0,14,D,6.7,False,False,0,,63.0,52,11.0,3.0,0,0,0,0,,,1.0,,,,,4.0,1.0,,,,,,,,
1045188,Levante,539,47052,Álex Muñoz,https://media.api-sports.io/football/players/47052.png,90.0,3,D,7.2,False,False,0,,63.0,50,14.0,10.0,0,0,0,0,,1.0,3.0,,4.0,2.0,,1.0,1.0,,,,,,1.0,,
1045188,Levante,539,119795,Giorgi Kochorashvili,https://media.api-sports.io/football/players/119795.png,70.0,6,M,6.3,False,False,0,,38.0,30,9.0,3.0,0,0,0,0,,,1.0,,2.0,,,3.0,1.0,,,,,,,,
1045188,Levante,539,106727,Oriol Rey,https://media.api-sports.io/football/players/106727.png,90.0,20,M,6.9,False,False,0,,36.0,29,7.0,6.0,0,0,0,0,,,1.0,1.0,,,,1.0,3.0,,,,,,,,
1045188,Levante,539,163241,Óscar Clemente,https://media.api-sports.io/football/players/163241.png,77.0,17,M,6.3,False,False,0,,27.0,20,9.0,4.0,0,0,0,0,,,1.0,1.0,2.0,1.0,1.0,,2.0,,,,,,,,
1045188,Levante,539,182150,Sergio Lozano,https://media.api-sports.io/football/players/182150.png,90.0,21,M,7.6,False,False,0,,47.0,39,10.0,6.0,0,0,0,0,,2.0,,,1.0,1.0,1.0,1.0,4.0,2.0,,,,,,,
1045188,Levante,539,96324,Mohamed Bouldini,https://media.api-sports.io/football/players/96324.png,90.0,22,F,7.2,False,False,0,,24.0,14,20.0,9.0,0,0,0,0,,,1.0,,4.0,1.0,1.0,3.0,2.0,2.0,,2.0,1.0,,,,
1045188,Levante,539,182671,Álejandro Cantero,https://media.api-sports.io/football/players/182671.png,76.0,11,F,6.5,False,False,0,,5.0,3,7.0,2.0,0,0,0,0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,
1045188,Levante,539,46659,Rober Ibáñez,https://media.api-sports.io/football/players/46659.png,19.0,19,M,6.9,False,True,0,,4.0,4,4.0,2.0,0,0,0,0,,,,,,,,,2.0,2.0,,,,,,,
1045188,Levante,539,47225,Roger Brugué,https://media.api-sports.io/football/players/47225.png,14.0,7,M,6.2,False,True,0,,4.0,3,3.0,1.0,0,0,0,0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,
1045188,Levante,539,388013,Andrés García,https://media.api-sports.io/football/players/388013.png,13.0,30,F,6.3,False,True,0,,5.0,4,3.0,,0,0,0,0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,
1045188,Levante,539,411703,Edgar Alcaniz,https://media.api-sports.io/football/players/411703.png,1.0,27,M,,False,True,0,,1.0,1,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045188,Levante,539,156488,Dani Cárdenas,https://media.api-sports.io/football/players/156488.png,,13,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045188,Levante,539,342371,Xavi Grande,https://media.api-sports.io/football/players/342371.png,,31,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045188,Levante,539,417560,Marcos Navarro,https://media.api-sports.io/football/players/417560.png,,29,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045188,Levante,539,297740,Carlos Benítez,https://media.api-sports.io/football/players/297740.png,,26,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Valladolid,720,47474,Jordi Masip,https://media.api-sports.io/football/players/47474.png,90.0,1,G,7.2,True,False,0,2.0,25.0,21,1.0,1.0,0,0,0,0,0.0,,,,1.0,1.0,,,,,,,,,,,
1045196,Valladolid,720,47078,Luis Pérez,https://media.api-sports.io/football/players/47078.png,90.0,2,D,7.2,False,False,0,,45.0,35,2.0,1.0,0,0,0,0,,,,,1.0,,,,1.0,1.0,,1.0,,,1.0,,
1045196,Valladolid,720,336955,Víctor Rofino,https://media.api-sports.io/football/players/336955.png,90.0,33,D,7.3,False,False,0,,38.0,33,6.0,3.0,0,0,0,0,,,1.0,2.0,,,2.0,1.0,,,,,,,2.0,,
1045196,Valladolid,720,279822,Flavien Boyomo,https://media.api-sports.io/football/players/279822.png,45.0,6,D,6.2,False,False,0,,28.0,23,5.0,2.0,1,0,0,0,,,1.0,1.0,3.0,,,1.0,,1.0,,,,,,,
1045196,Valladolid,720,2040,Sergio Escudero,https://media.api-sports.io/football/players/2040.png,90.0,18,D,7.5,False,False,0,,53.0,45,10.0,5.0,0,0,0,0,,,2.0,1.0,,,3.0,,1.0,2.0,,1.0,,,,,
1045196,Valladolid,720,104941,Monchu,https://media.api-sports.io/football/players/104941.png,90.0,8,M,7.9,False,False,0,,42.0,35,5.0,2.0,0,0,0,0,,1.0,2.0,1.0,2.0,,,1.0,,2.0,,1.0,1.0,,,,
1045196,Valladolid,720,46919,César de la Hoz,https://media.api-sports.io/football/players/46919.png,90.0,16,M,6.6,False,False,0,,35.0,33,10.0,3.0,1,0,0,0,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,
1045196,Valladolid,720,264470,Raúl Moro,https://media.api-sports.io/football/players/264470.png,68.0,11,M,7.3,False,False,0,,17.0,13,6.0,2.0,0,0,0,0,,4.0,1.0,,2.0,,,,1.0,1.0,,1.0,,,,,
1045196,Valladolid,720,46979,Iván Sánchez,https://media.api-sports.io/football/players/46979.png,68.0,10,M,8,False,False,0,,18.0,17,8.0,4.0,0,0,0,0,,2.0,1.0,,1.0,,1.0,,3.0,,,,,2.0,,,
1045196,Valladolid,720,325664,Babatunde Akinsola,https://media.api-sports.io/football/players/325664.png,45.0,36,M,6.9,False,False,0,,10.0,8,6.0,3.0,1,0,0,0,,2.0,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,
1045196,Valladolid,720,285506,Ivan Bikoue,https://media.api-sports.io/football/players/285506.png,82.0,35,F,7.2,False,False,0,,5.0,4,9.0,3.0,1,0,0,0,,,,,,,,2.0,3.0,1.0,3.0,1.0,1.0,,,,
1045196,Valladolid,720,18902,Kenedy,https://media.api-sports.io/football/players/18902.png,45.0,24,M,6.3,False,True,0,,13.0,10,7.0,3.0,0,0,0,0,,,1.0,,6.0,2.0,,,,1.0,,,,,,,
1045196,Valladolid,720,185094,Alberto Quintana,https://media.api-sports.io/football/players/185094.png,45.0,26,M,6.9,False,True,0,,27.0,22,2.0,1.0,1,0,0,0,,,1.0,,,,,1.0,,1.0,,,,,,,
1045196,Valladolid,720,56283,Lucas Rosa,https://media.api-sports.io/football/players/56283.png,22.0,22,D,6.9,False,True,0,,12.0,9,3.0,2.0,0,0,0,0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,
1045196,Valladolid,720,8587,Selim Amallah,https://media.api-sports.io/football/players/8587.png,22.0,9,M,6.3,False,True,0,,6.0,4,9.0,2.0,0,0,0,0,,1.0,1.0,2.0,4.0,1.0,,3.0,,,,,,,,,
1045196,Valladolid,720,1583,Sergio León,https://media.api-sports.io/football/players/1583.png,8.0,7,F,6.2,False,True,0,,2.0,2,2.0,,0,0,0,0,,,,,1.0,,,,,,1.0,,,,,,
1045196,Valladolid,720,1682,Sergio Asenjo,https://media.api-sports.io/football/players/1682.png,,13,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Valladolid,720,309917,Alvaro Aceves Catalina,https://media.api-sports.io/football/players/309917.png,,31,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Valladolid,720,199042,Mario Maroto,https://media.api-sports.io/football/players/199042.png,,34,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Valladolid,720,46803,Joni Montiel,https://media.api-sports.io/football/players/46803.png,,21,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Valladolid,720,354142,Iván Garriel,https://media.api-sports.io/football/players/354142.png,,29,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Valladolid,720,385414,Eugene Frimpong,https://media.api-sports.io/football/players/385414.png,,37,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Sporting Gijon,731,47248,Rubén Yáñez,https://media.api-sports.io/football/players/47248.png,90.0,1,G,7,False,False,2,3.0,20.0,9,1.0,1.0,0,0,0,0,0.0,,1.0,,,,,,,,,,,,,,
1045196,Sporting Gijon,731,182524,Enol Coto,https://media.api-sports.io/football/players/182524.png,90.0,27,D,6.2,False,False,0,,45.0,39,5.0,2.0,1,0,0,0,,,2.0,,1.0,,,3.0,,,,,,,,,
1045196,Sporting Gijon,731,90646,Pablo Insua,https://media.api-sports.io/football/players/90646.png,90.0,4,D,6.6,False,False,0,,51.0,49,4.0,3.0,1,0,0,0,,,,,,,,1.0,1.0,1.0,,,,,2.0,,
1045196,Sporting Gijon,731,47460,Róber Pier,https://media.api-sports.io/football/players/47460.png,90.0,22,D,7.3,False,False,0,,69.0,58,7.0,5.0,0,0,0,0,,,3.0,3.0,,,,1.0,1.0,,,,,,3.0,,
1045196,Sporting Gijon,731,182484,Pablo García,https://media.api-sports.io/football/players/182484.png,87.0,5,D,6.9,False,False,0,,33.0,25,7.0,4.0,1,0,0,0,,1.0,3.0,1.0,1.0,,,2.0,,,,,,,1.0,,
1045196,Sporting Gijon,731,47578,Cristian Rivera,https://media.api-sports.io/football/players/47578.png,60.0,17,M,6.7,False,False,0,,31.0,28,5.0,4.0,1,0,0,0,,,3.0,,,,,2.0,,,,,,,,,
1045196,Sporting Gijon,731,286793,Ignacio Martín,https://media.api-sports.io/football/players/286793.png,90.0,6,M,6.9,False,False,0,,51.0,45,13.0,10.0,0,0,0,0,,,6.0,,1.0,1.0,2.0,1.0,2.0,,,,,,,,
1045196,Sporting Gijon,731,21395,Juan Otero,https://media.api-sports.io/football/players/21395.png,90.0,19,M,6.9,False,False,0,,18.0,13,18.0,10.0,0,0,0,0,,1.0,1.0,,3.0,1.0,2.0,2.0,3.0,2.0,,1.0,,,,,
1045196,Sporting Gijon,731,46893,Ignacio Méndez,https://media.api-sports.io/football/players/46893.png,90.0,10,M,7.5,False,False,0,,48.0,41,14.0,7.0,0,0,0,0,,3.0,3.0,,2.0,1.0,1.0,1.0,2.0,,,,,,,,
1045196,Sporting Gijon,731,182473,Gaspar Campos,https://media.api-sports.io/football/players/182473.png,76.0,7,M,6.6,False,False,0,,18.0,13,3.0,2.0,0,0,0,0,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,
1045196,Sporting Gijon,731,46901,Uroš Đurđević,https://media.api-sports.io/football/players/46901.png,77.0,23,F,6.3,True,False,0,,8.0,3,2.0,1.0,0,0,0,0,,,,,1.0,1.0,,1.0,,1.0,,,,,,,
1045196,Sporting Gijon,731,20844,Haissem Hassan,https://media.api-sports.io/football/players/20844.png,30.0,21,F,6.6,False,True,0,,9.0,6,7.0,4.0,0,0,0,0,,1.0,,,7.0,4.0,,,,,,,,,,,
1045196,Sporting Gijon,731,47384,José Ángel,https://media.api-sports.io/football/players/47384.png,14.0,3,D,6.9,False,True,0,,15.0,15,3.0,1.0,1,0,0,0,,,1.0,,,,1.0,,,,,,,,,,
1045196,Sporting Gijon,731,268380,Esteban Lozano,https://media.api-sports.io/football/players/268380.png,13.0,31,F,6.7,False,True,0,,7.0,5,2.0,,0,0,0,0,,1.0,,,,,,1.0,,,,,,,,,
1045196,Sporting Gijon,731,393085,Alejandro Lozano,https://media.api-sports.io/football/players/393085.png,10.0,30,M,6.3,False,True,0,,3.0,2,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Sporting Gijon,731,46872,Christian Sanchez,https://media.api-sports.io/football/players/46872.png,,13,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Sporting Gijon,731,286801,Diego Sanchez,https://media.api-sports.io/football/players/286801.png,,16,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Sporting Gijon,731,68136,Yann Kembo,https://media.api-sports.io/football/players/68136.png,,29,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Sporting Gijon,731,399632,Borja Montes,https://media.api-sports.io/football/players/399632.png,,34,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Sporting Gijon,731,195704,Jordan Carrillo Rodriguez,https://media.api-sports.io/football/players/195704.png,,20,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Sporting Gijon,731,291795,Tomás Fuentes,https://media.api-sports.io/football/players/291795.png,,33,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045196,Sporting Gijon,731,11523,Ignacio Jeraldino,https://media.api-sports.io/football/players/11523.png,,14,F,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Racing Santander,4665,125,Jokin Ezkieta,https://media.api-sports.io/football/players/125.png,90.0,13,G,7.5,False,False,0,3.0,25.0,11,,,0,0,0,0,0.0,,,,,,,,,,,,,,,,
1045194,Racing Santander,4665,181685,Alvaro Mantilla,https://media.api-sports.io/football/players/181685.png,90.0,2,D,7,False,False,0,,24.0,14,12.0,6.0,1,0,0,0,,,4.0,,2.0,1.0,2.0,2.0,,1.0,,,,,,,
1045194,Racing Santander,4665,46683,Germán Sánchez,https://media.api-sports.io/football/players/46683.png,90.0,5,D,6.6,False,False,0,,32.0,18,3.0,2.0,1,0,0,0,,,,,,,,1.0,1.0,,,,,,1.0,,
1045194,Racing Santander,4665,178941,Rubén,https://media.api-sports.io/football/players/178941.png,90.0,15,D,7.3,False,False,0,,19.0,14,3.0,3.0,0,0,0,0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,
1045194,Racing Santander,4665,46789,Saúl García,https://media.api-sports.io/football/players/46789.png,90.0,3,D,7.3,False,False,0,,33.0,26,9.0,7.0,0,0,0,0,,1.0,6.0,1.0,,,1.0,1.0,,1.0,,,,,,,
1045194,Racing Santander,4665,183683,Íñigo Sáinz-Maza,https://media.api-sports.io/football/players/183683.png,75.0,6,M,7.5,True,False,0,,25.0,21,13.0,10.0,0,0,0,0,,,8.0,4.0,,,2.0,,2.0,,,,,,,,
1045194,Racing Santander,4665,182622,Aritz Aldasoro,https://media.api-sports.io/football/players/182622.png,90.0,21,M,7.9,False,False,0,,42.0,31,12.0,8.0,0,0,0,0,,,7.0,,,,1.0,1.0,,2.0,,2.0,1.0,,,,
1045194,Racing Santander,4665,46960,Marco Sangalli,https://media.api-sports.io/football/players/46960.png,82.0,7,M,7.3,False,False,0,,25.0,22,15.0,10.0,0,0,0,0,,1.0,4.0,1.0,1.0,,1.0,2.0,4.0,,1.0,,,,,1.0,
1045194,Racing Santander,4665,162126,Gerard Fernández,https://media.api-sports.io/football/players/162126.png,63.0,17,M,6.7,False,False,0,,26.0,22,13.0,5.0,0,0,1,0,,,1.0,,3.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,,,,
1045194,Racing Santander,4665,47293,Iñigo Vicente,https://media.api-sports.io/football/players/47293.png,82.0,10,M,8.3,False,False,0,,47.0,40,16.0,6.0,0,0,0,0,,3.0,1.0,1.0,4.0,2.0,5.0,2.0,3.0,2.0,,1.0,1.0,1.0,,,
1045194,Racing Santander,4665,125566,Ekain Zenitagoia,https://media.api-sports.io/football/players/125566.png,75.0,14,F,7.2,False,False,0,,19.0,15,9.0,4.0,0,0,0,0,,1.0,,,2.0,2.0,1.0,,1.0,,1.0,,,1.0,,,
1045194,Racing Santander,4665,46749,Lago Júnior,https://media.api-sports.io/football/players/46749.png,27.0,20,M,7.3,False,True,0,,9.0,5,2.0,1.0,0,0,0,0,,,1.0,,1.0,,,,,1.0,,1.0,1.0,,,,
1045194,Racing Santander,4665,182686,Iván Morante,https://media.api-sports.io/football/players/182686.png,15.0,16,M,6.9,False,True,0,,12.0,9,3.0,3.0,0,0,0,0,,,2.0,,,,,,1.0,,,,,,,,
1045194,Racing Santander,4665,105037,Cedric Omoigui,https://media.api-sports.io/football/players/105037.png,15.0,9,F,6.3,False,True,0,,3.0,2,1.0,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Racing Santander,4665,336995,Yeray Cabanzon,https://media.api-sports.io/football/players/336995.png,8.0,27,M,6.2,False,True,0,,8.0,6,4.0,1.0,0,0,0,0,,,,,2.0,1.0,1.0,,,1.0,,1.0,,,,,
1045194,Racing Santander,4665,350799,Jeremy Arevalo,https://media.api-sports.io/football/players/350799.png,8.0,29,F,6.5,False,True,0,,5.0,4,2.0,,0,0,0,0,,,,,1.0,,,,,,,,,,,,
1045194,Racing Santander,4665,46728,Miquel Parera,https://media.api-sports.io/football/players/46728.png,,1,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Racing Santander,4665,48164,Pol Moreno,https://media.api-sports.io/football/players/48164.png,,4,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Racing Santander,4665,285907,Mario Jorrín,https://media.api-sports.io/football/players/285907.png,,30,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Racing Santander,4665,385767,Mario Garcia,https://media.api-sports.io/football/players/385767.png,,40,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Racing Santander,4665,122688,Matheus Aiás,https://media.api-sports.io/football/players/122688.png,,19,F,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Racing Santander,4665,285908,Diego Campo,https://media.api-sports.io/football/players/285908.png,,32,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Eibar,545,732,Luca Zidane,https://media.api-sports.io/football/players/732.png,90.0,1,G,6.3,False,False,4,4.0,24.0,16,1.0,1.0,0,0,0,0,0.0,,,,,,,,1.0,,,,,,,,
1045194,Eibar,545,46709,Álvaro Tejero,https://media.api-sports.io/football/players/46709.png,90.0,15,D,6.3,False,False,0,,57.0,47,15.0,4.0,1,0,0,0,,2.0,2.0,1.0,7.0,2.0,2.0,3.0,,2.0,,1.0,,,,,
1045194,Eibar,545,41145,Frederico Venâncio,https://media.api-sports.io/football/players/41145.png,90.0,3,D,6.2,False,False,0,,53.0,49,2.0,1.0,0,0,0,0,,1.0,1.0,,,,,,,,,,,,,,
1045194,Eibar,545,2039,Juan Berrocal,https://media.api-sports.io/football/players/2039.png,90.0,5,D,6.2,False,False,0,,78.0,69,11.0,8.0,1,0,0,0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,1.0
1045194,Eibar,545,47377,Anaitz Arbilla,https://media.api-sports.io/football/players/47377.png,45.0,23,D,5.9,True,False,0,,43.0,35,5.0,,1,0,0,0,,1.0,,1.0,1.0,,1.0,2.0,,,,,,,,,
1045194,Eibar,545,182639,Unai Vencedor,https://media.api-sports.io/football/players/182639.png,45.0,14,M,6.5,False,False,0,,25.0,17,4.0,2.0,0,0,0,0,,,,,1.0,1.0,1.0,,,,,,,,,,
1045194,Eibar,545,871,Matheus Pereira,https://media.api-sports.io/football/players/871.png,90.0,8,M,6.9,False,False,0,,68.0,55,14.0,8.0,0,0,0,0,,,5.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
1045194,Eibar,545,46768,Ager Aketxe,https://media.api-sports.io/football/players/46768.png,90.0,10,M,7.2,False,False,0,,53.0,43,15.0,7.0,0,0,0,0,,2.0,3.0,,4.0,2.0,1.0,1.0,2.0,2.0,,,,,,,
1045194,Eibar,545,161965,Mario Soriano,https://media.api-sports.io/football/players/161965.png,78.0,30,M,6.7,False,False,0,,27.0,25,5.0,,0,0,0,0,,1.0,,,1.0,,,,,3.0,,2.0,,,,,
1045194,Eibar,545,113587,Yanis Rahmani,https://media.api-sports.io/football/players/113587.png,68.0,11,M,6.3,False,False,0,,24.0,23,10.0,3.0,0,0,0,0,,1.0,,,6.0,2.0,,1.0,1.0,1.0,1.0,,,,,,
1045194,Eibar,545,46809,Quique,https://media.api-sports.io/football/players/46809.png,85.0,7,F,6.3,False,False,0,,14.0,11,6.0,2.0,0,0,0,0,,3.0,,,,,,3.0,2.0,2.0,,,,,,,
1045194,Eibar,545,47385,Sergio Álvarez,https://media.api-sports.io/football/players/47385.png,45.0,6,M,6.9,False,True,0,,42.0,35,9.0,5.0,0,0,0,0,,,,1.0,3.0,3.0,,2.0,,,,,,,,,
1045194,Eibar,545,137441,Cristian Gutiérrez,https://media.api-sports.io/football/players/137441.png,45.0,2,D,6.9,False,True,0,,34.0,34,4.0,2.0,0,0,0,0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,
1045194,Eibar,545,161929,Konrad de la Fuente,https://media.api-sports.io/football/players/161929.png,22.0,27,F,6.9,False,True,0,,4.0,4,11.0,7.0,0,0,0,0,,,2.0,,7.0,3.0,,,2.0,,,,,,,,
1045194,Eibar,545,288529,Angel Troncho,https://media.api-sports.io/football/players/288529.png,12.0,31,M,6.5,False,True,0,,11.0,10,4.0,1.0,0,0,0,0,,,1.0,,2.0,,,,,,,,,,,,
1045194,Eibar,545,184193,Juan Carlos Arana,https://media.api-sports.io/football/players/184193.png,10.0,20,F,6.2,False,True,0,,2.0,1,1.0,,0,0,0,0,,,,,1.0,,,,,,,,,,,,
1045194,Eibar,545,47476,Yoel Rodríguez,https://media.api-sports.io/football/players/47476.png,,13,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Eibar,545,349467,Aritz Muguruza,https://media.api-sports.io/football/players/349467.png,,32,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Eibar,545,131539,José Antonio Ríos,https://media.api-sports.io/football/players/131539.png,,21,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Eibar,545,749,Franchu,https://media.api-sports.io/football/players/749.png,,16,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Eibar,545,288527,Ander Madariaga,https://media.api-sports.io/football/players/288527.png,,29,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Eibar,545,52720,Jorge Yriarte,https://media.api-sports.io/football/players/52720.png,,12,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045194,Eibar,545,47318,Jon Bautista,https://media.api-sports.io/football/players/47318.png,,18,F,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1045197,Zaragoza,732,47044,Cristian Álvarez,https://media.api-sports.io/football/players/47044.png,90.0,1,G,7.5,True,False,0,2.0,31.0,27,,,0,0,0,0,0.0,,,,,,,,,,,,,,,,
