fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,passes_key,tackles_total,duels_total,duels_won,tackles_blocks,dribbles_past,fouls_committed,tackles_interceptions,fouls_drawn,dribbles_attempts,shots_total,shots_on,dribbles_success,goals_total,offsides,penalty_commited,penalty_won
1323908,Empoli,511,21585,Junior Sambia,https://media.api-sports.io/football/players/21585.png,90.0,7,M,7.2,False,False,0,0.0,,23.0,17,0,0,0,0,,2.0,,3.0,1.0,,,,3.0,1.0,1.0,2.0,1.0,,,,,
1323908,Empoli,511,30932,Liam Henderson,https://media.api-sports.io/football/players/30932.png,90.0,6,M,6.6,False,False,0,0.0,,35.0,29,1,0,0,0,,1.0,,5.0,,,3.0,2.0,,,,,,,,,,
1323908,Empoli,511,358638,Jacopo Bacci,https://media.api-sports.io/football/players/358638.png,73.0,36,M,6.9,False,False,0,1.0,,15.0,13,0,0,0,0,,1.0,1.0,5.0,3.0,,2.0,,,2.0,,,,,,,,
1323908,Empoli,511,56560,Youssef Maleh,https://media.api-sports.io/football/players/56560.png,90.0,93,M,7.7,False,False,0,0.0,,26.0,20,0,0,0,0,,1.0,4.0,11.0,4.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,,1.0,,,
1323908,Empoli,511,6931,Liberato Cacace,https://media.api-sports.io/football/players/6931.png,90.0,13,M,7,False,False,0,0.0,,32.0,25,0,0,0,0,,1.0,3.0,14.0,7.0,1.0,,2.0,1.0,2.0,4.0,,,1.0,,,,
1323908,Empoli,511,383002,Ismael Konate,https://media.api-sports.io/football/players/383002.png,60.0,90,F,6.7,False,False,0,0.0,,9.0,6,0,0,0,0,,,,5.0,2.0,,1.0,,,1.0,,3.0,1.0,,,1.0,,
1323908,Empoli,511,263481,Lorenzo Colombo,https://media.api-sports.io/football/players/263481.png,60.0,29,F,6.6,False,False,0,0.0,,19.0,11,0,0,0,0,,,1.0,14.0,7.0,,,1.0,1.0,3.0,2.0,,,1.0,,,,
1323908,Empoli,511,318053,Saba Goglichidze,https://media.api-sports.io/football/players/318053.png,45.0,2,D,6.7,False,True,0,0.0,,7.0,6,1,0,0,0,,,3.0,7.0,4.0,,2.0,1.0,1.0,,,,,,,,,
1323908,Empoli,511,30775,Giuseppe Pezzella,https://media.api-sports.io/football/players/30775.png,29.0,3,D,6.3,False,True,0,0.0,,9.0,6,0,0,0,0,,,1.0,4.0,2.0,,,2.0,,,,,,,,,,
1323908,Empoli,511,215,Sebastiano Esposito,https://media.api-sports.io/football/players/215.png,30.0,99,F,6.5,False,True,0,0.0,,11.0,9,1,0,0,0,,1.0,2.0,9.0,2.0,,3.0,2.0,,,2.0,1.0,1.0,,,,,
1323908,Empoli,511,30789,Christian Kouamé,https://media.api-sports.io/football/players/30789.png,30.0,18,F,7.3,False,True,0,0.0,,9.0,7,0,0,0,0,,,,6.0,5.0,,,,,1.0,,1.0,,,,,,
1323908,Empoli,511,30845,Emmanuel Gyasi,https://media.api-sports.io/football/players/30845.png,17.0,11,F,6.7,False,True,0,0.0,,5.0,4,0,0,0,0,,,,,,,,,,,,,,,,,,
