fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals,goals_prevented
1048585,159,Hertha Berlin,https://media.api-sports.io/football/teams/159.png,6,8,19,5,11,8,9,6,4,56%,2,,5,459,375,82%,,
1048585,1319,SV Wehen,https://media.api-sports.io/football/teams/1319.png,6,3,12,3,4,8,9,4,4,44%,3,,6,374,287,77%,,
1048587,185,SC Paderborn 07,https://media.api-sports.io/football/teams/185.png,5,10,17,2,9,8,11,7,,72%,1,,4,694,624,90%,,
1048587,1324,VfL Osnabruck,https://media.api-sports.io/football/teams/1324.png,5,4,15,6,8,7,12,7,,28%,0,,4,256,176,69%,,
1048586,186,FC St. Pauli,https://media.api-sports.io/football/teams/186.png,5,5,13,3,8,5,11,4,1,54%,2,1,3,508,455,90%,,
1048586,158,Fortuna Dusseldorf,https://media.api-sports.io/football/teams/158.png,3,7,13,3,6,7,8,8,2,46%,1,0,5,426,361,85%,,
1048589,191,Holstein Kiel,https://media.api-sports.io/football/teams/191.png,5,5,12,2,6,6,13,8,3,48%,2,,1,366,285,78%,,
1048589,178,SpVgg Greuther Furth,https://media.api-sports.io/football/teams/178.png,2,6,17,9,8,9,16,5,2,52%,2,,3,385,314,82%,,
1048592,1660,SV Elversberg,https://media.api-sports.io/football/teams/1660.png,4,7,13,2,8,5,12,7,4,58%,3,,3,403,284,70%,,
1048592,1321,Hansa Rostock,https://media.api-sports.io/football/teams/1321.png,5,5,17,7,8,9,15,2,1,42%,4,,2,285,167,59%,,
1048584,174,FC Schalke 04,https://media.api-sports.io/football/teams/174.png,8,7,17,2,10,7,14,8,0,70%,1,0,4,578,498,86%,,
1048584,745,FC Kaiserslautern,https://media.api-sports.io/football/teams/745.png,4,5,10,1,6,4,12,7,1,30%,3,2,5,236,159,67%,,
1048591,171,FC Nurnberg,https://media.api-sports.io/football/teams/171.png,3,3,8,2,3,5,20,5,9,51%,6,,3,393,307,78%,,
1048591,166,Hannover 96,https://media.api-sports.io/football/teams/166.png,5,7,17,5,8,9,14,7,1,49%,2,,0,387,298,77%,,
1048590,179,FC Magdeburg,https://media.api-sports.io/football/teams/179.png,5,9,16,2,10,6,7,1,2,65%,1,,3,572,473,83%,,
1048590,744,Eintracht Braunschweig,https://media.api-sports.io/football/teams/744.png,4,4,10,2,7,3,20,5,1,35%,3,,3,286,194,68%,,
1048588,785,Karlsruher SC,https://media.api-sports.io/football/teams/785.png,4,6,18,8,10,8,6,7,3,54%,3,,4,458,364,79%,,
1048588,175,Hamburger SV,https://media.api-sports.io/football/teams/175.png,6,3,13,4,8,5,14,3,1,46%,2,,2,396,313,79%,,
1048596,745,FC Kaiserslautern,https://media.api-sports.io/football/teams/745.png,8,6,20,6,13,7,11,4,0,40%,3,,7,303,243,80%,,
1048596,1660,SV Elversberg,https://media.api-sports.io/football/teams/1660.png,9,5,21,7,13,8,12,6,3,60%,1,,5,479,394,82%,,
1048601,1319,SV Wehen,https://media.api-sports.io/football/teams/1319.png,4,2,12,6,5,7,14,2,0,41%,3,,5,427,357,84%,,
