fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,passes_key,tackles_interceptions,duels_total,duels_won,dribbles_attempts,fouls_committed,shots_total,tackles_total,dribbles_success,dribbles_past,fouls_drawn,tackles_blocks,shots_on,offsides,goals_total,goals_assists,penalty_commited,penalty_won
748127,CFR 1907 Cluj,2246,43119,Denis Alibec,https://media.api-sports.io/football/players/43119.png,22.0,77,F,6.5,False,False,0,,5.0,5,0,0,0,0,,,,1.0,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,43005,Billel Omrani,https://media.api-sports.io/football/players/43005.png,62.0,9,F,7.5,False,False,0,,18.0,6,0,0,0,0,,2.0,,18.0,8.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,1.0,,
748127,CFR 1907 Cluj,2246,43007,Cristian Bălgrădean,https://media.api-sports.io/football/players/43007.png,,34,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,50222,Iasmin Latovlevici,https://media.api-sports.io/football/players/50222.png,,14,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,9030,Daniel Graovac,https://media.api-sports.io/football/players/9030.png,,6,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,43178,Denis Ciobotariu,https://media.api-sports.io/football/players/43178.png,,13,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,36876,Anas Tahiri,https://media.api-sports.io/football/players/36876.png,,21,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,42999,Claudiu Adrian  Petrila,https://media.api-sports.io/football/players/42999.png,,27,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,42996,Cătălin Itu,https://media.api-sports.io/football/players/42996.png,,94,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,42994,Ovidiu Hoban,https://media.api-sports.io/football/players/42994.png,,28,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,21501,Guessouma Fofana,https://media.api-sports.io/football/players/21501.png,,76,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,42998,Alexandru Păun,https://media.api-sports.io/football/players/42998.png,68.0,7,M,6.2,False,True,0,,8.0,4,0,0,0,0,,,,10.0,1.0,,2.0,1.0,1.0,,2.0,,,,,,,,
748127,CFR 1907 Cluj,2246,42991,Valentin Costache,https://media.api-sports.io/football/players/42991.png,14.0,18,F,6.3,False,True,0,,2.0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,
748127,CFR 1907 Cluj,2246,119277,Gabriel Debeljuh,https://media.api-sports.io/football/players/119277.png,28.0,22,F,6.3,False,True,0,,8.0,6,0,0,0,0,,,,13.0,4.0,,,,,,,2.0,,,,,,,
748127,BSC Young Boys,565,939,David von Ballmoos,https://media.api-sports.io/football/players/939.png,90.0,26,G,6.2,True,False,1,,27.0,25,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
748127,BSC Young Boys,565,48475,Silvan Hefti,https://media.api-sports.io/football/players/48475.png,90.0,36,D,7.2,False,False,0,,77.0,63,0,0,0,0,,1.0,1.0,14.0,8.0,5.0,2.0,,2.0,5.0,,1.0,,,,,,,
