fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals,goals_prevented
1202373,784,Würzburger Kickers,https://media.api-sports.io/football/teams/784.png,4,4,11,3,6,5,14,3,2,30%,2,,10,351,222,63%,,
1202373,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,11,5,20,4,15,5,13,6,3,70%,1,,2,802,673,84%,,
1202388,1316,Hallescher FC,https://media.api-sports.io/football/teams/1316.png,4,4,11,3,7,4,17,7,0,32%,6,,5,332,185,56%,,
1202388,186,FC St. Pauli,https://media.api-sports.io/football/teams/186.png,8,5,15,2,11,4,12,8,7,68%,4,,2,712,590,83%,,
1202381,1319,SV Wehen,https://media.api-sports.io/football/teams/1319.png,3,4,11,4,6,5,18,7,3,36%,2,,6,364,228,63%,,
1202381,164,FSV Mainz 05,https://media.api-sports.io/football/teams/164.png,9,5,20,6,14,6,19,10,2,64%,4,,3,658,535,81%,,
1202384,1652,SSV Ulm 1846,https://media.api-sports.io/football/teams/1652.png,1,4,6,1,3,3,10,0,1,23%,2,,3,233,145,62%,,
1202384,157,Bayern München,https://media.api-sports.io/football/teams/157.png,7,3,16,6,14,2,11,4,4,77%,1,,1,804,705,88%,,
1202369,190,Erzgebirge Aue,https://media.api-sports.io/football/teams/190.png,3,7,13,3,7,6,4,9,1,45%,3,,8,428,364,85%,,
1202369,163,Borussia Mönchengladbach,https://media.api-sports.io/football/teams/163.png,11,8,25,6,18,7,15,8,3,55%,0,,2,547,482,88%,,
1202361,14524,Schott Mainz,https://media.api-sports.io/football/teams/14524.png,0,8,10,2,7,3,6,3,0,36%,3,,6,346,272,79%,,
1202361,178,SpVgg Greuther Fürth,https://media.api-sports.io/football/teams/178.png,8,12,26,6,13,13,4,11,1,64%,0,,0,613,550,90%,,
1202382,184,FC Ingolstadt 04,https://media.api-sports.io/football/teams/184.png,9,5,19,5,14,5,20,9,4,45%,3,0,2,317,243,77%,,
1202382,745,1. FC Kaiserslautern,https://media.api-sports.io/football/teams/745.png,4,8,15,3,8,7,9,4,1,55%,4,1,8,412,323,78%,,
1202389,1324,VfL Osnabrück,https://media.api-sports.io/football/teams/1324.png,4,11,18,3,14,4,14,4,0,49%,2,,2,376,309,82%,,
1202389,160,SC Freiburg,https://media.api-sports.io/football/teams/160.png,6,8,16,2,15,1,15,4,1,51%,0,,3,400,334,84%,,
1202386,1327,VfR Aalen,https://media.api-sports.io/football/teams/1327.png,0,1,4,3,1,3,16,1,2,30%,3,,5,263,159,60%,,
1202386,174,FC Schalke 04,https://media.api-sports.io/football/teams/174.png,7,4,20,9,14,6,15,6,2,70%,1,,0,632,522,83%,,
1202376,1619,FC 08 Villingen,https://media.api-sports.io/football/teams/1619.png,2,5,11,4,3,8,7,1,1,33%,1,,6,293,218,74%,,
1202376,180,1. FC Heidenheim,https://media.api-sports.io/football/teams/180.png,10,7,21,4,15,6,10,4,2,67%,0,,2,610,557,91%,,
1202380,1621,Rot-Weiß Essen,https://media.api-sports.io/football/teams/1621.png,3,5,12,4,4,8,10,3,1,42%,2,,7,436,364,83%,,
1202380,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,11,6,17,0,16,1,8,5,3,58%,1,,2,613,552,90%,,
1202360,16118,Greifswalder FC,https://media.api-sports.io/football/teams/16118.png,2,4,6,0,4,2,10,3,1,35%,2,,3,272,176,65%,,
1202360,182,Union Berlin,https://media.api-sports.io/football/teams/182.png,4,9,30,17,22,8,14,14,0,65%,1,,2,491,404,82%,,
1202366,188,Arminia Bielefeld,https://media.api-sports.io/football/teams/188.png,5,3,13,5,7,6,20,2,0,44%,6,,7,344,254,74%,,
1202366,166,Hannover 96,https://media.api-sports.io/football/teams/166.png,7,5,16,4,10,6,19,7,2,56%,2,,3,433,340,79%,,
1202364,4259,Alemannia Aachen,https://media.api-sports.io/football/teams/4259.png,5,6,14,3,10,4,12,8,1,30%,5,,4,191,113,59%,,
1202364,191,Holstein Kiel,https://media.api-sports.io/football/teams/191.png,9,6,18,3,12,6,12,6,1,70%,2,,3,485,396,82%,,
1202374,12831,Phönix Lübeck,https://media.api-sports.io/football/teams/12831.png,1,7,9,1,5,4,9,2,3,15%,2,,4,171,120,70%,,
1202374,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,8,1,11,2,7,4,8,5,3,85%,1,,0,1030,972,94%,,
1202377,1639,FC Saarbrücken,https://media.api-sports.io/football/teams/1639.png,5,5,13,3,7,6,19,4,1,46%,1,,3,521,406,78%,,
1202377,171,1. FC Nürnberg,https://media.api-sports.io/football/teams/171.png,4,4,13,5,5,8,18,6,1,54%,3,,4,645,528,82%,,
1202363,4266,Viktoria Berlin,https://media.api-sports.io/football/teams/4266.png,2,4,6,0,4,2,17,3,3,24%,3,,3,191,113,59%,,
1202363,170,FC Augsburg,https://media.api-sports.io/football/teams/170.png,8,5,16,3,11,5,7,7,2,76%,3,,1,616,526,85%,,
1202367,177,SSV Jahn Regensburg,https://media.api-sports.io/football/teams/177.png,6,9,18,3,8,10,14,4,3,35%,1,,7,257,158,61%,,
1202367,176,VfL Bochum,https://media.api-sports.io/football/teams/176.png,7,8,18,3,11,7,18,5,4,65%,7,,5,491,365,74%,,
1202383,189,SV Sandhausen,https://media.api-sports.io/football/teams/189.png,7,7,19,5,15,4,17,3,2,52%,4,,8,555,439,79%,,
1202383,192,1.FC Köln,https://media.api-sports.io/football/teams/192.png,13,5,23,5,15,8,21,12,2,48%,5,,5,493,366,74%,,
1202387,1321,Hansa Rostock,https://media.api-sports.io/football/teams/1321.png,3,3,7,1,3,4,16,2,1,33%,3,,1,235,162,69%,,
1202387,159,Hertha BSC,https://media.api-sports.io/football/teams/159.png,6,3,15,6,11,4,11,8,0,67%,1,,2,481,420,87%,,
1202371,1630,Bremer SV,https://media.api-sports.io/football/teams/1630.png,3,5,10,2,2,8,16,1,0,36%,4,,3,224,145,65%,,
1202371,185,SC Paderborn 07,https://media.api-sports.io/football/teams/185.png,8,7,18,3,14,4,14,6,2,64%,1,,3,385,297,77%,,
1202375,12742,Borussia Hildesheim,https://media.api-sports.io/football/teams/12742.png,1,2,8,5,4,4,7,1,1,35%,1,,3,302,206,68%,,
1202375,1660,SV Elversberg,https://media.api-sports.io/football/teams/1660.png,12,11,26,3,21,5,6,7,7,65%,0,,1,556,469,84%,,
1202362,12878,Teutonia Ottensen,https://media.api-sports.io/football/teams/12878.png,6,3,11,2,4,7,13,5,,32%,2,,1,211,143,68%,,
1202362,181,SV Darmstadt 98,https://media.api-sports.io/football/teams/181.png,4,4,11,3,10,1,16,7,,68%,2,,5,440,372,85%,,
1202365,183,Dynamo Dresden,https://media.api-sports.io/football/teams/183.png,5,14,27,8,16,11,9,5,1,47%,2,,3,439,367,84%,,
1202365,158,Fortuna Düsseldorf,https://media.api-sports.io/football/teams/158.png,5,3,13,5,6,7,11,5,2,53%,4,,4,488,411,84%,,
1202372,1318,SV Meppen,https://media.api-sports.io/football/teams/1318.png,2,6,8,0,4,4,8,2,2,32%,2,,4,288,212,74%,,
1202372,175,Hamburger SV,https://media.api-sports.io/football/teams/175.png,10,2,16,4,14,2,6,7,4,68%,0,,1,642,567,88%,,
1202370,1323,Sportfreunde Lotte,https://media.api-sports.io/football/teams/1323.png,0,8,11,3,6,5,9,4,1,49%,1,,3,456,386,85%,,
1202370,785,Karlsruher SC,https://media.api-sports.io/football/teams/785.png,7,6,19,6,13,6,7,7,2,51%,1,,0,485,415,86%,,
1202378,1320,Energie Cottbus,https://media.api-sports.io/football/teams/1320.png,3,4,8,1,4,4,14,5,0,39%,2,1,7,323,248,77%,,
1202378,162,Werder Bremen,https://media.api-sports.io/football/teams/162.png,10,8,27,9,21,6,10,11,5,61%,2,0,2,496,430,87%,,
1202385,1628,Kickers Offenbach,https://media.api-sports.io/football/teams/1628.png,3,3,9,3,7,2,17,1,1,27%,4,,6,244,155,64%,,
1202385,179,1. FC Magdeburg,https://media.api-sports.io/football/teams/179.png,7,5,15,3,8,7,16,7,4,73%,8,,1,644,563,87%,,
1202379,1648,TuS Koblenz,https://media.api-sports.io/football/teams/1648.png,1,5,7,1,2,5,17,3,0,23%,5,1,0,158,82,52%,,
1202379,161,VfL Wolfsburg,https://media.api-sports.io/football/teams/161.png,1,12,17,4,10,7,8,7,2,77%,2,0,1,534,460,86%,,
1202368,744,Eintracht Braunschweig,https://media.api-sports.io/football/teams/744.png,1,7,10,2,6,4,7,5,1,42%,3,,4,376,294,78%,,
1202368,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,8,6,14,0,12,2,10,4,2,58%,1,,0,540,463,86%,,
1202390,1313,Preußen Münster,https://media.api-sports.io/football/teams/1313.png,0,4,6,2,2,4,11,4,2,24%,2,,3,203,134,66%,,
1202390,172,VfB Stuttgart,https://media.api-sports.io/football/teams/172.png,8,3,17,6,11,6,11,8,0,76%,1,,0,682,615,90%,,
1202391,1325,FC Carl Zeiss Jena,https://media.api-sports.io/football/teams/1325.png,1,3,6,2,6,0,17,4,1,26%,2,,2,233,147,63%,,
1202391,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,3,6,16,7,10,6,6,5,1,74%,1,,1,691,620,90%,,
1299894,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,7,3,10,0,7,3,11,3,2,66%,1,,4,794,726,91%,,
