rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,518,Brescia,https://media.api-sports.io/football/teams/518.png,67,27,Serie B: Regular Season,LDWLW,,Promotion,36,18,13,5,69,42,18,13,3,2,39,19,18,5,10,3,30,23
2,867,Lecce,https://media.api-sports.io/football/teams/867.png,66,21,Serie B: Regular Season,WLWWW,,Promotion,36,19,9,8,66,45,18,13,4,1,38,15,18,6,5,7,28,30
3,522,Palermo,https://media.api-sports.io/football/teams/522.png,63,19,Serie B: Regular Season,DWDDD,,Promotion Play-off,36,16,15,5,57,38,18,8,9,1,31,16,18,8,6,4,26,22
4,506,Benevento,https://media.api-sports.io/football/teams/506.png,60,16,Serie B: Regular Season,WDLWW,,Promotion Play-off,36,17,9,10,61,45,18,10,3,5,37,24,18,7,6,5,24,21
5,525,Pescara,https://media.api-sports.io/football/teams/525.png,55,4,Serie B: Regular Season,WDDDD,,Promotion Play-off,36,14,13,9,50,46,18,11,5,2,28,17,18,3,8,7,22,29
6,504,Verona,https://media.api-sports.io/football/teams/504.png,52,3,Serie B: Regular Season,WLLDL,,Promotion Play-off,36,13,13,10,49,46,18,8,7,3,30,22,18,5,6,7,19,24
7,515,Spezia,https://media.api-sports.io/football/teams/515.png,51,7,Serie B: Regular Season,LWDDL,,Promotion Play-off,36,14,9,13,53,46,18,10,5,3,31,18,18,4,4,10,22,28
8,510,Cittadella,https://media.api-sports.io/football/teams/510.png,51,11,Serie B: Regular Season,DWDDL,,Promotion Play-off,36,12,15,9,49,38,18,9,5,4,38,20,18,3,10,5,11,18
9,524,Perugia,https://media.api-sports.io/football/teams/524.png,50,0,Serie B: Regular Season,WLDDL,,,36,14,8,14,49,49,18,9,2,7,28,22,18,5,6,7,21,27
10,520,Cremonese,https://media.api-sports.io/football/teams/520.png,49,4,Serie B: Regular Season,LDWWW,,,36,12,13,11,37,33,18,9,6,3,19,6,18,3,7,8,18,27
11,864,Cosenza,https://media.api-sports.io/football/teams/864.png,46,-8,Serie B: Regular Season,WDLWD,,,36,11,13,12,34,42,18,7,8,3,20,15,18,4,5,9,14,27
12,501,Crotone,https://media.api-sports.io/football/teams/501.png,43,-2,Serie B: Regular Season,WLWWD,,,36,11,10,15,40,42,18,6,8,4,24,18,18,5,2,11,16,24
13,507,Ascoli,https://media.api-sports.io/football/teams/507.png,43,-16,Serie B: Regular Season,LLLDW,,,36,10,13,13,40,56,18,7,7,4,25,24,18,3,6,9,15,32
14,868,Livorno,https://media.api-sports.io/football/teams/868.png,39,-13,Serie B: Regular Season,DWWDD,,,36,9,12,15,38,51,18,7,5,6,18,18,18,2,7,9,20,33
15,517,Venezia,https://media.api-sports.io/football/teams/517.png,38,-11,Serie B: Regular Season,WDDLL,,Relegation Play-off,36,8,14,14,35,46,18,6,8,4,22,22,18,2,6,10,13,24
16,514,Salernitana,https://media.api-sports.io/football/teams/514.png,38,-16,Serie B: Regular Season,LLLLL,,Relegation Play-off,36,10,8,18,41,57,18,8,3,7,26,25,18,2,5,11,15,32
17,521,Foggia,https://media.api-sports.io/football/teams/521.png,37,-5,Serie B: Regular Season,LWWLD,,Relegation,36,10,13,13,44,49,18,8,8,2,31,23,18,2,5,11,13,26
18,870,Padova,https://media.api-sports.io/football/teams/870.png,31,-13,Serie B: Regular Season,DDWDD,,Relegation,36,5,16,15,36,49,18,3,10,5,14,15,18,2,6,10,22,34
19,519,Carpi,https://media.api-sports.io/football/teams/519.png,29,-28,Serie B: Regular Season,LLLWD,,Relegation,36,7,8,21,39,67,18,3,6,9,19,30,18,4,2,12,20,37
