fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,passes_key,tackles_total,tackles_interceptions,duels_total,duels_won,dribbles_attempts,fouls_drawn,fouls_committed,shots_total,shots_on,goals_total,tackles_blocks,dribbles_success,offsides,goals_saves,dribbles_past,penalty_won,penalty_commited
1389133,Boulogne,1299,299931,Adrien Pinot,https://media.api-sports.io/football/players/299931.png,,15,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389133,Boulogne,1299,366552,Louis Siliadin,https://media.api-sports.io/football/players/366552.png,,24,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389134,RED Star FC 93,104,41318,Quentin Beunardeau,https://media.api-sports.io/football/players/41318.png,90.0,1,G,6.2,False,False,3,0.0,16.0,15,0,0,0,0,0.0,,,,,,,,,,,,,,,2.0,,,
1389134,RED Star FC 93,104,174842,Dylan Durivaux,https://media.api-sports.io/football/players/174842.png,90.0,20,D,7,False,False,0,0.0,99.0,96,0,0,0,0,,1.0,,3.0,7.0,4.0,1.0,2.0,1.0,2.0,1.0,,,1.0,,,,,
1389134,RED Star FC 93,104,24196,Pierre Lemonnier,https://media.api-sports.io/football/players/24196.png,90.0,24,D,6.6,False,False,0,0.0,81.0,73,0,0,0,0,,2.0,1.0,2.0,9.0,7.0,,1.0,1.0,2.0,1.0,,,,,,,,
1389134,RED Star FC 93,104,127546,Matthieu Huard,https://media.api-sports.io/football/players/127546.png,75.0,3,D,6.9,False,False,0,0.0,74.0,68,0,0,0,0,,1.0,,3.0,7.0,4.0,1.0,,2.0,,,,,1.0,,,,,
1389134,RED Star FC 93,104,193507,Dembo Sylla,https://media.api-sports.io/football/players/193507.png,90.0,22,M,7,False,False,0,0.0,47.0,44,0,0,0,0,,2.0,3.0,,9.0,7.0,3.0,1.0,,1.0,1.0,,,2.0,,,,,
1389134,RED Star FC 93,104,174743,Ryad Hachem,https://media.api-sports.io/football/players/174743.png,76.0,98,M,6.6,True,False,0,0.0,41.0,39,1,0,0,0,,1.0,1.0,,5.0,2.0,,,1.0,2.0,,,1.0,,,,1.0,,
1389134,RED Star FC 93,104,24175,Joachim Eickmayer,https://media.api-sports.io/football/players/24175.png,90.0,8,M,7.2,False,False,0,0.0,67.0,59,0,0,0,0,,2.0,1.0,,10.0,5.0,1.0,1.0,1.0,3.0,,,,,,,,,
1389134,RED Star FC 93,104,276548,Kemo Cissé,https://media.api-sports.io/football/players/276548.png,75.0,11,M,6.7,False,False,0,0.0,38.0,32,0,0,0,0,,2.0,2.0,1.0,9.0,4.0,2.0,1.0,1.0,2.0,,,,1.0,,,2.0,,
1389134,RED Star FC 93,104,86639,Guillaume Trani,https://media.api-sports.io/football/players/86639.png,55.0,25,F,6.3,False,False,0,0.0,14.0,11,0,0,0,0,,2.0,2.0,1.0,7.0,2.0,1.0,,1.0,,,,,,,,2.0,,
1389134,RED Star FC 93,104,327778,Jovany Ikanga,https://media.api-sports.io/football/players/327778.png,60.0,23,F,6.7,False,False,0,0.0,6.0,2,0,0,0,0,,1.0,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,
1389134,RED Star FC 93,104,86549,Damien Durand,https://media.api-sports.io/football/players/86549.png,90.0,7,F,7.6,False,False,0,0.0,29.0,23,0,0,0,0,,2.0,1.0,,5.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,,,,,,,
1389134,RED Star FC 93,104,2955,Saîf-Eddine Khaoui,https://media.api-sports.io/football/players/2955.png,36.0,10,M,6.7,False,True,0,0.0,15.0,13,0,0,0,0,,1.0,,,6.0,2.0,3.0,1.0,,1.0,1.0,,,1.0,,,,,
1389134,RED Star FC 93,104,383567,Abdelsamad Hachem,https://media.api-sports.io/football/players/383567.png,31.0,21,F,6.5,False,True,0,0.0,4.0,3,0,0,0,0,,1.0,,,2.0,,,,,1.0,1.0,,,,,,,,
1389134,RED Star FC 93,104,23964,Bradley Danger,https://media.api-sports.io/football/players/23964.png,15.0,27,D,6.5,False,True,0,0.0,24.0,21,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389134,RED Star FC 93,104,22885,Hacene Benali,https://media.api-sports.io/football/players/22885.png,16.0,29,F,6.2,False,True,0,0.0,3.0,1,1,0,0,0,,1.0,,,4.0,1.0,2.0,,,1.0,,,,,,,,,
1389134,RED Star FC 93,104,166807,Samuel Renel,https://media.api-sports.io/football/players/166807.png,15.0,17,M,6.9,False,True,0,0.0,21.0,20,0,0,0,0,,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,
1389134,RED Star FC 93,104,85999,Valentin Rabouille,https://media.api-sports.io/football/players/85999.png,,30,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389134,RED Star FC 93,104,338203,Mohafidh Ahamada,https://media.api-sports.io/football/players/338203.png,,31,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389134,RED Star FC 93,104,469471,Vincent Kany,https://media.api-sports.io/football/players/469471.png,,12,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389134,Amiens,87,21425,Paul Bernardoni,https://media.api-sports.io/football/players/21425.png,90.0,40,G,6.9,False,False,1,0.0,32.0,11,0,0,0,0,0.0,,,,,,,,,,,,,,,6.0,,,
1389134,Amiens,87,470337,Amine Chabane,https://media.api-sports.io/football/players/470337.png,90.0,39,D,7.3,False,False,0,0.0,20.0,15,0,0,0,0,,,2.0,2.0,10.0,7.0,1.0,2.0,2.0,,,,1.0,1.0,,,,,
1389134,Amiens,87,385601,Siaka Bakayoko,https://media.api-sports.io/football/players/385601.png,90.0,34,D,6.5,False,False,0,0.0,21.0,19,0,0,0,0,,,1.0,,4.0,2.0,,,,1.0,,,1.0,,,,,,
1389134,Amiens,87,21579,Kylian Kaiboue,https://media.api-sports.io/football/players/21579.png,89.0,20,D,6.3,False,False,0,0.0,26.0,19,1,0,0,0,,1.0,1.0,,4.0,2.0,,1.0,1.0,,,,2.0,,,,,,
1389134,Amiens,87,19306,Arvin Appiah,https://media.api-sports.io/football/players/19306.png,90.0,25,D,6.7,False,False,0,0.0,30.0,27,0,0,0,0,,,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,,1.0,,
1389134,Amiens,87,21794,Teddy Averlant,https://media.api-sports.io/football/players/21794.png,83.0,11,M,8.6,False,False,0,0.0,8.0,4,0,0,0,0,,1.0,1.0,,7.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,,,,,,,
1389134,Amiens,87,21387,Thomas Monconduit,https://media.api-sports.io/football/players/21387.png,90.0,6,M,7,False,False,0,1.0,22.0,15,0,0,0,0,,3.0,2.0,,7.0,4.0,1.0,1.0,,,,,,1.0,,,,,
1389134,Amiens,87,351979,Ibrahim Fofana,https://media.api-sports.io/football/players/351979.png,90.0,45,M,6.9,False,False,0,0.0,33.0,27,1,0,0,0,,,3.0,,12.0,6.0,1.0,2.0,3.0,1.0,,,1.0,,,,1.0,,
1389134,Amiens,87,20807,Antoine Leautey,https://media.api-sports.io/football/players/20807.png,90.0,7,M,7.2,True,False,0,1.0,29.0,24,0,0,0,0,,2.0,1.0,,7.0,2.0,,,,1.0,,,,,,,1.0,,
1389134,Amiens,87,21264,Victor Lobry,https://media.api-sports.io/football/players/21264.png,90.0,8,F,7.7,False,False,0,1.0,29.0,25,0,0,0,0,,1.0,,,13.0,4.0,3.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,,
1389134,Amiens,87,359335,Rayan Lutin,https://media.api-sports.io/football/players/359335.png,83.0,27,F,6.9,False,False,0,0.0,22.0,17,0,0,0,0,,2.0,4.0,2.0,14.0,7.0,2.0,1.0,2.0,,,,,1.0,,,2.0,,
1389134,Amiens,87,449715,Nathan Talbot,https://media.api-sports.io/football/players/449715.png,8.0,59,D,7.2,False,True,0,0.0,3.0,2,0,0,0,0,,,2.0,,3.0,3.0,,,,,,,,,,,,,
1389134,Amiens,87,349167,Yvan Ikia Dimi,https://media.api-sports.io/football/players/349167.png,8.0,26,F,7.7,False,True,0,0.0,2.0,2,1,0,0,0,,,,,2.0,,,,,1.0,1.0,1.0,1.0,,2.0,,,,
1389134,Amiens,87,129675,Aboubacar Lô,https://media.api-sports.io/football/players/129675.png,10.0,28,D,6.9,False,True,0,0.0,,,0,0,0,0,,,,,1.0,1.0,,,,,,,,,,,,,
1389134,Amiens,87,21755,Alexis Sauvage,https://media.api-sports.io/football/players/21755.png,,16,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389134,Amiens,87,485956,Messy Mubundu,https://media.api-sports.io/football/players/485956.png,,18,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389134,Amiens,87,501200,Patrick Carraro Injai,https://media.api-sports.io/football/players/501200.png,,42,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389134,Amiens,87,270511,Ange Chibozo,https://media.api-sports.io/football/players/270511.png,,17,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389132,Bastia,1305,87789,Johny Placide,https://media.api-sports.io/football/players/87789.png,90.0,30,G,6,False,False,1,0.0,22.0,16,0,0,0,0,0.0,,,,1.0,,,,,,,,,,,2.0,1.0,,
1389132,Bastia,1305,55886,Florian Bohnert,https://media.api-sports.io/football/players/55886.png,89.0,15,D,6.5,False,False,0,0.0,23.0,18,1,0,0,0,,1.0,1.0,2.0,10.0,4.0,1.0,,2.0,,,,1.0,1.0,,,4.0,,
1389132,Bastia,1305,20973,Dominique Guidi,https://media.api-sports.io/football/players/20973.png,85.0,6,D,6.3,True,False,0,0.0,35.0,25,0,0,0,0,,,2.0,2.0,3.0,2.0,,,,,,,,,,,,,
1389132,Bastia,1305,21316,Anthony Roncaglia,https://media.api-sports.io/football/players/21316.png,90.0,4,D,6.3,False,False,0,0.0,56.0,51,0,0,0,0,,,1.0,3.0,13.0,5.0,1.0,,2.0,1.0,,,,,,,1.0,,
1389132,Bastia,1305,353540,Zakaria Ariss,https://media.api-sports.io/football/players/353540.png,90.0,17,D,7,False,False,0,0.0,35.0,26,1,0,0,0,,,2.0,2.0,11.0,6.0,2.0,2.0,1.0,1.0,1.0,,,1.0,,,,,
1389132,Bastia,1305,20669,Tom Ducrocq,https://media.api-sports.io/football/players/20669.png,65.0,13,M,6.3,False,False,0,0.0,14.0,6,0,1,0,0,,1.0,3.0,,4.0,3.0,,,1.0,,,,1.0,,,,,,
1389132,Bastia,1305,368126,Jocelyn Janneh,https://media.api-sports.io/football/players/368126.png,90.0,66,M,7,False,False,0,0.0,36.0,30,0,0,0,0,,,7.0,1.0,14.0,8.0,1.0,,3.0,,,,,1.0,,,1.0,,
1389132,Bastia,1305,21320,Amine Boutrah,https://media.api-sports.io/football/players/21320.png,90.0,10,M,7,False,False,0,1.0,36.0,29,0,0,0,0,,3.0,5.0,2.0,17.0,9.0,5.0,1.0,,1.0,,,,1.0,,,1.0,,
1389132,Bastia,1305,20958,Felix Tomi,https://media.api-sports.io/football/players/20958.png,85.0,9,F,7.2,False,False,0,0.0,12.0,9,0,0,0,0,,1.0,3.0,1.0,15.0,6.0,2.0,1.0,2.0,2.0,1.0,,,1.0,,,3.0,,
1389132,Bastia,1305,275337,Maxime Blé,https://media.api-sports.io/football/players/275337.png,85.0,25,F,6.2,False,False,0,0.0,8.0,8,0,0,0,0,,,,,8.0,2.0,,1.0,1.0,,,,,,1.0,,1.0,,
1389132,Bastia,1305,369885,Jeremy Sebas,https://media.api-sports.io/football/players/369885.png,67.0,14,F,7.9,False,False,0,0.0,16.0,10,0,0,0,0,,,1.0,,10.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,,2.0,,,2.0,,
1389132,Bastia,1305,21318,Christophe Vincent,https://media.api-sports.io/football/players/21318.png,24.0,7,M,6.9,False,True,0,0.0,13.0,11,0,0,0,0,,1.0,,,,,,,,1.0,1.0,,,,,,,,
1389132,Bastia,1305,301860,Tom Meynadier,https://media.api-sports.io/football/players/301860.png,15.0,24,D,6.7,False,True,0,0.0,4.0,4,0,0,0,0,,1.0,,,1.0,,,,,,,,,,,,1.0,,
1389132,Bastia,1305,237320,Loïc Etoga,https://media.api-sports.io/football/players/237320.png,15.0,29,M,7,False,True,0,0.0,7.0,5,0,0,0,0,,1.0,,,2.0,2.0,2.0,,,1.0,,,,2.0,,,,,
1389132,Bastia,1305,191193,Issiaka Karamoko,https://media.api-sports.io/football/players/191193.png,15.0,8,F,6.3,False,True,0,0.0,3.0,3,0,0,0,0,,,,,1.0,,,,,1.0,1.0,,,,,,,,
1389132,Bastia,1305,526529,Alexandre Bi Zaouai,https://media.api-sports.io/football/players/526529.png,8.0,18,M,6.7,False,True,0,0.0,2.0,1,0,0,0,0,,,,,1.0,,,,,,,,,,,,1.0,,
1389132,Bastia,1305,343349,Lisandru Olmeta,https://media.api-sports.io/football/players/343349.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389132,Bastia,1305,474591,Christ Inao Oulaï,https://media.api-sports.io/football/players/474591.png,,5,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389132,PAU,1297,339598,Noah Raveyre,https://media.api-sports.io/football/players/339598.png,90.0,22,G,7,False,False,1,0.0,43.0,33,0,0,0,0,0.0,,,,,,,,,,,,,,,4.0,,,
1389132,PAU,1297,326976,Tom Pouilly,https://media.api-sports.io/football/players/326976.png,90.0,2,D,6.3,False,False,0,0.0,43.0,38,1,0,0,0,,1.0,2.0,1.0,5.0,2.0,,,1.0,,,,,,,,1.0,,
1389132,PAU,1297,21438,Anthony Briançon,https://media.api-sports.io/football/players/21438.png,90.0,23,D,7.3,False,False,0,0.0,67.0,59,0,0,0,0,,,4.0,1.0,9.0,7.0,,1.0,,1.0,,,1.0,,,,2.0,,
1389132,PAU,1297,21011,Jean Ruiz,https://media.api-sports.io/football/players/21011.png,90.0,25,D,7,True,False,0,0.0,51.0,47,0,0,0,0,,,2.0,1.0,7.0,5.0,,2.0,1.0,,,,,,,,,,
1389132,PAU,1297,409558,Joseph Kalulu Kyatengwa,https://media.api-sports.io/football/players/409558.png,90.0,3,D,7,False,False,0,1.0,29.0,21,0,0,0,0,,2.0,,2.0,12.0,5.0,5.0,2.0,,,,,,2.0,,,1.0,,
1389132,PAU,1297,128992,Daylam Meddah,https://media.api-sports.io/football/players/128992.png,65.0,97,M,6.2,False,False,0,0.0,26.0,23,1,1,0,0,,,1.0,1.0,13.0,8.0,5.0,1.0,1.0,,,,,3.0,,,,,
1389132,PAU,1297,327697,Giovani Versini,https://media.api-sports.io/football/players/327697.png,79.0,10,M,7.3,False,False,0,0.0,15.0,10,0,0,0,0,,3.0,3.0,1.0,13.0,8.0,4.0,2.0,,1.0,1.0,,,2.0,,,,,
1389132,PAU,1297,333150,Rayan Touzghar,https://media.api-sports.io/football/players/333150.png,90.0,84,M,6.3,False,False,0,0.0,48.0,43,0,0,0,0,,,1.0,1.0,13.0,5.0,4.0,2.0,1.0,1.0,,,,2.0,1.0,,2.0,,
1389132,PAU,1297,21446,Antonin Bobichon,https://media.api-sports.io/football/players/21446.png,67.0,14,M,6.3,False,False,0,0.0,28.0,24,0,0,0,0,,,1.0,,3.0,2.0,1.0,,,,,,,,1.0,,,,
1389132,PAU,1297,375990,Pathé Mboup,https://media.api-sports.io/football/players/375990.png,84.0,9,M,6.2,False,False,0,0.0,16.0,9,0,0,0,0,,1.0,2.0,,13.0,6.0,6.0,,,1.0,1.0,,,2.0,,,1.0,,
1389132,PAU,1297,305959,Tairyk Arconte,https://media.api-sports.io/football/players/305959.png,68.0,7,F,7.3,False,False,0,0.0,12.0,8,1,0,0,0,,1.0,,1.0,9.0,5.0,2.0,1.0,,2.0,1.0,1.0,,1.0,,,,,
1389132,PAU,1297,21045,Steeve Beusnard,https://media.api-sports.io/football/players/21045.png,24.0,21,M,6.7,False,True,0,0.0,16.0,14,0,0,0,0,,,,,1.0,,,,,,,,,,,,1.0,,
1389132,PAU,1297,366572,Edhy Zuliani,https://media.api-sports.io/football/players/366572.png,23.0,87,M,6.9,False,True,0,0.0,8.0,7,0,0,0,0,,,,,6.0,3.0,2.0,,1.0,1.0,,,,2.0,,,1.0,,
1389132,PAU,1297,385162,Salif Lebouath,https://media.api-sports.io/football/players/385162.png,12.0,34,D,6.9,False,True,0,0.0,2.0,,0,0,0,0,,,,,7.0,4.0,3.0,1.0,1.0,,,,1.0,2.0,,,,,
1389132,PAU,1297,129084,Setigui Karamoko,https://media.api-sports.io/football/players/129084.png,16.0,4,D,6.9,False,True,0,0.0,6.0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389132,PAU,1297,438840,Tao Paradowski,https://media.api-sports.io/football/players/438840.png,,40,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389132,PAU,1297,20597,Ousmane Kanté,https://media.api-sports.io/football/players/20597.png,,19,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389132,PAU,1297,368039,Neil Glossoa,https://media.api-sports.io/football/players/368039.png,,26,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389138,Reims,93,329640,Ewen Jaouen,https://media.api-sports.io/football/players/329640.png,90.0,29,G,8.2,False,False,0,0.0,27.0,22,0,0,0,0,0.0,,,,1.0,1.0,,1.0,,,,,,,,3.0,,,
1389138,Reims,93,420292,Hiroki Sekine,https://media.api-sports.io/football/players/420292.png,90.0,3,D,6.9,False,False,0,0.0,54.0,53,0,0,0,0,,1.0,,,2.0,1.0,2.0,,,,,,,1.0,,,,,
1389138,Reims,93,442929,Abdoul Kone,https://media.api-sports.io/football/players/442929.png,90.0,92,D,7.9,False,False,0,0.0,54.0,48,0,0,0,0,,,,1.0,9.0,8.0,1.0,2.0,,,,,,1.0,,,1.0,,
1389138,Reims,93,21088,Nicolas Pallois,https://media.api-sports.io/football/players/21088.png,90.0,5,D,8.2,True,False,0,0.0,73.0,67,0,0,0,0,,1.0,1.0,1.0,3.0,1.0,,,,,,,1.0,,,,,,
1389138,Reims,93,47530,Sergio Akieme,https://media.api-sports.io/football/players/47530.png,90.0,18,D,7.9,False,False,0,0.0,51.0,49,1,0,0,0,,3.0,3.0,,10.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
1389138,Reims,93,156992,Mory Gbane,https://media.api-sports.io/football/players/156992.png,68.0,24,M,7.2,False,False,0,0.0,38.0,36,0,0,0,0,,,2.0,,8.0,5.0,1.0,2.0,1.0,,,,,1.0,,,1.0,,
1389138,Reims,93,505518,Zabi,https://media.api-sports.io/football/players/505518.png,90.0,86,M,6.5,False,False,0,0.0,50.0,43,0,0,0,0,,2.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,3.0,,,,2.0,1.0,,,,
1389138,Reims,93,369059,Adama Bojang,https://media.api-sports.io/football/players/369059.png,85.0,27,M,7.2,False,False,0,0.0,38.0,30,0,0,0,0,,3.0,2.0,2.0,7.0,5.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,
1389138,Reims,93,8966,Teddy Teuma,https://media.api-sports.io/football/players/8966.png,85.0,10,M,7.7,False,False,0,1.0,62.0,57,0,0,0,0,,2.0,3.0,1.0,6.0,5.0,1.0,2.0,,1.0,,,,,,,,,
1389138,Reims,93,329642,Thiemoko Diarra,https://media.api-sports.io/football/players/329642.png,61.0,58,M,7.6,False,False,0,0.0,17.0,14,0,0,0,0,,,1.0,1.0,4.0,1.0,1.0,,,2.0,2.0,1.0,,,,,,,
1389138,Reims,93,2219,Jordan Siebatcheu,https://media.api-sports.io/football/players/2219.png,61.0,19,F,6.7,False,False,0,0.0,13.0,10,0,0,0,0,,1.0,,,7.0,3.0,1.0,1.0,3.0,,,,1.0,1.0,,,,,
1389138,Reims,93,418190,Ange Tia,https://media.api-sports.io/football/players/418190.png,30.0,87,M,6.9,False,True,0,0.0,15.0,14,0,0,0,0,,,2.0,,6.0,3.0,2.0,1.0,,,,,,,,,,,
1389138,Reims,93,494535,Hafiz Umar Ibrahim,https://media.api-sports.io/football/players/494535.png,30.0,85,F,6,False,True,0,0.0,5.0,4,0,0,0,0,,,,,3.0,1.0,1.0,,,2.0,2.0,,,,,,,,
1389138,Reims,93,293297,John Patrick,https://media.api-sports.io/football/players/293297.png,23.0,30,M,6.7,False,True,0,0.0,19.0,17,1,0,0,0,,,1.0,,6.0,3.0,1.0,1.0,1.0,,,,,1.0,,,,,
1389138,Reims,93,20722,Yohan Demoncy,https://media.api-sports.io/football/players/20722.png,12.0,23,M,6.3,False,True,0,0.0,4.0,4,0,0,0,0,,,,,1.0,,,,,,,,,,,,,,
1389138,Reims,93,334429,Oumar Diakité,https://media.api-sports.io/football/players/334429.png,12.0,22,F,7.2,False,True,0,0.0,1.0,1,0,0,0,0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,
1389138,Reims,93,21080,Alexandre Olliero,https://media.api-sports.io/football/players/21080.png,,20,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389138,Reims,93,8553,Maxime Busi,https://media.api-sports.io/football/players/8553.png,,4,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389138,Guingamp,90,46785,Adrián Ortolá,https://media.api-sports.io/football/players/46785.png,90.0,16,G,7,False,False,1,0.0,43.0,37,0,0,0,0,0.0,,,,,,,,,,,,,,,5.0,,,
1389138,Guingamp,90,20770,Alpha Sissoko,https://media.api-sports.io/football/players/20770.png,90.0,22,D,6.9,False,False,0,0.0,54.0,48,0,0,0,0,,3.0,1.0,1.0,6.0,3.0,2.0,,1.0,,,,,,,,,,
1389138,Guingamp,90,23402,Donatien Gomis,https://media.api-sports.io/football/players/23402.png,90.0,7,D,7,False,False,0,0.0,61.0,57,0,0,0,0,,,,,8.0,5.0,1.0,3.0,,,,,1.0,,,,1.0,,
1389138,Guingamp,90,209943,Albin Demouchy,https://media.api-sports.io/football/players/209943.png,90.0,36,D,7.7,False,False,0,0.0,66.0,58,0,0,0,0,,,2.0,,4.0,3.0,,,1.0,,,,2.0,,,,,,
1389138,Guingamp,90,21251,Abdel Hakim Abdallah,https://media.api-sports.io/football/players/21251.png,90.0,29,D,6.2,False,False,0,0.0,30.0,19,0,0,0,0,,1.0,1.0,1.0,8.0,3.0,1.0,1.0,,,,,,,,,1.0,,
1389138,Guingamp,90,127625,Amadou Sagna,https://media.api-sports.io/football/players/127625.png,61.0,11,M,6.5,False,False,0,0.0,22.0,20,0,0,0,0,,,1.0,,7.0,4.0,,,,2.0,1.0,,,,,,,,
1389138,Guingamp,90,20809,Dylan Louiserre,https://media.api-sports.io/football/players/20809.png,81.0,4,M,7.2,True,False,0,0.0,39.0,36,0,0,0,0,,1.0,4.0,,8.0,5.0,1.0,1.0,,,,,,,,,2.0,,
1389138,Guingamp,90,22150,Kalidou Sidibé,https://media.api-sports.io/football/players/22150.png,90.0,8,M,6.6,False,False,0,0.0,30.0,24,1,0,0,0,,,2.0,,10.0,5.0,,2.0,3.0,1.0,,,3.0,,,,1.0,,
1389138,Guingamp,90,201264,Gauthier Ott,https://media.api-sports.io/football/players/201264.png,72.0,24,M,6.3,False,False,0,0.0,12.0,9,0,0,0,0,,1.0,,,3.0,,1.0,,,2.0,1.0,,,,,,1.0,,
1389138,Guingamp,90,190829,Amine Hemia,https://media.api-sports.io/football/players/190829.png,72.0,10,F,6.3,False,False,0,0.0,24.0,18,0,0,0,0,,,,,7.0,3.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,
1389138,Guingamp,90,85558,Louis Mafouta,https://media.api-sports.io/football/players/85558.png,90.0,9,F,6.2,False,False,0,0.0,17.0,13,0,0,0,0,,,,,5.0,,,,1.0,,,,,,,,,,
1389138,Guingamp,90,193705,Jacques Siwe,https://media.api-sports.io/football/players/193705.png,30.0,17,F,6.2,False,True,0,0.0,3.0,2,0,0,0,0,,1.0,,,6.0,1.0,1.0,,2.0,,,,,1.0,,,2.0,,
1389138,Guingamp,90,365746,Dylan Ourega,https://media.api-sports.io/football/players/365746.png,19.0,23,D,6.3,False,True,0,0.0,3.0,,0,0,0,0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
1389138,Guingamp,90,355042,Jérémy Hatchi,https://media.api-sports.io/football/players/355042.png,19.0,20,F,6.3,False,True,0,0.0,4.0,3,0,0,0,0,,,1.0,,3.0,1.0,,,1.0,,,,,,,,,,
1389138,Guingamp,90,161891,Darly Nlandu,https://media.api-sports.io/football/players/161891.png,10.0,6,M,6.5,False,True,0,0.0,4.0,3,0,0,0,0,,,,,2.0,,,,2.0,,,,,,,,,,
1389138,Guingamp,90,20618,Teddy Bartouche,https://media.api-sports.io/football/players/20618.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389138,Guingamp,90,15400,Erwin Koffi,https://media.api-sports.io/football/players/15400.png,,2,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1389138,Guingamp,90,483117,Jérémie Matumona,https://media.api-sports.io/football/players/483117.png,,3,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1396826,Annecy,3012,1896,Florian Escales,https://media.api-sports.io/football/players/1896.png,90.0,1,G,6.2,False,False,2,0.0,29.0,17,0,0,0,0,0.0,,,,1.0,1.0,,,,,,,,,,,,,
1396826,Annecy,3012,175029,Julien Kouadio,https://media.api-sports.io/football/players/175029.png,90.0,27,D,6.3,False,False,0,0.0,15.0,11,0,0,0,0,,,,1.0,3.0,2.0,,,,,,,,,,,,,
1396826,Annecy,3012,85874,Francois Lajugie,https://media.api-sports.io/football/players/85874.png,90.0,6,D,6.3,False,False,0,0.0,23.0,22,1,0,0,0,,,1.0,,7.0,4.0,1.0,,2.0,,,,,,,,,,
1396826,Annecy,3012,22335,Cédric Makutungu,https://media.api-sports.io/football/players/22335.png,90.0,26,D,6.3,False,False,0,0.0,38.0,32,0,0,0,0,,,3.0,1.0,6.0,5.0,,2.0,,,,,,,,,,,
1396826,Annecy,3012,190826,Matteo Veillon,https://media.api-sports.io/football/players/190826.png,59.0,23,M,6.3,False,False,0,0.0,9.0,4,0,0,0,0,,,2.0,,3.0,2.0,1.0,,,,,,,,,,,,
1396826,Annecy,3012,21150,Vincent Pajot,https://media.api-sports.io/football/players/21150.png,90.0,17,M,7.3,False,False,0,0.0,27.0,22,0,0,0,0,,,,1.0,4.0,2.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,
1396826,Annecy,3012,20117,Ahmed Kashi,https://media.api-sports.io/football/players/20117.png,90.0,5,M,6.9,True,False,0,0.0,41.0,35,0,0,0,0,,,6.0,1.0,10.0,6.0,,,1.0,,,,,,,,1.0,,
1396826,Annecy,3012,90597,Clement Billemaz,https://media.api-sports.io/football/players/90597.png,90.0,22,M,8.7,False,False,0,1.0,34.0,20,1,0,0,0,,3.0,5.0,,14.0,7.0,3.0,2.0,3.0,1.0,1.0,1.0,,,1.0,,1.0,,
1396826,Annecy,3012,86481,Thibault Rambaud,https://media.api-sports.io/football/players/86481.png,59.0,9,F,6.3,False,False,0,0.0,9.0,4,0,0,0,0,,,,,7.0,4.0,1.0,1.0,3.0,1.0,1.0,,,1.0,1.0,,,,
1396826,Annecy,3012,142231,Abdel Hbouch,https://media.api-sports.io/football/players/142231.png,80.0,8,F,6.7,False,False,0,0.0,17.0,12,0,0,0,0,,,1.0,,7.0,4.0,,2.0,2.0,2.0,,,,,,,,,
