rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,1063,Saint Etienne,https://media.api-sports.io/football/teams/1063.png,4,4,Ligue 2 ,WD,same,Promotion,2,1,1,0,7,3,1,1,0,0,4,0,1,0,1,0,3,3
2,87,Amiens,https://media.api-sports.io/football/teams/87.png,4,2,Ligue 2 ,WD,same,Promotion,2,1,1,0,5,3,1,0,1,0,2,2,1,1,0,0,3,1
3,1297,PAU,https://media.api-sports.io/football/teams/1297.png,4,2,Ligue 2 ,DW,same,Promotion Playoffs,2,1,1,0,3,1,1,1,0,0,2,0,1,0,1,0,1,1
4,82,Montpellier,https://media.api-sports.io/football/teams/82.png,4,1,Ligue 2 ,WD,same,Promotion Playoffs,2,1,1,0,3,2,1,0,1,0,1,1,1,1,0,0,2,1
5,93,Reims,https://media.api-sports.io/football/teams/93.png,4,1,Ligue 2 ,WD,same,Promotion Playoffs,2,1,1,0,3,2,1,1,0,0,1,0,1,0,1,0,2,2
6,110,Estac Troyes,https://media.api-sports.io/football/teams/110.png,4,1,Ligue 2 ,DW,same,,2,1,1,0,2,1,1,1,0,0,2,1,1,0,1,0,0,0
7,102,Nancy,https://media.api-sports.io/football/teams/102.png,4,1,Ligue 2 ,WD,same,,2,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
8,433,Laval,https://media.api-sports.io/football/teams/433.png,2,0,Ligue 2 ,DD,same,,2,0,2,0,4,4,1,0,1,0,3,3,1,0,1,0,1,1
9,1304,Dunkerque,https://media.api-sports.io/football/teams/1304.png,2,0,Ligue 2 ,DD,same,,2,0,2,0,4,4,1,0,1,0,2,2,1,0,1,0,2,2
10,99,Clermont Foot,https://media.api-sports.io/football/teams/99.png,2,0,Ligue 2 ,DD,same,,2,0,2,0,2,2,1,0,1,0,0,0,1,0,1,0,2,2
11,1305,Bastia,https://media.api-sports.io/football/teams/1305.png,1,0,Ligue 2 ,D,same,,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0
12,1298,Le Mans,https://media.api-sports.io/football/teams/1298.png,1,-1,Ligue 2 ,LD,same,,2,0,1,1,4,5,1,0,0,1,1,2,1,0,1,0,3,3
13,90,Guingamp,https://media.api-sports.io/football/teams/90.png,1,-1,Ligue 2 ,LD,same,,2,0,1,1,3,4,1,0,1,0,3,3,1,0,0,1,0,1
14,101,Grenoble,https://media.api-sports.io/football/teams/101.png,1,-1,Ligue 2 ,DL,same,,2,0,1,1,2,3,1,0,1,0,1,1,1,0,0,1,1,2
15,3012,Annecy,https://media.api-sports.io/football/teams/3012.png,1,-2,Ligue 2 ,DL,same,,2,0,1,1,2,4,1,0,1,0,2,2,1,0,0,1,0,2
16,104,RED Star FC 93,https://media.api-sports.io/football/teams/104.png,1,-2,Ligue 2 ,LD,same,Relegation Playoffs,2,0,1,1,2,4,1,0,0,1,1,3,1,0,1,0,1,1
17,1301,Rodez,https://media.api-sports.io/football/teams/1301.png,1,-4,Ligue 2 ,LD,same,Relegation,2,0,1,1,0,4,1,0,1,0,0,0,1,0,0,1,0,4
18,1299,Boulogne,https://media.api-sports.io/football/teams/1299.png,0,-1,Ligue 2 ,L,same,Relegation,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
