fixture_id,bet_name,bet_value,bet_odd
1389137,Match Winner,Home,2.50
1389137,Match Winner,Draw,3.20
1389137,Match Winner,Away,2.50
1389137,Second Half Winner,Home,2.88
1389137,Second Half Winner,Draw,2.38
1389137,Second Half Winner,Away,2.88
1389137,Goals Over/Under,Over 1.5,1.33
1389137,Goals Over/Under,Under 1.5,3.25
1389137,Goals Over/Under,Over 2.5,2.05
1389137,Goals Over/Under,Under 2.5,1.75
1389137,Goals Over/Under,Over 3.5,3.75
1389137,Goals Over/Under,Under 3.5,1.25
1389137,Goals Over/Under,Over 0.5,1.06
1389137,Goals Over/Under,Under 0.5,10.00
1389137,Goals Over/Under,Over 4.5,8.00
1389137,Goals Over/Under,Under 4.5,1.08
1389137,Goals Over/Under,Over 5.5,17.00
1389137,Goals Over/Under,Under 5.5,1.02
1389137,Goals Over/Under,Over 6.5,34.00
1389137,Goals Over/Under,Under 6.5,1.00
1389137,HT/FT Double,Home/Draw,15.00
1389137,HT/FT Double,Home/Away,29.00
1389137,HT/FT Double,Draw/Away,6.00
1389137,HT/FT Double,Draw/Draw,5.00
1389137,HT/FT Double,Home/Home,4.33
1389137,HT/FT Double,Draw/Home,6.00
1389137,HT/FT Double,Away/Home,29.00
1389137,HT/FT Double,Away/Draw,15.00
1389137,HT/FT Double,Away/Away,4.33
1389137,Double Chance,Home/Draw,1.44
1389137,Double Chance,Home/Away,1.33
1389137,Double Chance,Draw/Away,1.44
1389137,First Half Winner,Home,3.25
1389137,First Half Winner,Draw,2.10
1389137,First Half Winner,Away,3.25
1389136,Match Winner,Home,2.55
1389136,Match Winner,Draw,3.25
1389136,Match Winner,Away,2.45
1389136,Second Half Winner,Home,3.00
1389136,Second Half Winner,Draw,2.30
1389136,Second Half Winner,Away,2.88
1389136,Goals Over/Under,Over 1.5,1.36
1389136,Goals Over/Under,Under 1.5,3.00
1389136,Goals Over/Under,Over 2.5,2.15
1389136,Goals Over/Under,Under 2.5,1.67
1389136,Goals Over/Under,Over 3.5,4.00
1389136,Goals Over/Under,Under 3.5,1.22
1389136,Goals Over/Under,Over 0.5,1.07
1389136,Goals Over/Under,Under 0.5,9.00
1389136,Goals Over/Under,Over 4.5,9.00
1389136,Goals Over/Under,Under 4.5,1.07
1389136,Goals Over/Under,Over 5.5,19.00
1389136,Goals Over/Under,Under 5.5,1.02
1389136,Goals Over/Under,Over 6.5,41.00
1389136,Goals Over/Under,Under 6.5,1.00
1389136,HT/FT Double,Home/Draw,15.00
1389136,HT/FT Double,Home/Away,29.00
1389136,HT/FT Double,Draw/Away,6.00
1389136,HT/FT Double,Draw/Draw,4.75
1389136,HT/FT Double,Home/Home,4.50
1389136,HT/FT Double,Draw/Home,6.00
1389136,HT/FT Double,Away/Home,29.00
1389136,HT/FT Double,Away/Draw,15.00
1389136,HT/FT Double,Away/Away,4.33
1389136,Double Chance,Home/Draw,1.50
1389136,Double Chance,Home/Away,1.30
1389136,Double Chance,Draw/Away,1.44
1389136,First Half Winner,Home,3.40
1389136,First Half Winner,Draw,2.05
1389136,First Half Winner,Away,3.25
1389133,Match Winner,Home,1.73
1389133,Match Winner,Draw,3.50
1389133,Match Winner,Away,4.00
1389133,Second Half Winner,Home,2.20
1389133,Second Half Winner,Draw,2.38
1389133,Second Half Winner,Away,4.33
1389133,Goals Over/Under,Over 1.5,1.36
1389133,Goals Over/Under,Under 1.5,3.00
1389133,Goals Over/Under,Over 2.5,2.15
1389133,Goals Over/Under,Under 2.5,1.67
1389133,Goals Over/Under,Over 3.5,4.00
1389133,Goals Over/Under,Under 3.5,1.22
1389133,Goals Over/Under,Over 0.5,1.06
1389133,Goals Over/Under,Under 0.5,10.00
1389133,Goals Over/Under,Over 4.5,9.00
1389133,Goals Over/Under,Under 4.5,1.07
1389133,Goals Over/Under,Over 5.5,19.00
1389133,Goals Over/Under,Under 5.5,1.02
1389133,Goals Over/Under,Over 6.5,41.00
1389133,Goals Over/Under,Under 6.5,1.00
1389133,HT/FT Double,Home/Draw,15.00
1389133,HT/FT Double,Home/Away,41.00
1389133,HT/FT Double,Draw/Away,9.00
1389133,HT/FT Double,Draw/Draw,5.00
1389133,HT/FT Double,Home/Home,2.88
1389133,HT/FT Double,Draw/Home,4.50
1389133,HT/FT Double,Away/Home,26.00
1389133,HT/FT Double,Away/Draw,17.00
1389133,HT/FT Double,Away/Away,8.00
1389133,Double Chance,Home/Draw,1.20
1389133,Double Chance,Home/Away,1.25
1389133,Double Chance,Draw/Away,1.91
1389133,First Half Winner,Home,2.40
1389133,First Half Winner,Draw,2.10
1389133,First Half Winner,Away,5.00
1389134,Match Winner,Home,1.80
1389134,Match Winner,Draw,3.40
1389134,Match Winner,Away,3.75
1389134,Second Half Winner,Home,2.25
1389134,Second Half Winner,Draw,2.38
