fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,goals_assists,passes_key,tackles_total,tackles_interceptions,duels_total,duels_won,dribbles_past,fouls_drawn,penalty_won,tackles_blocks,fouls_committed,dribbles_attempts,dribbles_success,shots_total,shots_on,goals_total,penalty_commited,offsides
881780,Udinese,494,30915,Marco Silvestri,https://media.api-sports.io/football/players/30915.png,90.0,1,G,5.6,False,False,4,1.0,20.0,16,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
881780,Udinese,494,829,Rodrigo Becão,https://media.api-sports.io/football/players/829.png,90.0,50,D,7.2,False,False,0,,28.0,25,1,0,0,0,,,1.0,2.0,1.0,7.0,5.0,,3.0,,,1.0,,,1.0,1.0,1.0,,
881780,Udinese,494,30797,Bram Nuytinck,https://media.api-sports.io/football/players/30797.png,90.0,17,D,6.2,False,False,0,,20.0,17,0,0,0,0,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,
881780,Udinese,494,37,Nehuén Pérez,https://media.api-sports.io/football/players/37.png,67.0,18,D,6.5,False,False,0,,27.0,21,1,0,0,0,,,,5.0,2.0,9.0,6.0,1.0,,,,1.0,1.0,,,,,,
881780,Udinese,494,162347,Brandon Soppy,https://media.api-sports.io/football/players/162347.png,90.0,93,M,6.3,False,False,0,,28.0,20,1,0,0,0,,,2.0,1.0,1.0,11.0,5.0,,2.0,,,2.0,5.0,1.0,2.0,1.0,,1.0,
881780,Udinese,494,2475,Roberto Pereyra,https://media.api-sports.io/football/players/2475.png,90.0,37,M,6.7,True,False,0,,40.0,38,0,0,0,0,,1.0,2.0,,2.0,10.0,4.0,3.0,3.0,,,1.0,2.0,1.0,,,,,
881780,Udinese,494,25387,Walace,https://media.api-sports.io/football/players/25387.png,76.0,11,M,6.7,False,False,0,,39.0,31,0,0,0,0,,,1.0,2.0,2.0,5.0,2.0,1.0,,,,1.0,,,,,,,
881780,Udinese,494,22171,Jean-Victor Makengo,https://media.api-sports.io/football/players/22171.png,76.0,6,M,6.2,False,False,0,,20.0,18,0,0,0,0,,,,,1.0,5.0,3.0,,3.0,,,1.0,,,,,,,
881780,Udinese,494,18799,Adam Masina,https://media.api-sports.io/football/players/18799.png,83.0,3,M,6.3,False,False,0,,32.0,22,0,0,0,0,,,,,1.0,9.0,6.0,,,,,,,,1.0,1.0,1.0,,
881780,Udinese,494,2777,Isaac Success,https://media.api-sports.io/football/players/2777.png,67.0,7,F,6.7,False,False,0,,20.0,10,0,0,0,0,,,,1.0,,10.0,5.0,,1.0,,,1.0,3.0,1.0,2.0,,,,
881780,Udinese,494,18809,Gerard Deulofeu,https://media.api-sports.io/football/players/18809.png,90.0,10,F,6.7,False,False,0,,34.0,28,0,0,0,0,,1.0,2.0,,,6.0,1.0,1.0,1.0,,,,2.0,,,,,,1.0
881780,Udinese,494,189,Daniele Padelli,https://media.api-sports.io/football/players/189.png,,20,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881780,Udinese,494,312999,Edoardo Piana,https://media.api-sports.io/football/players/312999.png,,99,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881780,Udinese,494,833,Jaka Bijol,https://media.api-sports.io/football/players/833.png,,29,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881780,Udinese,494,320335,James Abankwah,https://media.api-sports.io/football/players/320335.png,,14,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881780,Udinese,494,330456,Axel Guessand,https://media.api-sports.io/football/players/330456.png,,67,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881780,Udinese,494,20656,Enzo Ebosse,https://media.api-sports.io/football/players/20656.png,23.0,23,D,6.7,False,True,0,,11.0,10,0,0,0,0,,,,1.0,,2.0,1.0,,,,1.0,,,,,,,,
881780,Udinese,494,1107,Filip Benković,https://media.api-sports.io/football/players/1107.png,,28,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881780,Udinese,494,178749,Lazar Samardžić,https://media.api-sports.io/football/players/178749.png,14.0,24,M,6.3,False,True,0,,11.0,11,0,0,0,0,,,,,,4.0,1.0,2.0,,,,,,,1.0,1.0,,,
881780,Udinese,494,264513,Martin Palumbo,https://media.api-sports.io/football/players/264513.png,,21,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881780,Udinese,494,7591,Sandi Lovrić,https://media.api-sports.io/football/players/7591.png,14.0,4,M,6.7,False,True,0,,8.0,7,0,0,0,0,,,1.0,1.0,1.0,6.0,2.0,1.0,1.0,,,2.0,1.0,,1.0,,,,
881780,Udinese,494,161638,Festy Ebosele,https://media.api-sports.io/football/players/161638.png,14.0,2,D,6.3,False,True,0,,,,1,0,0,0,,,,,,3.0,,,,,,2.0,1.0,,,,,,
881780,Udinese,494,31561,Ilija Nestorovski,https://media.api-sports.io/football/players/31561.png,,30,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881780,Udinese,494,125743,Beto,https://media.api-sports.io/football/players/125743.png,23.0,9,F,6.3,False,True,0,,5.0,4,0,0,0,0,,,,,,6.0,1.0,1.0,,,,1.0,1.0,,,,,,
881780,Udinese,494,367577,Simone Pafundi,https://media.api-sports.io/football/players/367577.png,,80,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881781,Sampdoria,498,30441,Emil Audero,https://media.api-sports.io/football/players/30441.png,90.0,1,G,6.5,False,False,2,1.0,38.0,29,0,0,0,0,0.0,,,,,1.0,1.0,,,,,,,,,,,,
881781,Sampdoria,498,3000,Bartosz Bereszyński,https://media.api-sports.io/football/players/3000.png,58.0,24,D,6.3,True,False,0,,43.0,37,0,0,0,0,,,,1.0,1.0,5.0,1.0,1.0,,,,,2.0,,,,,,
881781,Sampdoria,498,30446,Alex Ferrari,https://media.api-sports.io/football/players/30446.png,89.0,25,D,6.6,False,False,0,,33.0,26,1,0,0,0,,,,,1.0,10.0,6.0,1.0,2.0,,2.0,1.0,,,,,,,
881781,Sampdoria,498,30444,Omar Colley,https://media.api-sports.io/football/players/30444.png,90.0,15,D,6.9,False,False,0,,40.0,33,0,0,0,0,,,,3.0,,9.0,9.0,,2.0,,,,,,,,,,
881781,Sampdoria,498,30822,Tommaso Augello,https://media.api-sports.io/football/players/30822.png,90.0,3,D,6.7,False,False,0,,45.0,35,0,0,0,0,,,1.0,,1.0,2.0,1.0,,,,,1.0,,,,,,,
881781,Sampdoria,498,30459,Ronaldo Vieira,https://media.api-sports.io/football/players/30459.png,90.0,14,M,7.3,False,False,0,,53.0,49,0,0,0,0,,,,3.0,4.0,8.0,5.0,,1.0,,,2.0,1.0,,,,,,
881781,Sampdoria,498,30753,Mehdi Léris,https://media.api-sports.io/football/players/30753.png,75.0,37,M,6.9,False,False,0,,34.0,24,0,0,0,0,,,1.0,3.0,,13.0,8.0,2.0,1.0,,,1.0,3.0,2.0,,,,,1.0
881781,Sampdoria,498,19053,Abdelhamid Sabiri,https://media.api-sports.io/football/players/19053.png,90.0,11,M,7.3,False,False,0,,39.0,27,1,0,0,0,,,1.0,1.0,1.0,15.0,8.0,,4.0,,1.0,3.0,4.0,1.0,4.0,1.0,,,
881781,Sampdoria,498,2452,Tomás Rincón,https://media.api-sports.io/football/players/2452.png,90.0,8,M,6.6,False,False,0,,64.0,55,0,0,0,0,,,1.0,1.0,3.0,5.0,3.0,,2.0,,,,,,,,,,
881781,Sampdoria,498,30536,Filip Đuričić,https://media.api-sports.io/football/players/30536.png,58.0,7,M,7,False,False,0,,14.0,10,0,0,0,0,,,,3.0,,13.0,10.0,1.0,4.0,,,1.0,3.0,3.0,,,,,
881781,Sampdoria,498,31060,Francesco Caputo,https://media.api-sports.io/football/players/31060.png,58.0,10,F,6.5,False,False,0,,14.0,10,0,0,0,0,,,,,,4.0,2.0,,1.0,,,,1.0,,,,,,
881781,Sampdoria,498,31602,Nicola Ravaglia,https://media.api-sports.io/football/players/31602.png,,30,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881781,Sampdoria,498,30447,Nicola Murru,https://media.api-sports.io/football/players/30447.png,,29,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
881781,Sampdoria,498,135,Jeison Murillo,https://media.api-sports.io/football/players/135.png,1.0,21,D,,False,True,0,,2.0,2,0,0,0,0,,,,,,2.0,,,,,,1.0,,,,,,,
