rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,13,8,UEFA Champions League: Group A,WDLWW,,Promotion - Champions League (Play Offs),6,4,1,1,10,2,3,2,1,0,7,0,3,2,0,1,3,2
2,530,Atletico Madrid,https://media.api-sports.io/football/teams/530.png,13,3,UEFA Champions League: Group A,DWWLW,,Promotion - Champions League (Play Offs),6,4,1,1,9,6,3,3,0,0,7,1,3,1,1,1,2,5
3,569,Club Brugge KV,https://media.api-sports.io/football/teams/569.png,6,1,UEFA Champions League: Group A,DDWDL,,Promotion - Europa League (Play Offs),6,1,3,2,6,5,3,0,2,1,1,2,3,1,1,1,5,3
4,91,Monaco,https://media.api-sports.io/football/teams/91.png,1,-12,UEFA Champions League: Group A,LLLDL,,,6,0,1,5,2,14,3,0,0,3,1,8,3,0,1,2,1,6
1,529,Barcelona,https://media.api-sports.io/football/teams/529.png,14,9,UEFA Champions League: Group B,DWDWW,,Promotion - Champions League (Play Offs),6,4,2,0,14,5,3,2,1,0,7,1,3,2,1,0,7,4
2,47,Tottenham,https://media.api-sports.io/football/teams/47.png,8,-1,UEFA Champions League: Group B,DWWDL,,Promotion - Champions League (Play Offs),6,2,2,2,9,10,3,2,0,1,5,5,3,0,2,1,4,5
3,505,Inter,https://media.api-sports.io/football/teams/505.png,8,-1,UEFA Champions League: Group B,DLDLW,,Promotion - Europa League (Play Offs),6,2,2,2,6,7,3,1,2,0,4,3,3,1,0,2,2,4
4,197,PSV Eindhoven,https://media.api-sports.io/football/teams/197.png,2,-7,UEFA Champions League: Group B,DLLDL,,,6,0,2,4,6,13,3,0,1,2,4,6,3,0,1,2,2,7
1,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,11,8,UEFA Champions League: Group C,WWDDW,,Promotion - Champions League (Play Offs),6,3,2,1,17,9,3,2,1,0,10,4,3,1,1,1,7,5
2,40,Liverpool,https://media.api-sports.io/football/teams/40.png,9,2,UEFA Champions League: Group C,WLLWL,,Promotion - Champions League (Play Offs),6,3,0,3,9,7,3,3,0,0,8,2,3,0,0,3,1,5
3,492,Napoli,https://media.api-sports.io/football/teams/492.png,9,2,UEFA Champions League: Group C,LWDDW,,Promotion - Europa League (Play Offs),6,2,3,1,7,5,3,2,1,0,5,2,3,0,2,1,2,3
4,598,FK Crvena Zvezda,https://media.api-sports.io/football/teams/598.png,4,-12,UEFA Champions League: Group C,LLWLL,,,6,1,1,4,5,17,3,1,1,1,3,4,3,0,0,3,2,13
1,212,FC Porto,https://media.api-sports.io/football/teams/212.png,16,9,UEFA Champions League: Group D,WWWWW,,Promotion - Champions League (Play Offs),6,5,1,0,15,6,3,3,0,0,8,2,3,2,1,0,7,4
2,174,FC Schalke 04,https://media.api-sports.io/football/teams/174.png,11,2,UEFA Champions League: Group D,WLWDW,,Promotion - Champions League (Play Offs),6,3,2,1,6,4,3,2,1,0,4,1,3,1,1,1,2,3
3,645,Galatasaray,https://media.api-sports.io/football/teams/645.png,4,-3,UEFA Champions League: Group D,LLLDL,,Promotion - Europa League (Play Offs),6,1,1,4,5,8,3,1,1,1,5,3,3,0,0,3,0,5
4,597,Lokomotiv Moscow,https://media.api-sports.io/football/teams/597.png,3,-8,UEFA Champions League: Group D,LWLLL,,,6,1,0,5,4,12,3,1,0,2,3,4,3,0,0,3,1,8
1,157,Bayern Munich,https://media.api-sports.io/football/teams/157.png,14,10,UEFA Champions League: Group E,DWWWD,,Promotion - Champions League (Play Offs),6,4,2,0,15,5,3,2,1,0,8,2,3,2,1,0,7,3
2,194,Ajax,https://media.api-sports.io/football/teams/194.png,12,6,UEFA Champions League: Group E,DWDWD,,Promotion - Champions League (Play Offs),6,3,3,0,11,5,3,2,1,0,7,3,3,1,2,0,4,2
