fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_captain,games_substitute,shots_total,shots_on,goals_conceded,goals_saves,passes_total,passes_accuracy,tackles_interceptions,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,goals_assists,goals_total,tackles_blocks,tackles_total,penalty_won,penalty_commited,games_rating,passes_key,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past
78616,Ajax,194,547,Donny van de Beek,https://media.api-sports.io/football/players/547.png,24,6,M,False,False,1,1,,,4,100%,0,1,0,0,0,0,0,,,,,,,,,,,,,,
78610,Standard Liege,733,2098,Guillermo Ochoa,https://media.api-sports.io/football/players/2098.png,90,13,G,False,False,0,0,2.0,3.0,27,81%,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,,,,,
78610,Standard Liege,733,2099,Luis Pedro Cavanda,https://media.api-sports.io/football/players/2099.png,90,29,D,False,False,0,0,,,38,86%,0,1,0,0,0,0,0,,,,0.0,1.0,,,,,,,,,
78610,Standard Liege,733,439,Christian Luyindama,https://media.api-sports.io/football/players/439.png,90,26,D,False,False,1,0,,,51,91%,1,0,1,0,0,0,0,,,,1.0,1.0,,,,,,,,,
78610,Standard Liege,733,2103,Konstantinos Laifis,https://media.api-sports.io/football/players/2103.png,90,34,D,False,False,1,0,,,47,94%,2,0,1,0,0,0,0,,,,0.0,,,,,,,,,,
78610,Standard Liege,733,2100,Collins Fai,https://media.api-sports.io/football/players/2100.png,90,21,D,False,False,2,0,,,44,83%,1,0,2,1,0,0,0,,,,0.0,,,,,,,,,,
78610,Standard Liege,733,2118,Răzvan Marin,https://media.api-sports.io/football/players/2118.png,90,18,M,False,False,3,0,,,50,86%,2,0,2,0,0,0,0,,,,0.0,,,,,,,,,,
78610,Standard Liege,733,47539,Uche Agbo,https://media.api-sports.io/football/players/47539.png,90,5,M,False,False,0,0,,,62,92%,1,0,3,0,0,0,0,,1.0,,0.0,1.0,,,,,,,,,
78610,Standard Liege,733,2109,Samuel Bastien,https://media.api-sports.io/football/players/2109.png,76,28,M,False,False,1,0,,,18,85%,0,2,0,0,0,0,0,,,,0.0,2.0,,,,,,,,,
78610,Standard Liege,733,2112,Mehdi Carcela-González,https://media.api-sports.io/football/players/2112.png,90,10,M,False,False,5,1,,,24,66%,2,3,0,0,0,0,0,,,1.0,0.0,2.0,,,,,,,,,
78610,Standard Liege,733,2121,Orlando Sá,https://media.api-sports.io/football/players/2121.png,66,30,F,False,False,2,1,,,9,75%,1,1,1,0,0,0,0,,,,0.0,,,,,,,,,,
78610,Standard Liege,733,2117,Paul-José Mpoku,https://media.api-sports.io/football/players/2117.png,85,40,F,False,False,4,0,,,26,83%,0,2,0,0,0,0,0,,,,0.0,,,,,,,,,,
78610,Standard Liege,733,78403,Moussa Djenepo,https://media.api-sports.io/football/players/78403.png,5,19,M,False,False,0,0,,,1,50%,0,1,1,0,0,0,0,,,,0.0,,1.0,,,,,,,,
78610,Standard Liege,733,2113,Gojko Cimirot,https://media.api-sports.io/football/players/2113.png,14,8,M,False,False,0,0,,,10,100%,0,0,0,0,0,0,0,,,,0.0,,,,,,,,,,
78610,Standard Liege,733,2122,Renaud Emond,https://media.api-sports.io/football/players/2122.png,24,9,F,False,False,2,1,,,2,50%,0,0,0,0,0,1,0,,,1.0,0.0,,,,,,,,,,
78610,Ajax,194,526,André Onana,https://media.api-sports.io/football/players/526.png,90,24,G,False,False,0,0,2.0,1.0,31,67%,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,,,,,
78610,Ajax,194,545,Noussair Mazraoui,https://media.api-sports.io/football/players/545.png,90,12,D,False,False,0,0,,,32,80%,2,1,3,0,0,0,0,,,,0.0,5.0,,1.0,,,,,,,
78610,Ajax,194,532,Matthijs De Ligt,https://media.api-sports.io/football/players/532.png,90,4,D,False,False,1,0,,,31,93%,2,1,1,0,0,0,0,,,,0.0,,,,,,,,,,
78610,Ajax,194,531,Daley Blind,https://media.api-sports.io/football/players/531.png,90,17,D,False,False,0,0,,,40,85%,3,0,0,0,0,0,0,,,,3.0,1.0,,,,,,,,,
78610,Ajax,194,529,Nicolás Tagliafico,https://media.api-sports.io/football/players/529.png,90,31,D,False,False,0,0,,,29,82%,1,2,2,1,0,0,0,,,,0.0,2.0,,,,,,,,,
78610,Ajax,194,546,Lasse Schöne,https://media.api-sports.io/football/players/546.png,89,20,M,False,False,1,0,,,55,91%,0,1,3,0,0,0,0,,,,0.0,1.0,,,,,,,,,
78610,Ajax,194,538,Frenkie de Jong,https://media.api-sports.io/football/players/538.png,79,21,M,False,False,0,0,,,54,96%,1,1,0,0,0,0,0,,,,0.0,,,,,,,,,,
78610,Ajax,194,554,Dušan Tadić,https://media.api-sports.io/football/players/554.png,90,10,M,False,False,1,1,,,34,81%,1,1,0,0,0,0,0,,1.0,1.0,0.0,2.0,,,,,,,,,
78610,Ajax,194,548,Hakim Ziyech,https://media.api-sports.io/football/players/548.png,73,22,M,False,False,2,0,,,36,81%,1,1,1,1,0,0,0,,,,0.0,2.0,,,,,,,,,
78610,Ajax,194,552,David Neres,https://media.api-sports.io/football/players/552.png,90,7,F,False,False,0,0,,,19,86%,0,0,0,0,0,0,0,,1.0,,0.0,,,,,,,,,,
78610,Ajax,194,551,Klaas-Jan Huntelaar,https://media.api-sports.io/football/players/551.png,90,9,F,False,False,4,4,,,21,65%,0,3,0,0,0,0,0,,,1.0,0.0,,,,,,,,,,
78610,Ajax,194,540,Carel Eiting,https://media.api-sports.io/football/players/540.png,1,15,M,False,False,0,0,,,2,50%,0,0,0,0,0,0,0,,,,0.0,,,,,,,,,,
78610,Ajax,194,547,Donny van de Beek,https://media.api-sports.io/football/players/547.png,11,6,M,False,False,0,0,,,5,83%,1,0,0,0,0,0,0,,,,0.0,,,,,,,,,,
78610,Ajax,194,543,Zakaria Labyad,https://media.api-sports.io/football/players/543.png,17,19,F,False,False,1,0,,,4,66%,0,0,0,0,0,0,0,,,,0.0,,,,,,,,,,
78608,Benfica,211,557,Odisseas Vlachodimos,https://media.api-sports.io/football/players/557.png,90,99,G,False,False,0,0,0.0,1.0,18,75%,0,0,0,0,0,0,0,0.0,,,0.0,,,,,,,,,,
78608,Benfica,211,562,André Almeida,https://media.api-sports.io/football/players/562.png,90,34,D,False,False,2,0,,,57,85%,2,2,1,0,0,0,0,,,,0.0,2.0,,,,,,,,,
78608,Benfica,211,567,Rúben Dias,https://media.api-sports.io/football/players/567.png,90,6,D,False,False,1,0,,,72,96%,1,0,0,0,0,0,0,,,,0.0,1.0,,,,,,,,,
78608,Benfica,211,564,Jardel,https://media.api-sports.io/football/players/564.png,90,33,D,False,False,2,1,,,73,85%,3,2,0,0,0,0,0,,,,0.0,,,,,,,,,,
78608,Benfica,211,563,Alejandro Grimaldo,https://media.api-sports.io/football/players/563.png,90,3,D,False,False,0,0,,,75,91%,2,0,0,1,0,0,0,,,,0.0,6.0,,,,,,,,,
78608,Benfica,211,572,Pizzi,https://media.api-sports.io/football/players/572.png,90,21,M,False,False,2,0,,,77,88%,0,4,0,0,0,0,0,,,,0.0,1.0,,,,,,,,,
78608,Benfica,211,571,Ljubomir Fejsa,https://media.api-sports.io/football/players/571.png,90,5,M,False,False,0,0,,,61,92%,5,1,0,0,0,0,0,,,,0.0,2.0,,,,,,,,,
78608,Benfica,211,569,Gedson Fernandes,https://media.api-sports.io/football/players/569.png,90,83,M,False,False,2,0,,,44,93%,1,2,4,0,0,0,0,,,,0.0,,,,,,,,,,
78608,Benfica,211,576,Eduardo Salvio,https://media.api-sports.io/football/players/576.png,75,18,M,False,False,4,1,,,23,74%,0,2,1,0,0,0,0,,1.0,,0.0,2.0,,,,,,,,,
78608,Benfica,211,47346,Facundo Ferreyra,https://media.api-sports.io/football/players/47346.png,63,19,F,False,False,1,1,,,6,75%,0,0,2,0,0,0,0,,,,0.0,,,,,,,,,,
78608,Benfica,211,570,Franco Cervi,https://media.api-sports.io/football/players/570.png,90,11,M,False,False,2,1,,,38,84%,0,1,0,0,0,0,0,,,1.0,0.0,1.0,,,,,,,,,
78608,Benfica,211,579,Andrija Živković,https://media.api-sports.io/football/players/579.png,15,17,M,False,False,0,0,,,11,91%,0,0,0,0,0,0,0,,,,0.0,1.0,,,,,,,,,
