rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,506,Benevento,https://media.api-sports.io/football/teams/506.png,86,40,Serie B: Regular Season,WLWWL,same,Promotion,38,26,8,4,67,27,19,14,4,1,39,9,19,12,4,3,28,18
2,501,Crotone,https://media.api-sports.io/football/teams/501.png,68,23,Serie B: Regular Season,LWWDW,same,Promotion,38,20,8,10,63,40,19,12,5,2,33,14,19,8,3,8,30,26
3,515,Spezia,https://media.api-sports.io/football/teams/515.png,61,14,Serie B: Regular Season,WDDLW,same,Promotion Play-off,38,17,10,11,54,40,19,10,4,5,30,18,19,7,6,6,24,22
4,862,Pordenone,https://media.api-sports.io/football/teams/862.png,58,2,Serie B: Regular Season,DDDLL,same,Promotion Play-off,38,16,10,12,48,46,19,11,5,3,25,12,19,5,5,9,23,34
5,510,Cittadella,https://media.api-sports.io/football/teams/510.png,58,0,Serie B: Regular Season,WWLLL,same,Promotion Play-off,38,17,7,14,49,49,19,7,4,8,23,26,19,10,3,6,26,23
6,491,Chievo,https://media.api-sports.io/football/teams/491.png,56,10,Serie B: Regular Season,WWWLL,same,Promotion Play-off,38,14,14,10,48,38,19,10,4,5,29,18,19,4,10,5,19,20
7,511,Empoli,https://media.api-sports.io/football/teams/511.png,54,-1,Serie B: Regular Season,WLWLL,up,Promotion Play-off,38,14,12,12,47,48,19,7,8,4,26,23,19,7,4,8,21,25
8,512,Frosinone,https://media.api-sports.io/football/teams/512.png,54,3,Serie B: Regular Season,DLLDD,same,Promotion Play-off,38,14,12,12,41,38,19,10,5,4,29,18,19,4,7,8,12,20
9,801,Pisa,https://media.api-sports.io/football/teams/801.png,54,4,Serie B: Regular Season,DWLWD,down,,38,14,12,12,49,45,19,10,5,4,28,20,19,4,7,8,21,25
10,514,Salernitana,https://media.api-sports.io/football/teams/514.png,52,3,Serie B: Regular Season,LDLDW,same,,38,14,10,14,53,50,19,10,6,3,35,23,19,4,4,11,18,27
11,517,Venezia,https://media.api-sports.io/football/teams/517.png,50,-3,Serie B: Regular Season,WLWWD,same,,38,12,14,12,37,40,19,5,6,8,18,24,19,7,8,4,19,16
12,520,Cremonese,https://media.api-sports.io/football/teams/520.png,49,-1,Serie B: Regular Season,DWDDW,same,,38,12,13,13,42,43,19,7,6,6,22,19,19,5,7,7,20,24
13,527,Virtus Entella,https://media.api-sports.io/football/teams/527.png,48,-4,Serie B: Regular Season,LDLWD,same,,38,12,12,14,46,50,19,8,6,5,21,18,19,4,6,9,25,32
14,507,Ascoli,https://media.api-sports.io/football/teams/507.png,46,-8,Serie B: Regular Season,LLDWW,up,,38,13,7,18,50,58,19,9,5,5,29,24,19,4,2,13,21,34
15,10137,Nuova Cosenza,https://media.api-sports.io/football/teams/10137.png,46,1,Serie B: Regular Season,WWWWW,down,,38,12,10,16,50,49,19,6,5,8,21,22,19,6,5,8,29,27
16,524,Perugia,https://media.api-sports.io/football/teams/524.png,45,-11,Serie B: Regular Season,LLWDL,up,Relegation Play-off,38,12,9,17,38,49,19,7,5,7,19,19,19,5,4,10,19,30
17,525,Pescara,https://media.api-sports.io/football/teams/525.png,45,-7,Serie B: Regular Season,LWLDD,down,Relegation Play-off,38,12,9,17,48,55,19,7,8,4,31,23,19,5,1,13,17,32
18,803,Trapani,https://media.api-sports.io/football/teams/803.png,44,-12,Serie B: Regular Season,WWWLW,same,Relegation,38,11,13,14,48,60,19,8,6,5,27,20,19,3,7,9,21,40
19,863,Juve Stabia,https://media.api-sports.io/football/teams/863.png,41,-16,Serie B: Regular Season,LLLWD,same,Relegation,38,11,8,19,47,63,19,9,3,7,30,29,19,2,5,12,17,34
20,868,Livorno,https://media.api-sports.io/football/teams/868.png,21,-37,Serie B: Regular Season,LLLLL,same,Relegation,38,5,6,27,30,67,19,3,2,14,19,42,19,2,4,13,11,25
