fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals,goals_prevented
1386551,54,Birmingham,https://media.api-sports.io/football/teams/54.png,3,8,11,0,6,5,16,1,1,51%,2,,0,366,276,75%,1.38,0
1386551,57,Ipswich,https://media.api-sports.io/football/teams/57.png,1,5,7,1,6,1,22,4,0,49%,3,,2,348,275,79%,1.31,0
1386553,41,Southampton,https://media.api-sports.io/football/teams/41.png,10,10,27,7,22,5,12,7,1,75%,2,,1,609,527,87%,4.14,0
1386553,1837,Wrexham,https://media.api-sports.io/football/teams/1837.png,2,5,10,3,6,4,13,3,2,25%,2,,7,204,130,64%,1.88,0
1386554,1335,Charlton,https://media.api-sports.io/football/teams/1335.png,5,4,12,3,9,3,6,3,,42%,1,,1,295,224,76%,1.16,0
1386554,38,Watford,https://media.api-sports.io/football/teams/38.png,1,5,10,4,4,6,16,2,,58%,2,,4,411,329,80%,0.72,0
1386552,1346,Coventry,https://media.api-sports.io/football/teams/1346.png,3,8,18,7,10,8,7,8,1,58%,3,,3,381,313,82%,1.43,0
1386552,64,Hull City,https://media.api-sports.io/football/teams/64.png,3,3,7,1,5,2,11,2,2,42%,3,,3,295,217,74%,0.43,0
1386555,60,West Brom,https://media.api-sports.io/football/teams/60.png,5,7,13,1,8,5,13,3,,44%,4,1,1,334,261,78%,1.19,0
1386555,67,Blackburn,https://media.api-sports.io/football/teams/67.png,1,7,10,2,6,4,13,7,,56%,0,0,4,417,330,79%,1.25,0
1386557,70,Middlesbrough,https://media.api-sports.io/football/teams/70.png,3,1,6,2,2,4,15,7,0,54%,2,,1,442,351,79%,0.35,0
1386557,76,Swansea,https://media.api-sports.io/football/teams/76.png,1,1,3,1,1,2,15,2,6,46%,5,,2,376,289,77%,0.10,0
1386560,71,Norwich,https://media.api-sports.io/football/teams/71.png,3,8,15,4,6,9,5,6,1,59%,1,,1,424,352,83%,1.04,0
1386560,58,Millwall,https://media.api-sports.io/football/teams/58.png,3,6,15,6,9,6,15,5,1,41%,4,,2,284,198,70%,2.09,0
1386558,72,QPR,https://media.api-sports.io/football/teams/72.png,3,5,13,5,5,8,7,5,4,58%,0,,1,388,298,77%,0.94,0
1386558,59,Preston,https://media.api-sports.io/football/teams/59.png,3,5,11,3,8,3,9,4,4,42%,3,,3,275,191,69%,0.84,0
1386556,75,Stoke City,https://media.api-sports.io/football/teams/75.png,7,4,12,1,6,6,12,7,2,68%,1,,1,441,381,86%,1.09,0
1386556,69,Derby,https://media.api-sports.io/football/teams/69.png,2,1,3,0,2,1,14,3,2,32%,2,,4,205,125,61%,0.39,0
1386559,1338,Oxford United,https://media.api-sports.io/football/teams/1338.png,4,3,18,11,13,5,15,8,3,49%,1,,3,299,201,67%,1.37,1
1386559,1355,Portsmouth,https://media.api-sports.io/football/teams/1355.png,4,5,9,0,7,2,10,4,2,51%,2,,4,323,229,71%,1.21,1
1386561,62,Sheffield Utd,https://media.api-sports.io/football/teams/62.png,6,6,20,8,12,8,10,14,2,74%,,,1,587,505,86%,2.30,0
1386561,56,Bristol City,https://media.api-sports.io/football/teams/56.png,5,3,9,1,6,3,10,3,2,26%,,,5,207,138,67%,1.30,0
1386562,46,Leicester,https://media.api-sports.io/football/teams/46.png,13,9,27,5,10,17,6,13,0,75%,0,0,2,476,431,91%,2.54,0
1386562,74,Sheffield Wednesday,https://media.api-sports.io/football/teams/74.png,3,3,7,1,7,0,13,3,1,25%,2,1,11,162,99,61%,0.62,0
1386568,69,Derby,https://media.api-sports.io/football/teams/69.png,4,5,13,4,5,8,14,6,2,48%,2,,5,308,237,77%,1.43,0
1386568,1346,Coventry,https://media.api-sports.io/football/teams/1346.png,10,6,20,4,15,5,11,5,1,52%,5,,1,352,281,80%,3.24,0
1386565,1355,Portsmouth,https://media.api-sports.io/football/teams/1355.png,3,9,19,7,8,11,8,9,3,58%,3,,2,459,343,75%,1.76,0
1386565,71,Norwich,https://media.api-sports.io/football/teams/71.png,5,6,11,0,7,4,13,0,1,42%,3,,2,353,236,67%,1.96,0
1386564,1837,Wrexham,https://media.api-sports.io/football/teams/1837.png,3,10,15,2,13,2,5,5,2,51%,2,,2,489,415,85%,2.01,0
1386564,60,West Brom,https://media.api-sports.io/football/teams/60.png,5,8,17,4,15,2,7,5,1,49%,0,,1,484,418,86%,2.37,0
1386571,38,Watford,https://media.api-sports.io/football/teams/38.png,4,9,17,4,8,9,9,2,4,46%,1,1,2,402,331,82%,2.06,0
1386571,72,QPR,https://media.api-sports.io/football/teams/72.png,3,6,13,4,5,8,9,4,2,54%,2,0,2,461,393,85%,0.50,0
1386566,56,Bristol City,https://media.api-sports.io/football/teams/56.png,1,5,14,8,4,10,9,4,1,58%,0,,3,396,295,74%,0.73,0
1386566,1335,Charlton,https://media.api-sports.io/football/teams/1335.png,2,5,8,1,6,2,13,6,1,42%,1,,1,276,181,66%,0.96,0
1386563,58,Millwall,https://media.api-sports.io/football/teams/58.png,1,6,11,4,7,4,16,5,4,45%,4,,2,332,245,74%,0.60,0
1386563,70,Middlesbrough,https://media.api-sports.io/football/teams/70.png,5,3,12,4,7,5,11,10,2,55%,5,,0,410,326,80%,0.99,0
1386567,59,Preston,https://media.api-sports.io/football/teams/59.png,4,8,14,2,10,4,11,6,2,40%,2,,1,267,191,72%,2.48,0
1386567,46,Leicester,https://media.api-sports.io/football/teams/46.png,2,4,14,8,7,7,7,4,0,60%,0,,2,417,357,86%,0.92,0
1386569,67,Blackburn,https://media.api-sports.io/football/teams/67.png,2,2,5,1,5,0,14,3,3,41%,1,,2,295,203,69%,0.43,0
1386569,54,Birmingham,https://media.api-sports.io/football/teams/54.png,4,2,8,2,4,4,13,5,0,59%,2,,1,428,362,85%,2.00,0
1386573,74,Sheffield Wednesday,https://media.api-sports.io/football/teams/74.png,5,8,15,2,13,2,12,6,1,54%,0,,2,372,297,80%,1.50,1
1386573,75,Stoke City,https://media.api-sports.io/football/teams/75.png,6,4,12,2,7,5,10,7,6,46%,3,,5,323,239,74%,2.06,1
1386574,76,Swansea,https://media.api-sports.io/football/teams/76.png,4,4,13,5,9,4,13,4,3,56%,1,,0,399,333,83%,1.34,0
1386574,62,Sheffield Utd,https://media.api-sports.io/football/teams/62.png,0,2,8,6,5,3,14,8,0,44%,3,,3,313,238,76%,0.58,0
1386572,57,Ipswich,https://media.api-sports.io/football/teams/57.png,1,10,14,3,12,2,7,4,3,50%,2,,2,339,269,79%,1.64,0
1386572,41,Southampton,https://media.api-sports.io/football/teams/41.png,3,5,11,3,6,5,20,5,0,50%,2,,1,353,285,81%,0.75,0
1386570,64,Hull City,https://media.api-sports.io/football/teams/64.png,7,2,19,10,11,8,7,10,2,75%,1,,4,629,554,88%,1.91,0
1386570,1338,Oxford United,https://media.api-sports.io/football/teams/1338.png,6,3,11,2,7,4,8,4,2,25%,1,,4,204,131,64%,1.02,0
