fixture_id,date,timestamp,status,maintime,first_half,second_half,extratime,country,league_id,league_name,league_flag,league_logo,season,round,venue_name,venue_city,venue_id,referee,home_team,home_team_id,home_team_flag,away_team,away_team_id,away_team_flag,home_goals,away_goals,halftime_home,halftime_away,fulltime_home,fulltime_away,home_shots_on_goal,home_shots_off_goal,home_total_shots,home_blocked_shots,home_shots_insidebox,home_shots_outsidebox,home_fouls,home_corner_kicks,home_offsides,home_ball_possession,home_yellow_cards,home_red_cards,home_goalkeeper_saves,home_total_passes,home_passes_accurate,home_passes,away_shots_on_goal,away_shots_off_goal,away_total_shots,away_blocked_shots,away_shots_insidebox,away_shots_outsidebox,away_fouls,away_corner_kicks,away_offsides,away_ball_possession,away_yellow_cards,away_red_cards,away_goalkeeper_saves,away_total_passes,away_passes_accurate,away_passes,home_points,away_points,home_goals_for,away_goals_for,home_goals_against,away_goals_against,home_played,away_played,home_wins,away_wins,home_draws,away_draws,home_losses,away_losses,home_goals_diff,away_goals_diff,home_rank,away_rank
1388614,2025-08-01 18:30:00+00:00,1754073000,FT,90,1754073000,1754076600,10,Germany,79,2. Bundesliga,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/79.png,2025,Regular Season - 1,VELTINS-Arena,Gelsenkirchen,741,Richard Hempel,Fc Schalke 04,174,https://media.api-sports.io/football/teams/174.png,Hertha Bsc,159,https://media.api-sports.io/football/teams/159.png,2,1,2,0,2,1,6,6,14,2,9,5,19,5,0,0.37,7.0,1.0,2,272,185,0.68,3,6,9,0,5,4,12,10,2,0.63,1.0,0.0,3,466,367,0.79,174,58,116,58,116,116,116,116,58,0,0,58,58,58,0,-58,8,14
1388617,2025-08-02 11:00:00+00:00,1754132400,FT,90,1754132400,1754136000,7,Germany,79,2. Bundesliga,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/79.png,2025,Regular Season - 1,Merck-Stadion am Böllenfalltor,Darmstadt,705,Max Burda,Sv Darmstadt 98,181,https://media.api-sports.io/football/teams/181.png,Vfl Bochum,176,https://media.api-sports.io/football/teams/176.png,4,1,2,1,4,1,7,7,20,6,16,4,12,5,1,0.43,2.0,0.0,2,324,243,0.75,3,6,10,1,7,3,13,8,2,0.57,3.0,0.0,3,428,350,0.82,348,174,290,174,58,232,116,116,116,58,0,0,0,58,232,-58,2,11
1388615,2025-08-02 11:00:00+00:00,1754132400,FT,90,1754132400,1754136000,11,Germany,79,2. Bundesliga,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/79.png,2025,Regular Season - 1,Home Deluxe Arena,Paderborn,18622,Felix Prigan,Sc Paderborn 07,185,https://media.api-sports.io/football/teams/185.png,Holstein Kiel,191,https://media.api-sports.io/football/teams/191.png,2,1,1,0,2,1,3,2,9,4,4,5,13,3,3,0.47,1.0,0.0,1,412,312,0.76,2,4,7,1,2,5,12,0,1,0.53,3.0,0.0,1,473,379,0.8,232,0,174,58,116,232,116,116,58,0,58,0,0,116,58,-174,5,17
1388621,2025-08-02 11:00:00+00:00,1754132400,FT,90,1754132400,1754136000,8,Germany,79,2. Bundesliga,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/79.png,2025,Regular Season - 1,BBBank Wildpark,Karlsruhe,11900,Robert Kampka,Karlsruher Sc,785,https://media.api-sports.io/football/teams/785.png,Preußen Münster,1313,https://media.api-sports.io/football/teams/1313.png,3,2,2,1,3,2,4,5,13,4,9,4,17,6,1,0.32,3.0,0.0,1,285,209,0.73,3,3,11,5,6,5,17,5,2,0.68,3.0,1.0,0,654,585,0.89,232,58,174,174,116,232,116,116,58,0,58,58,0,58,58,-58,5,13
1388618,2025-08-02 11:00:00+00:00,1754132400,FT,90,1754132400,1754136000,8,Germany,79,2. Bundesliga,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/79.png,2025,Regular Season - 1,URSAPHARM-Arena an der Kaiserlinde,Spiesen-Elversberg,710,Eric-Dominic Weisbach,Sv Elversberg,1660,https://media.api-sports.io/football/teams/1660.png,1. Fc Nürnberg,171,https://media.api-sports.io/football/teams/171.png,1,0,0,0,1,0,4,5,12,3,6,6,16,2,2,0.55,2.0,0.0,4,466,412,0.88,4,5,11,2,7,4,23,4,1,0.45,3.0,0.0,3,375,313,0.83,174,0,58,0,116,116,116,116,58,0,0,0,58,116,-58,-116,12,16
1388616,2025-08-02 18:30:00+00:00,1754159400,FT,90,1754159400,1754163000,10,Germany,79,2. Bundesliga,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/79.png,2025,Regular Season - 1,SchücoArena,Bielefeld,697,Patrick Alt,Arminia Bielefeld,188,https://media.api-sports.io/football/teams/188.png,Fortuna Düsseldorf,158,https://media.api-sports.io/football/teams/158.png,5,1,1,1,5,1,9,4,15,2,9,6,12,8,3,0.64,4.0,0.0,1,547,460,0.84,3,6,11,2,7,4,14,3,4,0.36,4.0,1.0,3,304,224,0.74,348,0,406,58,58,406,116,116,116,0,0,0,0,116,348,-348,1,18
1388619,2025-08-03 11:30:00+00:00,1754220600,FT,90,1754220600,1754224200,8,Germany,79,2. Bundesliga,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/79.png,2025,Regular Season - 1,Sportpark Ronhof Thomas Sommer,Fürth,718,Lars Erbst,Spvgg Greuther Fürth,178,https://media.api-sports.io/football/teams/178.png,Dynamo Dresden,183,https://media.api-sports.io/football/teams/183.png,3,2,2,1,3,2,5,4,10,1,8,2,8,4,1,0.31,1.0,0.0,2,235,164,0.7,4,12,21,5,10,11,11,10,3,0.69,0.0,0.0,2,515,458,0.89,174,0,290,174,290,290,116,116,58,0,0,0,58,116,0,-116,7,15
1388622,2025-08-03 11:30:00+00:00,1754220600,FT,90,1754220600,1754224200,7,Germany,79,2. Bundesliga,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/79.png,2025,Regular Season - 1,Avnet Arena,Magdeburg,733,Tom Bauer,1. Fc Magdeburg,179,https://media.api-sports.io/football/teams/179.png,Eintracht Braunschweig,744,https://media.api-sports.io/football/teams/744.png,0,1,0,0,0,1,3,8,19,8,13,6,17,12,0,0.67,4.0,0.0,3,529,460,0.87,4,2,9,3,1,8,11,2,1,0.33,1.0,1.0,2,276,198,0.72,174,348,116,232,116,116,116,116,58,116,0,0,58,0,0,116,8,4
1388620,2025-08-03 11:30:00+00:00,1754220600,FT,90,1754220600,1754224200,3,Germany,79,2. Bundesliga,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/79.png,2025,Regular Season - 1,Heinz von Heiden-Arena,Hannover,18858,Michael Bacher,Hannover 96,166,https://media.api-sports.io/football/teams/166.png,1. Fc Kaiserslautern,745,https://media.api-sports.io/football/teams/745.png,1,0,0,0,1,0,5,6,14,3,10,4,13,5,1,0.62,2.0,0.0,0,541,458,0.85,0,6,9,3,5,4,14,5,0,0.38,3.0,0.0,4,316,220,0.7,348,174,174,58,0,58,116,116,116,58,0,0,0,58,174,0,3,10
1388628,2025-08-08 16:30:00+00:00,1754670600,FT,90,1754670600,1754674200,6,Germany,79,2. Bundesliga,https://media.api-sports.io/flags/de.svg,https://media.api-sports.io/football/leagues/79.png,2025,Regular Season - 2,Max-Morlock-Stadion,Nürnberg,713,Florian Lechner,1. Fc Nürnberg,171,https://media.api-sports.io/football/teams/171.png,Sv Darmstadt 98,181,https://media.api-sports.io/football/teams/181.png,0,1,0,0,0,1,3,7,12,2,6,6,11,4,2,0.47,2.0,0.0,3,368,295,0.8,5,7,14,2,5,9,15,5,1,0.53,2.0,0.0,3,409,340,0.83,0,351,0,294,117,59,117,117,0,117,0,0,117,0,-117,235,16,2
