rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
3,2110,Volos NFC,https://media.api-sports.io/football/teams/2110.png,39,-16,Super League 1: Relegation Round,LLWWL,same,,36,11,6,19,36,52,5,3,1,1,7,2,5,2,1,2,9,8
4,2099,Panserraikos,https://media.api-sports.io/football/teams/2099.png,37,-21,Super League 1: Relegation Round,LLDLW,same,,36,10,7,19,40,61,5,2,2,1,8,4,5,0,1,4,2,10
5,2095,Kallithea,https://media.api-sports.io/football/teams/2095.png,36,-16,Super League 1: Relegation Round,WWDLD,same,Relegation,36,8,12,16,36,52,5,1,3,1,5,5,5,3,0,2,7,7
6,956,Lamia,https://media.api-sports.io/football/teams/956.png,20,-43,Super League 1: Relegation Round,LLLWL,same,Relegation,36,4,8,24,21,64,5,1,0,4,6,12,5,0,2,3,1,8
1,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,60,29,Super League 1: Regular Season,WWWWD,same,Championship Round,26,18,6,2,45,16,13,9,4,0,23,9,13,9,2,2,22,7
2,575,AEK Athens FC,https://media.api-sports.io/football/teams/575.png,53,28,Super League 1: Regular Season,DLWWW,up,Championship Round,26,16,5,5,44,16,13,9,3,1,27,5,13,7,2,4,17,11
3,617,Panathinaikos,https://media.api-sports.io/football/teams/617.png,50,9,Super League 1: Regular Season,DWLWL,down,Championship Round,26,14,8,4,31,22,13,9,3,1,18,8,13,5,5,3,13,14
4,619,PAOK,https://media.api-sports.io/football/teams/619.png,46,25,Super League 1: Regular Season,LWLWW,down,Championship Round,26,14,4,8,51,26,13,6,2,5,25,14,13,8,2,3,26,12
5,1123,Aris Thessalonikis,https://media.api-sports.io/football/teams/1123.png,42,3,Super League 1: Regular Season,DDWLW,down,UEFA Conference League Play-offs,26,12,6,8,31,28,13,8,3,2,17,8,13,4,3,6,14,20
6,1124,OFI,https://media.api-sports.io/football/teams/1124.png,36,-1,Super League 1: Regular Season,LWWWL,down,UEFA Conference League Play-offs,26,10,6,10,37,38,13,5,3,5,20,20,13,5,3,5,17,18
7,12260,Atromitos,https://media.api-sports.io/football/teams/12260.png,35,0,Super League 1: Regular Season,DWWLL,down,UEFA Conference League Play-offs,26,10,5,11,32,32,13,3,3,7,13,17,13,7,2,4,19,15
8,955,Asteras Tripolis,https://media.api-sports.io/football/teams/955.png,35,-2,Super League 1: Regular Season,LLLLD,down,UEFA Conference League Play-offs,26,10,5,11,27,29,13,6,1,6,14,13,13,4,4,5,13,16
9,949,Panetolikos,https://media.api-sports.io/football/teams/949.png,33,-2,Super League 1: Regular Season,DLLWW,down,Relegation Round,26,9,6,11,20,22,13,5,2,6,11,10,13,4,4,5,9,12
10,957,Levadiakos,https://media.api-sports.io/football/teams/957.png,28,-4,Super League 1: Regular Season,DLWWW,down,Relegation Round,26,6,10,10,30,34,13,3,4,6,14,18,13,3,6,4,16,16
11,2099,Panserraikos,https://media.api-sports.io/football/teams/2099.png,28,-17,Super League 1: Regular Season,WWLLL,down,Relegation Round,26,8,4,14,30,47,13,4,4,5,17,22,13,4,0,9,13,25
12,2110,Volos NFC,https://media.api-sports.io/football/teams/2110.png,22,-22,Super League 1: Regular Season,LDLLL,down,Relegation Round,26,6,4,16,20,42,13,1,3,9,9,22,13,5,1,7,11,20
13,2095,Kallithea,https://media.api-sports.io/football/teams/2095.png,21,-16,Super League 1: Regular Season,WLLLW,down,Relegation Round,26,4,9,13,24,40,13,3,4,6,15,22,13,1,5,7,9,18
14,956,Lamia,https://media.api-sports.io/football/teams/956.png,15,-30,Super League 1: Regular Season,WLWLL,down,Relegation Round,26,3,6,17,14,44,13,2,3,8,7,18,13,1,3,9,7,26
