rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,75,36,Super League 1: Championship Round,WWWWL,same,Promotion - Champions League (Qualification),32,23,6,3,58,22,3,3,0,0,9,4,3,2,0,1,4,2
2,617,Panathinaikos,https://media.api-sports.io/football/teams/617.png,59,10,Super League 1: Championship Round,LWLWW,same,Promotion - Champions League (Qualification),32,17,8,7,42,32,3,2,0,1,6,3,3,1,0,2,5,7
3,619,PAOK,https://media.api-sports.io/football/teams/619.png,58,25,Super League 1: Championship Round,WLWLW,same,Promotion - Europa Conference League (Qualification),32,18,4,10,62,37,3,3,0,0,5,2,3,1,0,2,6,9
4,575,AEK Athens FC,https://media.api-sports.io/football/teams/575.png,53,20,Super League 1: Championship Round,LLLLL,same,Promotion - Europa Conference League (Qualification),32,16,5,11,48,28,3,0,0,3,3,7,3,0,0,3,1,5
1,1123,Aris Thessalonikis,https://media.api-sports.io/football/teams/1123.png,35,7,Super League 1: Conference League Play-off Group,WDDWW,same,Possible Play-off,6,4,2,0,11,4,3,3,0,0,7,2,3,1,2,0,4,2
2,955,Asteras Tripolis,https://media.api-sports.io/football/teams/955.png,27,-3,Super League 1: Conference League Play-off Group,LLWWW,same,,6,3,0,3,8,11,3,1,0,2,3,7,3,2,0,1,5,4
3,12260,Atromitos,https://media.api-sports.io/football/teams/12260.png,26,2,Super League 1: Conference League Play-off Group,DWDLL,same,,6,2,2,2,7,5,3,0,2,1,1,2,3,2,0,1,6,3
4,1124,OFI,https://media.api-sports.io/football/teams/1124.png,20,-6,Super League 1: Conference League Play-off Group,DDLLL,same,,6,0,2,4,3,9,3,0,1,2,2,5,3,0,1,2,1,4
1,957,Levadiakos,https://media.api-sports.io/football/teams/957.png,50,7,Super League 1: Relegation Round,WWLWW,same,,36,13,11,12,50,43,5,3,1,1,11,5,5,4,0,1,9,4
2,949,Panetolikos,https://media.api-sports.io/football/teams/949.png,48,-2,Super League 1: Relegation Round,WWWLD,same,,36,13,9,14,29,31,5,2,0,3,3,6,5,2,3,0,6,3
