fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,duels_total,duels_won,fouls_committed,penalty_commited,fouls_drawn,penalty_won,passes_key,dribbles_attempts,dribbles_success,tackles_blocks,dribbles_past,shots_total,shots_on,goals_total,offsides
1360739,Lamia,956,27228,Dimitris Chantakias,https://media.api-sports.io/football/players/27228.png,90.0,33,D,7,False,False,0,0.0,,39.0,30,0,0,0,0,,,1.0,7.0,5.0,,,2.0,,1.0,,,2.0,1.0,,,,
1360739,Lamia,956,162490,Nikolaos Gotzamanidis,https://media.api-sports.io/football/players/162490.png,90.0,5,D,7.2,False,False,0,0.0,,41.0,36,0,0,0,0,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,
1360739,Lamia,956,27310,Vasilios Vitlis,https://media.api-sports.io/football/players/27310.png,83.0,21,D,6.9,False,False,0,0.0,,30.0,23,0,0,0,0,,3.0,2.0,5.0,4.0,,,,,,2.0,1.0,,,,,,
1360739,Lamia,956,27002,Antonis Dentakis,https://media.api-sports.io/football/players/27002.png,90.0,2,M,6.9,False,False,0,0.0,,40.0,31,0,0,0,0,,,,9.0,6.0,,,4.0,,2.0,3.0,2.0,,1.0,,,,
1360739,Lamia,956,161958,Vasilios Sourlis,https://media.api-sports.io/football/players/161958.png,89.0,8,M,6.6,False,False,0,0.0,,27.0,26,0,0,0,0,,,,6.0,3.0,2.0,,1.0,,,1.0,1.0,,,1.0,,,
1360739,Lamia,956,44791,Aaron Tshibola,https://media.api-sports.io/football/players/44791.png,56.0,36,M,6.9,False,False,0,0.0,,46.0,38,1,0,0,0,,1.0,2.0,10.0,3.0,3.0,,2.0,,,1.0,,1.0,,1.0,,,
1360739,Lamia,956,483967,Dimitrios Tsiakas,https://media.api-sports.io/football/players/483967.png,55.0,70,M,6.7,False,False,0,0.0,,19.0,13,1,0,0,0,,3.0,,9.0,4.0,1.0,,1.0,,1.0,1.0,,,,1.0,,,
1360739,Lamia,956,26746,Andreas Athanasakopoulos,https://media.api-sports.io/football/players/26746.png,90.0,20,F,6.9,False,False,0,0.0,,26.0,22,0,0,0,0,,1.0,,7.0,2.0,3.0,,,,3.0,1.0,,,1.0,2.0,,,
1360739,Lamia,956,158096,Anestis Vlachomitros,https://media.api-sports.io/football/players/158096.png,90.0,11,F,7,True,False,0,0.0,,16.0,12,0,0,0,0,,,,11.0,7.0,1.0,,4.0,,1.0,,,,,1.0,,,
1360739,Lamia,956,46659,Rober Ibáñez,https://media.api-sports.io/football/players/46659.png,35.0,7,M,7.5,False,True,0,1.0,,15.0,11,0,0,0,0,,2.0,,7.0,5.0,,,1.0,,1.0,3.0,2.0,,,1.0,,,
1360739,Lamia,956,399648,Giannis Doiranlis,https://media.api-sports.io/football/players/399648.png,34.0,23,M,7.9,False,True,0,0.0,,15.0,12,0,0,0,0,,5.0,,9.0,7.0,1.0,,,,1.0,2.0,2.0,,1.0,2.0,1.0,1.0,
1360739,Lamia,956,17843,Sebastian Ring,https://media.api-sports.io/football/players/17843.png,14.0,19,D,6.3,False,True,0,0.0,,2.0,1,0,0,0,0,,1.0,,2.0,1.0,,,,,,1.0,,,,,,,
1360739,Lamia,956,26899,Vajebah Sakor,https://media.api-sports.io/football/players/26899.png,1.0,6,M,,False,True,0,0.0,,1.0,1,0,0,0,0,,1.0,,2.0,2.0,,,,,,,,,,,,,
1360739,Lamia,956,521650,Alexandros Kapsaliaris,https://media.api-sports.io/football/players/521650.png,,82,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360739,Lamia,956,135857,Alexandros Tereziou,https://media.api-sports.io/football/players/135857.png,,77,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360739,Lamia,956,482603,Konstantinos Gyftomitros,https://media.api-sports.io/football/players/482603.png,,41,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360739,Lamia,956,327629,Toshio Lake,https://media.api-sports.io/football/players/327629.png,,26,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360739,Lamia,956,351156,Bilal Mazhar,https://media.api-sports.io/football/players/351156.png,,16,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360739,Panserraikos,2099,24665,Luka Gugeshashvili,https://media.api-sports.io/football/players/24665.png,90.0,23,G,6.2,True,False,2,0.0,,33.0,27,1,0,0,0,0.0,,,2.0,,1.0,,,,,,,,1.0,,,,
1360739,Panserraikos,2099,374959,Athanasios Koutsogoulas,https://media.api-sports.io/football/players/374959.png,90.0,2,D,7,False,False,0,0.0,,27.0,21,0,0,0,0,,3.0,2.0,15.0,9.0,1.0,,3.0,,,3.0,1.0,,1.0,,,,
1360739,Panserraikos,2099,277165,Volnei Feltes,https://media.api-sports.io/football/players/277165.png,90.0,30,D,7.3,False,False,0,0.0,,61.0,56,0,0,0,0,,1.0,,6.0,4.0,1.0,,,,,,,2.0,,2.0,1.0,,
1360739,Panserraikos,2099,6797,Jason Davidson,https://media.api-sports.io/football/players/6797.png,90.0,91,D,7,False,False,0,0.0,,75.0,72,0,0,0,0,,,,5.0,3.0,2.0,,2.0,,,1.0,1.0,1.0,,,,,
1360739,Panserraikos,2099,30859,Mohamed Fares,https://media.api-sports.io/football/players/30859.png,90.0,93,D,6.7,False,False,0,0.0,,58.0,48,0,0,0,0,,2.0,3.0,9.0,3.0,4.0,,,,,,,,,,,,
1360739,Panserraikos,2099,2199,Jérémy Gélin,https://media.api-sports.io/football/players/2199.png,90.0,25,M,7.2,False,False,0,1.0,,81.0,71,0,0,0,0,,2.0,1.0,6.0,4.0,1.0,,,,2.0,2.0,1.0,,,1.0,,,
1360739,Panserraikos,2099,44849,Stephane Omeonga,https://media.api-sports.io/football/players/44849.png,85.0,40,M,6.2,False,False,0,0.0,,33.0,27,0,0,0,0,,1.0,,9.0,3.0,3.0,,2.0,,,1.0,,,2.0,,,,
1360739,Panserraikos,2099,6652,Braian Galván,https://media.api-sports.io/football/players/6652.png,6.0,16,M,,False,False,0,0.0,,,,0,0,0,0,,,,1.0,,1.0,,,,,,,,,,,,
1360739,Panserraikos,2099,26755,Paschalis Staikos,https://media.api-sports.io/football/players/26755.png,78.0,26,M,6.9,False,False,0,0.0,,39.0,31,1,0,0,0,,,,8.0,2.0,2.0,,,,,4.0,2.0,,1.0,1.0,1.0,1.0,
1360739,Panserraikos,2099,6625,Juan Camilo Salazar,https://media.api-sports.io/football/players/6625.png,90.0,77,M,6.3,False,False,0,0.0,,20.0,15,1,0,0,0,,1.0,,10.0,4.0,2.0,,3.0,,1.0,3.0,,,1.0,,,,
1360739,Panserraikos,2099,7518,Jefté Betancor,https://media.api-sports.io/football/players/7518.png,90.0,10,F,6.6,False,False,0,0.0,,14.0,11,0,0,0,0,,1.0,,3.0,1.0,1.0,,,,1.0,,,,,,,,
1360739,Panserraikos,2099,26808,Miloš Deletić,https://media.api-sports.io/football/players/26808.png,84.0,7,F,6.2,False,True,0,0.0,,17.0,14,0,0,0,0,,1.0,,12.0,4.0,,,3.0,,,3.0,,,2.0,,,,
1360739,Panserraikos,2099,342895,Marios Sofianos,https://media.api-sports.io/football/players/342895.png,12.0,21,F,6.7,False,True,0,0.0,,,,0,0,0,0,,,,6.0,2.0,2.0,,1.0,,1.0,2.0,1.0,,,,,,
1360739,Panserraikos,2099,376318,Mohammed Al-Rashidi,https://media.api-sports.io/football/players/376318.png,12.0,39,M,6.3,False,True,0,0.0,,3.0,3,0,0,0,0,,1.0,,3.0,1.0,,,,,,1.0,,,,,,,
1360739,Panserraikos,2099,26701,Panagiotis Katsikas,https://media.api-sports.io/football/players/26701.png,,13,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360739,Panserraikos,2099,15169,Andreas Karamanolis,https://media.api-sports.io/football/players/15169.png,,47,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360739,Panserraikos,2099,26648,Aristotelis Karasalidis,https://media.api-sports.io/football/players/26648.png,,4,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360739,Panserraikos,2099,402803,Zacharias Papadimitriou,https://media.api-sports.io/football/players/402803.png,,41,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360739,Panserraikos,2099,1618,Giorgos Marinos,https://media.api-sports.io/football/players/1618.png,,19,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360739,Panserraikos,2099,193175,Alexandros Maskanakis,https://media.api-sports.io/football/players/193175.png,,17,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360738,Levadiakos,957,5622,Ramiro Macagno,https://media.api-sports.io/football/players/5622.png,90.0,12,G,6.7,False,False,1,0.0,1.0,29.0,22,0,0,0,0,0.0,,,,,,,,,,,,,,,,,
1360738,Levadiakos,957,27164,Paschalis Kassos,https://media.api-sports.io/football/players/27164.png,90.0,20,D,6.9,False,False,0,0.0,,42.0,28,0,0,0,0,,1.0,1.0,7.0,4.0,2.0,,2.0,,,,,1.0,,,,,1.0
1360738,Levadiakos,957,26948,Panagiotis Liagas,https://media.api-sports.io/football/players/26948.png,90.0,24,D,7.5,True,False,0,0.0,,61.0,53,0,0,0,0,,1.0,1.0,7.0,4.0,,,1.0,,,,,2.0,2.0,,,,
1360738,Levadiakos,957,26591,Joel Abu Hanna,https://media.api-sports.io/football/players/26591.png,90.0,4,D,6.9,False,False,0,0.0,,72.0,69,0,0,0,0,,1.0,1.0,7.0,4.0,2.0,,,,,,,,,1.0,1.0,,
1360738,Levadiakos,957,26962,Marios Vichos,https://media.api-sports.io/football/players/26962.png,90.0,3,D,6.9,False,False,0,0.0,,53.0,45,0,0,0,0,,,1.0,8.0,5.0,1.0,,,,,2.0,2.0,,1.0,1.0,,,
1360738,Levadiakos,957,3575,Enis Çokaj,https://media.api-sports.io/football/players/3575.png,79.0,23,M,6.9,False,False,0,0.0,,40.0,36,0,0,0,0,,2.0,,3.0,2.0,1.0,,,,,,,,,1.0,1.0,,
1360738,Levadiakos,957,7294,Maximiliano Moreira,https://media.api-sports.io/football/players/7294.png,90.0,69,M,7.7,False,False,0,1.0,,68.0,63,0,0,0,0,,2.0,3.0,8.0,6.0,1.0,,2.0,,2.0,,,,1.0,,,,
1360738,Levadiakos,957,311376,Guillermo Balzi,https://media.api-sports.io/football/players/311376.png,58.0,11,M,7,False,False,0,1.0,,25.0,22,1,0,0,0,,2.0,,7.0,4.0,2.0,,1.0,,2.0,1.0,1.0,,,2.0,,,
1360738,Levadiakos,957,15347,Ioannis Kosti,https://media.api-sports.io/football/players/15347.png,90.0,18,M,7.6,False,False,0,1.0,,63.0,58,0,0,0,0,,2.0,1.0,11.0,5.0,3.0,,2.0,,6.0,,,,1.0,,,,
1360738,Levadiakos,957,2183,Benjamin Verbič,https://media.api-sports.io/football/players/2183.png,87.0,7,M,6.9,False,False,0,0.0,,29.0,23,0,0,1,0,,,,11.0,2.0,2.0,,2.0,,,2.0,,,2.0,2.0,2.0,1.0,
1360738,Levadiakos,957,237121,Zini,https://media.api-sports.io/football/players/237121.png,79.0,90,F,7.2,False,False,0,0.0,,16.0,12,0,0,0,0,,,,9.0,1.0,,,1.0,1.0,,1.0,,,1.0,2.0,2.0,1.0,
1360738,Levadiakos,957,59233,Fabricio Pedrozo,https://media.api-sports.io/football/players/59233.png,32.0,15,F,6.9,False,True,0,0.0,,20.0,18,0,0,0,0,,2.0,,7.0,4.0,1.0,,1.0,,1.0,2.0,1.0,,,1.0,,,
1360738,Levadiakos,957,27334,Panagiotis Symelidis,https://media.api-sports.io/football/players/27334.png,11.0,31,M,7.7,False,True,0,0.0,,8.0,8,0,0,0,0,,,,2.0,1.0,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,
1360738,Levadiakos,957,11282,Alen Ožbolt,https://media.api-sports.io/football/players/11282.png,11.0,21,F,7.9,False,True,0,0.0,,5.0,4,0,0,0,0,,,,1.0,1.0,,,1.0,,,,,,,2.0,2.0,1.0,
1360738,Levadiakos,957,65655,Rodrigo Erramuspe,https://media.api-sports.io/football/players/65655.png,10.0,5,D,6.3,False,True,0,0.0,,7.0,7,0,0,0,0,,,,,,,,,,,,,,,,,,
1360738,Levadiakos,957,26851,Athanasios Garavelis,https://media.api-sports.io/football/players/26851.png,,1,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360738,Levadiakos,957,395478,Konstantinos Verris,https://media.api-sports.io/football/players/395478.png,,28,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360738,Levadiakos,957,111140,Aviv Avraham,https://media.api-sports.io/football/players/111140.png,,51,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360738,Levadiakos,957,609,Giannis Gianniotas,https://media.api-sports.io/football/players/609.png,,17,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360738,Levadiakos,957,103743,José Romo,https://media.api-sports.io/football/players/103743.png,,9,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1360738,Kallithea,2095,25570,Ioannis Gelios,https://media.api-sports.io/football/players/25570.png,90.0,24,G,6.6,False,False,4,0.0,5.0,25.0,13,0,0,0,0,0.0,,,,,,,,,,,,,,,,,
