fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_committed,tackles_blocks,dribbles_past,fouls_drawn,tackles_interceptions,shots_total,passes_key,offsides,shots_on,goals_total,goals_assists,penalty_won,penalty_commited
1044961,LE Havre,111,20836,Christopher Operi,https://media.api-sports.io/football/players/20836.png,23.0,27,M,6.2,False,False,0,,6.0,3,0,0,0,0,,,1.0,,1.0,,,,,,,,,,,,,,
1044961,LE Havre,111,15783,Emmanuel Sabbi,https://media.api-sports.io/football/players/15783.png,76.0,11,F,6.2,False,False,0,,17.0,12,1,0,0,0,,,7.0,2.0,,,2.0,,,2.0,,1.0,,,1.0,,,,
1044961,LE Havre,111,8681,Nabil Alioui,https://media.api-sports.io/football/players/8681.png,76.0,10,F,7.7,False,False,0,,25.0,19,0,0,0,0,,,10.0,4.0,4.0,2.0,,,,1.0,,1.0,4.0,,,,,,
1044961,LE Havre,111,24288,Mohamed Bayo,https://media.api-sports.io/football/players/24288.png,87.0,9,F,6.7,False,False,0,,28.0,18,0,0,0,0,,2.0,16.0,11.0,3.0,2.0,1.0,,1.0,,1.0,6.0,2.0,,3.0,,,,
1044961,LE Havre,111,2336,Loic Négo,https://media.api-sports.io/football/players/2336.png,67.0,7,D,7.6,False,True,0,,31.0,30,0,0,0,0,,4.0,11.0,9.0,4.0,2.0,,,,2.0,2.0,2.0,1.0,,1.0,,,,
1044961,LE Havre,111,156465,Issa Soumaré,https://media.api-sports.io/football/players/156465.png,14.0,45,F,6.7,False,True,0,,6.0,5,0,0,0,0,,,7.0,3.0,,,1.0,,,1.0,,,,,,,,,
1044961,LE Havre,111,22266,Samuel Grandsir,https://media.api-sports.io/football/players/22266.png,14.0,29,F,6.3,False,True,0,,5.0,4,0,0,0,0,,,3.0,1.0,,,,,,1.0,,,,,,,,,
1044961,LE Havre,111,339633,Andy Logbo,https://media.api-sports.io/football/players/339633.png,10.0,20,F,6.5,False,True,0,,2.0,1,0,0,0,0,,,3.0,,,,1.0,,,,,,,,,,,,
1044961,LE Havre,111,22009,Nolan Mbemba,https://media.api-sports.io/football/players/22009.png,9.0,18,M,6.3,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044961,LE Havre,111,646,Mathieu Gorgelin,https://media.api-sports.io/football/players/646.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044961,LE Havre,111,162443,Étienne Youte Kinkoue,https://media.api-sports.io/football/players/162443.png,,6,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044961,LE Havre,111,24201,Alois Confais,https://media.api-sports.io/football/players/24201.png,,25,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044961,LE Havre,111,174937,Yassine Kechta,https://media.api-sports.io/football/players/174937.png,,8,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044961,Lens,116,21628,Brice Samba,https://media.api-sports.io/football/players/21628.png,90.0,30,G,7.6,True,False,0,4.0,30.0,23,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044961,Lens,116,21635,Jonathan Gradit,https://media.api-sports.io/football/players/21635.png,90.0,24,D,7.2,False,False,0,,62.0,47,0,0,0,0,,1.0,16.0,8.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,
1044961,Lens,116,25287,Kevin Danso,https://media.api-sports.io/football/players/25287.png,90.0,4,D,7.3,False,False,0,,78.0,70,1,0,0,0,,1.0,4.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,,,,
1044961,Lens,116,3333,Massadio Haïdara,https://media.api-sports.io/football/players/3333.png,74.0,21,D,7.2,False,False,0,,49.0,44,0,0,0,0,,,4.0,3.0,,,1.0,1.0,,1.0,,,,,,,,,
1044961,Lens,116,21568,Ruben Aguilar,https://media.api-sports.io/football/players/21568.png,90.0,2,M,8.3,False,False,0,,67.0,57,0,0,0,0,,6.0,13.0,9.0,,,,,,2.0,2.0,,3.0,1.0,,,,,
1044961,Lens,116,18785,Nampalys Mendy,https://media.api-sports.io/football/players/18785.png,64.0,26,M,7.2,False,False,0,,49.0,43,0,0,0,0,,4.0,6.0,6.0,,,,,,2.0,,,,,,,,,
1044961,Lens,116,270509,Andy Diouf,https://media.api-sports.io/football/players/270509.png,45.0,18,M,6.2,False,False,0,,23.0,21,1,0,0,0,,,9.0,2.0,3.0,2.0,1.0,,2.0,,,,,,,,,,
1044961,Lens,116,3007,Przemysław Frankowski,https://media.api-sports.io/football/players/3007.png,90.0,29,M,6.6,False,False,0,,38.0,32,1,0,0,0,,2.0,9.0,2.0,,,1.0,,2.0,,1.0,1.0,1.0,,1.0,,,,
1044961,Lens,116,20761,Florian Sotoca,https://media.api-sports.io/football/players/20761.png,90.0,7,F,7.6,False,False,0,,57.0,42,0,0,0,0,,3.0,9.0,6.0,1.0,1.0,1.0,,1.0,2.0,,2.0,3.0,1.0,1.0,,,,
1044961,Lens,116,22261,Adrien Thomasson,https://media.api-sports.io/football/players/22261.png,85.0,28,F,7.5,False,False,0,,40.0,34,0,0,0,0,,4.0,12.0,6.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,,1.0,,,,
1044961,Lens,116,21715,Wesley Saïd,https://media.api-sports.io/football/players/21715.png,64.0,22,F,6.7,False,False,0,,18.0,14,0,0,0,0,,,6.0,2.0,2.0,,1.0,,,2.0,,2.0,1.0,,2.0,,,,
1044961,Lens,116,21146,Angelo Fulgini,https://media.api-sports.io/football/players/21146.png,45.0,11,M,7.3,False,True,0,,24.0,20,0,0,0,0,,,5.0,4.0,1.0,,,,,3.0,,1.0,1.0,,1.0,,,,
1044961,Lens,116,128987,Salis Abdul Samed,https://media.api-sports.io/football/players/128987.png,26.0,6,M,6.5,False,True,0,,24.0,21,0,0,0,0,,,2.0,,,,,,,,,,,,,,,,
1044961,Lens,116,23643,Morgan Guilavogui,https://media.api-sports.io/football/players/23643.png,26.0,27,F,6.9,False,True,0,,5.0,4,0,0,0,0,,1.0,4.0,3.0,,,1.0,,,1.0,,,1.0,2.0,,,,,
1044961,Lens,116,6231,Facundo Medina,https://media.api-sports.io/football/players/6231.png,16.0,14,D,6.7,False,True,0,,14.0,11,0,0,0,0,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,
1044961,Lens,116,277003,Neil El Aynaoui,https://media.api-sports.io/football/players/277003.png,12.0,23,M,6.7,False,True,0,,3.0,3,0,0,0,0,,1.0,2.0,2.0,,,,,,,,1.0,1.0,,,,,,
1044961,Lens,116,20651,Jean-Louis Leca,https://media.api-sports.io/football/players/20651.png,,16,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044961,Lens,116,360114,Abdukodir Khusanov,https://media.api-sports.io/football/players/360114.png,,25,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044961,Lens,116,21441,Faitout Maouassa,https://media.api-sports.io/football/players/21441.png,,20,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044961,Lens,116,351923,Oscar Cortés,https://media.api-sports.io/football/players/351923.png,,15,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044953,Paris Saint Germain,85,1622,Gianluigi Donnarumma,https://media.api-sports.io/football/players/1622.png,90.0,99,G,7.2,False,False,0,1.0,27.0,24,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044953,Paris Saint Germain,85,930,Carlos Soler,https://media.api-sports.io/football/players/930.png,82.0,28,D,8.7,False,False,0,,71.0,67,0,0,0,0,,1.0,3.0,1.0,,,,,1.0,,,1.0,2.0,,1.0,1.0,1.0,,
1044953,Paris Saint Germain,85,257,Marquinhos,https://media.api-sports.io/football/players/257.png,90.0,5,D,7.5,True,False,0,,151.0,146,0,0,0,0,,,3.0,2.0,,,,,,1.0,,,,,,,,,
1044953,Paris Saint Germain,85,381,Danilo Pereira,https://media.api-sports.io/football/players/381.png,90.0,15,D,7.3,False,False,0,,139.0,137,0,0,0,0,,1.0,6.0,2.0,,,,1.0,1.0,,2.0,,,,,,,,
1044953,Paris Saint Germain,85,33,Lucas Hernández,https://media.api-sports.io/football/players/33.png,72.0,21,D,7.3,False,False,0,,95.0,89,0,0,0,0,,2.0,7.0,4.0,,,,,3.0,1.0,3.0,,,,,,,,
1044953,Paris Saint Germain,85,328,Fabián Ruiz,https://media.api-sports.io/football/players/328.png,90.0,8,M,8,False,False,0,,60.0,56,0,0,0,0,,4.0,11.0,6.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,,
1044953,Paris Saint Germain,85,128384,Vitinha,https://media.api-sports.io/football/players/128384.png,82.0,17,M,7.2,False,False,0,,91.0,86,0,0,0,0,,1.0,6.0,1.0,1.0,,2.0,,1.0,,2.0,,1.0,,,,,,
1044953,Paris Saint Germain,85,927,Kang-in Lee,https://media.api-sports.io/football/players/927.png,90.0,19,M,6.9,False,False,0,,53.0,48,1,0,0,0,,2.0,11.0,3.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
1044953,Paris Saint Germain,85,161904,Bradley Barcola,https://media.api-sports.io/football/players/161904.png,66.0,29,M,7,False,False,0,,32.0,27,0,0,0,0,,5.0,11.0,6.0,2.0,1.0,3.0,,1.0,,,1.0,,,,,,,
1044953,Paris Saint Germain,85,41585,Gonçalo Ramos,https://media.api-sports.io/football/players/41585.png,66.0,9,F,7.6,False,False,0,,20.0,17,0,0,0,0,,3.0,8.0,6.0,1.0,,1.0,,,3.0,,,1.0,,,,,1.0,
1044953,Paris Saint Germain,85,278,Kylian Mbappé,https://media.api-sports.io/football/players/278.png,90.0,7,F,8.3,False,False,0,,42.0,35,0,0,1,0,,1.0,8.0,5.0,3.0,2.0,1.0,,,2.0,,3.0,2.0,2.0,2.0,1.0,1.0,,
1044953,Paris Saint Germain,85,21104,Randal Kolo Muani,https://media.api-sports.io/football/players/21104.png,24.0,23,F,6.3,False,True,0,,5.0,3,0,0,0,0,,,2.0,,2.0,,,,,,,,,1.0,,,,,
1044953,Paris Saint Germain,85,153,Ousmane Dembélé,https://media.api-sports.io/football/players/153.png,24.0,10,F,6.3,False,True,0,,23.0,18,0,0,0,0,,,3.0,1.0,3.0,1.0,,,,,,,,,,,,,
1044953,Paris Saint Germain,85,1146,Nordi Mukiele,https://media.api-sports.io/football/players/1146.png,18.0,26,D,6.6,False,True,0,,16.0,14,0,0,0,0,,2.0,6.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,
1044953,Paris Saint Germain,85,263,Layvin Kurzawa,https://media.api-sports.io/football/players/263.png,8.0,97,D,6.5,False,True,0,,12.0,12,0,0,0,0,,,1.0,,1.0,,,,,,,,,,,,,,
1044953,Paris Saint Germain,85,311083,Cher Ndour,https://media.api-sports.io/football/players/311083.png,8.0,27,M,6.7,False,True,0,,5.0,5,1,0,0,0,,1.0,4.0,1.0,,,1.0,,,,,,,,,,,,
1044953,Paris Saint Germain,85,731,Keylor Navas,https://media.api-sports.io/football/players/731.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044953,Paris Saint Germain,85,9,Achraf Hakimi,https://media.api-sports.io/football/players/9.png,,2,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044953,Paris Saint Germain,85,198,Milan Škriniar,https://media.api-sports.io/football/players/198.png,,37,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044953,Paris Saint Germain,85,51494,Manuel Ugarte,https://media.api-sports.io/football/players/51494.png,,4,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044953,Strasbourg,95,2919,Matz Sels,https://media.api-sports.io/football/players/2919.png,90.0,1,G,6.3,True,False,3,1.0,20.0,13,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044953,Strasbourg,95,191240,Marvin Senaya,https://media.api-sports.io/football/players/191240.png,90.0,28,D,6,False,False,0,,13.0,6,0,0,0,0,,2.0,15.0,7.0,3.0,,2.0,,1.0,3.0,3.0,,,,,,,,
1044953,Strasbourg,95,2200,Gerzino Nyamsi,https://media.api-sports.io/football/players/2200.png,90.0,22,D,6.6,False,False,0,,21.0,16,0,0,0,0,,,3.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,1.0,,1.0,,,,
1044953,Strasbourg,95,67953,Lucas Perrin,https://media.api-sports.io/football/players/67953.png,90.0,5,D,6.3,False,False,0,,35.0,29,0,0,0,0,,4.0,11.0,7.0,1.0,,1.0,,1.0,1.0,3.0,,,,,,,,
1044953,Strasbourg,95,20521,Thomas Delaine,https://media.api-sports.io/football/players/20521.png,90.0,3,D,6.7,False,False,0,,20.0,13,0,0,0,0,,4.0,8.0,7.0,2.0,2.0,,,1.0,1.0,,,1.0,,,,,,
1044953,Strasbourg,95,129695,Dilane Bakwa,https://media.api-sports.io/football/players/129695.png,90.0,26,M,6,False,False,0,,20.0,15,0,0,0,0,,,10.0,2.0,5.0,1.0,,,2.0,,1.0,,2.0,,,,,,
1044953,Strasbourg,95,271542,Ismael Doukoure,https://media.api-sports.io/football/players/271542.png,90.0,29,M,6.9,False,False,0,,23.0,19,0,0,0,0,,1.0,4.0,3.0,1.0,1.0,,,,1.0,2.0,2.0,,,,,,,
1044953,Strasbourg,95,282549,Junior Mwanga,https://media.api-sports.io/football/players/282549.png,85.0,18,M,6.6,False,False,0,,14.0,10,0,0,0,0,,4.0,12.0,8.0,4.0,3.0,2.0,,,1.0,3.0,1.0,,,,,,,1.0
1044953,Strasbourg,95,327631,Habib Diarra,https://media.api-sports.io/football/players/327631.png,90.0,19,M,6.6,False,False,0,,27.0,23,0,0,0,0,,,5.0,3.0,1.0,1.0,,,,2.0,2.0,,,,,,,,
1044953,Strasbourg,95,21640,Jessy Deminguet,https://media.api-sports.io/football/players/21640.png,62.0,7,M,6.2,False,False,0,,7.0,5,0,0,0,0,,,3.0,,,,1.0,,,,,,,,,,,,
1044953,Strasbourg,95,3292,Lebo Mothiba,https://media.api-sports.io/football/players/3292.png,73.0,12,F,6.3,False,False,0,,10.0,8,0,0,0,0,,1.0,9.0,3.0,,,2.0,,,,,,1.0,1.0,,,,,
1044953,Strasbourg,95,288055,Ângelo,https://media.api-sports.io/football/players/288055.png,28.0,23,F,7,False,True,0,,10.0,9,0,0,0,0,,2.0,9.0,7.0,3.0,3.0,1.0,,,2.0,,,1.0,,,,,,
1044953,Strasbourg,95,309920,Dion Moise Sahi,https://media.api-sports.io/football/players/309920.png,17.0,11,F,6.3,False,True,0,,3.0,2,0,0,0,0,,,1.0,,,,,,,,,1.0,,,,,,,
1044953,Strasbourg,95,22260,Ibrahima Sissoko,https://media.api-sports.io/football/players/22260.png,9.0,27,M,6.7,False,True,0,,3.0,2,0,0,0,0,,,,,,,,,,,,,1.0,,,,,,
1044953,Strasbourg,95,284795,Alaa Bellaarouch,https://media.api-sports.io/football/players/284795.png,,36,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044953,Strasbourg,95,274328,Saïdou Sow,https://media.api-sports.io/football/players/274328.png,,13,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044953,Strasbourg,95,364810,Abakar Sylla,https://media.api-sports.io/football/players/364810.png,,24,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044953,Strasbourg,95,2259,Eduard Sobol,https://media.api-sports.io/football/players/2259.png,,77,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044953,Strasbourg,95,22259,Sanjin Prcić,https://media.api-sports.io/football/players/22259.png,,14,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044953,Strasbourg,95,933,Kévin Gameiro,https://media.api-sports.io/football/players/933.png,,9,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044959,Nice,84,2274,Marcin Bułka,https://media.api-sports.io/football/players/2274.png,90.0,1,G,7.3,False,False,0,1.0,36.0,35,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044959,Nice,84,945,Jordan Lotomba,https://media.api-sports.io/football/players/945.png,43.0,23,D,6.3,False,False,0,,27.0,23,0,0,0,0,,1.0,3.0,1.0,,,,,,,1.0,,,,,,,,
1044959,Nice,84,138,Jean-Clair Todibo,https://media.api-sports.io/football/players/138.png,90.0,6,D,7.5,False,False,0,,98.0,87,0,0,0,0,,7.0,12.0,8.0,,,,1.0,2.0,,,,1.0,,,,,,
1044959,Nice,84,22163,Dante,https://media.api-sports.io/football/players/22163.png,90.0,4,D,7.2,True,False,0,,118.0,106,1,0,0,0,,2.0,6.0,4.0,,,1.0,1.0,,,1.0,,,,,,,,
1044959,Nice,84,162465,Melvin Bard,https://media.api-sports.io/football/players/162465.png,90.0,26,D,6.9,False,False,0,,46.0,39,0,0,0,0,,3.0,12.0,3.0,,,3.0,,2.0,,1.0,1.0,,,,,,,
1044959,Nice,84,4399,Hicham Boudaoui,https://media.api-sports.io/football/players/4399.png,90.0,28,M,6.2,False,False,0,,22.0,18,1,0,0,0,,,6.0,,2.0,,2.0,,,,1.0,,,,,,,,
1044959,Nice,84,3099,Youssouf Ndayishimiye,https://media.api-sports.io/football/players/3099.png,90.0,55,M,6.6,False,False,0,,30.0,27,0,0,0,0,,,7.0,3.0,1.0,,,,1.0,,2.0,1.0,,,,,,,
1044959,Nice,84,1914,Morgan Sanson,https://media.api-sports.io/football/players/1914.png,72.0,11,M,6.6,False,False,0,,20.0,16,0,0,0,0,,3.0,7.0,3.0,2.0,,1.0,,,,2.0,,,,,,,,
1044959,Nice,84,21592,Gaëtan Laborde,https://media.api-sports.io/football/players/21592.png,90.0,24,F,6.9,False,False,0,,23.0,15,0,0,0,0,,,7.0,3.0,1.0,,2.0,,,,,2.0,1.0,,1.0,,,,
1044959,Nice,84,69971,Terem Moffi,https://media.api-sports.io/football/players/69971.png,72.0,9,F,6.7,False,False,0,,13.0,9,1,0,0,0,,,6.0,2.0,,,,,,,,1.0,,,,,,,
1044959,Nice,84,30531,Jérémie Boga,https://media.api-sports.io/football/players/30531.png,89.0,7,F,7.3,False,False,0,,19.0,17,1,0,0,0,,,5.0,1.0,2.0,1.0,1.0,,1.0,,,,3.0,,,,1.0,,
1044959,Nice,84,240,Pablo Rosario,https://media.api-sports.io/football/players/240.png,47.0,8,M,7,False,True,0,,26.0,23,0,0,0,0,,1.0,4.0,3.0,1.0,,,,,2.0,1.0,,2.0,,,,,,
1044959,Nice,84,137303,Evann Guessand,https://media.api-sports.io/football/players/137303.png,18.0,29,F,7.3,False,True,0,,1.0,1,0,0,0,0,,1.0,5.0,3.0,,,1.0,,,1.0,,2.0,,,1.0,1.0,,,
1044959,Nice,84,20634,Alexis Claude-Maurice,https://media.api-sports.io/football/players/20634.png,18.0,18,F,6.7,False,True,0,,7.0,4,0,0,0,0,,2.0,7.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,
1044959,Nice,84,20600,Romain Perraud,https://media.api-sports.io/football/players/20600.png,1.0,15,D,,False,True,0,,,,0,0,0,0,,1.0,3.0,3.0,,,,,,2.0,2.0,,,,,,,,
1044959,Nice,84,30495,Salvatore Sirigu,https://media.api-sports.io/football/players/30495.png,,31,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044959,Nice,84,313937,Antoine Mendy,https://media.api-sports.io/football/players/313937.png,,33,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044959,Nice,84,193617,Tom Louchet,https://media.api-sports.io/football/players/193617.png,,32,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044959,Nice,84,237068,Aliou Balde,https://media.api-sports.io/football/players/237068.png,,27,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044959,Nice,84,334879,Badredine Bouanani,https://media.api-sports.io/football/players/334879.png,,22,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044959,Marseille,81,1557,Pau López,https://media.api-sports.io/football/players/1557.png,59.0,16,G,6.9,False,False,0,1.0,20.0,15,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044959,Marseille,81,25008,Jonathan Clauss,https://media.api-sports.io/football/players/25008.png,45.0,7,D,6.9,False,False,0,,25.0,20,0,0,0,0,,1.0,3.0,1.0,1.0,,,,1.0,,,,2.0,,,,,,
1044959,Marseille,81,375,Chancel Mbemba,https://media.api-sports.io/football/players/375.png,90.0,99,D,7.2,False,False,0,,71.0,67,0,0,0,0,,1.0,3.0,1.0,,,,2.0,,,2.0,,,,,,,,
1044959,Marseille,81,6,Leonardo Balerdi,https://media.api-sports.io/football/players/6.png,78.0,5,D,6.9,False,False,0,,53.0,43,2,1,0,0,,2.0,8.0,6.0,,,1.0,1.0,,,2.0,,,,,,,,
1044959,Marseille,81,10122,Renan Lodi,https://media.api-sports.io/football/players/10122.png,90.0,12,D,7,False,False,0,,57.0,51,0,0,0,0,,,6.0,4.0,,,,,,2.0,,1.0,,,,,,,
1044959,Marseille,81,129678,Azzedine Ounahi,https://media.api-sports.io/football/players/129678.png,56.0,8,M,7,False,False,0,,39.0,33,0,0,0,0,,2.0,3.0,3.0,,,1.0,,,,,1.0,1.0,,,,,,
1044959,Marseille,81,21102,Valentin Rongier,https://media.api-sports.io/football/players/21102.png,90.0,21,M,7.2,True,False,0,,58.0,53,0,0,0,0,,2.0,7.0,3.0,2.0,,,,,1.0,1.0,,2.0,,,,,,
1044959,Marseille,81,2218,Ismaïla Sarr,https://media.api-sports.io/football/players/2218.png,90.0,23,M,7.3,False,False,0,,20.0,19,0,0,0,0,,1.0,11.0,8.0,4.0,3.0,,,,4.0,1.0,1.0,,2.0,,,,,
1044959,Marseille,81,412,Amine Harit,https://media.api-sports.io/football/players/412.png,81.0,11,M,7,False,False,0,,39.0,34,0,0,0,0,,,8.0,4.0,2.0,1.0,,,,3.0,2.0,1.0,,,1.0,,,,
1044959,Marseille,81,18592,Iliman Ndiaye,https://media.api-sports.io/football/players/18592.png,90.0,29,M,6.7,False,False,0,,21.0,17,0,0,0,0,,4.0,17.0,8.0,7.0,1.0,1.0,,,2.0,1.0,2.0,,1.0,,,,,
1044959,Marseille,81,1465,Pierre-Emerick Aubameyang,https://media.api-sports.io/football/players/1465.png,81.0,10,F,6.5,False,False,0,,16.0,12,0,0,0,0,,1.0,7.0,3.0,,,,,,,1.0,1.0,,,,,,,
1044959,Marseille,81,2973,Michael Murillo,https://media.api-sports.io/football/players/2973.png,45.0,62,D,6.9,False,True,0,,22.0,18,1,0,0,0,,2.0,7.0,4.0,2.0,1.0,2.0,,,,,,1.0,,,,,,
1044959,Marseille,81,30409,Jordan Veretout,https://media.api-sports.io/football/players/30409.png,34.0,27,M,7.3,False,True,0,,14.0,11,0,0,0,0,,,,,,,,,,,1.0,,2.0,,,,,,
1044959,Marseille,81,47426,Rubén Blanco,https://media.api-sports.io/football/players/47426.png,31.0,36,G,6.5,False,True,1,,12.0,7,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044959,Marseille,81,193501,Bamo Meïté,https://media.api-sports.io/football/players/193501.png,9.0,18,M,6.3,False,True,0,,13.0,12,0,0,0,0,,,5.0,2.0,,,1.0,,,,,,,,,,,,
1044959,Marseille,81,926,Geoffrey Kondogbia,https://media.api-sports.io/football/players/926.png,9.0,19,M,6.3,False,True,0,,11.0,9,0,0,0,0,,1.0,5.0,3.0,,,,,1.0,1.0,,,,,,,,,
1044959,Marseille,81,324100,Noam Mayoka-Tika,https://media.api-sports.io/football/players/324100.png,,66,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044959,Marseille,81,283216,Bilal Nadir,https://media.api-sports.io/football/players/283216.png,,34,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044959,Marseille,81,387533,François Régis Mughe,https://media.api-sports.io/football/players/387533.png,,24,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044959,Marseille,81,281408,Vitinha,https://media.api-sports.io/football/players/281408.png,,9,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044955,Lorient,97,1142,Yvon Mvogo,https://media.api-sports.io/football/players/1142.png,90.0,38,G,7.7,False,False,1,5.0,28.0,14,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044955,Lorient,97,162236,Formose Mendy,https://media.api-sports.io/football/players/162236.png,90.0,13,D,6.9,False,False,0,,27.0,19,0,0,0,0,,3.0,8.0,4.0,,,1.0,1.0,2.0,,1.0,,,,,,,,
1044955,Lorient,97,50030,Montassar Talbi,https://media.api-sports.io/football/players/50030.png,90.0,3,D,7.2,False,False,0,,30.0,23,0,0,0,0,,2.0,6.0,5.0,1.0,,,2.0,,,2.0,,,,,,,,
1044955,Lorient,97,195893,Souleymane Isaak Touré,https://media.api-sports.io/football/players/195893.png,90.0,95,D,8.7,False,False,0,,39.0,31,0,0,0,0,,1.0,9.0,6.0,,,1.0,3.0,,,3.0,3.0,1.0,,2.0,1.0,,,
1044955,Lorient,97,174703,Théo Le Bris,https://media.api-sports.io/football/players/174703.png,82.0,37,M,6.9,False,False,0,,22.0,16,0,0,0,0,,3.0,6.0,4.0,2.0,1.0,,1.0,1.0,,2.0,,,,,,,,
1044955,Lorient,97,20917,Laurent Abergel,https://media.api-sports.io/football/players/20917.png,90.0,19,M,7.7,True,False,0,,44.0,36,0,0,0,0,,6.0,12.0,8.0,2.0,2.0,,1.0,3.0,,3.0,1.0,,,1.0,,,,
1044955,Lorient,97,1635,Tiemoué Bakayoko,https://media.api-sports.io/football/players/1635.png,90.0,14,M,7,False,False,0,,22.0,20,0,0,0,0,,3.0,11.0,8.0,,,1.0,1.0,1.0,4.0,2.0,,,,,,,,
1044955,Lorient,97,152669,Darline Yongwa,https://media.api-sports.io/football/players/152669.png,90.0,12,M,7.3,False,False,0,,26.0,16,0,0,0,0,,4.0,20.0,13.0,8.0,4.0,,,,3.0,,,2.0,,,,,,
1044955,Lorient,97,276662,Pablo Pagis,https://media.api-sports.io/football/players/276662.png,45.0,26,F,6.6,False,False,0,,16.0,12,0,0,0,0,,3.0,5.0,3.0,1.0,,,,1.0,,2.0,,,,,,,,
1044955,Lorient,97,72457,Tosin Aiyegun,https://media.api-sports.io/football/players/72457.png,90.0,27,F,7.2,False,False,0,,14.0,11,0,0,0,0,,1.0,9.0,7.0,3.0,3.0,,,,3.0,,,,,,,,,
1044955,Lorient,97,368030,Eli Junior Kroupi,https://media.api-sports.io/football/players/368030.png,63.0,22,F,6.9,False,False,0,,13.0,9,0,0,0,0,,,5.0,3.0,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,
1044955,Lorient,97,333083,Bassirou N'Diaye,https://media.api-sports.io/football/players/333083.png,45.0,33,F,6.3,False,True,0,,6.0,5,0,0,0,0,,2.0,13.0,5.0,3.0,1.0,2.0,,,2.0,1.0,,,,,,,,
1044955,Lorient,97,84082,Romain Faivre,https://media.api-sports.io/football/players/84082.png,27.0,10,M,6.7,False,True,0,,7.0,2,0,0,0,0,,1.0,2.0,2.0,,,,,,,1.0,,,,,,,,
1044955,Lorient,97,24245,Gedeon Kalulu,https://media.api-sports.io/football/players/24245.png,8.0,24,D,6.7,False,True,0,,1.0,1,0,0,0,0,,,1.0,1.0,,,,,,,,,,,,,,,
