fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_committed,tackles_blocks,dribbles_past,fouls_drawn,tackles_interceptions,shots_total,passes_key,offsides,shots_on,goals_total,goals_assists,penalty_won,penalty_commited
1044884,Marseille,81,30409,Jordan Veretout,https://media.api-sports.io/football/players/30409.png,23.0,27,M,6.9,False,True,0,,14.0,13,0,0,0,0,,1.0,2.0,2.0,,,,,,1.0,,,1.0,,,,,,
1044884,Marseille,81,1465,Pierre-Emerick Aubameyang,https://media.api-sports.io/football/players/1465.png,23.0,10,F,6.3,False,True,0,,7.0,2,0,0,0,0,,1.0,6.0,2.0,,,,,1.0,,,,,,,,,,
1044884,Marseille,81,1454,Mattéo Guendouzi,https://media.api-sports.io/football/players/1454.png,16.0,6,M,6.3,False,True,0,,3.0,2,0,0,0,0,,,2.0,1.0,,,,,,1.0,,,,,,,,,
1044884,Marseille,81,412,Amine Harit,https://media.api-sports.io/football/players/412.png,16.0,11,M,6.3,False,True,0,,2.0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044884,Marseille,81,47426,Rubén Blanco,https://media.api-sports.io/football/players/47426.png,,36,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044884,Marseille,81,195893,Souleymane Isaak Touré,https://media.api-sports.io/football/players/195893.png,,95,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044884,Marseille,81,283216,Bilal Nadir,https://media.api-sports.io/football/players/283216.png,,34,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044884,Marseille,81,343211,Emran Soglo,https://media.api-sports.io/football/players/343211.png,,37,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044884,Reims,93,20566,Yehvann Diouf,https://media.api-sports.io/football/players/20566.png,90.0,94,G,6.9,False,False,2,2.0,28.0,26,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044884,Reims,93,22000,Thomas Foket,https://media.api-sports.io/football/players/22000.png,90.0,32,D,6.6,False,False,0,,41.0,35,0,0,0,0,,,4.0,3.0,,,,1.0,,,1.0,,1.0,,,,,,
1044884,Reims,93,71545,Joseph Okumu,https://media.api-sports.io/football/players/71545.png,90.0,2,D,6.9,False,False,0,,69.0,59,0,0,0,0,,1.0,11.0,6.0,2.0,2.0,1.0,,1.0,,1.0,1.0,,,1.0,,,,
1044884,Reims,93,2704,Yunis Abdelhamid,https://media.api-sports.io/football/players/2704.png,90.0,5,D,6.7,True,False,0,,63.0,58,0,0,0,0,,4.0,12.0,6.0,,,1.0,,2.0,,1.0,,,,,,,,
1044884,Reims,93,278128,Josh Wilson-Esbrand,https://media.api-sports.io/football/players/278128.png,80.0,19,D,6.2,False,False,0,,37.0,29,1,0,0,0,,2.0,7.0,2.0,1.0,,2.0,,1.0,,1.0,,,,,,,,
1044884,Reims,93,314231,Amir Richardson,https://media.api-sports.io/football/players/314231.png,60.0,8,M,6.9,False,False,0,,22.0,20,1,0,0,0,,1.0,6.0,3.0,,,2.0,1.0,,1.0,1.0,,,,,,,,
1044884,Reims,93,37236,Azor Matusiwa,https://media.api-sports.io/football/players/37236.png,90.0,21,M,7.2,False,False,0,,44.0,33,0,0,0,0,,2.0,8.0,5.0,2.0,2.0,,,1.0,,,,,,,,,,
1044884,Reims,93,1942,Junya Ito,https://media.api-sports.io/football/players/1942.png,90.0,7,M,7.7,False,False,0,,34.0,27,0,0,0,0,,1.0,9.0,5.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,,
1044884,Reims,93,3080,Marshall Munetsi,https://media.api-sports.io/football/players/3080.png,80.0,15,M,6.9,False,False,0,,9.0,5,1,0,0,0,,2.0,11.0,5.0,1.0,,2.0,,2.0,2.0,,1.0,1.0,,,,1.0,,
1044884,Reims,93,145476,Reda Khadra,https://media.api-sports.io/football/players/145476.png,60.0,14,M,6.7,False,False,0,,14.0,9,0,0,0,0,,1.0,5.0,1.0,2.0,,,,,,2.0,2.0,,,1.0,,,,
1044884,Reims,93,334429,Oumar Diakité,https://media.api-sports.io/football/players/334429.png,60.0,22,F,6.6,False,False,0,,13.0,7,0,0,0,0,,1.0,10.0,6.0,,,1.0,,1.0,2.0,,,,1.0,,,,,
1044884,Reims,93,8966,Teddy Teuma,https://media.api-sports.io/football/players/8966.png,30.0,10,M,6.3,False,True,0,,18.0,16,0,0,0,0,,1.0,6.0,1.0,2.0,,3.0,,,,,,1.0,,,,,,
1044884,Reims,93,33321,Keito Nakamura,https://media.api-sports.io/football/players/33321.png,30.0,17,F,7.2,False,True,0,,10.0,7,0,0,0,0,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,
1044884,Reims,93,352990,Amine Salama,https://media.api-sports.io/football/players/352990.png,30.0,11,F,6.2,False,True,0,,6.0,4,0,0,0,0,,,4.0,2.0,2.0,1.0,1.0,,,,,1.0,,2.0,1.0,,,,
1044884,Reims,93,327692,Therence Koudou,https://media.api-sports.io/football/players/327692.png,10.0,45,D,6.6,False,True,0,,13.0,10,0,0,0,0,,,,,,,,,,,,1.0,1.0,,,,,,
1044884,Reims,93,343351,Valentin Atangana Edoa,https://media.api-sports.io/football/players/343351.png,10.0,6,M,6.7,False,True,0,,5.0,4,0,0,0,0,,,5.0,1.0,,,1.0,,1.0,,,,,,,,,,
1044884,Reims,93,21080,Alexandre Olliero,https://media.api-sports.io/football/players/21080.png,,96,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044884,Reims,93,327691,Ibrahim Diakité,https://media.api-sports.io/football/players/327691.png,,41,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044884,Reims,93,326068,Kamory Doumbia,https://media.api-sports.io/football/players/326068.png,,3,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044884,Reims,93,386481,Mamadou Diakhon,https://media.api-sports.io/football/players/386481.png,,67,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Paris Saint Germain,85,1622,Gianluigi Donnarumma,https://media.api-sports.io/football/players/1622.png,90.0,99,G,6.6,False,False,0,,13.0,13,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044881,Paris Saint Germain,85,9,Achraf Hakimi,https://media.api-sports.io/football/players/9.png,90.0,2,D,8.2,False,False,0,,108.0,102,0,0,0,0,,1.0,6.0,1.0,,,1.0,,,,4.0,,6.0,,,,,,
1044881,Paris Saint Germain,85,381,Danilo Pereira,https://media.api-sports.io/football/players/381.png,90.0,15,D,7.9,True,False,0,,157.0,151,0,0,0,0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
1044881,Paris Saint Germain,85,198,Milan Škriniar,https://media.api-sports.io/football/players/198.png,90.0,37,D,7.5,False,False,0,,146.0,143,0,0,0,0,,1.0,9.0,2.0,,,1.0,,,,,,,,,,,,
1044881,Paris Saint Germain,85,33,Lucas Hernández,https://media.api-sports.io/football/players/33.png,82.0,21,D,7.9,False,False,0,,98.0,92,0,0,0,0,,3.0,9.0,8.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,,,,,
1044881,Paris Saint Germain,85,336657,Warren Zaïre-Emery,https://media.api-sports.io/football/players/336657.png,90.0,33,M,7.3,False,False,0,,113.0,106,0,0,0,0,,,3.0,,1.0,,,1.0,,,1.0,,,,,,,,
1044881,Paris Saint Germain,85,51494,Manuel Ugarte,https://media.api-sports.io/football/players/51494.png,90.0,4,M,8,False,False,0,,94.0,88,0,0,0,0,,2.0,15.0,8.0,3.0,3.0,4.0,,1.0,2.0,1.0,1.0,,,,,,,
1044881,Paris Saint Germain,85,128384,Vitinha,https://media.api-sports.io/football/players/128384.png,68.0,17,M,7.3,False,False,0,,60.0,55,0,0,0,0,,2.0,5.0,3.0,2.0,1.0,,,,,2.0,1.0,1.0,,,,,,
1044881,Paris Saint Germain,85,927,Kang-in Lee,https://media.api-sports.io/football/players/927.png,82.0,19,F,7.2,False,False,0,,59.0,52,0,0,0,0,,1.0,6.0,3.0,3.0,2.0,,,1.0,,,,1.0,,,,,,
1044881,Paris Saint Germain,85,41585,Gonçalo Ramos,https://media.api-sports.io/football/players/41585.png,90.0,9,F,7.5,False,False,0,,24.0,20,0,0,0,0,,,8.0,5.0,1.0,1.0,,,1.0,,,4.0,,,1.0,,,,
1044881,Paris Saint Germain,85,746,Marco Asensio,https://media.api-sports.io/football/players/746.png,69.0,11,F,7.2,False,False,0,,49.0,43,0,0,0,0,,,2.0,1.0,,,,,,1.0,,1.0,3.0,,1.0,,,,
1044881,Paris Saint Germain,85,930,Carlos Soler,https://media.api-sports.io/football/players/930.png,21.0,28,M,7.2,False,True,0,,22.0,19,0,0,0,0,,,1.0,1.0,,,,,,,,3.0,1.0,,1.0,,,,
1044881,Paris Saint Germain,85,328,Fabián Ruiz,https://media.api-sports.io/football/players/328.png,22.0,8,M,6.9,False,True,0,,21.0,20,0,0,0,0,,,,,,,,,,,,1.0,2.0,,1.0,,,,
1044881,Paris Saint Germain,85,174565,Hugo Ekitiké,https://media.api-sports.io/football/players/174565.png,8.0,44,F,6.6,False,True,0,,8.0,7,0,0,0,0,,,2.0,,,,1.0,,,,,,1.0,,,,,,
1044881,Paris Saint Germain,85,257,Marquinhos,https://media.api-sports.io/football/players/257.png,8.0,5,D,6.9,False,True,0,,29.0,28,0,0,0,0,,,1.0,,,,,,,,,,,,,,,,
1044881,Paris Saint Germain,85,162473,Arnau Tenas,https://media.api-sports.io/football/players/162473.png,,40,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Paris Saint Germain,85,731,Keylor Navas,https://media.api-sports.io/football/players/731.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Paris Saint Germain,85,263,Layvin Kurzawa,https://media.api-sports.io/football/players/263.png,,32,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Paris Saint Germain,85,310196,Ismael Gharbi,https://media.api-sports.io/football/players/310196.png,,35,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Paris Saint Germain,85,311083,Cher Ndour,https://media.api-sports.io/football/players/311083.png,,27,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Lorient,97,1142,Yvon Mvogo,https://media.api-sports.io/football/players/1142.png,90.0,38,G,7.6,False,False,0,4.0,28.0,18,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044881,Lorient,97,24245,Gedeon Kalulu,https://media.api-sports.io/football/players/24245.png,90.0,24,D,6.6,False,False,0,,35.0,25,0,0,0,0,,,3.0,,1.0,,2.0,,,,,,,,,,,,
1044881,Lorient,97,193501,Bamo Meïté,https://media.api-sports.io/football/players/193501.png,90.0,18,D,7.5,False,False,0,,22.0,19,0,0,0,0,,1.0,6.0,2.0,,,,2.0,1.0,1.0,2.0,,,,,,,,
1044881,Lorient,97,20766,Julien Laporte,https://media.api-sports.io/football/players/20766.png,90.0,15,D,7.3,False,False,0,,24.0,19,0,0,0,0,,1.0,7.0,3.0,,,,1.0,1.0,,1.0,,,,,,,,
1044881,Lorient,97,50030,Montassar Talbi,https://media.api-sports.io/football/players/50030.png,90.0,3,D,7.3,False,False,0,,25.0,20,0,0,0,0,,,3.0,2.0,,,,1.0,,,1.0,,,,,,,,
1044881,Lorient,97,20625,Vincent Le Goff,https://media.api-sports.io/football/players/20625.png,79.0,25,D,6.9,False,False,0,,26.0,19,0,0,0,0,,2.0,2.0,2.0,,,,1.0,,,1.0,,,,,,,,
1044881,Lorient,97,84082,Romain Faivre,https://media.api-sports.io/football/players/84082.png,90.0,14,M,7,False,False,0,,29.0,23,0,0,0,0,,1.0,12.0,6.0,3.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,
1044881,Lorient,97,20917,Laurent Abergel,https://media.api-sports.io/football/players/20917.png,90.0,19,M,7.9,True,False,0,,25.0,23,0,0,0,0,,4.0,8.0,5.0,,,,2.0,3.0,1.0,7.0,1.0,1.0,,,,,,
1044881,Lorient,97,22171,Jean-Victor Makengo,https://media.api-sports.io/football/players/22171.png,59.0,17,M,6.5,False,False,0,,17.0,12,0,0,0,0,,,3.0,,,,3.0,,,,1.0,,,,,,,,
1044881,Lorient,97,174703,Théo Le Bris,https://media.api-sports.io/football/players/174703.png,90.0,37,M,6.9,False,False,0,,26.0,18,0,0,0,0,,4.0,7.0,4.0,1.0,,,,2.0,,,,1.0,,,,,,
1044881,Lorient,97,284072,Ahmadou Bamba Dieng,https://media.api-sports.io/football/players/284072.png,59.0,11,F,6.6,False,False,0,,10.0,7,0,0,0,0,,,7.0,6.0,,,,,,2.0,,,,,,,,,
1044881,Lorient,97,20641,Julien Ponceau,https://media.api-sports.io/football/players/20641.png,31.0,21,M,6.7,False,True,0,,14.0,11,0,0,0,0,,,2.0,,,,1.0,,,,1.0,1.0,,,,,,,
1044881,Lorient,97,39245,Ibrahima Kone,https://media.api-sports.io/football/players/39245.png,31.0,9,F,6.3,False,True,0,,3.0,2,0,0,0,0,,,7.0,4.0,,,,,1.0,1.0,,,,,,,,,
1044881,Lorient,97,152669,Darline Yongwa,https://media.api-sports.io/football/players/152669.png,11.0,12,D,6.9,False,True,0,,2.0,2,0,0,0,0,,,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,
1044881,Lorient,97,51146,Vito Mannone,https://media.api-sports.io/football/players/51146.png,,1,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Lorient,97,193507,Dembo Sylla,https://media.api-sports.io/football/players/193507.png,,20,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Lorient,97,162236,Formose Mendy,https://media.api-sports.io/football/players/162236.png,,13,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Lorient,97,276662,Pablo Pagis,https://media.api-sports.io/football/players/276662.png,,26,F,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Lorient,97,1960,Bonke Innocent,https://media.api-sports.io/football/players/1960.png,,8,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044881,Lorient,97,368030,Eli Junior Kroupi,https://media.api-sports.io/football/players/368030.png,,23,M,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
1044889,Stade Brestois 29,106,36878,Marco Bizot,https://media.api-sports.io/football/players/36878.png,90.0,40,G,6.5,False,False,2,,27.0,21,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,
1044889,Stade Brestois 29,106,22247,Kenny Lala,https://media.api-sports.io/football/players/22247.png,90.0,27,D,7.9,False,False,0,,36.0,25,0,0,0,0,,5.0,9.0,7.0,1.0,,1.0,1.0,,2.0,1.0,1.0,,,1.0,1.0,,,
