fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,duels_total,duels_won,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_blocks,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,tackles_interceptions,penalty_commited,shots_total,shots_on,dribbles_past,passes_key,offsides,penalty_won,goals_total,goals_assists
1063003,Bari,508,10479,Brenno,https://media.api-sports.io/football/players/10479.png,90.0,22,G,7.3,False,False,0,2.0,30.0,20,1.0,1.0,1,0,0,0,0.0,,,,,,,,,,,,,,,,
1063003,Bari,508,284935,Mehdi Dorval,https://media.api-sports.io/football/players/284935.png,90.0,93,D,7,False,False,0,,19.0,16,11.0,6.0,0,0,0,0,,1.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,
1063003,Bari,508,91494,Valerio Di Cesare,https://media.api-sports.io/football/players/91494.png,66.0,6,D,5.9,True,False,0,,27.0,24,5.0,3.0,2,1,0,0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
1063003,Bari,508,30863,Francesco Vicari,https://media.api-sports.io/football/players/30863.png,90.0,23,D,6.9,False,False,0,,33.0,26,4.0,1.0,0,0,0,0,,,2.0,,,,,,,,,,,,,,
1063003,Bari,508,32122,Giacomo Ricci,https://media.api-sports.io/football/players/32122.png,90.0,31,D,6.9,False,False,0,,30.0,24,13.0,4.0,0,0,0,0,,1.0,,1.0,,2.0,3.0,,,2.0,1.0,2.0,,,,,
1063003,Bari,508,56796,Mattia Maita,https://media.api-sports.io/football/players/56796.png,50.0,4,M,5.9,False,False,0,,25.0,21,8.0,4.0,0,1,0,0,,1.0,,,,3.0,4.0,,,1.0,,,1.0,,,,
1063003,Bari,508,31086,Raffaele Maiello,https://media.api-sports.io/football/players/31086.png,90.0,17,M,7.2,False,False,0,,51.0,47,6.0,4.0,1,0,0,0,,2.0,,,,2.0,1.0,2.0,,,,1.0,1.0,,,,
1063003,Bari,508,30990,Ahmad Benali,https://media.api-sports.io/football/players/30990.png,85.0,8,M,6.6,False,False,0,,29.0,22,6.0,2.0,1,0,0,0,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,
1063003,Bari,508,31996,Giuseppe Sibilli,https://media.api-sports.io/football/players/31996.png,61.0,20,M,7.3,False,False,0,,22.0,19,11.0,3.0,1,0,0,0,,1.0,,1.0,,1.0,3.0,,,1.0,,,5.0,,,,
1063003,Bari,508,345467,Marco Nasti,https://media.api-sports.io/football/players/345467.png,61.0,9,F,7.2,False,False,0,,10.0,7,5.0,3.0,0,0,0,0,,1.0,,1.0,1.0,,,,,3.0,2.0,1.0,,,,,
1063003,Bari,508,30663,Davide Diaw,https://media.api-sports.io/football/players/30663.png,15.0,18,F,6.6,False,False,0,,2.0,2,,,0,0,0,0,,,,,,,,,,,,,1.0,,,,
1063003,Bari,508,20733,Aurélien Scheidler,https://media.api-sports.io/football/players/20733.png,70.0,44,F,6.6,False,True,0,,16.0,9,7.0,4.0,0,0,0,0,,,,,,1.0,1.0,,,,,,1.0,,,,
1063003,Bari,508,105871,Žan Žužek,https://media.api-sports.io/football/players/105871.png,29.0,21,D,6.6,False,True,0,,1.0,1,1.0,1.0,0,0,0,0,,1.0,,,,,,,,,,,,,,,
1063003,Bari,508,35605,Jérémy Ménez,https://media.api-sports.io/football/players/35605.png,29.0,7,F,6.9,False,True,0,,3.0,3,3.0,2.0,1,0,0,0,,,,,,2.0,,,,,,1.0,1.0,,,,
1063003,Bari,508,31676,Raffaele Pucino,https://media.api-sports.io/football/players/31676.png,20.0,25,D,6.7,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Bari,508,21067,Malcom Edjouma,https://media.api-sports.io/football/players/21067.png,20.0,24,M,6.3,False,True,0,,6.0,3,7.0,3.0,0,0,0,0,,2.0,,1.0,,,,,,,,2.0,,,,,
1063003,Bari,508,31006,Pierluigi Frattali,https://media.api-sports.io/football/players/31006.png,,1,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Bari,508,31486,Marco Perrotta,https://media.api-sports.io/football/players/31486.png,,3,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Bari,508,56815,Emmanuele Matino,https://media.api-sports.io/football/players/56815.png,,5,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Bari,508,404570,Francesco Lops,https://media.api-sports.io/football/players/404570.png,,29,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Bari,508,386380,Filippo Faggi,https://media.api-sports.io/football/players/386380.png,,19,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Bari,508,56877,Nicola Bellomo,https://media.api-sports.io/football/players/56877.png,,10,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Bari,508,30847,Gregorio Morachioli,https://media.api-sports.io/football/players/30847.png,,77,F,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Palermo,522,43039,Mirko Pigliacelli,https://media.api-sports.io/football/players/43039.png,90.0,22,G,8,False,False,0,3.0,21.0,19,,,0,0,0,0,0.0,,,,,,,,,,,,,,,,
1063003,Palermo,522,31135,Aleš Matějů,https://media.api-sports.io/football/players/31135.png,90.0,37,D,7.5,False,False,0,,59.0,56,8.0,5.0,0,0,0,0,,2.0,,,,2.0,2.0,,,,,,,,,,
1063003,Palermo,522,31725,Fabio Lucioni,https://media.api-sports.io/football/players/31725.png,90.0,5,D,7.3,False,False,0,,56.0,50,6.0,4.0,0,0,0,0,,2.0,1.0,,,1.0,2.0,,,,,,1.0,,,,
1063003,Palermo,522,31450,Ivan Marconi,https://media.api-sports.io/football/players/31450.png,69.0,15,D,6.9,False,False,0,,38.0,35,3.0,1.0,1,0,0,0,,1.0,2.0,,,,1.0,,,,,,,,,,
1063003,Palermo,522,31415,Pietro Ceccaroni,https://media.api-sports.io/football/players/31415.png,90.0,32,D,7.3,False,False,0,,47.0,45,4.0,1.0,0,0,0,0,,1.0,1.0,,,,1.0,2.0,,1.0,1.0,1.0,,,,,
1063003,Palermo,522,197788,Aljoša Vasić,https://media.api-sports.io/football/players/197788.png,78.0,20,M,7.2,False,False,0,,13.0,9,14.0,11.0,1,0,0,0,,,,,,4.0,,,,3.0,1.0,,,,,,
1063003,Palermo,522,31028,Leo Štulac,https://media.api-sports.io/football/players/31028.png,69.0,6,M,6.7,False,False,0,,27.0,22,7.0,3.0,0,0,0,0,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,
1063003,Palermo,522,632,Claudio Gomes,https://media.api-sports.io/football/players/632.png,90.0,4,M,6.9,False,False,0,,25.0,22,7.0,3.0,0,0,0,0,,2.0,,,,1.0,2.0,1.0,,,,1.0,1.0,,,,
1063003,Palermo,522,30637,Roberto Insigne,https://media.api-sports.io/football/players/30637.png,78.0,11,F,7.3,False,False,0,,33.0,33,7.0,4.0,1,0,0,0,,,,4.0,4.0,,2.0,,,1.0,,,4.0,,,,
1063003,Palermo,522,56176,Matteo Brunori,https://media.api-sports.io/football/players/56176.png,90.0,9,F,6.6,True,False,0,,5.0,4,13.0,4.0,1,0,0,0,,,,1.0,,1.0,2.0,,,1.0,,1.0,,2.0,1.0,,
1063003,Palermo,522,31376,Francesco Di Mariano,https://media.api-sports.io/football/players/31376.png,78.0,10,F,6.3,False,False,0,,16.0,12,9.0,5.0,0,0,0,1,,,,1.0,,5.0,,,,1.0,,1.0,,,,,
1063003,Palermo,522,324095,Alessio Buttaro,https://media.api-sports.io/football/players/324095.png,21.0,25,D,6.7,False,True,0,,11.0,8,3.0,2.0,0,0,0,0,,1.0,,1.0,,,,,,1.0,,,,,,,
1063003,Palermo,522,31503,Leonardo Mancuso,https://media.api-sports.io/football/players/31503.png,21.0,7,F,6.6,False,True,0,,4.0,3,1.0,1.0,0,0,0,0,,,,,,,,,,1.0,,,,,,,
1063003,Palermo,522,31241,Dario Šarić,https://media.api-sports.io/football/players/31241.png,12.0,23,M,6.9,False,True,0,,6.0,5,1.0,1.0,0,0,0,0,,,,1.0,1.0,,,,,,,,1.0,,,,
1063003,Palermo,522,32131,Nicola Valente,https://media.api-sports.io/football/players/32131.png,12.0,30,M,6.6,False,True,0,,3.0,2,5.0,2.0,0,0,0,0,,,,3.0,2.0,,1.0,,,,,,1.0,,,,
1063003,Palermo,522,41989,Edoardo Soleri,https://media.api-sports.io/football/players/41989.png,12.0,27,F,6.7,False,True,0,,,,,,0,0,0,0,,,,,,,,,,1.0,,,,,,,
1063003,Palermo,522,432099,Manfredi Nespola,https://media.api-sports.io/football/players/432099.png,,12,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Palermo,522,322859,Sebastiano Desplanches,https://media.api-sports.io/football/players/322859.png,,1,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Palermo,522,15690,Simon Graves Jensen,https://media.api-sports.io/football/players/15690.png,,2,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Palermo,522,53704,Ionuț Nedelcearu,https://media.api-sports.io/football/players/53704.png,,18,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Palermo,522,31370,Jacopo Segre,https://media.api-sports.io/football/players/31370.png,,8,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063003,Palermo,522,31207,Samuele Damiani,https://media.api-sports.io/football/players/31207.png,,21,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Ternana,516,31252,Antony Iannarilli,https://media.api-sports.io/football/players/31252.png,90.0,1,G,7.2,False,False,2,5.0,17.0,15,2.0,1.0,0,0,0,0,0.0,1.0,,,,,,,,,,1.0,,,,,
1063010,Ternana,516,280801,Salim Diakite,https://media.api-sports.io/football/players/280801.png,90.0,23,D,6.9,False,False,0,,42.0,31,9.0,5.0,0,0,0,0,,3.0,1.0,1.0,,1.0,3.0,1.0,,,,,,,,,
1063010,Ternana,516,30951,Luka Bogdan,https://media.api-sports.io/football/players/30951.png,90.0,26,D,6.9,False,False,0,,53.0,35,15.0,8.0,1,0,0,0,,4.0,1.0,,,,1.0,1.0,,1.0,,1.0,1.0,,,,
1063010,Ternana,516,56642,Alessandro Celli,https://media.api-sports.io/football/players/56642.png,90.0,3,D,6.6,False,False,0,,60.0,47,10.0,8.0,1,0,0,0,,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,
1063010,Ternana,516,31669,Tiago Casasola,https://media.api-sports.io/football/players/31669.png,67.0,15,M,6.3,False,False,0,,18.0,8,7.0,3.0,0,0,0,0,,1.0,,1.0,,1.0,,,,,,2.0,1.0,1.0,,,
1063010,Ternana,516,31525,Filippo Damian,https://media.api-sports.io/football/players/31525.png,45.0,5,M,6.7,False,False,0,,9.0,5,5.0,2.0,0,0,0,0,,1.0,,,,1.0,1.0,,,,,,,,,,
1063010,Ternana,516,56655,Mattia Proietti,https://media.api-sports.io/football/players/56655.png,90.0,8,M,7.3,False,False,0,,62.0,49,5.0,4.0,1,0,0,0,,2.0,1.0,,,1.0,,4.0,,,,,3.0,,,,
1063010,Ternana,516,348532,Costantino Favasuli,https://media.api-sports.io/football/players/348532.png,73.0,27,M,6.6,False,False,0,,19.0,17,11.0,6.0,0,0,0,0,,4.0,,,,2.0,2.0,,,,,3.0,,,,,
1063010,Ternana,516,136005,Niccolò Corrado,https://media.api-sports.io/football/players/136005.png,90.0,91,M,7,False,False,0,,18.0,13,11.0,5.0,0,0,0,0,,,,5.0,4.0,,,,,,,1.0,2.0,,,,
1063010,Ternana,516,31553,César Falletti,https://media.api-sports.io/football/players/31553.png,77.0,10,F,6.6,True,False,0,,17.0,10,4.0,3.0,1,0,0,0,,1.0,,2.0,1.0,1.0,,,,1.0,,,1.0,,,,
1063010,Ternana,516,56774,Alexis Ferrante,https://media.api-sports.io/football/players/56774.png,45.0,99,F,6.6,False,False,0,,5.0,3,3.0,3.0,0,0,0,0,,,,,,,,,,,,,1.0,,,,
1063010,Ternana,516,314254,Antonio Raimondo,https://media.api-sports.io/football/players/314254.png,45.0,9,F,7,False,True,0,,8.0,5,10.0,6.0,0,0,0,0,,,,2.0,2.0,1.0,1.0,,,1.0,1.0,,,1.0,,,
1063010,Ternana,516,31270,Fabrizio Paghera,https://media.api-sports.io/football/players/31270.png,23.0,20,M,6.3,False,True,0,,8.0,5,5.0,2.0,0,0,0,0,,2.0,,,,,,,,,,2.0,,,,,
1063010,Ternana,516,342067,Filippo Distefano,https://media.api-sports.io/football/players/342067.png,17.0,28,F,7.2,False,True,0,,5.0,4,3.0,1.0,0,0,0,0,,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,
1063010,Ternana,516,30788,Andrea Favilli,https://media.api-sports.io/football/players/30788.png,13.0,17,F,6.6,False,True,0,,4.0,2,1.0,1.0,0,0,0,0,,,,,,,,,,1.0,1.0,,,,,,
1063010,Ternana,516,31007,Gabriel Brazão,https://media.api-sports.io/football/players/31007.png,,77,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Ternana,516,24790,Frederik Sørensen,https://media.api-sports.io/football/players/24790.png,,4,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Ternana,516,31072,Marco Capuano,https://media.api-sports.io/football/players/31072.png,,19,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Ternana,516,128498,Christian Travaglini,https://media.api-sports.io/football/players/128498.png,,33,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Ternana,516,31672,Valerio Mantovani,https://media.api-sports.io/football/players/31672.png,,13,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Ternana,516,180583,Iulius Marginean,https://media.api-sports.io/football/players/180583.png,,73,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Ternana,516,134922,Gabriele Capanni,https://media.api-sports.io/football/players/134922.png,,11,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Sampdoria,498,162445,Filip Stanković,https://media.api-sports.io/football/players/162445.png,90.0,1,G,6.3,False,False,1,2.0,53.0,42,,,0,0,0,0,0.0,,,,,,,,,,,,,,,,
1063010,Sampdoria,498,3000,Bartosz Bereszyński,https://media.api-sports.io/football/players/3000.png,90.0,24,D,6.3,True,False,0,,51.0,41,7.0,2.0,0,0,0,0,,,,3.0,2.0,,1.0,1.0,,,,1.0,,,,,
1063010,Sampdoria,498,30446,Alex Ferrari,https://media.api-sports.io/football/players/30446.png,90.0,25,D,7.5,False,False,0,,52.0,50,12.0,7.0,0,0,0,0,,1.0,3.0,1.0,1.0,,1.0,2.0,,,,1.0,,,,,
1063010,Sampdoria,498,30447,Nicola Murru,https://media.api-sports.io/football/players/30447.png,54.0,29,D,6.9,False,False,0,,42.0,33,5.0,2.0,0,0,0,0,,,1.0,,,1.0,,1.0,,,,,,,,,
1063010,Sampdoria,498,322954,Simone Giordano,https://media.api-sports.io/football/players/322954.png,90.0,21,D,6.3,False,False,0,,38.0,35,9.0,5.0,0,0,0,0,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,
1063010,Sampdoria,498,91527,Leonardo Benedetti,https://media.api-sports.io/football/players/91527.png,72.0,80,M,6.9,False,False,0,,32.0,24,7.0,5.0,0,0,0,0,,,,3.0,1.0,2.0,,,,,,,2.0,,,,
1063010,Sampdoria,498,329401,Gerard Yepes,https://media.api-sports.io/football/players/329401.png,81.0,28,M,6.6,False,False,0,,47.0,42,6.0,2.0,0,0,0,0,,1.0,,2.0,1.0,,1.0,,,,,1.0,,,,,
1063010,Sampdoria,498,31403,Valerio Verre,https://media.api-sports.io/football/players/31403.png,90.0,10,M,7.3,False,False,0,,58.0,42,14.0,5.0,1,0,0,0,,,,4.0,2.0,2.0,1.0,1.0,,1.0,1.0,3.0,3.0,,,,
1063010,Sampdoria,498,30747,Fabio Depaoli,https://media.api-sports.io/football/players/30747.png,82.0,23,F,8.2,False,False,0,,12.0,5,10.0,6.0,0,0,0,0,,2.0,,3.0,2.0,1.0,1.0,,,2.0,2.0,,1.0,,1.0,1.0,
1063010,Sampdoria,498,31062,Antonino La Gumina,https://media.api-sports.io/football/players/31062.png,73.0,20,F,7.7,False,False,0,,16.0,13,12.0,5.0,0,0,1,0,,,1.0,1.0,,1.0,3.0,,,4.0,3.0,,,1.0,,1.0,
1063010,Sampdoria,498,336555,Estanis Pedrola,https://media.api-sports.io/football/players/336555.png,90.0,11,F,6.7,False,False,0,,25.0,23,13.0,3.0,0,0,0,0,,,,7.0,2.0,1.0,2.0,,,1.0,,1.0,,,,,
1063010,Sampdoria,498,342019,Daniele Ghilardi,https://media.api-sports.io/football/players/342019.png,36.0,87,D,6.3,False,True,0,,10.0,7,1.0,1.0,0,0,0,0,,1.0,,,,,,,,,,,,,,,
1063010,Sampdoria,498,39285,Kristoffer Askildsen,https://media.api-sports.io/football/players/39285.png,18.0,5,M,7.2,False,True,0,,5.0,1,4.0,1.0,0,0,0,0,,1.0,1.0,,,,1.0,,,,,,1.0,,,,1.0
1063010,Sampdoria,498,31853,Manuel De Luca,https://media.api-sports.io/football/players/31853.png,17.0,9,F,6.2,False,True,0,,4.0,1,4.0,1.0,0,0,0,0,,,1.0,,,1.0,,,,2.0,,,,,,,
1063010,Sampdoria,498,162010,Simone Panada,https://media.api-sports.io/football/players/162010.png,9.0,6,M,6.5,False,True,0,,8.0,5,2.0,,0,0,0,0,,,1.0,,,,1.0,,,,,1.0,,,,,
1063010,Sampdoria,498,30702,Matteo Stoppa,https://media.api-sports.io/football/players/30702.png,8.0,14,F,7.2,False,True,0,,5.0,4,3.0,2.0,0,0,0,0,,,,1.0,1.0,,,,,,,1.0,1.0,,,,
1063010,Sampdoria,498,31602,Nicola Ravaglia,https://media.api-sports.io/football/players/31602.png,,22,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Sampdoria,498,18890,Antonio Barreca,https://media.api-sports.io/football/players/18890.png,,3,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Sampdoria,498,341837,Luigi Aquino,https://media.api-sports.io/football/players/341837.png,,2,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Sampdoria,498,345474,Lorenzo Malagrida,https://media.api-sports.io/football/players/345474.png,,17,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Sampdoria,498,341840,Flavio Paoletti,https://media.api-sports.io/football/players/341840.png,,97,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Sampdoria,498,342070,Marco Delle Monache,https://media.api-sports.io/football/players/342070.png,,77,F,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063010,Sampdoria,498,341831,Lorenzo Di Stefano,https://media.api-sports.io/football/players/341831.png,,18,F,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063006,Cremonese,520,56753,Mouhamadou Sarr,https://media.api-sports.io/football/players/56753.png,90.0,1,G,7.3,False,False,0,2.0,18.0,11,,,0,0,0,0,0.0,,,,,,,,,,,,,,,,
1063006,Cremonese,520,30530,Leonardo Sernicola,https://media.api-sports.io/football/players/30530.png,90.0,17,D,7.2,False,False,0,,26.0,18,2.0,2.0,0,0,0,0,,2.0,,,,,,2.0,,,,,1.0,,,,
1063006,Cremonese,520,30919,Matteo Bianchetti,https://media.api-sports.io/football/players/30919.png,90.0,15,D,7.3,True,False,0,,43.0,36,1.0,1.0,0,0,0,0,,1.0,2.0,,,,,2.0,,1.0,1.0,,,,,,
1063006,Cremonese,520,31421,Luca Ravanelli,https://media.api-sports.io/football/players/31421.png,90.0,5,D,7,False,False,0,,41.0,35,6.0,5.0,0,0,0,0,,2.0,,,,,,,,,,1.0,,,,,
1063006,Cremonese,520,127025,Giacomo Quagliata,https://media.api-sports.io/football/players/127025.png,90.0,33,D,7.2,False,False,0,,41.0,38,8.0,5.0,1,0,0,0,,1.0,,1.0,,2.0,2.0,1.0,,,,,,,,,
1063006,Cremonese,520,1636,Andrea Bertolacci,https://media.api-sports.io/football/players/1636.png,71.0,91,M,7,False,False,0,,46.0,40,13.0,5.0,1,0,0,0,,4.0,,,,1.0,6.0,1.0,,,,2.0,1.0,,,,
1063006,Cremonese,520,290051,Gonzalo Abrego,https://media.api-sports.io/football/players/290051.png,84.0,32,M,8.2,False,False,0,,45.0,39,9.0,6.0,0,0,0,0,,2.0,,1.0,1.0,,1.0,4.0,,3.0,1.0,,3.0,,,,
1063006,Cremonese,520,56304,Luca Zanimacchia,https://media.api-sports.io/football/players/56304.png,84.0,98,M,7.3,False,False,0,,25.0,18,6.0,4.0,0,0,0,0,,2.0,,1.0,,2.0,1.0,,,2.0,1.0,,1.0,,,,
1063006,Cremonese,520,2057,Franco Vázquez,https://media.api-sports.io/football/players/2057.png,90.0,20,M,7.2,False,False,0,,46.0,37,14.0,7.0,0,0,0,0,,2.0,,2.0,1.0,,2.0,,,2.0,1.0,1.0,2.0,,,,
1063006,Cremonese,520,342038,Felix Afena-Gyan,https://media.api-sports.io/football/players/342038.png,90.0,11,M,7.3,False,False,0,,30.0,24,10.0,6.0,1,0,0,0,,3.0,,2.0,1.0,,1.0,2.0,,2.0,,,1.0,,,,
1063006,Cremonese,520,1652,Frank Tsadjout,https://media.api-sports.io/football/players/1652.png,79.0,74,F,6.9,False,False,0,,11.0,9,8.0,1.0,0,0,0,0,,,,,,1.0,4.0,,,1.0,1.0,,2.0,,,,
1063006,Cremonese,520,31614,Michele Castagnetti,https://media.api-sports.io/football/players/31614.png,19.0,19,M,7,False,True,0,,12.0,10,3.0,3.0,0,0,0,0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,
1063006,Cremonese,520,48555,Charles Pickel,https://media.api-sports.io/football/players/48555.png,11.0,6,M,6.7,False,True,0,,6.0,5,1.0,,0,0,0,0,,,,,,,1.0,1.0,,,,,,,,,
1063006,Cremonese,520,30634,Cristian Buonaiuto,https://media.api-sports.io/football/players/30634.png,11.0,10,F,6.7,False,True,0,,5.0,4,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063006,Cremonese,520,31092,Daniel Ciofani,https://media.api-sports.io/football/players/31092.png,11.0,9,F,6.3,False,True,0,,1.0,1,1.0,,0,0,0,0,,,,,,,1.0,,,,,,,,,,
1063006,Cremonese,520,277175,Andreas Jungdal,https://media.api-sports.io/football/players/277175.png,,22,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063006,Cremonese,520,31038,Gianluca Saro,https://media.api-sports.io/football/players/31038.png,,21,G,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063006,Cremonese,520,7719,Emanuel Aiwu,https://media.api-sports.io/football/players/7719.png,,4,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063006,Cremonese,520,61224,Luka Lochoshvili,https://media.api-sports.io/football/players/61224.png,,44,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063006,Cremonese,520,126889,Michele Collocolo,https://media.api-sports.io/football/players/126889.png,,8,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063006,Cremonese,520,31084,Paolo Ghiglione,https://media.api-sports.io/football/players/31084.png,,18,D,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063006,Cremonese,520,289292,Tommaso Milanese,https://media.api-sports.io/football/players/289292.png,,62,M,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063006,Cremonese,520,161973,Nikola Sekulov,https://media.api-sports.io/football/players/161973.png,,7,F,,False,True,0,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,
1063006,Catanzaro,1687,30850,Andrea Fulignati,https://media.api-sports.io/football/players/30850.png,90.0,1,G,7.3,False,False,0,3.0,72.0,57,1.0,1.0,0,0,0,0,0.0,,,,,,,,,,,,,,,,
1063006,Catanzaro,1687,1332,Mario Šitum,https://media.api-sports.io/football/players/1332.png,90.0,92,D,7.3,False,False,0,,47.0,40,6.0,3.0,0,0,0,0,,,2.0,,,1.0,1.0,,,,,,,,,,
1063006,Catanzaro,1687,31297,Stefano Scognamillo,https://media.api-sports.io/football/players/31297.png,90.0,14,D,7,False,False,0,,88.0,82,5.0,2.0,0,0,0,0,,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,
1063006,Catanzaro,1687,31071,Nicolò Brighenti,https://media.api-sports.io/football/players/31071.png,90.0,23,D,7.9,False,False,0,,99.0,95,4.0,4.0,0,0,0,0,,,3.0,,,2.0,,1.0,,,,,1.0,,,,
1063006,Catanzaro,1687,333033,Davide Veroli,https://media.api-sports.io/football/players/333033.png,79.0,72,D,7.2,False,False,0,,26.0,21,4.0,2.0,0,0,0,0,,1.0,,,,1.0,1.0,3.0,,1.0,,,,,,,
1063006,Catanzaro,1687,336640,Andrea Oliveri,https://media.api-sports.io/football/players/336640.png,66.0,33,M,7,False,False,0,,30.0,27,9.0,4.0,0,0,0,0,,1.0,,2.0,,3.0,,,,,,,2.0,,,,
1063006,Catanzaro,1687,68407,Andrea Ghion,https://media.api-sports.io/football/players/68407.png,78.0,18,M,7,False,False,0,,44.0,40,13.0,10.0,0,0,0,0,,,,3.0,2.0,8.0,,,,,,1.0,,,,,
1063006,Catanzaro,1687,30726,Luca Verna,https://media.api-sports.io/football/players/30726.png,90.0,8,M,6.3,False,False,0,,59.0,55,10.0,2.0,0,0,0,0,,,2.0,4.0,1.0,,,1.0,,,,,,,,,
1063006,Catanzaro,1687,31211,Jari Vandeputte,https://media.api-sports.io/football/players/31211.png,90.0,27,M,6.5,False,False,0,,24.0,17,4.0,,1,0,0,0,,,,3.0,,,1.0,2.0,,1.0,,,,,,,
1063006,Catanzaro,1687,32134,Tommaso Biasci,https://media.api-sports.io/football/players/32134.png,66.0,28,F,6.6,False,False,0,,17.0,10,5.0,3.0,0,0,0,0,,,,,,2.0,1.0,,,1.0,1.0,,,,,,
1063006,Catanzaro,1687,31660,Pietro Iemmello,https://media.api-sports.io/football/players/31660.png,87.0,9,F,6.3,True,False,0,,25.0,19,8.0,1.0,0,0,0,0,,,,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,
1063006,Catanzaro,1687,384112,Panos Katseris,https://media.api-sports.io/football/players/384112.png,24.0,77,M,6.3,False,True,0,,6.0,5,3.0,,0,0,0,0,,,,,,,1.0,,,,,,,1.0,,,
1063006,Catanzaro,1687,31151,Alfredo Donnarumma,https://media.api-sports.io/football/players/31151.png,24.0,99,F,6.3,False,True,0,,3.0,2,4.0,1.0,0,0,0,0,,,,2.0,1.0,,,1.0,,,,1.0,,,,,
1063006,Catanzaro,1687,31585,Simone Pontisso,https://media.api-sports.io/football/players/31585.png,12.0,20,M,6.3,False,True,0,,11.0,9,3.0,2.0,0,0,0,0,,2.0,,,,,1.0,,,,,,,,,,
1063006,Catanzaro,1687,30538,Enrico Brignola,https://media.api-sports.io/football/players/30538.png,11.0,17,F,6.7,False,True,0,,5.0,4,2.0,1.0,0,0,0,0,,1.0,,1.0,,,,1.0,,,,,,,,,
1063006,Catanzaro,1687,32077,Dimitrios Sounas,https://media.api-sports.io/football/players/32077.png,8.0,24,M,6.7,False,True,0,,3.0,2,1.0,1.0,0,0,0,0,,1.0,,,,,,,,,,,,,,,
