fixture_id,bet_name,bet_value,bet_odd
1388310,Goals Over/Under,Over 0.5,1.02
1388310,Goals Over/Under,Under 0.5,17.00
1388310,Goals Over/Under,Over 8.5,51.00
1388310,Goals Over/Under,Under 8.5,1.00
1388310,Goals Over/Under,Over 4.5,4.00
1388310,Goals Over/Under,Under 4.5,1.25
1388310,Goals Over/Under,Over 7.5,29.00
1388310,Goals Over/Under,Under 7.5,1.01
1388310,Goals Over/Under,Over 5.5,8.00
1388310,Goals Over/Under,Under 5.5,1.08
1388310,Goals Over/Under,Over 6.5,15.00
1388310,Goals Over/Under,Under 6.5,1.03
1388310,HT/FT Double,Home/Draw,13.00
1388310,HT/FT Double,Home/Away,29.00
1388310,HT/FT Double,Draw/Away,9.00
1388310,HT/FT Double,Draw/Draw,6.50
1388310,HT/FT Double,Home/Home,2.88
1388310,HT/FT Double,Draw/Home,5.00
1388310,HT/FT Double,Away/Home,19.00
1388310,HT/FT Double,Away/Draw,15.00
1388310,HT/FT Double,Away/Away,6.00
1388310,Double Chance,Home/Draw,1.25
1388310,Double Chance,Home/Away,1.25
1388310,Double Chance,Draw/Away,1.91
1388310,First Half Winner,Home,2.38
1388310,First Half Winner,Draw,2.50
1388310,First Half Winner,Away,4.00
1388324,Match Winner,Home,3.70
1388324,Match Winner,Draw,3.80
1388324,Match Winner,Away,1.91
1388324,Second Half Winner,Home,3.50
1388324,Second Half Winner,Draw,2.75
1388324,Second Half Winner,Away,2.20
1388324,Goals Over/Under,Over 1.5,1.17
1388324,Goals Over/Under,Under 1.5,5.00
1388324,Goals Over/Under,Over 2.5,1.57
1388324,Goals Over/Under,Under 2.5,2.38
1388324,Goals Over/Under,Over 3.5,2.38
1388324,Goals Over/Under,Under 3.5,1.57
1388324,Goals Over/Under,Over 0.5,1.02
1388324,Goals Over/Under,Under 0.5,17.00
1388324,Goals Over/Under,Over 8.5,51.00
1388324,Goals Over/Under,Under 8.5,1.00
1388324,Goals Over/Under,Over 4.5,4.33
1388324,Goals Over/Under,Under 4.5,1.22
1388324,Goals Over/Under,Over 7.5,29.00
1388324,Goals Over/Under,Under 7.5,1.01
1388324,Goals Over/Under,Over 5.5,8.00
1388324,Goals Over/Under,Under 5.5,1.08
1388324,Goals Over/Under,Over 6.5,17.00
1388324,Goals Over/Under,Under 6.5,1.02
1388324,HT/FT Double,Home/Draw,15.00
1388324,HT/FT Double,Home/Away,21.00
1388324,HT/FT Double,Draw/Away,5.50
1388324,HT/FT Double,Draw/Draw,6.50
1388324,HT/FT Double,Home/Home,6.00
1388324,HT/FT Double,Draw/Home,8.50
1388324,HT/FT Double,Away/Home,26.00
1388324,HT/FT Double,Away/Draw,13.00
1388324,HT/FT Double,Away/Away,3.00
1388324,Double Chance,Home/Draw,1.83
1388324,Double Chance,Home/Away,1.25
1388324,Double Chance,Draw/Away,1.28
1388324,First Half Winner,Home,4.00
1388324,First Half Winner,Draw,2.40
1388324,First Half Winner,Away,2.40
1388321,Match Winner,Home,2.88
1388321,Match Winner,Draw,3.75
1388321,Match Winner,Away,2.25
1388321,Second Half Winner,Home,2.88
1388321,Second Half Winner,Draw,2.75
1388321,Second Half Winner,Away,2.50
1388321,Goals Over/Under,Over 1.5,1.14
1388321,Goals Over/Under,Under 1.5,5.50
1388321,Goals Over/Under,Over 2.5,1.50
1388321,Goals Over/Under,Under 2.5,2.62
1388321,Goals Over/Under,Over 3.5,2.20
1388321,Goals Over/Under,Under 3.5,1.67
1388321,Goals Over/Under,Over 0.5,1.02
1388321,Goals Over/Under,Under 0.5,19.00
1388321,Goals Over/Under,Over 8.5,51.00
1388321,Goals Over/Under,Under 8.5,1.00
1388321,Goals Over/Under,Over 4.5,3.75
1388321,Goals Over/Under,Under 4.5,1.28
1388321,Goals Over/Under,Over 7.5,26.00
1388321,Goals Over/Under,Under 7.5,1.01
1388321,Goals Over/Under,Over 5.5,6.50
1388321,Goals Over/Under,Under 5.5,1.11
1388321,Goals Over/Under,Over 6.5,13.00
1388321,Goals Over/Under,Under 6.5,1.04
1388321,HT/FT Double,Home/Draw,13.00
1388321,HT/FT Double,Home/Away,21.00
1388321,HT/FT Double,Draw/Away,6.00
1388321,HT/FT Double,Draw/Draw,6.50
1388321,HT/FT Double,Home/Home,4.50
1388321,HT/FT Double,Draw/Home,7.00
1388321,HT/FT Double,Away/Home,23.00
1388321,HT/FT Double,Away/Draw,13.00
1388321,HT/FT Double,Away/Away,3.50
1388321,Double Chance,Home/Draw,1.62
1388321,Double Chance,Home/Away,1.25
1388321,Double Chance,Draw/Away,1.40
1388321,First Half Winner,Home,3.20
1388321,First Half Winner,Draw,2.50
1388321,First Half Winner,Away,2.75
1388323,Match Winner,Home,1.60
1388323,Match Winner,Draw,4.50
1388323,Match Winner,Away,4.75
1388323,Second Half Winner,Home,1.83
1388323,Second Half Winner,Draw,3.00
