rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,157,Bayern München,https://media.api-sports.io/football/teams/157.png,3,6,Bundesliga,W,same,Promotion - Champions League (League phase: ),1,1,0,0,6,0,1,1,0,0,6,0,0,0,0,0,0,0
2,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,3,3,Bundesliga,W,same,Promotion - Champions League (League phase: ),1,1,0,0,4,1,1,1,0,0,4,1,0,0,0,0,0,0
3,161,VfL Wolfsburg,https://media.api-sports.io/football/teams/161.png,3,2,Bundesliga,W,same,Promotion - Champions League (League phase: ),1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,0,3,1
4,170,FC Augsburg,https://media.api-sports.io/football/teams/170.png,3,2,Bundesliga,W,same,Promotion - Champions League (League phase: ),1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,0,3,1
5,182,Union Berlin,https://media.api-sports.io/football/teams/182.png,3,1,Bundesliga,W,same,Promotion - Europa League (League phase: ),1,1,0,0,2,1,1,1,0,0,2,1,0,0,0,0,0,0
6,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,3,1,Bundesliga,W,same,Promotion - Conference League (Qualification: ),1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,0,2,1
7,192,1.FC Köln,https://media.api-sports.io/football/teams/192.png,3,1,Bundesliga,W,same,,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
8,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,1,0,Bundesliga,D,same,,1,0,1,0,3,3,0,0,0,0,0,0,1,0,1,0,3,3
9,186,FC St. Pauli,https://media.api-sports.io/football/teams/186.png,1,0,Bundesliga,D,same,,1,0,1,0,3,3,1,0,1,0,3,3,0,0,0,0,0,0
10,175,Hamburger SV,https://media.api-sports.io/football/teams/175.png,1,0,Bundesliga,D,same,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11,163,Borussia Mönchengladbach,https://media.api-sports.io/football/teams/163.png,1,0,Bundesliga,D,same,,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
12,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,0,-1,Bundesliga,L,same,,1,0,0,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0
13,172,VfB Stuttgart,https://media.api-sports.io/football/teams/172.png,0,-1,Bundesliga,L,same,,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,1,2
14,164,FSV Mainz 05,https://media.api-sports.io/football/teams/164.png,0,-1,Bundesliga,L,same,,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0
15,160,SC Freiburg,https://media.api-sports.io/football/teams/160.png,0,-2,Bundesliga,L,same,,1,0,0,1,1,3,1,0,0,1,1,3,0,0,0,0,0,0
16,180,1. FC Heidenheim,https://media.api-sports.io/football/teams/180.png,0,-2,Bundesliga,L,same,Bundesliga (Relegation),1,0,0,1,1,3,1,0,0,1,1,3,0,0,0,0,0,0
17,162,Werder Bremen,https://media.api-sports.io/football/teams/162.png,0,-3,Bundesliga,L,same,Relegation - 2. Bundesliga,1,0,0,1,1,4,0,0,0,0,0,0,1,0,0,1,1,4
18,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,0,-6,Bundesliga,L,same,Relegation - 2. Bundesliga,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0,1,0,6
