fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,shots_total,shots_on,tackles_total,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_past,fouls_committed,tackles_blocks,dribbles_success,fouls_drawn,passes_key,goals_total,offsides,penalty_commited,penalty_won
1388316,Union Berlin,182,380873,Ilyas Ansah,https://media.api-sports.io/football/players/380873.png,76.0,10,F,9.2,False,False,0,0.0,,15.0,12,0,0,0,0,,2.0,2.0,1.0,,14.0,6.0,6.0,,1.0,,3.0,1.0,,2.0,1.0,,
1388316,Union Berlin,182,45892,Andrej Ilić,https://media.api-sports.io/football/players/45892.png,90.0,23,F,6.7,False,False,0,1.0,,23.0,14,1,0,0,0,,2.0,,,,23.0,9.0,,1.0,2.0,1.0,,1.0,1.0,,1.0,,
1388316,Union Berlin,182,128853,Derrick Köhn,https://media.api-sports.io/football/players/128853.png,24.0,39,D,6.2,False,True,0,0.0,,8.0,6,0,0,0,0,,,,1.0,,5.0,1.0,1.0,,3.0,1.0,,,,,,,
1388316,Union Berlin,182,1234,Alex Král,https://media.api-sports.io/football/players/1234.png,24.0,33,M,6.6,False,True,0,0.0,,1.0,1,0,0,0,0,,,,1.0,,2.0,2.0,,,,,,1.0,,,,,
1388316,Union Berlin,182,1124,Oliver Burke,https://media.api-sports.io/football/players/1124.png,15.0,7,F,6.2,False,True,0,0.0,,4.0,3,0,0,0,0,,,,,,4.0,1.0,2.0,,1.0,,,1.0,,,,,
1388316,Union Berlin,182,14330,Josip Juranović,https://media.api-sports.io/football/players/14330.png,15.0,18,D,6.2,False,True,0,0.0,,3.0,,0,0,0,0,,,,,,,,,,,,,,1.0,,,,
1388316,Union Berlin,182,262815,Matheo Raab,https://media.api-sports.io/football/players/262815.png,,31,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388316,Union Berlin,182,327831,Aljoscha Kemlein,https://media.api-sports.io/football/players/327831.png,,6,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388316,Union Berlin,182,512,Woo-Yeong Jeong,https://media.api-sports.io/football/players/512.png,,11,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388316,Union Berlin,182,292218,Marin Ljubičić,https://media.api-sports.io/football/players/292218.png,,27,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388316,Union Berlin,182,24910,Tim Skarke,https://media.api-sports.io/football/players/24910.png,,21,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388316,VfB Stuttgart,172,399,Alexander Nübel,https://media.api-sports.io/football/players/399.png,90.0,33,G,5.6,False,False,2,0.0,,21.0,18,0,0,0,0,0.0,,,,,,,,,,,,,,,,,
1388316,VfB Stuttgart,172,24868,Josha Vagnoman,https://media.api-sports.io/football/players/24868.png,71.0,4,D,5.9,False,False,0,0.0,,30.0,28,1,0,0,0,,1.0,,1.0,,13.0,5.0,2.0,,2.0,,1.0,2.0,,,,,
1388316,VfB Stuttgart,172,349344,Luca Jaquez,https://media.api-sports.io/football/players/349344.png,90.0,14,D,6.9,False,False,0,0.0,,98.0,88,0,0,0,0,,,,2.0,,15.0,8.0,,1.0,1.0,,,1.0,1.0,,,,
1388316,VfB Stuttgart,172,38112,Julian Chabot,https://media.api-sports.io/football/players/38112.png,82.0,24,D,7.9,False,False,0,0.0,,90.0,83,0,0,0,0,,2.0,1.0,,1.0,13.0,11.0,1.0,1.0,,,1.0,5.0,,,,,
1388316,VfB Stuttgart,172,25342,Maximilian Mittelstädt,https://media.api-sports.io/football/players/25342.png,90.0,7,D,7.3,False,False,0,0.0,,96.0,82,0,0,0,0,,2.0,1.0,2.0,1.0,5.0,3.0,,,1.0,,,,4.0,,,,
1388316,VfB Stuttgart,172,24963,Atakan Karazor,https://media.api-sports.io/football/players/24963.png,82.0,16,M,7,True,False,0,0.0,,48.0,44,0,0,0,0,,2.0,1.0,3.0,,10.0,7.0,,1.0,,,,1.0,,,,,
1388316,VfB Stuttgart,172,137210,Angelo Stiller,https://media.api-sports.io/football/players/137210.png,90.0,6,M,6.9,False,False,0,0.0,,99.0,91,0,0,0,0,,,,1.0,,2.0,1.0,,1.0,,,,,3.0,,,,
1388316,VfB Stuttgart,172,158054,Nick Woltemade,https://media.api-sports.io/football/players/158054.png,90.0,11,M,6.3,False,False,0,0.0,,9.0,5,0,0,0,0,,,,1.0,,14.0,5.0,1.0,,1.0,1.0,1.0,3.0,1.0,,1.0,,
1388316,VfB Stuttgart,172,26475,Deniz Undav,https://media.api-sports.io/football/players/26475.png,90.0,26,M,6.2,False,False,0,0.0,,39.0,36,1,0,0,0,,3.0,,2.0,,11.0,5.0,,1.0,2.0,,,1.0,1.0,,,,
1388316,VfB Stuttgart,172,128533,Jamie Leweling,https://media.api-sports.io/football/players/128533.png,90.0,18,M,6.9,False,False,0,0.0,,37.0,31,1,0,0,0,,1.0,1.0,,,9.0,5.0,2.0,,1.0,,,5.0,3.0,,,,
1388316,VfB Stuttgart,172,46930,Ermedin Demirović,https://media.api-sports.io/football/players/46930.png,65.0,9,F,6,False,False,0,0.0,,11.0,9,1,0,0,0,,1.0,,,1.0,7.0,,,,3.0,,,,2.0,,,,
1388316,VfB Stuttgart,172,265363,Tiago Tomás,https://media.api-sports.io/football/players/265363.png,26.0,8,F,7.3,False,True,0,0.0,,5.0,4,0,0,0,0,,1.0,1.0,1.0,,6.0,3.0,,,1.0,,,2.0,,1.0,,,
1388316,VfB Stuttgart,172,24798,Chris Führich,https://media.api-sports.io/football/players/24798.png,20.0,10,M,7.3,False,True,0,1.0,,15.0,11,0,0,0,0,,1.0,1.0,,,2.0,2.0,1.0,,,,1.0,,2.0,,,,
1388316,VfB Stuttgart,172,135883,Ramon Hendriks,https://media.api-sports.io/football/players/135883.png,9.0,3,D,6.7,False,True,0,0.0,,16.0,15,0,0,0,0,,,,,,2.0,1.0,,,,,,,,,,,
1388316,VfB Stuttgart,172,398194,Lazar Jovanović,https://media.api-sports.io/football/players/398194.png,9.0,45,F,6.3,False,True,0,0.0,,4.0,2,0,0,0,0,,1.0,,,,2.0,1.0,,,1.0,,,,1.0,,,,
1388316,VfB Stuttgart,172,25597,Fabian Bredlow,https://media.api-sports.io/football/players/25597.png,,1,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388316,VfB Stuttgart,172,26244,Pascal Stenzel,https://media.api-sports.io/football/players/26244.png,,15,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388316,VfB Stuttgart,172,394734,Finn Jeltsch,https://media.api-sports.io/football/players/394734.png,,29,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388316,VfB Stuttgart,172,388871,Chema Andrés,https://media.api-sports.io/football/players/388871.png,,30,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388316,VfB Stuttgart,172,24806,Nikolas Nartey,https://media.api-sports.io/football/players/24806.png,,28,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,FC St. Pauli,186,9026,Nikola Vasilj,https://media.api-sports.io/football/players/9026.png,90.0,22,G,7.3,False,False,3,0.0,4.0,31.0,24,0,0,0,0,1.0,,,,,,,,,,,,,,,,,
1388315,FC St. Pauli,186,24961,Hauke Wahl,https://media.api-sports.io/football/players/24961.png,90.0,5,D,6,False,False,0,0.0,,72.0,61,0,0,0,0,,,,2.0,,6.0,4.0,,1.0,,,,1.0,,,,,
1388315,FC St. Pauli,186,8486,Eric Smith,https://media.api-sports.io/football/players/8486.png,90.0,8,D,7.2,True,False,0,0.0,,68.0,61,1,0,0,0,,1.0,1.0,2.0,1.0,9.0,6.0,2.0,1.0,1.0,,2.0,1.0,,1.0,,1.0,
1388315,FC St. Pauli,186,40274,Adam Dźwigała,https://media.api-sports.io/football/players/40274.png,77.0,25,D,5.7,False,False,0,0.0,,46.0,37,1,0,0,0,,,,1.0,,4.0,1.0,,,1.0,,,,,,,,
1388315,FC St. Pauli,186,148448,Arkadiusz Pyrka,https://media.api-sports.io/football/players/148448.png,77.0,11,M,6.9,False,False,0,0.0,,35.0,31,0,0,0,0,,,,1.0,1.0,4.0,3.0,2.0,,,,2.0,,1.0,,,,
1388315,FC St. Pauli,186,50863,James Sands,https://media.api-sports.io/football/players/50863.png,87.0,6,M,6.7,False,False,0,0.0,,35.0,27,0,0,0,0,,,,3.0,,9.0,6.0,2.0,1.0,,,1.0,2.0,,,,,
1388315,FC St. Pauli,186,146586,Joel Chima Fujita,https://media.api-sports.io/football/players/146586.png,90.0,16,M,6.2,False,False,0,0.0,,47.0,38,0,0,0,0,,,,2.0,1.0,10.0,2.0,1.0,,4.0,,,,1.0,,,,
1388315,FC St. Pauli,186,202636,Louis Oppie,https://media.api-sports.io/football/players/202636.png,90.0,23,M,6.6,False,False,0,0.0,,41.0,33,0,0,0,0,,2.0,1.0,2.0,,6.0,5.0,2.0,,,,1.0,2.0,1.0,,1.0,,
1388315,FC St. Pauli,186,1672,Danel Sinani,https://media.api-sports.io/football/players/1672.png,90.0,10,F,8.3,False,False,0,1.0,,40.0,30,0,0,1,0,,2.0,2.0,2.0,2.0,13.0,6.0,1.0,,3.0,,1.0,3.0,3.0,1.0,,,
1388315,FC St. Pauli,186,178921,Andreas Hountondji,https://media.api-sports.io/football/players/178921.png,68.0,27,F,7.5,False,False,0,0.0,,10.0,8,0,0,0,0,,2.0,2.0,,,6.0,2.0,,,1.0,,,,1.0,1.0,2.0,,
1388315,FC St. Pauli,186,20780,Mathias Pereira Lage,https://media.api-sports.io/football/players/20780.png,90.0,28,F,6.7,False,False,0,0.0,,20.0,13,0,0,0,0,,2.0,1.0,4.0,1.0,10.0,5.0,,,,,,1.0,,,1.0,,
1388315,FC St. Pauli,186,474789,Abdoulie Ceesay,https://media.api-sports.io/football/players/474789.png,23.0,9,F,6.9,False,True,0,0.0,,3.0,3,0,0,0,0,,1.0,,,,6.0,3.0,,,2.0,,,1.0,,,,,1.0
1388315,FC St. Pauli,186,6904,Connor Metcalfe,https://media.api-sports.io/football/players/6904.png,14.0,24,M,6.6,False,True,0,0.0,,9.0,8,0,0,0,0,,,,1.0,1.0,2.0,2.0,,,,,,1.0,,,,,
1388315,FC St. Pauli,186,27157,Manolis Saliakas,https://media.api-sports.io/football/players/27157.png,14.0,2,D,7.2,False,True,0,1.0,,25.0,22,0,0,0,0,,,,,,2.0,,,,,,,,1.0,,,,
1388315,FC St. Pauli,186,17756,Oladapo Afolayan,https://media.api-sports.io/football/players/17756.png,14.0,17,F,6.3,False,True,0,0.0,,2.0,1,0,0,0,0,,,,,,2.0,,1.0,,1.0,,,,,,,,
1388315,FC St. Pauli,186,119167,Ben Voll,https://media.api-sports.io/football/players/119167.png,,1,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,FC St. Pauli,186,384968,Jannik Thomas Robatsch,https://media.api-sports.io/football/players/384968.png,,34,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,FC St. Pauli,186,107087,Scott Banks,https://media.api-sports.io/football/players/107087.png,,18,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,FC St. Pauli,186,47965,Erik Ahlstrand,https://media.api-sports.io/football/players/47965.png,,20,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,FC St. Pauli,186,90731,Lars Ritzka,https://media.api-sports.io/football/players/90731.png,,21,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,Borussia Dortmund,165,25282,Gregor Kobel,https://media.api-sports.io/football/players/25282.png,90.0,1,G,7.2,True,False,3,0.0,4.0,34.0,26,0,0,0,0,0.0,,,,,1.0,1.0,,,,,,1.0,,,,,
1388315,Borussia Dortmund,165,341839,Filippo Mané,https://media.api-sports.io/football/players/341839.png,85.0,39,D,5.5,False,False,0,0.0,,66.0,60,0,1,0,0,,,,,1.0,6.0,,1.0,,1.0,,,,,,,1.0,
1388315,Borussia Dortmund,165,25368,Waldemar Anton,https://media.api-sports.io/football/players/25368.png,90.0,3,D,7.6,False,False,0,0.0,,93.0,86,0,0,0,0,,1.0,1.0,3.0,2.0,11.0,7.0,1.0,,1.0,,,2.0,,1.0,,,
1388315,Borussia Dortmund,165,2194,Ramy Bensebaini,https://media.api-sports.io/football/players/2194.png,90.0,5,D,6.7,False,False,0,0.0,,90.0,84,1,0,0,0,,1.0,,,,10.0,6.0,,1.0,2.0,,,1.0,,,,,
1388315,Borussia Dortmund,165,197448,Yan Couto,https://media.api-sports.io/football/players/197448.png,90.0,2,M,6.3,False,False,0,0.0,,16.0,12,1,0,0,0,,,,1.0,1.0,6.0,3.0,2.0,,1.0,,,2.0,,,,,
1388315,Borussia Dortmund,165,18970,Pascal Groß,https://media.api-sports.io/football/players/18970.png,87.0,13,M,6,False,False,0,1.0,,44.0,34,0,0,0,0,,1.0,1.0,2.0,,9.0,3.0,1.0,1.0,3.0,,,1.0,2.0,,,,
1388315,Borussia Dortmund,165,1159,Marcel Sabitzer,https://media.api-sports.io/football/players/1159.png,90.0,20,M,6.6,False,False,0,1.0,,27.0,23,1,0,0,0,,,,1.0,1.0,4.0,2.0,,1.0,1.0,,,,1.0,,,,
1388315,Borussia Dortmund,165,198654,Daniel Svensson,https://media.api-sports.io/football/players/198654.png,90.0,24,M,6.6,False,False,0,0.0,,45.0,41,0,0,0,0,,,,,1.0,3.0,2.0,1.0,,,1.0,1.0,,2.0,,,,
1388315,Borussia Dortmund,165,326757,Jobe Bellingham,https://media.api-sports.io/football/players/326757.png,45.0,7,F,6.7,False,False,0,0.0,,12.0,12,0,0,0,0,,,,1.0,,8.0,3.0,1.0,,,,,1.0,,,,,
1388315,Borussia Dortmund,165,21393,Serhou Guirassy,https://media.api-sports.io/football/players/21393.png,90.0,9,F,7.2,False,False,0,0.0,,18.0,9,0,0,0,1,,3.0,3.0,,,13.0,8.0,4.0,1.0,2.0,,2.0,2.0,,1.0,1.0,,
1388315,Borussia Dortmund,165,7334,Karim Adeyemi,https://media.api-sports.io/football/players/7334.png,45.0,27,F,7.5,False,False,0,0.0,,11.0,7,0,0,0,0,,,,,1.0,6.0,3.0,,2.0,,,,2.0,1.0,,1.0,,1.0
1388315,Borussia Dortmund,165,984,Julian Brandt,https://media.api-sports.io/football/players/984.png,45.0,10,M,7.9,False,True,0,0.0,,12.0,9,0,0,0,0,,2.0,2.0,2.0,,7.0,5.0,1.0,,,,,,,1.0,1.0,,
1388315,Borussia Dortmund,165,637,Felix Nmecha,https://media.api-sports.io/football/players/637.png,45.0,8,M,6.3,False,True,0,1.0,,11.0,8,0,0,0,0,,,,,1.0,5.0,1.0,2.0,1.0,1.0,,,1.0,1.0,,,,
1388315,Borussia Dortmund,165,24807,Salih Özcan,https://media.api-sports.io/football/players/24807.png,14.0,6,M,6.3,False,True,0,0.0,,2.0,2,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,Borussia Dortmund,165,26292,Alexander Meyer,https://media.api-sports.io/football/players/26292.png,,33,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,Borussia Dortmund,165,24845,Julian Ryerson,https://media.api-sports.io/football/players/24845.png,,26,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,Borussia Dortmund,165,203269,Yannik Lührs,https://media.api-sports.io/football/players/203269.png,,49,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,Borussia Dortmund,165,394667,Almugera Kabar,https://media.api-sports.io/football/players/394667.png,,42,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,Borussia Dortmund,165,328617,Cole Campbell,https://media.api-sports.io/football/players/328617.png,,37,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388315,Borussia Dortmund,165,158644,Maximilian Beier,https://media.api-sports.io/football/players/158644.png,,14,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388314,FSV Mainz 05,164,25906,Robin Zentner,https://media.api-sports.io/football/players/25906.png,90.0,27,G,7.2,False,False,1,0.0,1.0,33.0,26,0,0,0,0,0.0,,,,,2.0,1.0,1.0,,,,1.0,,,,,,
1388314,FSV Mainz 05,164,1812,Danny da Costa,https://media.api-sports.io/football/players/1812.png,90.0,21,D,7.2,False,False,0,0.0,,48.0,37,0,0,0,0,,1.0,,,,7.0,5.0,2.0,,1.0,,2.0,1.0,2.0,,,,
1388314,FSV Mainz 05,164,39279,Andreas Hanche-Olsen,https://media.api-sports.io/football/players/39279.png,65.0,25,D,7,False,False,0,0.0,,38.0,28,0,0,0,0,,,,,,11.0,7.0,,,1.0,,,,1.0,,,,
1388314,FSV Mainz 05,164,979,Dominik Kohr,https://media.api-sports.io/football/players/979.png,89.0,31,D,7.5,False,False,0,0.0,,47.0,41,0,0,0,0,,,,3.0,,10.0,8.0,1.0,,,,,2.0,3.0,,,,
1388314,FSV Mainz 05,164,22244,Anthony Caci,https://media.api-sports.io/football/players/22244.png,65.0,19,M,6.9,False,False,0,0.0,,22.0,18,0,0,0,0,,1.0,,1.0,,3.0,2.0,,,1.0,,,,1.0,,,,
1388314,FSV Mainz 05,164,33889,Kaishu Sano,https://media.api-sports.io/football/players/33889.png,90.0,6,M,7.3,False,False,0,0.0,,33.0,26,0,0,0,0,,,,,1.0,8.0,5.0,2.0,1.0,,1.0,1.0,2.0,,,,,
1388314,FSV Mainz 05,164,714,Nadiem Amiri,https://media.api-sports.io/football/players/714.png,65.0,10,M,7,True,False,0,0.0,,43.0,37,0,0,0,0,,2.0,1.0,,1.0,4.0,2.0,1.0,,1.0,,,1.0,,,,,
1388314,FSV Mainz 05,164,25915,Phillipp Mwene,https://media.api-sports.io/football/players/25915.png,90.0,2,M,7.2,False,False,0,0.0,,18.0,16,0,0,0,0,,,,1.0,,6.0,3.0,,2.0,,,,1.0,4.0,,1.0,,
1388314,FSV Mainz 05,164,202736,Paul Nebel,https://media.api-sports.io/football/players/202736.png,60.0,8,F,5.9,False,False,0,0.0,,20.0,16,0,1,0,0,,,,,,6.0,3.0,,,1.0,1.0,,,1.0,,,,
1388314,FSV Mainz 05,164,2906,Jae-sung Lee,https://media.api-sports.io/football/players/2906.png,90.0,7,F,6.3,False,False,0,0.0,,34.0,22,0,0,0,0,,1.0,,2.0,,12.0,7.0,1.0,,,,,1.0,,,1.0,,
1388314,FSV Mainz 05,164,162946,Benedict Hollerbach,https://media.api-sports.io/football/players/162946.png,15.0,17,F,6.3,False,False,0,0.0,,3.0,3,0,0,0,0,,,,,,2.0,1.0,,,1.0,,,,,,,,
1388314,FSV Mainz 05,164,342177,Nelson Weiper,https://media.api-sports.io/football/players/342177.png,76.0,44,F,6.3,False,True,0,0.0,,16.0,12,0,0,0,0,,1.0,1.0,,,14.0,5.0,1.0,,1.0,,,,1.0,,3.0,,
1388314,FSV Mainz 05,164,25907,Stefan Bell,https://media.api-sports.io/football/players/25907.png,26.0,16,D,6.7,False,True,0,0.0,,8.0,4,0,0,0,0,,1.0,,1.0,,8.0,5.0,,,,,,,2.0,,,,
1388314,FSV Mainz 05,164,24842,Lennard Maloney,https://media.api-sports.io/football/players/24842.png,26.0,15,M,6.5,False,True,0,0.0,,10.0,7,0,0,0,0,,,,,,3.0,1.0,,,,,,1.0,,,,,
1388314,FSV Mainz 05,164,48378,Silvan Widmer,https://media.api-sports.io/football/players/48378.png,26.0,30,D,6.5,False,True,0,0.0,,14.0,7,0,0,0,0,,,,2.0,1.0,6.0,5.0,,1.0,,,,,,,,,
1388314,FSV Mainz 05,164,280339,Armindo Sieb,https://media.api-sports.io/football/players/280339.png,10.0,11,F,6.7,False,True,0,0.0,,2.0,2,0,0,0,0,,,,,,,,,,,,,,,,,,
1388314,FSV Mainz 05,164,180553,Lasse Riess,https://media.api-sports.io/football/players/180553.png,,1,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388314,FSV Mainz 05,164,25066,Maxim Leitsch,https://media.api-sports.io/football/players/25066.png,,5,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388314,FSV Mainz 05,164,22097,Arnaud Nordin,https://media.api-sports.io/football/players/22097.png,,9,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388314,FSV Mainz 05,164,287932,Ben Justus Bobzien,https://media.api-sports.io/football/players/287932.png,,37,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388314,1.FC Köln,192,15871,Marvin Schwäbe,https://media.api-sports.io/football/players/15871.png,90.0,1,G,7.3,True,False,0,0.0,2.0,41.0,22,0,0,0,0,0.0,,,,,1.0,1.0,,,,,,1.0,,,,,
1388314,1.FC Köln,192,48765,Joel Schmied,https://media.api-sports.io/football/players/48765.png,90.0,2,D,6.3,False,False,0,0.0,,17.0,14,1,0,0,0,,,,1.0,,11.0,2.0,,,2.0,2.0,,,,,,,
1388314,1.FC Köln,192,90641,Timo Hübers,https://media.api-sports.io/football/players/90641.png,90.0,4,D,7.3,False,False,0,0.0,,41.0,37,0,0,0,0,,,,1.0,,10.0,5.0,,,,2.0,,1.0,,,,,
1388314,1.FC Köln,192,1156,Tom Krauß,https://media.api-sports.io/football/players/1156.png,68.0,5,D,7.2,False,False,0,0.0,,48.0,48,0,0,0,0,,,,1.0,,2.0,2.0,,,,,,1.0,,,,,
1388314,1.FC Köln,192,191740,Sebastian Sebulonsen,https://media.api-sports.io/football/players/191740.png,74.0,28,M,6.6,False,False,0,0.0,,17.0,13,0,0,0,0,,1.0,,,,2.0,,1.0,,,1.0,,,,,,,
1388314,1.FC Köln,192,48198,Ísak Bergmann Jóhannesson,https://media.api-sports.io/football/players/48198.png,80.0,18,M,6.7,False,False,0,0.0,,35.0,29,0,0,0,0,,,,,,2.0,,,,,,,,,,,,
1388314,1.FC Köln,192,162480,Eric Martel,https://media.api-sports.io/football/players/162480.png,90.0,6,M,7.2,False,False,0,0.0,,47.0,35,0,0,0,0,,,,1.0,2.0,13.0,6.0,1.0,,1.0,3.0,1.0,1.0,1.0,,,,
1388314,1.FC Köln,192,162386,Kristoffer Lund,https://media.api-sports.io/football/players/162386.png,67.0,32,M,6.7,False,False,0,0.0,,29.0,22,1,0,0,0,,1.0,,1.0,1.0,7.0,2.0,,,1.0,1.0,,1.0,,,,,
1388314,1.FC Köln,192,181908,Jan Thielmann,https://media.api-sports.io/football/players/181908.png,67.0,29,F,6.3,False,False,0,0.0,,13.0,7,0,0,0,0,,2.0,,1.0,,10.0,3.0,,1.0,1.0,,,,,,,,
1388314,1.FC Köln,192,40560,Jakub Kamiński,https://media.api-sports.io/football/players/40560.png,90.0,16,F,7.2,False,False,0,0.0,,37.0,31,0,0,0,0,,3.0,1.0,,,10.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,
1388314,1.FC Köln,192,25242,Marius Bülter,https://media.api-sports.io/football/players/25242.png,90.0,30,F,7.7,False,False,0,0.0,,25.0,20,0,0,0,0,,1.0,1.0,1.0,1.0,14.0,5.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,,,
1388314,1.FC Köln,192,72048,Cenk Özkaçar,https://media.api-sports.io/football/players/72048.png,24.0,39,D,7.2,False,True,0,0.0,,28.0,27,0,0,0,0,,1.0,,2.0,,8.0,5.0,,1.0,,1.0,,,,,,,
1388314,1.FC Köln,192,37439,Ragnar Ache,https://media.api-sports.io/football/players/37439.png,24.0,9,F,6.3,False,True,0,0.0,,5.0,3,0,0,0,0,,,,,,4.0,2.0,1.0,,1.0,,,,,,,,
1388314,1.FC Köln,192,432310,Said El Mala,https://media.api-sports.io/football/players/432310.png,23.0,13,M,6.3,False,True,0,0.0,,8.0,7,0,0,0,0,,1.0,,,,6.0,2.0,3.0,1.0,,,1.0,,1.0,,,,
1388314,1.FC Köln,192,26260,Luca Waldschmidt,https://media.api-sports.io/football/players/26260.png,17.0,7,F,7,False,True,0,1.0,,4.0,3,0,0,0,0,,,,,,,,,,,,,,1.0,,,,
1388314,1.FC Köln,192,24803,Florian Kainz,https://media.api-sports.io/football/players/24803.png,11.0,11,M,6.9,False,True,0,0.0,,6.0,5,0,0,0,0,,,,1.0,,2.0,2.0,,,,,,,,,,,
1388314,1.FC Köln,192,26293,Ron-Robert Zieler,https://media.api-sports.io/football/players/26293.png,,20,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388314,1.FC Köln,192,7319,Jusuf Gazibegović,https://media.api-sports.io/football/players/7319.png,,25,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388314,1.FC Köln,192,287916,Rav van den Berg,https://media.api-sports.io/football/players/287916.png,,33,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388314,1.FC Köln,192,202838,Denis Huseinbašić,https://media.api-sports.io/football/players/202838.png,,8,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1388310,Borussia Mönchengladbach,163,25626,Moritz Nicolas,https://media.api-sports.io/football/players/25626.png,90.0,33,G,6.9,False,False,0,0.0,1.0,24.0,19,0,0,0,0,0.0,,,,,,,,,,,,,,,,,
1388310,Borussia Mönchengladbach,163,50852,Joseph Scally,https://media.api-sports.io/football/players/50852.png,90.0,29,D,7.3,False,False,0,0.0,,56.0,51,1,0,0,0,,,,1.0,,12.0,8.0,1.0,1.0,1.0,,,3.0,1.0,,,,
1388310,Borussia Mönchengladbach,163,2803,Nico Elvedi,https://media.api-sports.io/football/players/2803.png,90.0,30,D,7.7,False,False,0,0.0,,91.0,87,0,0,0,0,,,,,1.0,6.0,1.0,,,,1.0,,,1.0,,,,
1388310,Borussia Mönchengladbach,163,322627,Fabio Chiarodia,https://media.api-sports.io/football/players/322627.png,77.0,2,D,7.3,False,False,0,0.0,,65.0,62,0,0,0,0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,
1388310,Borussia Mönchengladbach,163,327646,Lukas Ullrich,https://media.api-sports.io/football/players/327646.png,77.0,26,D,7,False,False,0,0.0,,44.0,39,0,0,0,0,,,,2.0,,4.0,3.0,1.0,1.0,,,1.0,,2.0,,,,
1388310,Borussia Mönchengladbach,163,203007,Rocco Reitz,https://media.api-sports.io/football/players/203007.png,90.0,27,M,7.2,True,False,0,0.0,,56.0,48,1,0,0,0,,3.0,2.0,1.0,5.0,6.0,5.0,1.0,,1.0,,1.0,2.0,1.0,,,,
1388310,Borussia Mönchengladbach,163,24969,Philipp Sander,https://media.api-sports.io/football/players/24969.png,83.0,16,M,7,False,False,0,0.0,,51.0,47,0,0,0,0,,3.0,1.0,3.0,,10.0,5.0,1.0,2.0,,1.0,,1.0,,,,,
1388310,Borussia Mönchengladbach,163,20784,Franck Honorat,https://media.api-sports.io/football/players/20784.png,90.0,9,M,7,False,False,0,0.0,,37.0,32,0,0,0,0,,1.0,1.0,4.0,,9.0,4.0,1.0,,1.0,,,,3.0,,,,
1388310,Borussia Mönchengladbach,163,25461,Kevin Stöger,https://media.api-sports.io/football/players/25461.png,66.0,7,M,6.5,False,False,0,0.0,,33.0,26,0,0,0,0,,1.0,,,,8.0,2.0,3.0,1.0,2.0,,1.0,1.0,2.0,,,,
