rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,487,Lazio,https://media.api-sports.io/football/teams/487.png,19,12,UEFA Europa League,LWWDW,same,Promotion - Europa League (Play Offs: 1/8-finals),8,6,1,1,17,5,4,3,1,0,9,3,4,3,0,1,8,2
2,531,Athletic Club,https://media.api-sports.io/football/teams/531.png,19,8,UEFA Europa League,WLWWW,same,Promotion - Europa League (Play Offs: 1/8-finals),8,6,1,1,15,7,4,4,0,0,9,1,4,2,1,1,6,6
3,33,Manchester United,https://media.api-sports.io/football/teams/33.png,18,7,UEFA Europa League,WWWWW,same,Promotion - Europa League (Play Offs: 1/8-finals),8,5,3,0,16,9,4,3,1,0,8,4,4,2,2,0,8,5
4,47,Tottenham,https://media.api-sports.io/football/teams/47.png,17,8,UEFA Europa League,WWDDL,same,Promotion - Europa League (Play Offs: 1/8-finals),8,5,2,1,17,9,4,3,1,0,9,2,4,2,1,1,8,7
5,169,Eintracht Frankfurt,https://media.api-sports.io/football/teams/169.png,16,4,UEFA Europa League,LWLWW,same,Promotion - Europa League (Play Offs: 1/8-finals),8,5,1,2,14,10,4,3,1,0,7,3,4,2,0,2,7,7
6,80,Lyon,https://media.api-sports.io/football/teams/80.png,15,8,UEFA Europa League,DDWWD,same,Promotion - Europa League (Play Offs: 1/8-finals),8,4,3,1,16,8,4,2,1,1,6,4,4,2,2,0,10,4
7,553,Olympiakos Piraeus,https://media.api-sports.io/football/teams/553.png,15,6,UEFA Europa League,WWDDD,same,Promotion - Europa League (Play Offs: 1/8-finals),8,4,3,1,9,3,4,2,2,0,7,1,4,2,1,1,2,2
8,257,Rangers,https://media.api-sports.io/football/teams/257.png,14,6,UEFA Europa League,WLDWD,same,Promotion - Europa League (Play Offs: 1/8-finals),8,4,2,2,16,10,4,2,1,1,8,6,4,2,1,1,8,4
9,327,Bodo/Glimt,https://media.api-sports.io/football/teams/327.png,14,3,UEFA Europa League,DWWLL,same,Promotion - Europa League (Play Offs: 1/16-finals),8,4,2,2,14,11,4,3,0,1,9,6,4,1,2,1,5,5
10,554,Anderlecht,https://media.api-sports.io/football/teams/554.png,14,2,UEFA Europa League,LLWDD,same,Promotion - Europa League (Play Offs: 1/16-finals),8,4,2,2,14,12,4,2,1,1,9,7,4,2,1,1,5,5
11,559,FCSB,https://media.api-sports.io/football/teams/559.png,14,1,UEFA Europa League,LWDDW,same,Promotion - Europa League (Play Offs: 1/16-finals),8,4,2,2,10,9,4,2,1,1,6,3,4,2,1,1,4,6
12,194,Ajax,https://media.api-sports.io/football/teams/194.png,13,8,UEFA Europa League,WLLLW,same,Promotion - Europa League (Play Offs: 1/16-finals),8,4,1,3,16,8,4,3,0,1,12,4,4,1,1,2,4,4
13,548,Real Sociedad,https://media.api-sports.io/football/teams/548.png,13,4,UEFA Europa League,WLWWL,same,Promotion - Europa League (Play Offs: 1/16-finals),8,4,1,3,13,9,4,3,0,1,8,2,4,1,1,2,5,7
14,645,Galatasaray,https://media.api-sports.io/football/teams/645.png,13,3,UEFA Europa League,LDDDW,same,Promotion - Europa League (Play Offs: 1/16-finals),8,3,4,1,19,16,4,3,1,0,13,9,4,0,3,1,6,7
15,497,AS Roma,https://media.api-sports.io/football/teams/497.png,12,4,UEFA Europa League,WLWDD,same,Promotion - Europa League (Play Offs: 1/16-finals),8,3,3,2,10,6,4,3,1,0,7,1,4,0,2,2,3,5
16,567,Plzen,https://media.api-sports.io/football/teams/567.png,12,1,UEFA Europa League,LWLWW,same,Promotion - Europa League (Play Offs: 1/16-finals),8,3,3,2,13,12,4,2,1,1,5,3,4,1,2,1,8,9
17,651,Ferencvarosi TC,https://media.api-sports.io/football/teams/651.png,12,0,UEFA Europa League,WLLWW,same,Promotion - Europa League (Play Offs: 1/16-finals),8,4,0,4,15,15,4,3,0,1,10,6,4,1,0,3,5,9
18,212,FC Porto,https://media.api-sports.io/football/teams/212.png,11,2,UEFA Europa League,WLWDL,same,Promotion - Europa League (Play Offs: 1/16-finals),8,3,2,3,13,11,4,2,1,1,7,4,4,1,1,2,6,7
19,201,AZ Alkmaar,https://media.api-sports.io/football/teams/201.png,11,0,UEFA Europa League,LWDDW,same,Promotion - Europa League (Play Offs: 1/16-finals),8,3,2,3,13,13,4,3,1,0,8,4,4,0,1,3,5,9
20,397,FC Midtjylland,https://media.api-sports.io/football/teams/397.png,11,0,UEFA Europa League,DWLLL,same,Promotion - Europa League (Play Offs: 1/16-finals),8,3,2,3,9,9,4,1,2,1,5,5,4,2,0,2,4,4
21,1393,Union St. Gilloise,https://media.api-sports.io/football/teams/1393.png,11,0,UEFA Europa League,LWWWD,same,Promotion - Europa League (Play Offs: 1/16-finals),8,3,2,3,8,8,4,2,2,0,5,3,4,1,0,3,3,5
22,619,PAOK,https://media.api-sports.io/football/teams/619.png,10,2,UEFA Europa League,LWWWL,same,Promotion - Europa League (Play Offs: 1/16-finals),8,3,1,4,12,10,4,2,1,1,9,3,4,1,0,3,3,7
23,415,Twente,https://media.api-sports.io/football/teams/415.png,10,-1,UEFA Europa League,WWDLD,same,Promotion - Europa League (Play Offs: 1/16-finals),8,2,4,2,8,9,4,1,1,2,2,4,4,1,3,0,6,5
24,611,Fenerbahce,https://media.api-sports.io/football/teams/611.png,10,-2,UEFA Europa League,DDLWL,same,Promotion - Europa League (Play Offs: 1/16-finals),8,2,4,2,9,11,4,1,2,1,3,4,4,1,2,1,6,7
25,217,SC Braga,https://media.api-sports.io/football/teams/217.png,10,-3,UEFA Europa League,WLLWD,same,,8,3,1,4,9,12,4,3,0,1,7,3,4,0,1,3,2,9
26,372,IF Elfsborg,https://media.api-sports.io/football/teams/372.png,10,-5,UEFA Europa League,LWWLD,same,,8,3,1,4,9,14,4,3,1,0,4,1,4,0,0,4,5,13
27,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,9,-3,UEFA Europa League,WLDLD,same,,8,2,3,3,11,14,4,1,2,1,6,5,4,1,1,2,5,9
28,549,Besiktas,https://media.api-sports.io/football/teams/549.png,9,-5,UEFA Europa League,LWLLW,same,,8,3,0,5,10,15,4,2,0,2,8,8,4,1,0,3,2,7
29,604,Maccabi Tel Aviv,https://media.api-sports.io/football/teams/604.png,6,-9,UEFA Europa League,LLWWL,same,,8,2,0,6,8,17,4,1,0,3,3,6,4,1,0,3,5,11
30,560,Slavia Praha,https://media.api-sports.io/football/teams/560.png,5,-4,UEFA Europa League,DLLLL,same,,8,1,2,5,7,11,4,0,2,2,5,7,4,1,0,3,2,4
31,375,Malmo FF,https://media.api-sports.io/football/teams/375.png,5,-7,UEFA Europa League,DLDLL,same,,8,1,2,5,10,17,4,0,1,3,4,8,4,1,1,2,6,9
32,4160,Rīgas FS,https://media.api-sports.io/football/teams/4160.png,5,-7,UEFA Europa League,LWLLD,same,,8,1,2,5,6,13,4,1,2,1,4,5,4,0,0,4,2,8
33,566,Ludogorets,https://media.api-sports.io/football/teams/566.png,4,-7,UEFA Europa League,DLDDL,same,,8,0,4,4,4,11,4,0,1,3,3,8,4,0,3,1,1,3
34,572,Dynamo Kyiv,https://media.api-sports.io/football/teams/572.png,4,-13,UEFA Europa League,WDLLL,same,,8,1,1,6,5,18,4,1,0,3,2,9,4,0,1,3,3,9
35,84,Nice,https://media.api-sports.io/football/teams/84.png,3,-9,UEFA Europa League,DLLLD,same,,8,0,3,5,7,16,4,0,3,1,5,8,4,0,0,4,2,8
36,556,Qarabag,https://media.api-sports.io/football/teams/556.png,3,-14,UEFA Europa League,LLLLW,same,,8,1,0,7,6,20,4,0,0,4,4,12,4,1,0,3,2,8
