rank,team_id,team_name,team_logo,points,goals_diff,group,form,status,description,played,wins,draws,losses,goals_for,goals_against,home_played,home_wins,home_draws,home_losses,home_goals_for,home_goals_against,away_played,away_wins,away_draws,away_losses,away_goals_for,away_goals_against
1,488,Sassuolo,https://media.api-sports.io/football/teams/488.png,82,40,Serie B: Regular Season,LLDWW,same,Promotion,38,25,7,6,78,38,19,14,2,3,43,17,19,11,5,3,35,21
2,801,Pisa,https://media.api-sports.io/football/teams/801.png,76,28,Serie B: Regular Season,WDLWW,same,Promotion,38,23,7,8,64,36,19,13,4,2,37,18,19,10,3,6,27,18
3,515,Spezia,https://media.api-sports.io/football/teams/515.png,66,26,Serie B: Regular Season,WLLWD,same,Promotion Play-off,38,17,15,6,59,33,19,12,4,3,36,17,19,5,11,3,23,16
4,520,Cremonese,https://media.api-sports.io/football/teams/520.png,61,18,Serie B: Regular Season,LWDDW,same,Promotion Play-off,38,16,13,9,62,44,19,7,8,4,30,23,19,9,5,5,32,21
5,863,Juve Stabia,https://media.api-sports.io/football/teams/863.png,55,1,Serie B: Regular Season,DLDWL,same,Promotion Play-off,38,14,13,11,42,41,19,10,4,5,25,18,19,4,9,6,17,23
6,1687,Catanzaro,https://media.api-sports.io/football/teams/1687.png,53,6,Serie B: Regular Season,DWDLL,same,Promotion Play-off,38,11,20,7,51,45,19,7,9,3,31,21,19,4,11,4,20,24
7,509,Cesena,https://media.api-sports.io/football/teams/509.png,53,-1,Serie B: Regular Season,WWWLL,same,Promotion Play-off,38,14,11,13,46,47,19,8,7,4,27,21,19,6,4,9,19,26
8,522,Palermo,https://media.api-sports.io/football/teams/522.png,52,9,Serie B: Regular Season,DWLLW,same,Promotion Play-off,38,14,10,14,52,43,19,8,5,6,26,19,19,6,5,8,26,24
9,508,Bari,https://media.api-sports.io/football/teams/508.png,48,1,Serie B: Regular Season,DLWLL,same,,38,10,18,10,41,40,19,7,9,3,24,19,19,3,9,7,17,21
10,1578,Sudtirol,https://media.api-sports.io/football/teams/1578.png,46,-7,Serie B: Regular Season,DDWWW,same,,38,12,10,16,50,57,19,6,7,6,25,27,19,6,3,10,25,30
11,899,Modena,https://media.api-sports.io/football/teams/899.png,45,-2,Serie B: Regular Season,LDLLW,same,,38,10,15,13,48,50,19,6,8,5,27,24,19,4,7,8,21,26
12,1581,Carrarese,https://media.api-sports.io/football/teams/1581.png,45,-10,Serie B: Regular Season,DLWLW,same,,38,11,12,15,39,49,19,10,5,4,24,18,19,1,7,11,15,31
13,880,Reggiana,https://media.api-sports.io/football/teams/880.png,44,-10,Serie B: Regular Season,LWWWW,same,,38,11,11,16,42,52,19,6,6,7,22,24,19,5,5,9,20,28
14,1693,Mantova,https://media.api-sports.io/football/teams/1693.png,44,-9,Serie B: Regular Season,DWLWL,same,,38,10,14,14,47,56,19,8,7,4,24,19,19,2,7,10,23,37
15,518,Brescia,https://media.api-sports.io/football/teams/518.png,43,-6,Serie B: Regular Season,WDDWL,same,,38,9,16,13,42,48,19,4,9,6,25,26,19,5,7,7,17,22
16,512,Frosinone,https://media.api-sports.io/football/teams/512.png,43,-13,Serie B: Regular Season,WLDLD,same,Relegation Play-off,38,9,16,13,37,50,19,4,10,5,21,27,19,5,6,8,16,23
17,514,Salernitana,https://media.api-sports.io/football/teams/514.png,42,-10,Serie B: Regular Season,WLWLW,same,Relegation Play-off,38,11,9,18,37,47,19,9,4,6,27,22,19,2,5,12,10,25
18,498,Sampdoria,https://media.api-sports.io/football/teams/498.png,41,-11,Serie B: Regular Season,DWDDL,same,Relegation,38,8,17,13,38,49,19,6,7,6,13,15,19,2,10,7,25,34
19,510,Cittadella,https://media.api-sports.io/football/teams/510.png,39,-26,Serie B: Regular Season,LWDLL,same,Relegation,38,10,9,19,30,56,19,3,6,10,14,28,19,7,3,9,16,28
20,10137,Cosenza,https://media.api-sports.io/football/teams/10137.png,30,-24,Serie B: Regular Season,LLLWL,same,Relegation,38,7,13,18,32,56,19,5,7,7,13,20,19,2,6,11,19,36
