fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,shots_total,shots_on,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,goals_assists,tackles_total,dribbles_past,goals_total,offsides,penalty_commited,penalty_won
157015,Liverpool,40,280,Alisson,https://media.api-sports.io/football/players/280.png,39,1,G,6.9,False,False,0,0,0,2.0,9,0,81%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
157015,Liverpool,40,283,Trent Alexander-Arnold,https://media.api-sports.io/football/players/283.png,90,66,D,7.4,False,False,2,1,0,,24,3,60%,1,2,6,2,1,0,0,1,0,0,0,0,,1.0,1.0,1.0,,,,
157015,Liverpool,40,284,Joe Gomez,https://media.api-sports.io/football/players/284.png,90,12,D,6.8,False,False,0,0,0,,45,1,83%,1,0,8,6,0,0,0,2,0,0,0,0,,,2.0,,,,,
157015,Liverpool,40,290,Virgil van Dijk,https://media.api-sports.io/football/players/290.png,90,4,D,7.8,False,False,1,1,0,,50,0,87%,0,5,9,8,0,0,0,0,0,0,0,0,,,3.0,,1.0,,,
157015,Liverpool,40,289,Andrew Robertson,https://media.api-sports.io/football/players/289.png,90,26,D,7.0,False,False,2,0,0,,64,1,91%,0,1,4,2,0,0,0,0,0,0,0,0,,,1.0,,,,,
157015,Liverpool,40,292,Jordan Henderson,https://media.api-sports.io/football/players/292.png,90,14,M,7.1,True,False,2,1,0,,45,0,83%,0,2,11,6,3,2,2,2,0,0,0,0,,,2.0,2.0,,,,
157015,Liverpool,40,299,Fabinho,https://media.api-sports.io/football/players/299.png,90,3,M,7.5,False,False,1,1,0,,33,1,78%,0,2,14,11,1,1,1,1,0,0,0,0,,,8.0,1.0,,,,
157015,Liverpool,40,300,Georginio Wijnaldum,https://media.api-sports.io/football/players/300.png,90,5,M,6.6,False,False,0,0,0,,36,0,92%,0,1,9,4,1,1,2,2,0,0,0,0,,,,1.0,,,,
157015,Liverpool,40,306,Mohamed Salah,https://media.api-sports.io/football/players/306.png,90,11,F,8.4,False,False,2,1,0,,22,3,73%,0,0,8,3,2,2,1,1,0,0,0,0,,1.0,,2.0,1.0,,,
157015,Liverpool,40,302,Roberto Firmino,https://media.api-sports.io/football/players/302.png,86,9,F,7.7,False,False,4,1,0,,23,1,76%,0,0,14,7,5,4,1,0,0,0,0,0,,1.0,1.0,2.0,,,,
157015,Liverpool,40,305,Divock Origi,https://media.api-sports.io/football/players/305.png,74,27,F,7.9,False,False,1,1,0,,11,2,61%,0,1,8,6,1,0,2,0,0,0,0,0,,,3.0,,1.0,,,
157015,Liverpool,40,18812,Adrián,https://media.api-sports.io/football/players/18812.png,51,13,G,6.4,False,True,0,0,0,2.0,14,0,77%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
157015,Liverpool,40,296,James Milner,https://media.api-sports.io/football/players/296.png,4,7,M,–,False,True,0,0,0,,2,0,66%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
157015,Liverpool,40,304,Sadio Mané,https://media.api-sports.io/football/players/304.png,16,10,F,6.5,False,True,0,0,0,,9,0,81%,0,0,3,1,1,1,0,0,0,0,0,0,,,,1.0,,,,
157015,Norwich,71,19061,Tim Krul,https://media.api-sports.io/football/players/19061.png,90,1,G,6.3,False,False,0,0,4,4.0,25,0,54%,0,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,,,
157015,Norwich,71,19070,Max Aarons,https://media.api-sports.io/football/players/19070.png,90,2,D,6.5,False,False,0,0,0,,18,0,72%,1,1,14,7,5,3,0,1,0,0,0,0,,,3.0,,,,,
157015,Norwich,71,19066,Grant Hanley,https://media.api-sports.io/football/players/19066.png,90,5,D,5.6,True,False,0,0,0,,24,0,92%,1,0,4,0,0,0,0,1,0,0,0,0,,,,2.0,,,,
157015,Norwich,71,19073,Ben Godfrey,https://media.api-sports.io/football/players/19073.png,90,4,D,6.6,False,False,1,1,0,,35,0,81%,0,4,3,1,1,0,0,1,0,0,0,0,,,,,,,,
157015,Norwich,71,19076,Jamal Lewis,https://media.api-sports.io/football/players/19076.png,90,12,D,6.6,False,False,0,0,0,,25,2,75%,1,0,6,4,3,3,0,0,0,0,0,0,,,1.0,,,,,
157015,Norwich,71,19077,Kenny McLean,https://media.api-sports.io/football/players/19077.png,90,23,M,6.4,False,False,0,0,0,,29,0,90%,0,1,7,4,1,1,1,1,0,0,0,0,,,2.0,,,,,
157015,Norwich,71,19081,Tom Trybull,https://media.api-sports.io/football/players/19081.png,70,19,M,6.2,False,False,1,0,0,,31,0,88%,0,1,12,5,0,0,1,3,0,0,0,0,,,1.0,4.0,,1.0,,
157015,Norwich,71,19071,Emiliano Buendía,https://media.api-sports.io/football/players/19071.png,90,17,M,6.8,False,False,2,2,0,,24,3,70%,0,1,16,5,4,2,1,1,1,0,0,0,,1.0,1.0,1.0,,,,
157015,Norwich,71,19078,Marco Stiepermann,https://media.api-sports.io/football/players/19078.png,58,18,M,6.4,False,False,3,1,0,,11,0,68%,0,0,6,2,0,0,1,0,0,0,0,0,,,1.0,,,,,
157015,Norwich,71,19072,Todd Cantwell,https://media.api-sports.io/football/players/19072.png,90,14,M,6.2,False,False,0,0,0,,28,3,82%,0,1,13,6,1,1,3,0,0,0,0,0,,,2.0,2.0,,1.0,,
157015,Norwich,71,19085,Teemu Pukki,https://media.api-sports.io/football/players/19085.png,83,22,F,7.3,False,False,3,1,0,,9,2,64%,0,1,6,2,1,0,1,0,0,0,0,0,,,1.0,,1.0,1.0,,
157015,Norwich,71,19075,Moritz Leitner,https://media.api-sports.io/football/players/19075.png,32,10,M,6.4,False,False,1,0,0,,14,0,87%,0,1,5,1,0,0,1,1,1,0,0,0,,,,2.0,,,,
157015,Norwich,71,19074,Onel Hernández,https://media.api-sports.io/football/players/19074.png,20,11,M,6.6,False,False,1,0,0,,3,0,50%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,2.0,,
157015,Norwich,71,25643,Josip Drmić,https://media.api-sports.io/football/players/25643.png,10,20,F,6.5,False,False,0,0,0,,2,0,66%,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,
157016,West Ham,48,2997,Łukasz Fabiański,https://media.api-sports.io/football/players/2997.png,90,1,G,5.8,False,False,0,0,5,4.0,17,0,58%,0,0,1,1,1,1,0,0,0,0,0,0,0.0,,,,,,,
157016,West Ham,48,18815,Ryan Fredericks,https://media.api-sports.io/football/players/18815.png,90,24,D,6.1,False,False,0,0,0,,29,0,85%,0,1,10,8,0,0,2,1,0,0,0,0,,,3.0,1.0,,,,
157016,West Ham,48,2500,Fabián Balbuena,https://media.api-sports.io/football/players/2500.png,90,4,D,5.7,False,False,0,0,0,,30,0,75%,0,0,6,2,0,0,0,2,1,0,0,0,,,,1.0,,,,
157016,West Ham,48,18814,Issa Diop,https://media.api-sports.io/football/players/18814.png,90,23,D,5.4,False,False,1,0,0,,34,0,87%,1,2,6,3,0,0,1,1,0,0,0,0,,,1.0,,,,1.0,
157016,West Ham,48,18813,Aaron Cresswell,https://media.api-sports.io/football/players/18813.png,90,3,D,5.4,True,False,0,0,0,,23,0,76%,1,0,8,2,1,0,1,0,0,0,0,0,,,1.0,1.0,,,,
157016,West Ham,48,18829,Jack Wilshere,https://media.api-sports.io/football/players/18829.png,56,19,M,6.5,False,False,0,0,0,,21,0,87%,0,0,9,7,0,0,3,0,0,0,0,0,,,1.0,1.0,,,,
157016,West Ham,48,2937,Declan Rice,https://media.api-sports.io/football/players/2937.png,90,41,M,6.5,False,False,0,0,0,,40,0,88%,0,2,10,7,3,2,1,0,0,0,0,0,,,4.0,2.0,,,,
157016,West Ham,48,2412,Felipe Anderson,https://media.api-sports.io/football/players/2412.png,66,8,M,5.8,False,False,0,0,0,,18,0,75%,0,0,9,2,2,1,1,1,1,0,0,0,,,,2.0,,,,
157016,West Ham,48,2473,Manuel Lanzini,https://media.api-sports.io/football/players/2473.png,90,10,M,6.5,False,False,1,1,0,,39,0,81%,0,0,9,6,3,3,1,0,0,0,0,0,,,1.0,2.0,,,,
157016,West Ham,48,18819,Michail Antonio,https://media.api-sports.io/football/players/18819.png,45,30,M,6.4,False,False,0,0,0,,12,1,60%,0,1,12,6,2,1,0,0,0,0,0,0,,,,,,,,
157016,West Ham,48,1826,Sébastien Haller,https://media.api-sports.io/football/players/1826.png,90,22,F,6.8,False,False,1,1,0,,31,0,88%,0,3,15,6,0,0,0,0,0,0,0,0,,,4.0,2.0,,2.0,,
157016,West Ham,48,18828,Robert Snodgrass,https://media.api-sports.io/football/players/18828.png,34,11,M,6.4,False,True,0,0,0,,13,1,86%,0,0,6,2,0,0,1,1,0,0,0,0,,,,1.0,,,,
157016,West Ham,48,1697,Pablo Fornals,https://media.api-sports.io/football/players/1697.png,45,18,M,6.2,False,True,0,0,0,,11,0,84%,0,0,9,5,0,0,2,0,0,0,0,0,,,3.0,,,,,
157016,West Ham,48,2886,Javier Hernández,https://media.api-sports.io/football/players/2886.png,24,9,F,6.2,False,True,2,1,0,,7,0,100%,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,
157016,Manchester City,50,617,Ederson,https://media.api-sports.io/football/players/617.png,90,31,G,7.7,False,False,0,0,0,3.0,27,0,93%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
157016,Manchester City,50,627,Kyle Walker,https://media.api-sports.io/football/players/627.png,90,2,D,7.3,False,False,1,0,0,,47,2,85%,0,1,7,4,1,1,0,1,1,0,0,0,,1.0,1.0,,,,,
157016,Manchester City,50,626,John Stones,https://media.api-sports.io/football/players/626.png,90,5,D,7.3,False,False,0,0,0,,49,0,94%,0,1,5,4,0,0,0,0,0,0,0,0,,,3.0,,,,,
157016,Manchester City,50,622,Aymeric Laporte,https://media.api-sports.io/football/players/622.png,90,14,D,7.2,False,False,0,0,0,,66,0,89%,0,4,13,8,2,1,1,0,0,0,0,0,,,1.0,1.0,,,,
157016,Manchester City,50,641,Oleksandr Zinchenko,https://media.api-sports.io/football/players/641.png,90,11,D,7.3,False,False,1,0,0,,52,1,88%,0,0,8,4,0,0,0,0,0,0,0,0,,,2.0,,,,,
157016,Manchester City,50,629,Kevin De Bruyne,https://media.api-sports.io/football/players/629.png,79,17,M,8.2,False,False,1,1,0,,38,3,79%,0,2,8,6,2,2,0,1,0,0,0,0,,1.0,4.0,,,,,
157016,Manchester City,50,44,Rodri,https://media.api-sports.io/football/players/44.png,90,16,M,7.1,False,False,0,0,0,,65,0,90%,0,0,16,9,3,3,0,3,0,0,0,0,,,2.0,1.0,,,,
157016,Manchester City,50,634,David Silva,https://media.api-sports.io/football/players/634.png,80,21,M,6.5,True,False,1,0,0,,48,2,81%,0,0,12,3,3,2,0,1,0,0,0,0,,,1.0,2.0,,1.0,,
157016,Manchester City,50,635,Riyad Mahrez,https://media.api-sports.io/football/players/635.png,90,26,F,9.0,False,False,3,1,0,,30,5,83%,0,2,14,7,3,2,1,1,0,0,0,0,,2.0,4.0,,,1.0,,1.0
157016,Manchester City,50,643,Gabriel Jesus,https://media.api-sports.io/football/players/643.png,69,9,F,7.4,False,False,2,2,0,,10,0,90%,0,0,12,4,1,1,2,3,0,0,0,0,,,,2.0,1.0,,,
157016,Manchester City,50,645,Raheem Sterling,https://media.api-sports.io/football/players/645.png,90,7,F,9.5,False,False,4,4,0,,26,0,78%,0,1,13,5,3,1,2,3,1,0,0,0,,,,,3.0,2.0,,
157016,Manchester City,50,633,İlkay Gündoğan,https://media.api-sports.io/football/players/633.png,11,8,M,6.3,False,False,0,0,0,,7,0,77%,0,1,2,0,0,0,0,0,0,0,0,0,,,,1.0,,,,
157016,Manchester City,50,642,Sergio Agüero,https://media.api-sports.io/football/players/642.png,21,10,F,7.0,False,False,1,1,0,,3,0,100%,0,0,0,0,0,0,0,0,0,0,1,0,,,,,1.0,,,
157016,Manchester City,50,631,Phil Foden,https://media.api-sports.io/football/players/631.png,10,47,F,6.4,False,False,0,0,0,,5,0,71%,0,1,1,0,0,0,0,0,0,0,0,0,,,,1.0,,,,
157017,Bournemouth,35,20355,Aaron Ramsdale,https://media.api-sports.io/football/players/20355.png,90,12,G,6.6,False,False,0,0,1,2.0,11,0,52%,0,0,1,1,0,0,1,0,0,0,0,0,0.0,,,,,,,
157017,Bournemouth,35,18866,Chris Mepham,https://media.api-sports.io/football/players/18866.png,90,33,D,7.5,False,False,2,1,0,,54,0,83%,1,1,11,6,2,1,3,2,0,0,0,0,,,1.0,,1.0,,,
157017,Bournemouth,35,18863,Steve Cook,https://media.api-sports.io/football/players/18863.png,90,3,D,7.0,True,False,1,0,0,,59,0,88%,0,2,2,2,0,0,1,0,0,0,0,0,,,,,,,,
157017,Bournemouth,35,18861,Nathan Aké,https://media.api-sports.io/football/players/18861.png,90,5,D,7.1,False,False,2,0,0,,62,2,91%,0,2,7,5,0,0,0,1,0,0,0,0,,,3.0,,,,,
157017,Bournemouth,35,18869,Adam Smith,https://media.api-sports.io/football/players/18869.png,90,15,M,6.4,False,False,0,0,0,,44,0,91%,0,0,7,4,2,2,2,1,1,0,0,0,,,,1.0,,,,
157017,Bournemouth,35,2734,Philip Billing,https://media.api-sports.io/football/players/2734.png,90,29,M,7.1,False,False,2,1,0,,45,2,84%,0,4,19,8,0,0,0,2,0,0,0,0,,,6.0,3.0,,,,
157017,Bournemouth,35,2490,Jefferson Lerma,https://media.api-sports.io/football/players/2490.png,90,8,M,6.8,False,False,2,0,0,,37,0,66%,0,0,11,7,2,1,3,0,0,0,0,0,,,2.0,1.0,,,,
157017,Bournemouth,35,18867,Diego Rico,https://media.api-sports.io/football/players/18867.png,90,21,M,7.2,False,False,1,0,0,,28,1,63%,0,3,7,6,1,1,0,0,0,0,0,0,,,5.0,1.0,,,,
157017,Bournemouth,35,18881,Joshua King,https://media.api-sports.io/football/players/18881.png,90,7,F,6.5,False,False,1,0,0,,13,1,54%,0,1,17,9,8,3,1,1,0,0,0,0,,,,,,,,
157017,Bournemouth,35,18873,Ryan Fraser,https://media.api-sports.io/football/players/18873.png,90,24,F,6.9,False,False,1,0,0,,25,1,92%,0,0,8,5,2,0,4,1,1,0,0,0,,,1.0,,,,,
157017,Bournemouth,35,2939,Callum Wilson,https://media.api-sports.io/football/players/2939.png,89,13,F,6.5,False,False,1,1,0,,6,0,50%,0,0,13,2,0,0,1,2,0,0,0,0,,,,,,1.0,,
157017,Bournemouth,35,18883,Dominic Solanke,https://media.api-sports.io/football/players/18883.png,1,9,F,–,False,True,0,0,0,,0,0,0%,0,0,2,1,0,0,1,0,0,0,0,0,,,,,,,,
157017,Sheffield Utd,62,19088,Dean Henderson,https://media.api-sports.io/football/players/19088.png,90,1,G,6.5,False,False,0,0,1,2.0,8,0,26%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
157017,Sheffield Utd,62,19091,Chris Basham,https://media.api-sports.io/football/players/19091.png,82,6,D,6.6,False,False,0,0,0,,33,0,78%,0,2,6,3,2,0,1,1,0,0,0,0,,,1.0,,,,,
157017,Sheffield Utd,62,19093,John Egan,https://media.api-sports.io/football/players/19093.png,90,12,D,6.9,False,False,0,0,0,,33,0,78%,0,3,10,8,0,0,1,1,0,0,0,0,,,2.0,1.0,,,,
157017,Sheffield Utd,62,19095,Jack O'Connell,https://media.api-sports.io/football/players/19095.png,90,5,D,6.9,False,False,0,0,0,,35,0,70%,1,2,9,8,0,0,2,0,0,0,0,0,,,1.0,,,,,
157017,Sheffield Utd,62,19090,George Baldock,https://media.api-sports.io/football/players/19090.png,90,2,M,5.8,False,False,1,0,0,,26,0,76%,0,1,9,0,3,0,0,1,0,0,0,0,,,,1.0,,1.0,,
157017,Sheffield Utd,62,19104,John Lundstram,https://media.api-sports.io/football/players/19104.png,78,7,M,7.5,False,False,1,0,0,,31,2,88%,0,1,2,1,0,0,0,0,0,0,0,0,,,1.0,,,,,
157017,Sheffield Utd,62,19105,Oliver Norwood,https://media.api-sports.io/football/players/19105.png,90,16,M,7.1,True,False,0,0,0,,55,1,83%,0,3,9,5,0,0,1,2,0,0,0,0,,,3.0,1.0,,,,
157017,Sheffield Utd,62,19102,John Fleck,https://media.api-sports.io/football/players/19102.png,90,4,M,6.5,False,False,0,0,0,,35,2,89%,0,0,9,2,2,0,0,2,1,0,0,0,,,1.0,2.0,,,,
157017,Sheffield Utd,62,19097,Enda Stevens,https://media.api-sports.io/football/players/19097.png,90,3,M,6.5,False,False,0,0,0,,31,0,86%,1,0,13,5,1,1,0,4,0,0,0,0,,,3.0,2.0,,,,
157017,Sheffield Utd,62,19462,Callum Robinson,https://media.api-sports.io/football/players/19462.png,90,11,F,6.6,False,False,2,1,0,,11,0,91%,0,2,13,3,1,1,0,4,0,0,0,0,,,1.0,1.0,,,,
157017,Sheffield Utd,62,19108,David McGoldrick,https://media.api-sports.io/football/players/19108.png,63,17,F,6.3,False,False,2,1,0,,17,0,81%,0,0,17,9,3,2,3,3,0,0,0,0,,,1.0,,,,,
157017,Sheffield Utd,62,19592,Luke Freeman,https://media.api-sports.io/football/players/19592.png,12,8,M,6.6,False,False,0,0,0,,8,0,100%,0,0,4,2,2,1,1,0,0,0,0,0,,,,,,,,
157017,Sheffield Utd,62,19337,Oliver McBurnie,https://media.api-sports.io/football/players/19337.png,27,9,F,6.7,False,False,1,0,0,,7,0,70%,0,0,3,2,1,1,0,0,0,0,0,0,,,,,,,,
157017,Sheffield Utd,62,19109,Billy Sharp,https://media.api-sports.io/football/players/19109.png,8,10,F,7.5,False,False,1,1,0,,2,0,66%,0,0,1,1,0,0,0,1,0,0,0,0,,,,,1.0,,,
157021,Watford,38,18791,Ben Foster,https://media.api-sports.io/football/players/18791.png,90,26,G,5.5,False,False,0,0,3,1.0,12,0,52%,0,0,2,1,0,0,0,0,0,0,0,0,0.0,,,1.0,,,,
157021,Watford,38,18794,Kiko Femenia,https://media.api-sports.io/football/players/18794.png,90,21,D,6.7,False,False,1,0,0,,37,2,82%,0,1,5,2,2,1,0,0,0,0,0,0,,,1.0,2.0,,,,
157021,Watford,38,19147,Craig Dawson,https://media.api-sports.io/football/players/19147.png,90,4,D,6.9,False,False,2,1,0,,29,0,80%,0,3,7,5,0,0,0,1,0,0,0,0,,,3.0,,,,,
157021,Watford,38,18793,Craig Cathcart,https://media.api-sports.io/football/players/18793.png,90,15,D,6.2,False,False,0,0,0,,39,0,79%,0,0,8,5,0,0,1,1,0,0,0,0,,,2.0,,,,,
157021,Watford,38,18795,José Holebas,https://media.api-sports.io/football/players/18795.png,90,25,D,6.3,False,False,0,0,0,,44,0,89%,0,0,12,4,1,1,0,4,0,0,0,0,,,2.0,,,,,
157021,Watford,38,18805,Abdoulaye Doucouré,https://media.api-sports.io/football/players/18805.png,90,16,M,6.7,False,False,0,0,0,,40,2,75%,0,1,6,5,1,1,2,1,0,0,0,0,,,1.0,,,,,
157021,Watford,38,18802,Étienne Capoue,https://media.api-sports.io/football/players/18802.png,90,29,M,6.6,False,False,1,0,0,,52,0,86%,0,3,11,5,2,1,3,1,0,0,0,0,,,1.0,,,,,
157021,Watford,38,18806,Will Hughes,https://media.api-sports.io/football/players/18806.png,90,19,M,6.4,False,False,1,0,0,,17,0,73%,0,4,12,5,2,1,3,3,0,0,0,0,,,1.0,,,,,
157021,Watford,38,18809,Gerard Deulofeu,https://media.api-sports.io/football/players/18809.png,45,7,M,6.2,False,False,1,0,0,,13,0,76%,0,0,5,1,1,1,0,1,0,0,0,0,,,,1.0,,,,
157021,Watford,38,18810,Andre Gray,https://media.api-sports.io/football/players/18810.png,75,18,F,6.5,False,False,1,1,0,,8,0,88%,0,0,6,1,1,0,0,1,0,0,0,0,,,,,,,,
157021,Watford,38,18808,Troy Deeney,https://media.api-sports.io/football/players/18808.png,90,9,F,6.8,True,False,1,1,0,,9,1,40%,0,0,24,10,3,2,1,2,0,0,0,0,,,1.0,1.0,,,,
157021,Watford,38,2475,Roberto Pereyra,https://media.api-sports.io/football/players/2475.png,45,37,M,6.2,False,True,3,0,0,,24,0,88%,0,0,5,2,1,1,1,0,0,0,0,0,,,,1.0,,,,
157021,Watford,38,2777,Isaac Success,https://media.api-sports.io/football/players/2777.png,15,22,F,6.2,False,True,0,0,0,,1,0,100%,0,0,5,0,1,0,0,0,0,0,0,0,,,,,,,,
157021,Brighton,51,2741,Mathew Ryan,https://media.api-sports.io/football/players/2741.png,90,1,G,7.6,False,False,0,0,0,3.0,20,0,64%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
157021,Brighton,51,18962,Shane Duffy,https://media.api-sports.io/football/players/18962.png,90,4,D,7.6,False,False,0,0,0,,37,0,74%,0,2,19,14,1,1,2,2,0,0,0,0,,,4.0,,,,,
157021,Brighton,51,18963,Lewis Dunk,https://media.api-sports.io/football/players/18963.png,90,5,D,8.1,True,False,0,0,0,,54,1,91%,1,2,12,7,0,0,2,2,1,0,0,0,,1.0,2.0,1.0,,,,
157021,Brighton,51,18961,Dan Burn,https://media.api-sports.io/football/players/18961.png,90,33,D,7.1,False,False,1,0,0,,46,0,75%,0,2,8,5,1,0,0,1,0,0,0,0,,,1.0,,,,,
157021,Brighton,51,18965,Martín Montoya,https://media.api-sports.io/football/players/18965.png,90,22,M,6.8,False,False,0,0,0,,28,1,68%,0,1,10,5,3,1,2,0,0,0,0,0,,,2.0,,,,,
157021,Brighton,51,18975,Davy Pröpper,https://media.api-sports.io/football/players/18975.png,90,24,M,7.2,False,False,1,0,0,,38,1,84%,0,1,10,4,2,1,0,0,0,0,0,0,,1.0,3.0,4.0,,,,
157021,Brighton,51,18977,Dale Stephens,https://media.api-sports.io/football/players/18977.png,90,6,M,7.0,False,False,0,0,0,,35,1,81%,0,0,11,6,0,0,2,3,0,0,0,0,,,4.0,,,,,
157021,Brighton,51,18973,Solly March,https://media.api-sports.io/football/players/18973.png,89,20,M,6.7,False,False,0,0,0,,33,0,91%,1,3,7,4,0,0,0,0,0,0,0,0,,,4.0,2.0,,,,
157021,Brighton,51,18970,Pascal Groß,https://media.api-sports.io/football/players/18970.png,90,13,F,7.2,False,False,0,0,0,,29,0,76%,0,0,7,4,0,0,2,1,0,0,0,0,,,2.0,2.0,,,,
157021,Brighton,51,18982,Glenn Murray,https://media.api-sports.io/football/players/18982.png,64,17,F,6.6,False,False,0,0,0,,6,0,75%,1,0,11,5,0,0,2,2,0,0,0,0,,,1.0,,,3.0,,
157021,Brighton,51,18981,Jürgen Locadia,https://media.api-sports.io/football/players/18981.png,64,9,F,6.8,False,False,1,1,0,,9,0,60%,0,0,4,2,1,1,1,0,0,0,0,0,,,,,,,,
157021,Brighton,51,18964,Bernardo,https://media.api-sports.io/football/players/18964.png,1,30,D,–,False,False,0,0,0,,3,0,100%,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
157021,Brighton,51,19364,Neal Maupay,https://media.api-sports.io/football/players/19364.png,26,7,F,7.2,False,False,1,1,0,,6,0,100%,0,0,4,2,2,1,1,0,0,0,0,0,,,,,1.0,,,
157021,Brighton,51,18978,Florin Andone,https://media.api-sports.io/football/players/18978.png,26,10,F,7.3,False,False,1,1,0,,3,0,50%,1,0,5,4,2,1,0,0,0,0,0,0,,,1.0,,1.0,,,
157018,Burnley,44,18911,Nick Pope,https://media.api-sports.io/football/players/18911.png,90,1,G,7.6,False,False,0,0,0,3.0,13,1,41%,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
157018,Burnley,44,18916,Matthew Lowton,https://media.api-sports.io/football/players/18916.png,90,2,D,7.3,False,False,0,0,0,,15,1,62%,0,2,7,6,2,2,1,1,0,0,0,0,,,2.0,,,,,
157018,Burnley,44,2936,James Tarkowski,https://media.api-sports.io/football/players/2936.png,90,5,D,7.1,False,False,2,0,0,,23,0,59%,1,3,8,7,1,1,3,1,0,0,0,0,,,2.0,,,,,
157018,Burnley,44,18917,Ben Mee,https://media.api-sports.io/football/players/18917.png,90,6,D,7.2,True,False,0,0,0,,27,0,56%,1,3,15,11,0,0,1,0,0,0,0,0,,,2.0,1.0,,,,
157018,Burnley,44,21383,Erik Pieters,https://media.api-sports.io/football/players/21383.png,90,23,D,8.3,False,False,1,0,0,,30,2,53%,0,2,10,9,0,0,1,0,0,0,0,0,,2.0,7.0,1.0,,,,
157018,Burnley,44,2790,Jóhann Guðmundsson,https://media.api-sports.io/football/players/2790.png,90,7,M,7.8,False,False,2,1,0,,5,2,35%,0,2,9,5,4,3,1,1,0,0,0,0,,,1.0,1.0,1.0,,,
157018,Burnley,44,18922,Jack Cork,https://media.api-sports.io/football/players/18922.png,90,4,M,6.7,False,False,0,0,0,,23,0,63%,1,1,9,4,0,0,0,1,0,0,0,0,,,1.0,2.0,,,,
157018,Burnley,44,18926,Ashley Westwood,https://media.api-sports.io/football/players/18926.png,90,18,M,6.4,False,False,0,0,0,,19,1,59%,0,0,2,0,0,0,0,0,0,0,0,0,,,,1.0,,,,
157018,Burnley,44,18929,Dwight McNeil,https://media.api-sports.io/football/players/18929.png,84,11,M,7.5,False,False,0,0,0,,12,0,66%,0,1,12,10,4,4,1,0,0,0,0,0,,,4.0,,,,,
157018,Burnley,44,18931,Chris Wood,https://media.api-sports.io/football/players/18931.png,90,9,F,6.4,False,False,1,0,0,,5,0,38%,0,0,10,3,0,0,1,1,0,0,0,0,,,,,,3.0,,
157018,Burnley,44,18927,Ashley Barnes,https://media.api-sports.io/football/players/18927.png,84,10,F,9.1,False,False,4,3,0,,11,0,57%,0,0,20,11,4,4,1,1,0,0,0,0,,,1.0,,2.0,2.0,,
157018,Burnley,44,18925,Aaron Lennon,https://media.api-sports.io/football/players/18925.png,10,25,M,6.6,False,True,0,0,0,,0,0,0%,0,0,3,2,0,0,1,0,0,0,0,0,,,1.0,,,,,
157018,Burnley,44,19169,Jay Rodriguez,https://media.api-sports.io/football/players/19169.png,10,19,F,6.3,False,True,0,0,0,,0,0,0%,0,0,4,0,0,0,0,0,0,0,0,0,,,,,,,,
157018,Southampton,41,18933,Angus Gunn,https://media.api-sports.io/football/players/18933.png,90,28,G,5.6,False,False,0,0,3,1.0,9,0,30%,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,1.0,,,,
157018,Southampton,41,2999,Jan Bednarek,https://media.api-sports.io/football/players/2999.png,90,35,D,6.8,False,False,1,0,0,,32,1,71%,1,3,9,7,0,0,1,1,0,0,0,0,,,,1.0,,,,
157018,Southampton,41,18940,Jack Stephens,https://media.api-sports.io/football/players/18940.png,73,5,D,6.2,False,False,0,0,0,,22,0,61%,0,1,3,2,0,0,0,0,0,0,0,0,,,,,,,,
157018,Southampton,41,18943,Jannik Vestergaard,https://media.api-sports.io/football/players/18943.png,90,4,D,6.3,False,False,1,1,0,,28,0,68%,0,2,10,5,0,0,0,0,0,0,0,0,,,2.0,2.0,,,,
157018,Southampton,41,18942,Yan Valery,https://media.api-sports.io/football/players/18942.png,90,43,M,5.7,False,False,0,0,0,,10,1,47%,0,0,12,3,2,0,0,1,0,0,0,0,,,1.0,,,1.0,,
157018,Southampton,41,18949,Oriol Romeu,https://media.api-sports.io/football/players/18949.png,90,14,M,6.3,False,False,2,0,0,,32,1,68%,0,2,12,3,1,0,1,2,0,0,0,0,,,1.0,1.0,,,,
157018,Southampton,41,2938,James Ward-Prowse,https://media.api-sports.io/football/players/2938.png,90,16,M,6.9,True,False,2,1,0,,30,0,63%,0,1,8,5,0,0,1,0,0,0,0,0,,,2.0,2.0,,,,
