fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,shots_total,shots_on,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,goals_assists,dribbles_past,penalty_commited,goals_total,penalty_won,tackles_blocks,tackles_total
9045,Juventus,496,254,Gianluigi Buffon,https://media.api-sports.io/football/players/254.png,90,1,G,7.6,True,False,0,0,0.0,2.0,24,0,88%,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,
9045,Juventus,496,1444,Stephan Lichtsteiner,https://media.api-sports.io/football/players/1444.png,90,26,D,7.7,False,False,0,0,,,69,2,90%,2,7,4,1,1,2,2,1,0,0,0,,1.0,,,,,,
9045,Juventus,496,861,Daniele Rugani,https://media.api-sports.io/football/players/861.png,90,24,D,7.2,False,False,0,0,,,67,0,88%,2,5,4,0,0,0,0,0,0,0,0,,,1.0,,,,,
9045,Juventus,496,856,Giorgio Chiellini,https://media.api-sports.io/football/players/856.png,90,3,D,7.3,False,False,0,0,,,63,0,87%,2,7,3,0,0,1,4,0,0,0,0,,,,,,,,
9045,Juventus,496,860,Alex Sandro,https://media.api-sports.io/football/players/860.png,90,12,D,7.5,False,False,0,0,,,67,2,87%,2,15,9,6,6,1,4,0,0,0,0,,1.0,,1.0,,,,
9045,Juventus,496,1214,Claudio Marchisio,https://media.api-sports.io/football/players/1214.png,62,8,M,6.5,False,False,1,0,,,45,0,86%,0,4,0,0,0,0,0,0,0,0,0,,,3.0,,,,,
9045,Juventus,496,872,Miralem Pjanić,https://media.api-sports.io/football/players/872.png,90,5,M,7.9,False,False,1,0,,,82,1,94%,4,5,1,0,0,0,1,0,0,0,0,,1.0,1.0,,,,,
9045,Juventus,496,866,Juan Cuadrado,https://media.api-sports.io/football/players/866.png,74,7,M,6.9,False,False,0,0,,,46,4,90%,0,12,5,1,1,3,0,0,0,0,0,,,2.0,,,,,
9045,Juventus,496,875,Paulo Dybala,https://media.api-sports.io/football/players/875.png,90,10,F,7.4,False,False,7,3,,,45,0,86%,0,16,6,6,4,2,0,0,0,0,0,,,2.0,,1.0,,,
9045,Juventus,496,878,Mario Mandžukić,https://media.api-sports.io/football/players/878.png,90,17,F,7.5,False,False,4,2,,,35,0,83%,3,8,3,0,0,1,1,0,0,0,0,,,,,1.0,,,
9045,Juventus,496,2297,Gonzalo Higuaín,https://media.api-sports.io/football/players/2297.png,71,9,F,7.4,False,False,4,2,,,11,0,78%,0,6,3,2,2,0,1,0,0,0,0,,,,,1.0,,,
9045,Juventus,496,869,Blaise Matuidi,https://media.api-sports.io/football/players/869.png,19,14,M,6.9,False,True,0,0,,,19,2,95%,1,2,1,0,0,0,0,0,0,0,0,,,1.0,,,,,
9045,Juventus,496,868,Sami Khedira,https://media.api-sports.io/football/players/868.png,28,6,M,6.7,False,True,0,0,,,18,0,90%,0,1,1,1,1,0,0,0,0,0,0,,,,,,,,
9045,Juventus,496,865,Douglas Costa,https://media.api-sports.io/football/players/865.png,16,11,M,7.1,False,True,0,0,,,18,2,94%,0,3,2,2,1,0,0,0,0,0,0,,,,,,,,
9045,Cagliari,490,30546,Alessio Cragno,https://media.api-sports.io/football/players/30546.png,90,28,G,6.4,False,False,0,0,3.0,4.0,8,0,53%,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,
9045,Cagliari,490,30569,Simone Padoin,https://media.api-sports.io/football/players/30569.png,63,20,M,6.3,False,False,0,0,,,21,0,77%,1,2,1,0,0,0,1,0,0,0,0,,,,,,,,
9045,Cagliari,490,30735,Marco Andreolli,https://media.api-sports.io/football/players/30735.png,90,3,D,7.5,False,False,0,0,,,35,0,92%,1,3,2,0,0,0,0,0,0,0,0,,,,,,,,
9045,Cagliari,490,30555,Fabio Pisacane,https://media.api-sports.io/football/players/30555.png,90,19,D,6.6,False,False,0,0,,,39,0,84%,2,9,6,0,0,1,1,0,0,0,0,,,2.0,,,,,
9045,Cagliari,490,31072,Marco Capuano,https://media.api-sports.io/football/players/31072.png,90,24,D,6.3,False,False,0,0,,,46,0,86%,0,7,5,2,2,0,0,0,0,0,0,,,1.0,,,,,
9045,Cagliari,490,30563,Paolo Faragò,https://media.api-sports.io/football/players/30563.png,90,16,M,6.6,False,False,2,0,,,18,0,72%,0,13,8,1,1,2,1,0,0,0,0,,,3.0,,,,,
9045,Cagliari,490,30560,Luca Cigarini,https://media.api-sports.io/football/players/30560.png,82,8,M,6.7,False,False,0,0,,,39,0,75%,2,8,4,0,0,0,1,0,0,0,0,,,3.0,,,,,
9045,Cagliari,490,30564,Artur Ioniță,https://media.api-sports.io/football/players/30564.png,90,21,M,5.9,False,False,1,0,,,26,0,68%,1,13,5,0,0,2,3,0,0,0,0,,,2.0,,,,,
9045,Cagliari,490,30558,Nicolò Barella,https://media.api-sports.io/football/players/30558.png,90,18,M,6.9,False,False,0,0,,,44,1,81%,2,9,5,4,4,0,3,0,0,0,0,,,1.0,,,,,
9045,Cagliari,490,47493,Duje Čop,https://media.api-sports.io/football/players/47493.png,81,90,F,6.7,False,False,0,0,,,8,0,53%,0,9,5,0,0,3,0,0,0,0,0,,,1.0,,,1.0,,
9045,Cagliari,490,31061,Diego Farias,https://media.api-sports.io/football/players/31061.png,90,17,F,6.3,True,False,2,2,,,24,0,88%,0,15,6,5,3,3,1,0,0,0,1,,,3.0,,,,,
9045,Cagliari,490,30562,João Pedro,https://media.api-sports.io/football/players/30562.png,27,10,M,6.5,False,False,0,0,,,4,0,44%,0,3,2,0,0,2,0,0,0,0,0,,,,,,,,
9045,Cagliari,490,31141,Daniele Dessena,https://media.api-sports.io/football/players/31141.png,8,4,M,6.8,False,False,0,0,,,7,0,100%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
9045,Cagliari,490,30464,Marco Sau,https://media.api-sports.io/football/players/30464.png,9,25,F,6.4,False,False,0,0,,,1,0,50%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,
9044,Verona,504,30792,Nicolas Andrade,https://media.api-sports.io/football/players/30792.png,90,1,G,7.7,False,False,0,0,3.0,9.0,19,0,45%,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,,,
9044,Verona,504,854,Martín Cáceres,https://media.api-sports.io/football/players/854.png,90,26,D,6.4,False,False,3,0,,,28,0,87%,1,7,5,0,0,0,1,0,0,0,0,,,1.0,,,,,
9044,Verona,504,30446,Alex Ferrari,https://media.api-sports.io/football/players/30446.png,90,28,D,7.0,False,False,0,0,,,41,0,83%,2,8,6,1,1,3,0,0,0,0,0,,,2.0,,,,,
9044,Verona,504,50140,Thomas Heurtaux,https://media.api-sports.io/football/players/50140.png,86,75,D,5.8,False,False,0,0,,,41,1,83%,1,5,1,1,0,0,1,1,0,0,0,,,1.0,,,,,
9044,Verona,504,20855,Samuel Souprayen,https://media.api-sports.io/football/players/20855.png,90,69,D,6.0,False,False,0,0,,,29,0,72%,3,2,1,0,0,1,0,0,0,0,0,,,1.0,,,,,
9044,Verona,504,1860,Rômulo,https://media.api-sports.io/football/players/1860.png,90,2,M,6.2,False,False,0,0,,,34,3,87%,3,7,0,0,0,0,1,1,0,0,0,,,1.0,,,,,
9044,Verona,504,70351,Marcel Büchel,https://media.api-sports.io/football/players/70351.png,90,77,M,6.6,False,False,0,0,,,46,0,83%,2,8,5,0,0,1,1,0,0,0,0,,,2.0,,,,,
9044,Verona,504,30937,Mattia Zaccagni,https://media.api-sports.io/football/players/30937.png,64,20,M,6.4,False,False,0,0,,,15,0,93%,2,5,3,0,0,1,0,0,0,0,0,,,,,,,,
9044,Verona,504,50158,Alessio Cerci,https://media.api-sports.io/football/players/50158.png,72,10,F,6.4,False,False,2,1,,,5,1,50%,0,12,1,1,1,0,1,0,0,0,0,,,,,,,,
9044,Verona,504,30778,Daniel Bessa,https://media.api-sports.io/football/players/30778.png,90,24,M,7.7,True,False,1,0,,,39,4,86%,0,9,3,1,1,1,1,0,0,0,0,,,2.0,,,1.0,,
9044,Verona,504,47500,Daniele Verde,https://media.api-sports.io/football/players/47500.png,90,7,F,7.1,False,False,3,1,,,24,0,77%,2,7,3,2,2,1,1,0,0,0,0,,,,,,,,
9044,Verona,504,30859,Mohamed Fares,https://media.api-sports.io/football/players/30859.png,26,93,D,6.5,False,True,0,0,,,8,1,66%,0,6,2,1,0,1,0,0,0,0,0,,,,,,,,
9044,Verona,504,30875,Mattia Valoti,https://media.api-sports.io/football/players/30875.png,4,27,M,6.9,False,True,1,0,,,5,0,83%,0,2,2,0,0,0,0,0,0,0,0,,,,,,,,
9044,Verona,504,30941,Giampaolo Pazzini,https://media.api-sports.io/football/players/30941.png,18,11,F,7.2,False,True,2,2,,,1,0,50%,0,0,0,0,0,0,0,0,0,1,0,,,,,1.0,,,
9044,Napoli,492,1624,Pepe Reina,https://media.api-sports.io/football/players/1624.png,90,25,G,6.9,False,False,0,0,1.0,3.0,20,0,58%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
9044,Napoli,492,317,Elseid Hysaj,https://media.api-sports.io/football/players/317.png,82,23,D,6.2,False,False,0,0,,,46,1,88%,1,7,5,0,0,0,2,1,1,0,0,,,,1.0,,,,
9044,Napoli,492,315,Vlad Chiricheş,https://media.api-sports.io/football/players/315.png,90,21,D,6.2,False,False,1,0,,,64,0,94%,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,
9044,Napoli,492,318,Kalidou Koulibaly,https://media.api-sports.io/football/players/318.png,90,26,D,7.2,False,False,0,0,,,66,1,88%,4,7,4,0,0,0,1,0,0,0,0,,,,,,,,
9044,Napoli,492,316,Faouzi Ghoulam,https://media.api-sports.io/football/players/316.png,90,31,D,7.7,False,False,1,1,,,52,0,82%,3,6,4,0,0,0,0,0,0,0,0,,,,,1.0,,,
9044,Napoli,492,329,Piotr Zieliński,https://media.api-sports.io/football/players/329.png,90,20,M,7.4,False,False,1,0,,,56,3,93%,1,12,7,4,3,1,1,0,0,0,0,,,,,,,,
9044,Napoli,492,324,Amadou Diawara,https://media.api-sports.io/football/players/324.png,90,42,M,6.9,False,False,1,0,,,90,0,92%,1,10,4,1,1,0,3,0,0,0,0,,,2.0,,,,,
9044,Napoli,492,12994,Marek Hamšík,https://media.api-sports.io/football/players/12994.png,66,17,M,7.3,True,False,3,1,,,41,2,82%,1,6,3,1,1,1,1,0,0,0,0,,,,,,,,
9044,Napoli,492,330,José Callejón,https://media.api-sports.io/football/players/330.png,73,7,F,7.6,False,False,1,1,,,37,3,97%,0,3,3,1,1,0,0,0,0,0,0,,,,,,,,
9044,Napoli,492,333,Arkadiusz Milik,https://media.api-sports.io/football/players/333.png,61,99,F,7.5,False,False,2,2,,,10,2,66%,0,5,2,0,0,1,0,0,0,0,0,,,,,1.0,,,
9044,Napoli,492,331,Lorenzo Insigne,https://media.api-sports.io/football/players/331.png,90,24,F,9.4,False,False,9,5,,,63,4,82%,0,12,8,2,2,1,1,0,0,0,0,,1.0,2.0,,,,,
9044,Napoli,492,30749,Emanuele Giaccherini,https://media.api-sports.io/football/players/30749.png,17,15,M,6.7,False,False,0,0,,,7,1,77%,0,3,2,1,0,1,0,1,0,0,0,,,,,,,,
9044,Napoli,492,326,Allan,https://media.api-sports.io/football/players/326.png,24,5,M,6.7,False,False,0,0,,,16,0,84%,0,4,2,1,1,0,0,0,0,0,0,,,1.0,,,,,
9044,Napoli,492,332,Dries Mertens,https://media.api-sports.io/football/players/332.png,29,14,F,6.8,False,False,3,2,,,10,1,90%,0,2,2,1,1,1,0,0,0,0,0,,,,,,,,
9043,Atalanta,499,30416,Etrit Berisha,https://media.api-sports.io/football/players/30416.png,90,1,G,6.3,False,False,0,0,1.0,0.0,8,0,57%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
9043,Atalanta,499,30429,Rafael Tolói,https://media.api-sports.io/football/players/30429.png,90,3,D,7.1,False,False,1,0,,,39,0,84%,3,13,6,1,1,2,3,1,0,0,0,,,2.0,,,,,
9043,Atalanta,499,30428,José Luis Palomino,https://media.api-sports.io/football/players/30428.png,90,6,D,7.2,False,False,0,0,,,36,0,90%,6,12,7,1,0,3,1,0,0,0,0,,,1.0,,,,,
9043,Atalanta,499,30426,Andrea Masiello,https://media.api-sports.io/football/players/30426.png,90,5,D,7.0,False,False,1,0,,,53,0,86%,3,8,5,0,0,1,1,0,0,0,0,,,2.0,,,,,
9043,Atalanta,499,30423,Hans Hateboer,https://media.api-sports.io/football/players/30423.png,90,33,M,6.5,False,False,0,0,,,29,0,74%,0,5,3,0,0,1,1,0,0,0,0,,,1.0,,,,,
9043,Atalanta,499,778,Bryan Cristante,https://media.api-sports.io/football/players/778.png,75,4,M,6.4,False,False,0,0,,,31,2,81%,3,13,5,2,1,0,3,0,0,0,0,,,1.0,,,,,
9043,Atalanta,499,2807,Remo Freuler,https://media.api-sports.io/football/players/2807.png,90,11,M,6.9,False,False,0,0,,,55,3,85%,2,11,4,1,1,0,2,0,0,0,0,,,2.0,,,,,
9043,Atalanta,499,30422,Robin Gosens,https://media.api-sports.io/football/players/30422.png,90,8,M,7.0,False,False,1,0,,,34,0,77%,1,8,6,0,0,0,1,0,0,0,0,,,,,,,,
9043,Atalanta,499,30865,Jasmin Kurtić,https://media.api-sports.io/football/players/30865.png,70,27,M,6.6,False,False,2,0,,,17,0,85%,0,12,2,1,0,1,1,0,0,0,0,,,1.0,,,,,
9043,Atalanta,499,30879,Andrea Petagna,https://media.api-sports.io/football/players/30879.png,58,29,F,6.6,False,False,3,2,,,5,0,55%,0,8,3,0,0,3,0,0,0,0,0,,,1.0,,,,,
9043,Atalanta,499,30433,Alejandro Gómez,https://media.api-sports.io/football/players/30433.png,90,10,F,8.7,True,False,3,2,,,33,7,84%,1,19,12,9,7,4,1,0,0,0,0,,,2.0,,,,,
9043,Atalanta,499,30432,Marten de Roon,https://media.api-sports.io/football/players/30432.png,15,15,M,6.9,False,True,0,0,,,6,1,75%,0,2,2,0,0,0,0,0,0,0,0,,,,,,,,
9043,Atalanta,499,30434,Josip Iličić,https://media.api-sports.io/football/players/30434.png,20,72,F,6.7,False,True,4,2,,,15,0,83%,0,5,2,2,1,1,0,0,0,0,0,,,,,,,,
9043,Atalanta,499,1274,Andreas Cornelius,https://media.api-sports.io/football/players/1274.png,32,9,F,6.5,False,True,1,0,,,12,1,85%,0,4,1,0,0,0,0,0,0,0,0,,,,,,,,
9043,AS Roma,497,280,Alisson,https://media.api-sports.io/football/players/280.png,90,1,G,7.7,False,False,0,0,0.0,6.0,17,0,63%,0,1,1,1,1,0,0,0,0,0,0,0.0,,,,,,,
9043,AS Roma,497,9948,Bruno Peres,https://media.api-sports.io/football/players/9948.png,81,25,D,6.8,False,False,0,0,,,26,2,86%,1,14,8,1,1,2,1,0,0,0,0,,,2.0,,,,,
9043,AS Roma,497,772,Kōnstantinos Manōlas,https://media.api-sports.io/football/players/772.png,90,44,D,7.1,False,False,0,0,,,17,0,63%,2,4,2,0,0,0,1,0,0,0,0,,,1.0,,,,,
9043,AS Roma,497,774,Juan Jesus,https://media.api-sports.io/football/players/774.png,90,5,D,7.3,False,False,0,0,,,26,0,83%,3,7,4,0,0,0,3,0,0,0,0,,,,,,,,
9043,AS Roma,497,771,Aleksandar Kolarov,https://media.api-sports.io/football/players/771.png,90,11,D,8.2,False,False,1,1,,,47,1,74%,2,13,9,4,2,2,1,0,0,0,0,,,1.0,,1.0,,,
9043,AS Roma,497,1916,Kevin Strootman,https://media.api-sports.io/football/players/1916.png,90,6,M,6.4,False,False,0,0,,,27,1,84%,1,15,3,3,2,0,4,0,0,0,0,,,1.0,,,,,
9043,AS Roma,497,779,Daniele De Rossi,https://media.api-sports.io/football/players/779.png,90,16,M,7.2,True,False,0,0,,,29,0,64%,2,12,9,1,1,1,2,0,0,0,0,,,,,,,,
9043,AS Roma,497,205,Radja Nainggolan,https://media.api-sports.io/football/players/205.png,90,4,M,6.8,False,False,1,0,,,23,0,76%,2,15,8,4,4,2,2,1,0,0,0,,,,,,,,
9043,AS Roma,497,30461,Grégoire Defrel,https://media.api-sports.io/football/players/30461.png,74,23,F,6.5,False,False,1,0,,,12,1,85%,1,11,3,0,0,1,2,1,0,0,0,,,3.0,,,,,
9043,AS Roma,497,790,Edin Džeko,https://media.api-sports.io/football/players/790.png,90,9,F,6.6,False,False,3,0,,,17,0,60%,0,9,4,1,0,0,0,0,0,0,0,,,1.0,,,,,
9043,AS Roma,497,793,Diego Perotti,https://media.api-sports.io/football/players/793.png,84,8,F,7.0,False,False,0,0,,,20,0,76%,0,15,10,5,2,5,0,0,0,0,0,,,,,,,,
9043,AS Roma,497,768,Federico Fazio,https://media.api-sports.io/football/players/768.png,9,20,D,6.8,False,False,0,0,,,1,0,100%,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,
9043,AS Roma,497,782,Lorenzo Pellegrini,https://media.api-sports.io/football/players/782.png,6,7,M,6.1,False,False,0,0,,,0,0,0%,0,2,0,0,0,0,0,0,0,0,0,,,2.0,,,,,
9043,AS Roma,497,791,Stephan El Shaarawy,https://media.api-sports.io/football/players/791.png,16,92,F,6.4,False,False,0,0,,,2,0,66%,0,2,1,1,0,1,0,0,0,0,0,,,,,,,,
9039,Lazio,487,1835,Thomas Strakosha,https://media.api-sports.io/football/players/1835.png,90,1,G,7.2,False,False,0,0,0.0,2.0,18,0,90%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
9039,Lazio,487,1840,Wallace dos Santos,https://media.api-sports.io/football/players/1840.png,90,13,D,6.8,False,False,0,0,,,43,0,84%,2,14,6,0,0,1,3,1,0,0,0,,,2.0,,,,,
9039,Lazio,487,194,Stefan de Vrij,https://media.api-sports.io/football/players/194.png,90,3,D,7.6,False,False,0,0,,,26,0,83%,6,6,4,0,0,0,1,0,0,0,0,,,1.0,,,,,
9039,Lazio,487,1846,Ştefan Radu,https://media.api-sports.io/football/players/1846.png,90,26,D,7.4,False,False,1,1,,,63,0,91%,1,9,6,0,0,0,1,0,0,0,0,,,,,,,,
9039,Lazio,487,1838,Dušan Basta,https://media.api-sports.io/football/players/1838.png,67,8,M,7.1,False,False,1,0,,,35,3,81%,0,4,1,0,0,0,1,0,0,0,0,,,,,,,,
9039,Lazio,487,1857,Marco Parolo,https://media.api-sports.io/football/players/1857.png,90,16,M,7.2,False,False,2,0,,,47,3,87%,3,13,4,0,0,0,3,0,0,0,0,,,1.0,,,,,
9039,Lazio,487,1859,Luis Alberto,https://media.api-sports.io/football/players/1859.png,90,18,F,7.5,False,False,3,0,,,59,3,86%,0,10,5,6,4,1,2,1,0,0,0,,,,,,,,
9039,Lazio,487,1856,Sergej Milinković-Savić,https://media.api-sports.io/football/players/1856.png,90,21,M,7.2,False,False,7,3,,,41,2,85%,1,11,4,2,1,0,2,0,0,0,0,,,,,,,,
9039,Lazio,487,1855,Senad Lulić,https://media.api-sports.io/football/players/1855.png,85,19,M,7.3,True,False,1,1,,,35,4,76%,2,15,5,3,2,0,3,0,0,0,0,,,2.0,,,,,
9039,Lazio,487,31744,Simone Palombi,https://media.api-sports.io/football/players/31744.png,67,29,F,6.6,False,False,0,0,,,11,0,84%,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,
9039,Lazio,487,1863,Ciro Immobile,https://media.api-sports.io/football/players/1863.png,90,17,F,7.2,False,False,6,4,,,13,0,81%,0,9,4,2,1,1,0,0,0,0,0,,,1.0,,,,,
9039,Lazio,487,1843,Jordan Lukaku,https://media.api-sports.io/football/players/1843.png,23,5,D,6.9,False,True,0,0,,,20,1,100%,0,2,0,2,0,0,0,0,0,0,0,,,,,,,,
9039,Lazio,487,1844,Adam Marušić,https://media.api-sports.io/football/players/1844.png,23,77,M,6.7,False,True,1,1,,,9,2,75%,0,4,1,1,0,1,2,0,0,0,0,,,,,,,,
9039,Lazio,487,1861,Felipe Caicedo,https://media.api-sports.io/football/players/1861.png,5,20,F,6.5,False,True,0,0,,,2,0,100%,0,3,1,0,0,0,2,0,0,0,0,,,,,,,,
9039,Spal,493,2985,Alfred Gomis,https://media.api-sports.io/football/players/2985.png,90,1,G,9.5,False,False,0,0,0.0,10.0,23,0,53%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
9039,Spal,493,595,Marios Oikonomou,https://media.api-sports.io/football/players/595.png,56,2,D,7.5,False,False,0,0,,,23,0,82%,3,5,4,0,0,0,0,0,0,0,0,,,1.0,,,,,
9039,Spal,493,30863,Francesco Vicari,https://media.api-sports.io/football/players/30863.png,90,23,D,7.8,False,False,0,0,,,27,0,93%,1,4,2,0,0,0,1,0,0,0,0,,,,,,,,
9039,Spal,493,30987,Sauli Väisänen,https://media.api-sports.io/football/players/30987.png,90,15,D,7.4,False,False,1,0,,,46,0,90%,4,9,5,0,0,0,0,0,0,0,0,,,,,,,,
9039,Spal,493,30866,Manuel Lazzari,https://media.api-sports.io/football/players/30866.png,88,29,M,7.3,False,False,0,0,,,29,2,87%,2,17,10,5,2,3,0,0,0,0,0,,,2.0,,,,,
9039,Spal,493,30871,Pasquale Schiattarella,https://media.api-sports.io/football/players/30871.png,90,28,M,7.3,False,False,1,0,,,41,4,89%,0,8,6,2,2,2,0,0,0,0,0,,,1.0,,,,,
9039,Spal,493,31090,Federico Viviani,https://media.api-sports.io/football/players/31090.png,90,77,M,8.0,False,False,3,0,,,58,1,85%,1,7,5,1,1,2,1,1,0,0,0,,,1.0,,,,,
9039,Spal,493,30837,Luca Mora,https://media.api-sports.io/football/players/30837.png,90,20,M,7.1,True,False,0,0,,,26,0,78%,0,17,11,0,0,6,1,0,0,0,0,,,2.0,,,,,
9039,Spal,493,30854,Filippo Costa,https://media.api-sports.io/football/players/30854.png,90,33,M,6.8,False,False,0,0,,,24,0,75%,1,9,5,2,0,2,0,0,0,0,0,,,,,,,,
9039,Spal,493,30878,Alberto Paloschi,https://media.api-sports.io/football/players/30878.png,62,43,F,6.5,False,False,0,0,,,6,0,42%,1,4,1,0,0,1,0,0,0,0,0,,,,,,,,
9039,Spal,493,30877,Sergio Floccari,https://media.api-sports.io/football/players/30877.png,90,10,F,6.7,False,False,3,1,,,23,0,71%,0,13,6,4,2,1,0,0,0,0,0,,,1.0,,,,,
9039,Spal,493,31385,Michele Cremonesi,https://media.api-sports.io/football/players/31385.png,34,6,D,6.8,False,False,0,0,,,18,0,85%,1,2,2,0,0,2,0,0,0,0,0,,,,,,,,
9039,Spal,493,30474,Federico Mattiello,https://media.api-sports.io/football/players/30474.png,2,14,M,6.5,False,False,0,0,,,3,0,100%,0,1,1,0,0,0,0,0,0,0,0,,,,,,,,
9039,Spal,493,91319,Marco Borriello,https://media.api-sports.io/football/players/91319.png,28,22,F,6.7,False,False,1,1,,,6,0,85%,0,5,2,0,0,1,1,1,0,0,0,,,,,,,,
9041,Sassuolo,488,30516,Andrea Consigli,https://media.api-sports.io/football/players/30516.png,90,47,G,7.4,False,False,0,0,0.0,4.0,21,0,72%,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,,,,
9041,Sassuolo,488,30525,Pol Lirola,https://media.api-sports.io/football/players/30525.png,90,21,D,7.4,False,False,2,0,,,16,0,76%,2,4,3,0,0,2,0,0,0,0,0,,,,,,,,
9041,Sassuolo,488,91316,Paolo Cannavaro,https://media.api-sports.io/football/players/91316.png,90,28,D,7.8,False,False,1,0,,,32,0,80%,5,10,7,0,0,3,2,0,0,0,0,,,,,,,,
9041,Sassuolo,488,1836,Francesco Acerbi,https://media.api-sports.io/football/players/1836.png,90,15,D,7.2,False,False,1,0,,,73,0,91%,2,9,6,0,0,3,3,0,0,0,0,,,,,,,,
9041,Sassuolo,488,30528,Federico Peluso,https://media.api-sports.io/football/players/30528.png,90,13,D,7.3,False,False,1,0,,,19,1,65%,1,6,5,1,0,0,0,0,0,0,0,,,,,,,,
9041,Sassuolo,488,30535,Stefano Sensi,https://media.api-sports.io/football/players/30535.png,65,12,M,7.1,False,False,1,0,,,26,3,96%,0,7,3,3,1,2,0,0,0,0,0,,,1.0,,,,,
9041,Sassuolo,488,30534,Francesco Magnanelli,https://media.api-sports.io/football/players/30534.png,90,4,M,7.0,True,False,0,0,,,52,1,89%,3,14,7,0,0,5,1,1,0,0,0,,,2.0,,,,,
9041,Sassuolo,488,30532,Alfred Duncan,https://media.api-sports.io/football/players/30532.png,90,32,M,6.9,False,False,2,1,,,32,1,86%,0,4,2,0,0,1,1,0,0,0,0,,,,,,,,
9041,Sassuolo,488,30537,Domenico Berardi,https://media.api-sports.io/football/players/30537.png,90,25,F,7.1,False,False,2,1,,,19,3,73%,1,14,7,3,2,1,2,0,0,0,0,,,1.0,,,,,
9041,Sassuolo,488,30487,Diego Falcinelli,https://media.api-sports.io/football/players/30487.png,84,11,F,6.9,False,False,2,0,,,9,0,60%,0,19,11,1,0,8,4,0,0,0,0,,,1.0,,,,,
9041,Sassuolo,488,219,Matteo Politano,https://media.api-sports.io/football/players/219.png,65,16,F,6.5,False,False,1,0,,,10,0,83%,0,5,1,2,1,0,2,1,0,0,0,,,,,,,,
9041,Sassuolo,488,30867,Simone Missiroli,https://media.api-sports.io/football/players/30867.png,25,7,M,6.3,False,True,0,0,,,6,0,75%,0,4,1,0,0,0,1,0,0,0,0,,,1.0,,,,,
9041,Sassuolo,488,30541,Alessandro Matri,https://media.api-sports.io/football/players/30541.png,6,10,F,6.7,False,True,1,1,,,0,0,0%,0,3,1,0,0,0,0,0,0,0,0,,,,,,,,
9041,Sassuolo,488,91301,Antonino Ragusa,https://media.api-sports.io/football/players/91301.png,25,90,F,6.5,False,True,0,0,,,5,0,62%,0,6,3,1,0,2,0,0,0,0,0,,,,,,,,
9041,Genoa,495,849,Mattia Perin,https://media.api-sports.io/football/players/849.png,90,1,G,7.2,True,False,0,0,0.0,3.0,24,0,75%,0,1,1,0,0,0,0,0,0,0,0,0.0,,,,,,,
9041,Genoa,495,30769,Davide Biraschi,https://media.api-sports.io/football/players/30769.png,90,14,D,7.1,False,False,1,0,,,47,0,81%,1,9,4,1,1,0,2,0,0,0,0,,,1.0,,,,,
9041,Genoa,495,30742,Luca Rossettini,https://media.api-sports.io/football/players/30742.png,90,13,D,7.2,False,False,0,0,,,51,0,92%,0,9,5,0,0,1,3,1,0,0,0,,,,,,,,
9041,Genoa,495,46705,Santiago Gentiletti,https://media.api-sports.io/football/players/46705.png,90,3,D,6.7,False,False,0,0,,,48,0,85%,0,6,2,0,0,1,4,1,0,0,0,,,,,,,,
9041,Genoa,495,2822,Darko Lazović,https://media.api-sports.io/football/players/2822.png,90,22,M,7.4,False,False,0,0,,,28,4,73%,1,8,3,3,1,1,1,0,0,0,0,,,,,,,,
9041,Genoa,495,1636,Andrea Bertolacci,https://media.api-sports.io/football/players/1636.png,90,8,M,7.6,False,False,1,0,,,42,4,95%,0,13,8,1,0,3,2,0,0,0,0,,,1.0,,,,,
9041,Genoa,495,30781,Miguel Veloso,https://media.api-sports.io/football/players/30781.png,90,44,M,6.5,False,False,1,1,,,33,0,82%,0,11,3,0,0,2,4,1,0,0,0,,,1.0,,,,,
9041,Genoa,495,1643,Diego Laxalt,https://media.api-sports.io/football/players/1643.png,90,93,M,6.8,False,False,2,0,,,22,0,66%,0,11,6,1,0,2,1,0,0,0,0,,,1.0,,,,,
9041,Genoa,495,30791,Goran Pandev,https://media.api-sports.io/football/players/30791.png,74,19,F,6.6,False,False,1,0,,,17,1,81%,0,11,3,2,1,1,2,0,0,0,0,,,,,,,,
