fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,shots_total,shots_on,goals_conceded,goals_saves,passes_total,passes_key,passes_accuracy,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,dribbles_past,offsides,goals_total,goals_assists,penalty_won,penalty_commited
571473,Lille,79,513,Renato Sanches,https://media.api-sports.io/football/players/513.png,83.0,18,M,6.6,False,False,2.0,0.0,0,,40.0,0.0,83%,0.0,0.0,11.0,5.0,2.0,1.0,2.0,2.0,0,0,0,0,,1.0,1.0,,,,,
571473,Lille,79,22235,Jonathan Bamba,https://media.api-sports.io/football/players/22235.png,90.0,7,M,7.3,False,False,1.0,1.0,0,,45.0,1.0,84%,0.0,0.0,11.0,6.0,3.0,1.0,2.0,0.0,0,0,0,0,,3.0,1.0,,1.0,,,
571473,Lille,79,22229,Jonathan Ikoné,https://media.api-sports.io/football/players/22229.png,82.0,10,F,6.6,False,False,1.0,0.0,0,,12.0,0.0,80%,0.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,0,0,0,0,,1.0,,,,,,
571473,Lille,79,8489,Jonathan David,https://media.api-sports.io/football/players/8489.png,64.0,9,F,6.6,False,False,0.0,0.0,0,,9.0,0.0,90%,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0,0,0,0,,1.0,,,,,,
571473,Lille,79,14327,Domagoj Bradarić,https://media.api-sports.io/football/players/14327.png,45.0,29,D,5.9,False,True,0.0,0.0,0,,21.0,0.0,84%,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,3.0,,,,,
571473,Lille,79,22233,Boubakary Soumaré,https://media.api-sports.io/football/players/22233.png,8.0,24,M,6.7,False,True,0.0,0.0,0,,6.0,0.0,100%,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,,,,,,,,
571473,Lille,79,49888,Yusuf Yazıcı,https://media.api-sports.io/football/players/49888.png,1.0,12,M,–,False,True,0.0,0.0,0,,2.0,0.0,66%,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,,,,,,,,
571473,Lille,79,22238,Luiz Araújo,https://media.api-sports.io/football/players/22238.png,8.0,11,F,6.7,False,True,1.0,0.0,0,,3.0,0.0,100%,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,,1.0,1.0,,,,,
571473,Lille,79,2006,Burak Yılmaz,https://media.api-sports.io/football/players/2006.png,26.0,17,F,6.4,False,True,0.0,0.0,0,,3.0,0.0,100%,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,,,,,,,
571473,Rennes,94,2986,Edouard Mendy,https://media.api-sports.io/football/players/2986.png,90.0,16,G,6.4,False,False,0.0,0.0,1,0.0,22.0,1.0,81%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,,,,,
571473,Rennes,94,2195,Sacha Boey,https://media.api-sports.io/football/players/2195.png,35.0,2,D,5.6,False,False,0.0,0.0,0,,8.0,0.0,66%,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,0,1,0,0,,1.0,,,,,,
571473,Rennes,94,2196,Damien Da Silva,https://media.api-sports.io/football/players/2196.png,90.0,3,D,7.5,True,False,1.0,1.0,0,,64.0,0.0,92%,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0,0,0,0,,,,,1.0,,,
571473,Rennes,94,21694,Nayef Aguerd,https://media.api-sports.io/football/players/21694.png,90.0,6,D,6.5,False,False,0.0,0.0,0,,60.0,1.0,89%,0.0,1.0,9.0,4.0,0.0,0.0,1.0,0.0,0,0,0,0,,,,,,,,
571473,Rennes,94,21441,Faitout Maouassa,https://media.api-sports.io/football/players/21441.png,90.0,17,D,7.2,False,False,3.0,0.0,0,,38.0,1.0,79%,0.0,4.0,13.0,7.0,5.0,2.0,1.0,1.0,0,0,0,0,,2.0,,,,,,
571473,Rennes,94,22258,Jonas Martin,https://media.api-sports.io/football/players/22258.png,41.0,28,M,6.7,False,False,0.0,0.0,0,,11.0,1.0,73%,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,,,,,,,,
571473,Rennes,94,780,Steven​ N'Zonzi,https://media.api-sports.io/football/players/780.png,90.0,15,M,6.8,False,False,1.0,0.0,0,,69.0,0.0,92%,0.0,0.0,8.0,3.0,0.0,0.0,1.0,2.0,0,0,0,0,,1.0,,,,,,
571473,Rennes,94,2206,Benjamin Bourigeaud,https://media.api-sports.io/football/players/2206.png,64.0,14,M,6.9,False,False,0.0,0.0,0,,29.0,2.0,82%,0.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0,,1.0,1.0,,,,,
571473,Rennes,94,1496,Raphinha,https://media.api-sports.io/football/players/1496.png,64.0,7,F,7.0,False,False,2.0,1.0,0,,10.0,0.0,71%,0.0,2.0,11.0,7.0,4.0,2.0,4.0,1.0,0,0,0,0,,1.0,1.0,,,,,
571473,Rennes,94,2216,M'Baye Niang,https://media.api-sports.io/football/players/2216.png,64.0,11,F,6.5,False,False,1.0,0.0,0,,7.0,0.0,63%,0.0,0.0,7.0,2.0,0.0,0.0,0.0,4.0,0,0,0,0,,1.0,,,,,,
571473,Rennes,94,663,Martin Terrier,https://media.api-sports.io/football/players/663.png,90.0,21,F,6.7,False,False,1.0,0.0,0,,9.0,0.0,81%,0.0,0.0,12.0,5.0,4.0,2.0,2.0,3.0,0,0,0,0,,1.0,,,,,,
571473,Rennes,94,162347,Brandon Soppy,https://media.api-sports.io/football/players/162347.png,49.0,34,D,7.1,False,False,1.0,0.0,0,,26.0,0.0,81%,0.0,0.0,9.0,7.0,3.0,1.0,1.0,0.0,0,0,0,0,,4.0,,,,,,
571473,Rennes,94,2207,Eduardo Camavinga,https://media.api-sports.io/football/players/2207.png,26.0,10,M,7.4,False,False,3.0,0.0,0,,29.0,1.0,90%,0.0,1.0,6.0,6.0,3.0,3.0,1.0,0.0,0,0,0,0,,1.0,,,,1.0,,
571473,Rennes,94,2214,Romain Del Castillo,https://media.api-sports.io/football/players/2214.png,26.0,22,M,7.1,False,False,2.0,0.0,0,,7.0,3.0,63%,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,,,1.0,,,,,
571473,Rennes,94,21154,Flavien Tait,https://media.api-sports.io/football/players/21154.png,26.0,20,M,6.4,False,False,1.0,0.0,0,,18.0,0.0,85%,0.0,0.0,5.0,1.0,2.0,1.0,0.0,1.0,1,0,0,0,,,,,,,,
571477,Monaco,91,21566,Benjamin Lecomte,https://media.api-sports.io/football/players/21566.png,90.0,40,G,6.2,False,False,0.0,0.0,2,1.0,26.0,0.0,89%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,,,,,,,
571477,Monaco,91,21568,Ruben Aguilar,https://media.api-sports.io/football/players/21568.png,90.0,26,D,7.7,False,False,0.0,0.0,0,,82.0,5.0,93%,1.0,1.0,13.0,9.0,2.0,1.0,3.0,0.0,0,0,0,0,,4.0,,,,,,
571477,Monaco,91,21998,Axel Disasi,https://media.api-sports.io/football/players/21998.png,90.0,20,D,7.2,False,False,2.0,1.0,0,,128.0,1.0,95%,1.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,1,0,0,0,,,1.0,,1.0,,,
571477,Monaco,91,95,Benoît Badiashile,https://media.api-sports.io/football/players/95.png,90.0,32,D,7.7,False,False,2.0,1.0,0,,133.0,0.0,92%,0.0,4.0,10.0,7.0,0.0,0.0,0.0,1.0,0,0,0,0,,,1.0,,1.0,,,
571477,Monaco,91,105,Fodé Ballo-Touré,https://media.api-sports.io/football/players/105.png,90.0,2,D,7.1,False,False,0.0,0.0,0,,71.0,2.0,95%,0.0,0.0,12.0,8.0,0.0,0.0,3.0,1.0,0,0,0,0,,3.0,1.0,,,,,
