fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals,goals_prevented
1223975,163,Borussia Mönchengladbach,https://media.api-sports.io/football/teams/163.png,7,2,14,5,10,4,11,2,2,42%,1,,7,443,366,83%,1.58,0
1223975,168,Bayer Leverkusen,https://media.api-sports.io/football/teams/168.png,10,8,25,7,16,9,7,4,0,58%,0,,5,612,528,86%,2.70,0
1223979,160,SC Freiburg,https://media.api-sports.io/football/teams/160.png,6,5,16,5,10,6,7,6,3,33%,2,,1,309,236,76%,2.01,0
1223979,172,VfB Stuttgart,https://media.api-sports.io/football/teams/172.png,2,5,9,2,3,6,10,3,0,67%,1,,2,646,571,88%,0.36,0
1223982,164,FSV Mainz 05,https://media.api-sports.io/football/teams/164.png,3,8,14,3,12,2,10,8,1,54%,1,,4,377,295,78%,1.44,0
1223982,182,Union Berlin,https://media.api-sports.io/football/teams/182.png,5,6,15,4,7,8,15,9,1,46%,3,,3,320,231,72%,0.50,0
1223978,167,1899 Hoffenheim,https://media.api-sports.io/football/teams/167.png,8,8,21,5,14,7,8,8,2,55%,2,0,4,460,385,84%,3.38,0
1223978,191,Holstein Kiel,https://media.api-sports.io/football/teams/191.png,6,7,17,4,11,6,14,6,1,45%,3,1,5,382,304,80%,1.57,0
1223980,170,FC Augsburg,https://media.api-sports.io/football/teams/170.png,3,6,11,2,8,3,11,4,1,45%,3,,3,378,308,81%,1.12,0
1223980,162,Werder Bremen,https://media.api-sports.io/football/teams/162.png,5,3,11,3,10,1,10,2,2,55%,1,,1,461,387,84%,1.49,0
1223976,173,RB Leipzig,https://media.api-sports.io/football/teams/173.png,3,5,13,5,10,3,9,9,3,63%,1,1,3,505,412,82%,1.31,0
1223976,176,VfL Bochum,https://media.api-sports.io/football/teams/176.png,4,0,10,6,6,4,16,3,2,37%,3,0,2,301,213,71%,1.01,0
1223977,165,Borussia Dortmund,https://media.api-sports.io/football/teams/165.png,5,7,20,8,13,7,6,7,0,70%,0,,2,707,644,91%,1.98,0
