fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,duels_total,duels_won,dribbles_attempts,fouls_drawn,passes_key,tackles_blocks,dribbles_past,fouls_committed,penalty_commited,shots_total,shots_on,goals_total,tackles_interceptions,dribbles_success,offsides,penalty_won
1223979,SC Freiburg,160,26248,Vincenzo Grifo,https://media.api-sports.io/football/players/26248.png,82.0,32,M,7.9,False,False,0,1.0,,40.0,33,0,0,0,0,,,3.0,2.0,2.0,,3.0,,1.0,,,1.0,,,,2.0,,
1223979,SC Freiburg,160,125173,Chukwubuike Adamu,https://media.api-sports.io/football/players/125173.png,90.0,20,F,7.2,False,False,0,1.0,,14.0,7,1,0,0,0,,,17.0,8.0,1.0,4.0,4.0,,,1.0,,1.0,,,1.0,1.0,2.0,
1223979,SC Freiburg,160,26255,Lucas Höler,https://media.api-sports.io/football/players/26255.png,27.0,9,F,6.6,False,True,0,0.0,,2.0,2,0,0,0,0,,1.0,3.0,2.0,,,,,,1.0,,,,,,,,
1223979,SC Freiburg,160,2915,Matthias Ginter,https://media.api-sports.io/football/players/2915.png,17.0,28,D,6.9,False,True,0,0.0,,4.0,3,0,0,0,0,,,2.0,,,,,2.0,,1.0,,,,,,,,
1223979,SC Freiburg,160,26252,Roland Sallai,https://media.api-sports.io/football/players/26252.png,17.0,22,M,6.7,False,True,0,0.0,,3.0,1,0,0,0,0,,2.0,4.0,2.0,,,,,,,,1.0,,,,,,
1223979,SC Freiburg,160,361393,Bruno Ogbus,https://media.api-sports.io/football/players/361393.png,8.0,43,D,6.9,False,True,0,0.0,,,,0,0,0,0,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,
1223979,SC Freiburg,160,25383,Florent Muslija,https://media.api-sports.io/football/players/25383.png,8.0,23,M,6.3,False,True,0,0.0,,5.0,3,0,0,0,0,,,1.0,,1.0,,1.0,,,,,,,,,,,
1223979,SC Freiburg,160,25904,Jannik Huth,https://media.api-sports.io/football/players/25904.png,,24,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223979,SC Freiburg,160,191160,Jordy Makengo,https://media.api-sports.io/football/players/191160.png,,33,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223979,SC Freiburg,160,26250,Nicolas Höfler,https://media.api-sports.io/football/players/26250.png,,27,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223979,SC Freiburg,160,202844,Noah Weißhaupt,https://media.api-sports.io/football/players/202844.png,,7,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223979,VfB Stuttgart,172,399,Alexander Nübel,https://media.api-sports.io/football/players/399.png,90.0,33,G,6.3,False,False,3,0.0,2.0,29.0,26,0,0,0,0,0.0,,,,,,,,,,,,,,,,,
1223979,VfB Stuttgart,172,26244,Pascal Stenzel,https://media.api-sports.io/football/players/26244.png,65.0,15,D,6.3,False,False,0,0.0,,40.0,36,0,0,0,0,,1.0,3.0,1.0,,,,1.0,1.0,1.0,,,,,,,,
1223979,VfB Stuttgart,172,137210,Angelo Stiller,https://media.api-sports.io/football/players/137210.png,90.0,6,D,6.9,False,False,0,0.0,,82.0,78,0,0,0,0,,,7.0,4.0,,2.0,3.0,2.0,1.0,,,,,,1.0,,,
1223979,VfB Stuttgart,172,38112,Julian Chabot,https://media.api-sports.io/football/players/38112.png,90.0,24,D,7.2,False,False,0,0.0,,113.0,101,0,0,0,0,,2.0,12.0,10.0,,,,1.0,,1.0,,1.0,,,,,,
1223979,VfB Stuttgart,172,280335,Frans Krätzig,https://media.api-sports.io/football/players/280335.png,57.0,13,D,6.9,False,False,0,0.0,,36.0,33,0,0,0,0,,2.0,6.0,3.0,,,,1.0,2.0,1.0,,,,,,,,
1223979,VfB Stuttgart,172,162887,Enzo Millot,https://media.api-sports.io/football/players/162887.png,90.0,8,M,7.3,False,False,0,0.0,,98.0,92,0,0,0,0,,1.0,3.0,2.0,1.0,,1.0,,,1.0,,,,,3.0,1.0,,
1223979,VfB Stuttgart,172,24963,Atakan Karazor,https://media.api-sports.io/football/players/24963.png,65.0,16,M,6.3,True,False,0,0.0,,52.0,44,0,0,0,0,,,7.0,3.0,1.0,2.0,,,,2.0,,,,,1.0,1.0,,
1223979,VfB Stuttgart,172,128533,Jamie Leweling,https://media.api-sports.io/football/players/128533.png,90.0,18,M,6.7,False,False,0,0.0,,29.0,25,0,0,0,0,,,6.0,2.0,4.0,1.0,,,,1.0,,,,,1.0,1.0,,
1223979,VfB Stuttgart,172,26475,Deniz Undav,https://media.api-sports.io/football/players/26475.png,65.0,26,M,6.3,False,False,0,0.0,,32.0,24,0,0,0,0,,1.0,5.0,1.0,,,,,,,,2.0,1.0,,,,,
1223979,VfB Stuttgart,172,24798,Chris Führich,https://media.api-sports.io/football/players/24798.png,81.0,27,M,6.7,False,False,0,0.0,,38.0,32,0,0,0,0,,1.0,4.0,2.0,2.0,,,,1.0,,,,,,,1.0,,
1223979,VfB Stuttgart,172,46930,Ermedin Demirović,https://media.api-sports.io/football/players/46930.png,90.0,9,F,7.2,False,False,0,0.0,,18.0,11,0,0,0,0,,,4.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,,
1223979,VfB Stuttgart,172,25342,Maximilian Mittelstädt,https://media.api-sports.io/football/players/25342.png,33.0,7,D,6.7,False,True,0,0.0,,32.0,28,1,0,0,0,,1.0,5.0,2.0,,,,1.0,,1.0,,,,,,,,
1223979,VfB Stuttgart,172,361981,Anrie Chase,https://media.api-sports.io/football/players/361981.png,25.0,45,D,6.6,False,True,0,0.0,,20.0,20,0,0,0,0,,,2.0,,,,,,,2.0,,1.0,,,,,,
1223979,VfB Stuttgart,172,163032,Fabian Rieder,https://media.api-sports.io/football/players/163032.png,25.0,32,M,6.6,False,True,0,0.0,,12.0,8,0,0,0,0,,,4.0,1.0,,1.0,,,,,,2.0,,,1.0,,,
1223979,VfB Stuttgart,172,287927,Justin Diehl,https://media.api-sports.io/football/players/287927.png,25.0,17,F,6.5,False,True,0,0.0,,12.0,11,0,0,0,0,,,3.0,,2.0,,,,,,,,,,,,,
1223979,VfB Stuttgart,172,158054,Nick Woltemade,https://media.api-sports.io/football/players/158054.png,9.0,11,F,6.2,False,True,0,0.0,,3.0,2,0,0,0,0,,,1.0,,,,,,,,,,,,,,,
1223979,VfB Stuttgart,172,25597,Fabian Bredlow,https://media.api-sports.io/football/players/25597.png,,1,G,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223979,VfB Stuttgart,172,135883,Ramon Hendriks,https://media.api-sports.io/football/players/135883.png,,3,D,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223979,VfB Stuttgart,172,178093,Yannik Keitel,https://media.api-sports.io/football/players/178093.png,,5,M,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223979,VfB Stuttgart,172,20617,Silas Katompa Mvumpa,https://media.api-sports.io/football/players/20617.png,,14,F,,False,True,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
1223982,FSV Mainz 05,164,25906,Robin Zentner,https://media.api-sports.io/football/players/25906.png,90.0,27,G,7.9,False,False,1,0.0,4.0,28.0,21,0,0,0,0,0.0,,1.0,1.0,,,1.0,,,,,,,,,,,
1223982,FSV Mainz 05,164,979,Dominik Kohr,https://media.api-sports.io/football/players/979.png,90.0,31,D,7.3,False,False,0,0.0,,56.0,39,1,0,0,0,,7.0,14.0,11.0,2.0,2.0,,1.0,,1.0,,,,,1.0,1.0,,
1223982,FSV Mainz 05,164,25066,Maxim Leitsch,https://media.api-sports.io/football/players/25066.png,31.0,5,D,6.7,False,False,0,0.0,,11.0,8,0,0,0,0,,1.0,3.0,1.0,,,,,,1.0,,,,,,,,
1223982,FSV Mainz 05,164,39279,Andreas Hanche-Olsen,https://media.api-sports.io/football/players/39279.png,90.0,25,D,7.2,False,False,0,0.0,,42.0,37,0,0,0,0,,3.0,10.0,9.0,,1.0,,,,1.0,,,,,1.0,,,
