fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals,goals_prevented
1212442,87,Amiens,https://media.api-sports.io/football/teams/87.png,5,5,13,3,10,3,10,6,2,49%,1,,3,442,386,87%,,
1212442,104,RED Star FC 93,https://media.api-sports.io/football/teams/104.png,3,7,11,1,7,4,12,3,0,51%,0,,2,466,402,86%,,
1212444,90,Guingamp,https://media.api-sports.io/football/teams/90.png,4,10,17,3,14,3,9,3,3,49%,0,,3,464,402,87%,,
1212444,110,Estac Troyes,https://media.api-sports.io/football/teams/110.png,3,5,10,2,7,3,13,5,1,51%,4,,1,495,430,87%,,
1212440,98,Ajaccio,https://media.api-sports.io/football/teams/98.png,2,4,8,2,2,6,9,3,1,56%,2,,2,432,354,82%,,
1212440,1301,Rodez,https://media.api-sports.io/football/teams/1301.png,3,5,10,2,4,6,15,4,3,44%,0,,1,336,254,76%,,
1212439,99,Clermont Foot,https://media.api-sports.io/football/teams/99.png,5,6,13,2,10,3,12,4,2,58%,1,0,2,567,485,86%,,
1212439,1297,PAU,https://media.api-sports.io/football/teams/1297.png,4,4,11,3,7,4,11,6,2,42%,3,1,4,399,320,80%,,
1212443,101,Grenoble,https://media.api-sports.io/football/teams/101.png,3,2,5,0,4,1,9,4,2,53%,2,,2,474,387,82%,,
1212443,433,Laval,https://media.api-sports.io/football/teams/433.png,3,7,15,5,11,4,14,4,2,47%,0,,1,417,327,78%,,
1212441,1304,Dunkerque,https://media.api-sports.io/football/teams/1304.png,3,6,13,4,7,6,11,8,4,64%,1,,2,536,411,77%,,
1212441,3012,Annecy,https://media.api-sports.io/football/teams/3012.png,4,7,12,1,7,5,10,2,4,36%,2,,3,308,201,65%,,
1212446,88,Caen,https://media.api-sports.io/football/teams/88.png,5,5,13,3,10,3,14,9,1,37%,3,,2,323,265,82%,,
1212446,114,Paris FC,https://media.api-sports.io/football/teams/114.png,4,6,13,3,9,4,12,3,2,63%,1,,5,573,521,91%,,
1212445,112,Metz,https://media.api-sports.io/football/teams/112.png,5,5,19,9,9,10,11,9,2,72%,1,,1,715,627,88%,,
1212445,1305,Bastia,https://media.api-sports.io/football/teams/1305.png,2,0,4,2,4,0,14,1,0,28%,3,,4,287,207,72%,,
1212438,3200,Martigues,https://media.api-sports.io/football/teams/3200.png,1,1,2,0,1,1,8,1,0,34%,,,4,314,236,75%,,
1212438,97,Lorient,https://media.api-sports.io/football/teams/97.png,6,4,16,6,8,8,12,12,5,66%,,,1,614,538,88%,,
1212447,110,Estac Troyes,https://media.api-sports.io/football/teams/110.png,5,5,15,5,10,5,5,15,1,46%,0,,0,440,390,89%,,
1212447,99,Clermont Foot,https://media.api-sports.io/football/teams/99.png,1,3,5,1,3,2,11,3,3,54%,1,,5,540,484,90%,,
1212453,114,Paris FC,https://media.api-sports.io/football/teams/114.png,4,4,9,1,4,5,7,7,7,63%,1,,2,614,535,87%,,
1212453,1304,Dunkerque,https://media.api-sports.io/football/teams/1304.png,2,1,5,2,4,1,17,1,2,37%,2,,1,356,262,74%,,
1212455,433,Laval,https://media.api-sports.io/football/teams/433.png,1,10,12,1,10,2,21,8,0,47%,2,,3,439,363,83%,,
1212455,90,Guingamp,https://media.api-sports.io/football/teams/90.png,4,8,14,2,11,3,14,5,3,53%,2,,1,522,460,88%,,
1212450,1297,PAU,https://media.api-sports.io/football/teams/1297.png,2,3,7,2,3,4,11,0,1,31%,1,2,3,262,197,75%,,
1212450,88,Caen,https://media.api-sports.io/football/teams/88.png,3,11,20,6,13,7,17,7,3,69%,2,0,1,573,511,89%,,
