fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals,goals_prevented
1208021,33,Manchester United,https://media.api-sports.io/football/teams/33.png,5,7,14,2,7,7,12,7,3,55%,2,,2,482,408,85%,2.43,1
1208021,36,Fulham,https://media.api-sports.io/football/teams/36.png,2,4,10,4,6,4,10,8,1,45%,3,,4,384,306,80%,0.44,1
1208022,57,Ipswich,https://media.api-sports.io/football/teams/57.png,2,2,7,3,5,2,9,2,5,38%,3,,3,347,272,78%,0.45,0
1208022,40,Liverpool,https://media.api-sports.io/football/teams/40.png,5,6,18,7,12,6,18,10,0,62%,1,,2,570,492,86%,2.65,0
1208025,34,Newcastle,https://media.api-sports.io/football/teams/34.png,1,0,3,2,3,0,15,3,1,22%,2,1,3,181,117,65%,0.25,0
1208025,41,Southampton,https://media.api-sports.io/football/teams/41.png,4,4,19,11,13,6,16,12,2,78%,4,0,0,649,579,89%,1.77,0
1208023,42,Arsenal,https://media.api-sports.io/football/teams/42.png,6,6,18,6,12,6,17,8,0,53%,2,,3,420,357,85%,1.24,0
1208023,39,Wolves,https://media.api-sports.io/football/teams/39.png,3,5,9,1,6,3,14,2,1,47%,2,,4,375,307,82%,0.47,0
1208024,45,Everton,https://media.api-sports.io/football/teams/45.png,1,4,9,4,6,3,8,1,7,38%,1,1,2,344,266,77%,0.45,0
1208024,51,Brighton,https://media.api-sports.io/football/teams/51.png,5,3,10,2,9,1,8,5,1,62%,1,0,1,575,492,86%,1.43,0
1208026,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,8,3,14,3,8,6,17,2,1,53%,1,,3,503,402,80%,1.30,0
1208026,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,4,6,13,3,6,7,8,6,4,47%,3,,7,432,335,78%,1.22,0
1208027,48,West Ham,https://media.api-sports.io/football/teams/48.png,3,7,14,4,11,3,18,5,1,52%,1,,1,417,352,84%,2.46,0
1208027,66,Aston Villa,https://media.api-sports.io/football/teams/66.png,3,6,15,6,10,5,11,3,1,48%,2,,3,394,329,84%,2.03,0
1208028,55,Brentford,https://media.api-sports.io/football/teams/55.png,5,3,9,1,8,1,6,4,1,46%,1,,6,403,311,77%,1.59,1
1208028,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,6,4,14,4,6,8,15,7,3,54%,5,,3,481,389,81%,1.17,1
1208029,49,Chelsea,https://media.api-sports.io/football/teams/49.png,3,3,10,4,6,4,12,4,2,48%,1,,3,490,436,89%,1.01,0
1208029,50,Manchester City,https://media.api-sports.io/football/teams/50.png,5,3,11,3,6,5,9,3,1,52%,1,,3,535,477,89%,0.77,0
1208030,46,Leicester,https://media.api-sports.io/football/teams/46.png,3,3,7,1,6,1,11,2,2,30%,1,,5,275,211,77%,1.05,0
1208030,47,Tottenham,https://media.api-sports.io/football/teams/47.png,7,3,15,5,12,3,12,13,1,70%,1,,2,671,601,90%,1.18,0
1208033,51,Brighton,https://media.api-sports.io/football/teams/51.png,5,6,14,3,10,4,9,4,0,48%,1,,2,477,407,85%,2.09,0
1208033,33,Manchester United,https://media.api-sports.io/football/teams/33.png,4,5,11,2,8,3,13,4,6,52%,2,,2,511,446,87%,1.43,0
1208035,36,Fulham,https://media.api-sports.io/football/teams/36.png,6,7,18,5,13,5,14,7,0,54%,2,,3,538,459,85%,1.78,0
1208035,46,Leicester,https://media.api-sports.io/football/teams/46.png,4,4,10,2,6,4,13,5,5,46%,2,,4,454,381,84%,0.61,0
1208038,41,Southampton,https://media.api-sports.io/football/teams/41.png,1,1,5,3,2,3,14,4,0,65%,3,,7,656,596,91%,0.14,0
1208038,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,8,8,23,7,14,9,14,10,1,35%,3,,1,352,294,84%,2.45,0
1208039,47,Tottenham,https://media.api-sports.io/football/teams/47.png,7,5,13,1,9,4,11,12,0,71%,,,1,609,540,89%,2.43,-1
1208039,45,Everton,https://media.api-sports.io/football/teams/45.png,1,3,10,6,10,0,15,5,4,29%,,,3,251,188,75%,1.00,-1
1208037,50,Manchester City,https://media.api-sports.io/football/teams/50.png,5,6,14,3,9,5,4,10,3,75%,2,,0,755,700,93%,3.34,0
1208037,57,Ipswich,https://media.api-sports.io/football/teams/57.png,1,0,1,0,0,1,15,1,1,25%,3,,1,245,200,82%,0.29,0
1208034,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,2,8,14,4,8,6,9,3,3,58%,1,,1,552,454,82%,1.35,0
1208034,48,West Ham,https://media.api-sports.io/football/teams/48.png,3,10,18,5,13,5,17,3,2,42%,1,,2,393,302,77%,1.39,0
1208032,66,Aston Villa,https://media.api-sports.io/football/teams/66.png,3,3,11,5,7,4,8,4,3,39%,1,,2,329,271,82%,1.28,1
1208032,42,Arsenal,https://media.api-sports.io/football/teams/42.png,4,4,9,1,5,4,16,1,1,61%,3,,3,514,469,91%,0.87,1
1208031,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,4,7,16,5,11,5,20,8,,39%,2,,4,321,245,76%,2.26,0
1208031,34,Newcastle,https://media.api-sports.io/football/teams/34.png,5,4,14,5,12,2,8,9,,61%,2,,3,495,393,79%,1.69,0
1208040,39,Wolves,https://media.api-sports.io/football/teams/39.png,4,6,12,2,8,4,13,5,3,40%,2,,2,320,253,79%,1.96,-1
1208040,49,Chelsea,https://media.api-sports.io/football/teams/49.png,8,3,14,3,10,4,13,5,1,60%,3,,2,495,426,86%,1.68,-1
1208036,40,Liverpool,https://media.api-sports.io/football/teams/40.png,8,4,19,7,17,2,10,9,1,63%,2,,2,602,551,92%,2.65,1
1208036,55,Brentford,https://media.api-sports.io/football/teams/55.png,2,3,8,3,4,4,7,4,2,37%,3,,6,358,294,82%,0.36,1
1208041,42,Arsenal,https://media.api-sports.io/football/teams/42.png,7,2,11,2,10,1,12,3,3,36%,5,1,3,270,200,74%,2.08,1
1208041,51,Brighton,https://media.api-sports.io/football/teams/51.png,4,10,22,8,15,7,7,7,1,64%,2,0,6,471,404,86%,1.83,1
1208044,45,Everton,https://media.api-sports.io/football/teams/45.png,8,8,18,2,13,5,6,8,2,47%,2,,4,349,257,74%,1.97,0
1208044,35,Bournemouth,https://media.api-sports.io/football/teams/35.png,7,5,17,5,12,5,11,4,2,53%,1,,6,392,300,77%,2.22,0
1208046,46,Leicester,https://media.api-sports.io/football/teams/46.png,3,5,9,1,3,6,13,1,3,58%,4,,3,513,457,89%,0.45,0
1208046,66,Aston Villa,https://media.api-sports.io/football/teams/66.png,5,3,10,2,8,2,21,4,1,42%,5,,2,383,318,83%,1.55,0
1208042,55,Brentford,https://media.api-sports.io/football/teams/55.png,7,7,20,6,15,5,10,2,1,37%,2,,5,358,310,87%,2.78,0
1208042,41,Southampton,https://media.api-sports.io/football/teams/41.png,6,7,18,5,9,9,7,8,2,63%,1,,4,621,548,88%,1.57,0
1208045,57,Ipswich,https://media.api-sports.io/football/teams/57.png,4,3,11,4,6,5,15,8,4,49%,2,,3,401,345,86%,0.45,0
1208045,36,Fulham,https://media.api-sports.io/football/teams/36.png,4,2,9,3,9,0,15,6,0,51%,3,,3,418,359,86%,0.95,0
1208049,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,5,5,16,6,13,3,15,7,4,52%,3,,1,367,293,80%,1.04,0
1208049,39,Wolves,https://media.api-sports.io/football/teams/39.png,3,6,11,2,4,7,18,3,0,48%,4,,4,359,279,78%,0.74,0
1208050,48,West Ham,https://media.api-sports.io/football/teams/48.png,2,5,10,3,7,3,10,3,0,32%,3,,5,340,284,84%,0.73,0
1208050,50,Manchester City,https://media.api-sports.io/football/teams/50.png,8,10,23,5,19,4,3,11,1,68%,2,,2,726,670,92%,3.00,0
1208048,34,Newcastle,https://media.api-sports.io/football/teams/34.png,3,3,9,3,6,3,16,7,2,34%,4,,6,261,183,70%,1.83,0
1208048,47,Tottenham,https://media.api-sports.io/football/teams/47.png,6,6,20,8,9,11,13,12,4,66%,4,,1,500,421,84%,1.26,0
1208043,49,Chelsea,https://media.api-sports.io/football/teams/49.png,7,5,13,1,8,5,9,4,0,63%,4,,2,590,532,90%,2.37,1
1208043,52,Crystal Palace,https://media.api-sports.io/football/teams/52.png,3,1,9,5,4,5,13,4,1,37%,2,,6,350,276,79%,0.54,1
1208047,33,Manchester United,https://media.api-sports.io/football/teams/33.png,3,5,8,0,5,3,7,5,0,53%,4,,0,507,421,83%,1.36,0
1208047,40,Liverpool,https://media.api-sports.io/football/teams/40.png,3,7,11,1,10,1,7,2,2,47%,1,,3,464,391,84%,1.79,0
1208058,41,Southampton,https://media.api-sports.io/football/teams/41.png,4,1,6,1,6,0,11,0,,44%,1,1,7,480,421,88%,1.12,1
1208058,33,Manchester United,https://media.api-sports.io/football/teams/33.png,10,3,20,7,11,9,14,7,,56%,4,0,3,611,556,91%,2.67,1
1208055,36,Fulham,https://media.api-sports.io/football/teams/36.png,5,8,21,8,17,4,15,3,3,55%,2,,2,395,316,80%,1.54,0
1208055,48,West Ham,https://media.api-sports.io/football/teams/48.png,3,5,11,3,7,4,18,2,2,45%,3,,4,333,258,77%,0.76,0
1208056,40,Liverpool,https://media.api-sports.io/football/teams/40.png,5,6,14,3,10,4,15,7,0,69%,4,,2,604,507,84%,0.94,0
1208056,65,Nottingham Forest,https://media.api-sports.io/football/teams/65.png,3,2,5,0,3,2,6,2,5,31%,4,,5,273,189,69%,0.44,0
1208057,50,Manchester City,https://media.api-sports.io/football/teams/50.png,7,6,18,5,10,8,9,12,1,54%,3,,5,544,485,89%,2.17,0
1208057,55,Brentford,https://media.api-sports.io/football/teams/55.png,5,2,8,1,6,2,3,3,1,46%,1,,5,468,398,85%,0.96,0
1208053,51,Brighton,https://media.api-sports.io/football/teams/51.png,6,5,21,10,10,11,14,9,1,69%,4,,1,570,490,86%,1.66,2
