fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,expected_goals
871474,80,Lyon,https://media.api-sports.io/football/teams/80.png,6,4,11,1,6,5,10,4,,68%,1,1,3,635,553,87%,
871474,98,Ajaccio,https://media.api-sports.io/football/teams/98.png,4,4,8,0,6,2,18,3,,32%,6,1,4,297,218,73%,
871470,95,Strasbourg,https://media.api-sports.io/football/teams/95.png,7,2,11,2,7,4,17,3,3,53%,0,,9,482,380,79%,
871470,91,Monaco,https://media.api-sports.io/football/teams/91.png,11,9,24,4,17,7,15,7,3,47%,2,,6,411,326,79%,
871472,99,Clermont Foot,https://media.api-sports.io/football/teams/99.png,1,3,7,3,1,6,13,0,0,39%,2,,7,425,355,84%,
871472,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,12,4,18,2,15,3,13,6,4,61%,1,,1,673,603,90%,
871473,96,Toulouse,https://media.api-sports.io/football/teams/96.png,4,1,6,1,6,0,10,6,2,46%,1,,3,456,370,81%,
871473,84,Nice,https://media.api-sports.io/football/teams/84.png,4,7,11,0,7,4,8,3,2,54%,2,,2,544,459,84%,
871476,77,Angers,https://media.api-sports.io/football/teams/77.png,6,7,16,3,10,6,15,3,1,49%,3,,3,365,278,76%,
871476,83,Nantes,https://media.api-sports.io/football/teams/83.png,4,7,14,3,10,4,13,6,3,51%,3,,7,375,279,74%,
871475,79,Lille,https://media.api-sports.io/football/teams/79.png,6,5,16,5,7,9,10,7,2,60%,2,,1,613,558,91%,
871475,108,Auxerre,https://media.api-sports.io/football/teams/108.png,2,4,10,4,9,1,9,2,4,40%,1,,2,402,345,86%,
871477,82,Montpellier,https://media.api-sports.io/football/teams/82.png,6,4,17,7,8,9,13,3,4,53%,1,,8,398,335,84%,
871477,110,Estac Troyes,https://media.api-sports.io/football/teams/110.png,10,4,16,2,11,5,10,6,0,47%,0,,3,342,285,83%,
871479,116,Lens,https://media.api-sports.io/football/teams/116.png,7,9,16,0,16,0,16,6,0,62%,2,,2,484,409,85%,
871479,106,Stade Brestois 29,https://media.api-sports.io/football/teams/106.png,4,1,6,1,4,2,14,3,2,38%,4,,4,297,208,70%,
871471,94,Rennes,https://media.api-sports.io/football/teams/94.png,6,5,21,10,15,6,11,7,0,64%,3,,2,635,558,88%,
871471,97,Lorient,https://media.api-sports.io/football/teams/97.png,2,4,8,2,3,5,5,2,1,36%,1,,6,368,295,80%,
871478,81,Marseille,https://media.api-sports.io/football/teams/81.png,6,6,16,4,12,4,14,6,1,56%,1,,5,482,386,80%,
871478,93,Reims,https://media.api-sports.io/football/teams/93.png,6,8,16,2,9,7,10,7,1,44%,0,,3,379,287,76%,
871484,83,Nantes,https://media.api-sports.io/football/teams/83.png,1,4,10,5,5,5,14,5,0,30%,1,,3,260,172,66%,
871484,79,Lille,https://media.api-sports.io/football/teams/79.png,5,5,16,6,15,1,10,11,1,70%,4,,0,622,513,82%,
871482,91,Monaco,https://media.api-sports.io/football/teams/91.png,4,6,12,2,9,3,6,1,1,34%,0,1,7,328,252,77%,
871482,94,Rennes,https://media.api-sports.io/football/teams/94.png,8,7,24,9,13,11,11,6,1,66%,3,0,3,628,547,87%,
871486,85,Paris Saint Germain,https://media.api-sports.io/football/teams/85.png,10,7,20,3,13,7,15,11,1,59%,2,,2,611,562,92%,
871486,82,Montpellier,https://media.api-sports.io/football/teams/82.png,4,2,7,1,4,3,18,0,1,41%,1,,6,425,371,87%,
871488,93,Reims,https://media.api-sports.io/football/teams/93.png,6,1,9,2,7,2,18,1,0,41%,3,1,1,315,242,77%,
871488,99,Clermont Foot,https://media.api-sports.io/football/teams/99.png,5,4,10,1,4,6,8,6,1,59%,3,0,3,448,380,85%,
871480,98,Ajaccio,https://media.api-sports.io/football/teams/98.png,2,3,9,4,6,3,16,1,2,36%,5,,3,280,204,73%,
871480,116,Lens,https://media.api-sports.io/football/teams/116.png,3,8,12,1,7,5,18,3,1,64%,2,,2,506,430,85%,
871481,108,Auxerre,https://media.api-sports.io/football/teams/108.png,4,6,11,1,3,8,10,4,1,40%,5,1,0,330,259,78%,
871481,77,Angers,https://media.api-sports.io/football/teams/77.png,2,6,11,3,8,3,16,5,0,60%,3,0,3,497,419,84%,
871489,110,Estac Troyes,https://media.api-sports.io/football/teams/110.png,2,5,12,5,9,3,14,6,2,32%,2,,2,265,202,76%,
871489,96,Toulouse,https://media.api-sports.io/football/teams/96.png,4,2,10,4,6,4,19,6,2,68%,1,,1,575,500,87%,
