fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,passes_total,passes_accuracy,duels_total,fouls_committed,cards_yellow,cards_red,penalty_commited,penalty_scored,penalty_missed,penalty_saved,shots_total,shots_on,passes_key,tackles_total,tackles_interceptions,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,dribbles_past,goals_total,penalty_won,goals_assists,goals_saves,tackles_blocks,offsides
871825,Nice,84,2287,Ross Barkley,https://media.api-sports.io/football/players/2287.png,15.0,11,M,6.9,False,True,0,14.0,12,1.0,,0,0,,0,0,,,,2.0,,,,,,,,,,,,,
871825,Nice,84,2274,Marcin Bułka,https://media.api-sports.io/football/players/2274.png,,90,G,,False,True,0,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,
871825,Nice,84,175171,Teddy Boulhendi,https://media.api-sports.io/football/players/175171.png,,77,G,,False,True,0,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,
871825,Nice,84,19015,Joe Bryan,https://media.api-sports.io/football/players/19015.png,,15,D,,False,True,0,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,
871825,Nice,84,180510,Mattia Viti,https://media.api-sports.io/football/players/180510.png,,42,D,,False,True,0,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,
871825,Nice,84,333116,Reda Belahyane,https://media.api-sports.io/football/players/333116.png,,37,M,,False,True,0,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,
871825,Toulouse,96,21079,Maxime Dupé,https://media.api-sports.io/football/players/21079.png,90.0,30,G,8.9,True,False,0,42.0,33,,,0,0,,0,0,0.0,,,,,,,,,,,,,,8.0,,
871825,Toulouse,96,39229,Mikkel Desler,https://media.api-sports.io/football/players/39229.png,65.0,3,D,7.2,False,False,0,46.0,38,7.0,,0,0,,0,0,,,,1.0,4.0,1.0,6.0,2.0,1.0,,,,,,,,
871825,Toulouse,96,21997,Logan Costa,https://media.api-sports.io/football/players/21997.png,90.0,14,D,7.3,False,False,0,59.0,50,3.0,,0,0,,0,0,,,,1.0,2.0,2.0,3.0,,,,,,,,,1.0,
871825,Toulouse,96,15793,Rasmus Nicolaisen,https://media.api-sports.io/football/players/15793.png,90.0,2,D,7.2,False,False,0,68.0,62,11.0,2.0,1,0,,0,0,,,,,1.0,1.0,6.0,1.0,1.0,,1.0,,,,,2.0,
871825,Toulouse,96,11421,Gabriel Suazo,https://media.api-sports.io/football/players/11421.png,90.0,15,D,6.5,False,False,0,48.0,38,18.0,3.0,0,0,,0,0,,,,,3.0,,6.0,2.0,,1.0,3.0,,,,,,
871825,Toulouse,96,36868,Stijn Spierings,https://media.api-sports.io/football/players/36868.png,90.0,17,M,6.9,False,False,0,65.0,55,13.0,3.0,1,0,,0,0,,,,,4.0,2.0,6.0,2.0,1.0,1.0,1.0,,,,,,
871825,Toulouse,96,48491,Vincent Sierro,https://media.api-sports.io/football/players/48491.png,82.0,13,M,6.6,False,False,0,37.0,31,13.0,3.0,0,0,,0,0,,,,,3.0,,5.0,1.0,1.0,1.0,4.0,,,,,2.0,
871825,Toulouse,96,61159,Rafael Ratão,https://media.api-sports.io/football/players/61159.png,64.0,21,M,6.9,False,False,0,24.0,19,8.0,,0,0,,0,0,,1.0,1.0,1.0,4.0,1.0,4.0,,,,3.0,,,,,,
871825,Toulouse,96,36928,Denis Genreau,https://media.api-sports.io/football/players/36928.png,65.0,5,M,6.3,False,False,0,32.0,25,14.0,,0,0,,0,0,,,,,4.0,,6.0,2.0,1.0,1.0,3.0,,,,,,
871825,Toulouse,96,276670,Farès Chaïbi,https://media.api-sports.io/football/players/276670.png,90.0,28,M,7.3,False,False,0,45.0,37,10.0,,0,0,,0,0,,3.0,1.0,2.0,1.0,,2.0,,,,2.0,,,,,,
871825,Toulouse,96,93016,Thijs Dallinga,https://media.api-sports.io/football/players/93016.png,75.0,27,F,6.9,False,False,0,17.0,12,7.0,2.0,0,0,,0,0,,2.0,2.0,,,,1.0,1.0,1.0,,2.0,,,,,,
871825,Toulouse,96,243,Zakaria Aboukhlal,https://media.api-sports.io/football/players/243.png,26.0,6,F,6.3,False,True,0,2.0,1,5.0,1.0,0,0,,0,0,,,,,1.0,,2.0,1.0,,1.0,1.0,,,,,,
871825,Toulouse,96,264383,Waren Kamanzi,https://media.api-sports.io/football/players/264383.png,25.0,26,D,6.3,False,True,0,9.0,8,2.0,,0,0,,0,0,,,,,,,,,,,,,,,,,
871825,Toulouse,96,8482,Brecht Dejaegere,https://media.api-sports.io/football/players/8482.png,25.0,10,M,6.3,False,True,0,6.0,5,6.0,1.0,0,0,,0,0,,,,1.0,2.0,,2.0,1.0,,,1.0,,,,,,
871825,Toulouse,96,306532,Said Hamulic,https://media.api-sports.io/football/players/306532.png,15.0,29,F,6.9,False,True,0,1.0,1,3.0,,0,0,,0,0,,,,1.0,,,1.0,,,1.0,,,,,,,
871825,Toulouse,96,45804,Veljko Birmančević,https://media.api-sports.io/football/players/45804.png,8.0,19,M,6.3,False,True,0,,,3.0,,0,0,,0,0,,,,,,,,,,,2.0,,,,,,
871825,Toulouse,96,39104,Kjetil Haug,https://media.api-sports.io/football/players/39104.png,,16,G,,False,True,0,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,
871825,Toulouse,96,129681,Anthony Rouault,https://media.api-sports.io/football/players/129681.png,,4,D,,False,True,0,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,
871825,Toulouse,96,70476,Moussa Diarra,https://media.api-sports.io/football/players/70476.png,,23,D,,False,True,0,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,
871825,Toulouse,96,32940,Ado Onaiwu,https://media.api-sports.io/football/players/32940.png,,7,F,,False,True,0,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,
871828,Reims,93,20566,Yehvann Diouf,https://media.api-sports.io/football/players/20566.png,90.0,94,G,6.3,False,False,2,35.0,31,,,0,0,,0,0,0.0,,,,,,,,,,,,,,1.0,,
871828,Reims,93,8553,Maxime Busi,https://media.api-sports.io/football/players/8553.png,90.0,4,D,6.9,False,False,0,63.0,55,10.0,,0,0,,0,0,,,,,2.0,2.0,7.0,2.0,1.0,2.0,2.0,,,,,1.0,
871828,Reims,93,135068,Emmanuel Agbadou,https://media.api-sports.io/football/players/135068.png,90.0,24,D,7.3,False,False,0,65.0,59,12.0,1.0,0,0,,0,0,,,,1.0,6.0,1.0,9.0,,,,1.0,,,1.0,,,
871828,Reims,93,2704,Yunis Abdelhamid,https://media.api-sports.io/football/players/2704.png,90.0,5,D,7,True,False,0,78.0,60,17.0,2.0,0,0,,0,0,,,,1.0,3.0,2.0,11.0,2.0,1.0,,1.0,,,1.0,,,
871828,Reims,93,22000,Thomas Foket,https://media.api-sports.io/football/players/22000.png,90.0,32,D,6.2,False,False,0,56.0,50,7.0,2.0,0,0,,0,0,,,,,1.0,1.0,4.0,1.0,1.0,1.0,2.0,,,,,,
871828,Reims,93,203468,Dion Lopy,https://media.api-sports.io/football/players/203468.png,58.0,17,M,6.3,False,False,0,38.0,34,10.0,3.0,0,0,,0,0,,,,,3.0,1.0,4.0,,,1.0,2.0,,,,,,
871828,Reims,93,3080,Marshall Munetsi,https://media.api-sports.io/football/players/3080.png,80.0,15,M,6.3,False,False,0,17.0,16,9.0,2.0,0,0,,0,0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,3.0,,,,,,
871828,Reims,93,1942,Junya Ito,https://media.api-sports.io/football/players/1942.png,90.0,39,M,7.5,False,False,0,34.0,23,6.0,,0,0,,0,0,,1.0,1.0,2.0,1.0,,3.0,3.0,1.0,,1.0,1.0,,,,,1.0
871828,Reims,93,87324,Alexis Flips,https://media.api-sports.io/football/players/87324.png,80.0,70,M,6.3,False,False,0,34.0,29,11.0,1.0,0,0,,0,0,,1.0,,1.0,1.0,,3.0,1.0,,2.0,2.0,,,,,,
871828,Reims,93,138835,Folarin Balogun,https://media.api-sports.io/football/players/138835.png,90.0,29,M,6.9,False,False,0,24.0,18,4.0,1.0,0,0,,0,0,,4.0,3.0,2.0,1.0,,1.0,1.0,,,,1.0,,,,,
871828,Reims,93,38132,Kaj Sierhuis,https://media.api-sports.io/football/players/38132.png,58.0,9,F,6.3,False,False,0,9.0,3,7.0,1.0,0,0,,0,0,,,,,1.0,,1.0,2.0,,,1.0,,,,,,
