fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_assists,goals_saves,passes_total,passes_accuracy,duels_total,duels_won,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,dribbles_attempts,dribbles_success,dribbles_past,fouls_committed,tackles_interceptions,fouls_drawn,passes_key,tackles_blocks,offsides,shots_total,shots_on,goals_total,penalty_commited,penalty_won
1208494,Athletic Club,531,898,Ander Herrera,https://media.api-sports.io/football/players/898.png,33.0,21,M,6.6,False,True,0,0.0,,32.0,27,9.0,5.0,1,0,0,0,,1.0,2.0,1.0,,2.0,,2.0,1.0,,,,,,,
1208494,Athletic Club,531,332308,Unai Gómez,https://media.api-sports.io/football/players/332308.png,33.0,20,M,6.3,False,True,0,0.0,,8.0,7,7.0,3.0,1,0,0,0,,,2.0,1.0,,1.0,,1.0,,,,,,,,
1208494,Athletic Club,531,183799,Nico Williams,https://media.api-sports.io/football/players/183799.png,18.0,10,F,7.2,False,True,0,0.0,,6.0,4,1.0,1.0,0,0,0,0,,,1.0,1.0,,,,,,,,2.0,2.0,,,
1208494,Athletic Club,531,47278,Daniel Vivian,https://media.api-sports.io/football/players/47278.png,9.0,3,D,6.7,False,True,0,0.0,,18.0,18,2.0,,0,0,0,0,,,,,,,,,,,1.0,,,,,
1208494,Athletic Club,531,47276,Íñigo Lekue,https://media.api-sports.io/football/players/47276.png,9.0,15,D,6.9,False,True,0,0.0,,14.0,13,1.0,1.0,0,0,0,0,,,,,,,,1.0,1.0,,,,,,,
1208494,Athletic Club,531,332302,Oier Gastesi,https://media.api-sports.io/football/players/332302.png,,34,G,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1208494,Athletic Club,531,332305,Unai Eguíluz,https://media.api-sports.io/football/players/332305.png,,27,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1208494,Athletic Club,531,336998,Adama Boiro,https://media.api-sports.io/football/players/336998.png,,32,D,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1208494,Athletic Club,531,383780,Mikel Jauregizar,https://media.api-sports.io/football/players/383780.png,,31,M,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1208494,Athletic Club,531,179153,Javier Martón Ansó,https://media.api-sports.io/football/players/179153.png,,19,F,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
1208494,Athletic Club,531,288525,Malcom Ares,https://media.api-sports.io/football/players/288525.png,,23,F,,False,True,0,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,
